"Plot Title: HOBO#4 - S/N10369048"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10369048, SEN S/N: 10369048)","Max: Daily Temperature, °C (LGR S/N: 10369048)","Min: Daily Temperature, °C (LGR S/N: 10369048)","Avg: Hourly Temperature, °C (LGR S/N: 10369048)"
982,07/30/18 01:00:00 AM,0.0,,,2.516
983,07/30/18 01:30:00 AM,0.0,,,
984,07/30/18 02:00:00 AM,0.0,,,1.710
985,07/30/18 02:30:00 AM,0.0,,,
986,07/30/18 03:00:00 AM,0.0,,,1.057
987,07/30/18 03:30:00 AM,0.0,,,
988,07/30/18 04:00:00 AM,0.0,,,0.453
989,07/30/18 04:30:00 AM,0.0,,,
990,07/30/18 05:00:00 AM,0.0,,,1.433
991,07/30/18 05:30:00 AM,0.0,,,
992,07/30/18 06:00:00 AM,43.1,,,3.102
993,07/30/18 06:30:00 AM,538.2,,,
994,07/30/18 07:00:00 AM,635.1,,,5.721
995,07/30/18 07:30:00 AM,8266.7,,,
996,07/30/18 08:00:00 AM,10333.4,,,19.570
997,07/30/18 08:30:00 AM,13089.0,,,
998,07/30/18 09:00:00 AM,13777.9,,,24.888
999,07/30/18 09:30:00 AM,16533.4,,,
1000,07/30/18 10:00:00 AM,24800.2,,,29.703
1001,07/30/18 10:30:00 AM,30311.3,,,
1002,07/30/18 11:00:00 AM,34444.7,,,38.222
1003,07/30/18 11:30:00 AM,31689.1,,,
1004,07/30/18 12:00:00 PM,31689.1,,,43.783
1005,07/30/18 12:30:00 PM,28933.5,,,
1006,07/30/18 01:00:00 PM,26178.0,,,45.786
1007,07/30/18 01:30:00 PM,34444.7,,,
1008,07/30/18 02:00:00 PM,26178.0,,,47.389
1009,07/30/18 02:30:00 PM,24800.2,,,
1010,07/30/18 03:00:00 PM,23422.4,,,43.676
1011,07/30/18 03:30:00 PM,24800.2,,,
1012,07/30/18 04:00:00 PM,22044.6,,,38.399
1013,07/30/18 04:30:00 PM,4133.4,,,
1014,07/30/18 05:00:00 PM,17911.2,,,32.158
1015,07/30/18 05:30:00 PM,15155.7,,,
1016,07/30/18 06:00:00 PM,9300.1,,,28.209
1017,07/30/18 06:30:00 PM,7233.4,,,
1018,07/30/18 07:00:00 PM,1130.2,,,15.420
1019,07/30/18 07:30:00 PM,667.4,,,
1020,07/30/18 08:00:00 PM,355.2,,,9.168
1021,07/30/18 08:30:00 PM,32.3,,,
1022,07/30/18 09:00:00 PM,0.0,,,5.704
1023,07/30/18 09:30:00 PM,0.0,,,
1024,07/30/18 10:00:00 PM,0.0,,,4.049
1025,07/30/18 10:30:00 PM,0.0,,,
1026,07/30/18 11:00:00 PM,0.0,,,2.570
1027,07/30/18 11:30:00 PM,0.0,,,
1028,07/31/18 12:00:00 AM,0.0,50.042,-2.727,1.764
1029,07/31/18 12:30:00 AM,0.0,,,
1030,07/31/18 01:00:00 AM,0.0,,,0.562
1031,07/31/18 01:30:00 AM,0.0,,,
1032,07/31/18 02:00:00 AM,0.0,,,-0.605
1033,07/31/18 02:30:00 AM,0.0,,,
1034,07/31/18 03:00:00 AM,0.0,,,-1.456
1035,07/31/18 03:30:00 AM,0.0,,,
1036,07/31/18 04:00:00 AM,0.0,,,-1.972
1037,07/31/18 04:30:00 AM,0.0,,,
1038,07/31/18 05:00:00 AM,0.0,,,-2.552
1039,07/31/18 05:30:00 AM,0.0,,,
1040,07/31/18 06:00:00 AM,43.1,,,-2.611
1041,07/31/18 06:30:00 AM,247.6,,,
1042,07/31/18 07:00:00 AM,409.0,,,1.360
1043,07/31/18 07:30:00 AM,9300.1,,,
1044,07/31/18 08:00:00 AM,11022.3,,,18.998
1045,07/31/18 08:30:00 AM,14466.8,,,
1046,07/31/18 09:00:00 AM,14466.8,,,25.567
1047,07/31/18 09:30:00 AM,17911.2,,,
1048,07/31/18 10:00:00 AM,24800.2,,,33.713
1049,07/31/18 10:30:00 AM,31689.1,,,
1050,07/31/18 11:00:00 AM,37200.2,,,43.434
1051,07/31/18 11:30:00 AM,34444.7,,,
1052,07/31/18 12:00:00 PM,31689.1,,,46.218
1053,07/31/18 12:30:00 PM,27555.7,,,
1054,07/31/18 01:00:00 PM,26178.0,,,49.566
1055,07/31/18 01:30:00 PM,30311.3,,,
1056,07/31/18 02:00:00 PM,26178.0,,,48.640
1057,07/31/18 02:30:00 PM,14466.8,,,
1058,07/31/18 03:00:00 PM,18600.1,,,41.873
1059,07/31/18 03:30:00 PM,10677.8,,,
1060,07/31/18 04:00:00 PM,22044.6,,,37.986
1061,07/31/18 04:30:00 PM,15155.7,,,
1062,07/31/18 05:00:00 PM,10333.4,,,34.014
1063,07/31/18 05:30:00 PM,9644.5,,,
1064,07/31/18 06:00:00 PM,3272.2,,,22.575
1065,07/31/18 06:30:00 PM,2238.9,,,
1066,07/31/18 07:00:00 PM,1463.9,,,15.853
1067,07/31/18 07:30:00 PM,968.8,,,
1068,07/31/18 08:00:00 PM,322.9,,,9.809
1069,07/31/18 08:30:00 PM,10.8,,,
1070,07/31/18 09:00:00 PM,0.0,,,5.960
1071,07/31/18 09:30:00 PM,0.0,,,
1072,07/31/18 10:00:00 PM,0.0,,,4.519
1073,07/31/18 10:30:00 PM,0.0,,,
1074,07/31/18 11:00:00 PM,0.0,,,3.946
1075,07/31/18 11:30:00 PM,0.0,,,
1076,08/01/18 12:00:00 AM,0.0,48.155,-0.437,3.155
1077,08/01/18 12:30:00 AM,0.0,,,
1078,08/01/18 01:00:00 AM,0.0,,,2.248
1079,08/01/18 01:30:00 AM,0.0,,,
1080,08/01/18 02:00:00 AM,0.0,,,1.275
1081,08/01/18 02:30:00 AM,0.0,,,
1082,08/01/18 03:00:00 AM,0.0,,,0.618
1083,08/01/18 03:30:00 AM,0.0,,,
1084,08/01/18 04:00:00 AM,0.0,,,0.176
1085,08/01/18 04:30:00 AM,0.0,,,
1086,08/01/18 05:00:00 AM,0.0,,,-0.046
1087,08/01/18 05:30:00 AM,0.0,,,
1088,08/01/18 06:00:00 AM,32.3,,,-0.102
1089,08/01/18 06:30:00 AM,592.0,,,
1090,08/01/18 07:00:00 AM,1550.0,,,4.070
1091,08/01/18 07:30:00 AM,5511.1,,,
1092,08/01/18 08:00:00 AM,9644.5,,,15.711
1093,08/01/18 08:30:00 AM,8266.7,,,
1094,08/01/18 09:00:00 AM,13089.0,,,25.814
1095,08/01/18 09:30:00 AM,16533.4,,,
1096,08/01/18 10:00:00 AM,22044.6,,,34.085
1097,08/01/18 10:30:00 AM,28933.5,,,
1098,08/01/18 11:00:00 AM,31689.1,,,42.529
1099,08/01/18 11:30:00 AM,10333.4,,,
1100,08/01/18 12:00:00 PM,37200.2,,,42.063
1101,08/01/18 12:30:00 PM,12400.1,,,
1102,08/01/18 01:00:00 PM,14466.8,,,33.902
1103,08/01/18 01:30:00 PM,12400.1,,,
1104,08/01/18 02:00:00 PM,5166.7,,,23.628
1105,08/01/18 02:30:00 PM,8266.7,,,
1106,08/01/18 03:00:00 PM,7577.8,,,24.546
1107,08/01/18 03:30:00 PM,14466.8,,,
1108,08/01/18 04:00:00 PM,19289.0,,,33.276
1109,08/01/18 04:30:00 PM,18600.1,,,
1110,08/01/18 05:00:00 PM,5166.7,,,24.063
1111,08/01/18 05:30:00 PM,6200.0,,,
1112,08/01/18 06:00:00 PM,3444.5,,,19.092
1113,08/01/18 06:30:00 PM,731.9,,,
1114,08/01/18 07:00:00 PM,667.4,,,15.807
1115,08/01/18 07:30:00 PM,624.3,,,
1116,08/01/18 08:00:00 PM,172.2,,,11.320
1117,08/01/18 08:30:00 PM,10.8,,,
1118,08/01/18 09:00:00 PM,0.0,,,6.877
1119,08/01/18 09:30:00 PM,0.0,,,
1120,08/01/18 10:00:00 PM,0.0,,,7.982
1121,08/01/18 10:30:00 PM,0.0,,,
1122,08/01/18 11:00:00 PM,0.0,,,6.824
1123,08/01/18 11:30:00 PM,0.0,,,
1124,08/02/18 12:00:00 AM,0.0,49.905,1.003,4.519
1125,08/02/18 12:30:00 AM,0.0,,,
1126,08/02/18 01:00:00 AM,0.0,,,3.524
1127,08/02/18 01:30:00 AM,0.0,,,
1128,08/02/18 02:00:00 AM,0.0,,,2.996
1129,08/02/18 02:30:00 AM,0.0,,,
1130,08/02/18 03:00:00 AM,0.0,,,2.249
1131,08/02/18 03:30:00 AM,0.0,,,
1132,08/02/18 04:00:00 AM,0.0,,,1.656
1133,08/02/18 04:30:00 AM,0.0,,,
1134,08/02/18 05:00:00 AM,0.0,,,1.166
1135,08/02/18 05:30:00 AM,0.0,,,
1136,08/02/18 06:00:00 AM,21.5,,,1.166
1137,08/02/18 06:30:00 AM,462.9,,,
1138,08/02/18 07:00:00 AM,979.5,,,4.999
1139,08/02/18 07:30:00 AM,7233.4,,,
1140,08/02/18 08:00:00 AM,9644.5,,,19.714
1141,08/02/18 08:30:00 AM,12400.1,,,
1142,08/02/18 09:00:00 AM,13777.9,,,28.072
1143,08/02/18 09:30:00 AM,17911.2,,,
1144,08/02/18 10:00:00 AM,23422.4,,,34.374
1145,08/02/18 10:30:00 AM,30311.3,,,
1146,08/02/18 11:00:00 AM,31689.1,,,33.588
1147,08/02/18 11:30:00 AM,22044.6,,,
1148,08/02/18 12:00:00 PM,12400.1,,,34.652
1149,08/02/18 12:30:00 PM,11022.3,,,
1150,08/02/18 01:00:00 PM,13089.0,,,33.350
1151,08/02/18 01:30:00 PM,7233.4,,,
1152,08/02/18 02:00:00 PM,30311.3,,,39.628
1153,08/02/18 02:30:00 PM,8611.2,,,
1154,08/02/18 03:00:00 PM,24800.2,,,35.835
1155,08/02/18 03:30:00 PM,8611.2,,,
1156,08/02/18 04:00:00 PM,19977.9,,,28.707
1157,08/02/18 04:30:00 PM,6544.5,,,
1158,08/02/18 05:00:00 PM,9300.1,,,32.245
1159,08/02/18 05:30:00 PM,9300.1,,,
1160,08/02/18 06:00:00 PM,4305.6,,,23.830
1161,08/02/18 06:30:00 PM,4650.0,,,
1162,08/02/18 07:00:00 PM,2755.6,,,18.331
1163,08/02/18 07:30:00 PM,1377.8,,,
1164,08/02/18 08:00:00 PM,441.3,,,13.843
1165,08/02/18 08:30:00 PM,0.0,,,
1166,08/02/18 09:00:00 PM,0.0,,,10.258
1167,08/02/18 09:30:00 PM,0.0,,,
1168,08/02/18 10:00:00 PM,0.0,,,9.176
1169,08/02/18 10:30:00 PM,0.0,,,
1170,08/02/18 11:00:00 PM,0.0,,,10.504
1171,08/02/18 11:30:00 PM,0.0,,,
1172,08/03/18 12:00:00 AM,0.0,26.683,9.176,10.602
1173,08/03/18 12:30:00 AM,0.0,,,
1174,08/03/18 01:00:00 AM,0.0,,,9.964
1175,08/03/18 01:30:00 AM,0.0,,,
1176,08/03/18 02:00:00 AM,0.0,,,9.964
1177,08/03/18 02:30:00 AM,0.0,,,
1178,08/03/18 03:00:00 AM,0.0,,,10.161
1179,08/03/18 03:30:00 AM,0.0,,,
1180,08/03/18 04:00:00 AM,0.0,,,10.063
1181,08/03/18 04:30:00 AM,0.0,,,
1182,08/03/18 05:00:00 AM,0.0,,,10.944
1183,08/03/18 05:30:00 AM,0.0,,,
1184,08/03/18 06:00:00 AM,0.0,,,9.373
1185,08/03/18 06:30:00 AM,193.8,,,
1186,08/03/18 07:00:00 AM,549.0,,,10.160
1187,08/03/18 07:30:00 AM,678.1,,,
1188,08/03/18 08:00:00 AM,775.0,,,11.672
1189,08/03/18 08:30:00 AM,1636.1,,,
1190,08/03/18 09:00:00 AM,1894.5,,,14.229
1191,08/03/18 09:30:00 AM,2411.1,,,
1192,08/03/18 10:00:00 AM,4822.3,,,16.998
1193,08/03/18 10:30:00 AM,5166.7,,,
1194,08/03/18 11:00:00 AM,4305.6,,,17.902
1195,08/03/18 11:30:00 AM,86.1,,,
1196,08/03/18 12:00:00 PM,86.1,,,18.854
1197,08/03/18 12:30:00 PM,64.6,,,
1198,08/03/18 01:00:00 PM,0.0,,,20.281
1199,08/03/18 01:30:00 PM,10.8,,,
1200,08/03/18 02:00:00 PM,10.8,,,20.567
1201,08/03/18 02:30:00 PM,32.3,,,
1202,08/03/18 03:00:00 PM,64.6,,,20.710
1203,08/03/18 03:30:00 PM,53.8,,,
1204,08/03/18 04:00:00 PM,53.8,,,22.909
1205,08/03/18 04:30:00 PM,43.1,,,
1206,08/03/18 05:00:00 PM,32.3,,,23.773
1207,08/03/18 05:30:00 PM,10.8,,,
1208,08/03/18 06:00:00 PM,10.8,,,26.487
1209,08/03/18 06:30:00 PM,53.8,,,
1210,08/03/18 07:00:00 PM,43.1,,,23.726
1211,08/03/18 07:30:00 PM,21.5,,,
1212,08/03/18 08:00:00 PM,10.8,,,21.903
1213,08/03/18 08:30:00 PM,0.0,,,
1214,08/03/18 09:00:00 PM,0.0,,,19.710
1215,08/03/18 09:30:00 PM,0.0,,,
1216,08/03/18 10:00:00 PM,0.0,,,19.329
1217,08/03/18 10:30:00 PM,0.0,,,
1218,08/03/18 11:00:00 PM,0.0,,,18.331
1219,08/03/18 11:30:00 PM,0.0,,,
1220,08/04/18 12:00:00 AM,0.0,29.752,8.282,16.998
1221,08/04/18 12:30:00 AM,0.0,,,
1222,08/04/18 01:00:00 AM,0.0,,,15.425
1223,08/04/18 01:30:00 AM,0.0,,,
1224,08/04/18 02:00:00 AM,0.0,,,13.845
1225,08/04/18 02:30:00 AM,0.0,,,
1226,08/04/18 03:00:00 AM,0.0,,,12.400
1227,08/04/18 03:30:00 AM,0.0,,,
1228,08/04/18 04:00:00 AM,0.0,,,11.089
1229,08/04/18 04:30:00 AM,0.0,,,
1230,08/04/18 05:00:00 AM,0.0,,,10.013
1231,08/04/18 05:30:00 AM,0.0,,,
1232,08/04/18 06:00:00 AM,0.0,,,9.126
1233,08/04/18 06:30:00 AM,0.0,,,
1234,08/04/18 07:00:00 AM,0.0,,,8.381
1235,08/04/18 07:30:00 AM,0.0,,,
1236,08/04/18 08:00:00 AM,0.0,,,8.481
1237,08/04/18 08:30:00 AM,0.0,,,
1238,08/04/18 09:00:00 AM,0.0,,,10.061
1239,08/04/18 09:30:00 AM,0.0,,,
1240,08/04/18 10:00:00 AM,0.0,,,13.170
1241,08/04/18 10:30:00 AM,0.0,,,
1242,08/04/18 11:00:00 AM,0.0,,,17.093
1243,08/04/18 11:30:00 AM,0.0,,,
1244,08/04/18 12:00:00 PM,0.0,,,20.473
1245,08/04/18 12:30:00 PM,0.0,,,
1246,08/04/18 01:00:00 PM,0.0,,,22.956
1247,08/04/18 01:30:00 PM,0.0,,,
1248,08/04/18 02:00:00 PM,0.0,,,24.980
1249,08/04/18 02:30:00 PM,0.0,,,
1250,08/04/18 03:00:00 PM,0.0,,,27.765
1251,08/04/18 03:30:00 PM,0.0,,,
1252,08/04/18 04:00:00 PM,0.0,,,29.552
1253,08/04/18 04:30:00 PM,0.0,,,
1254,08/04/18 05:00:00 PM,0.0,,,29.702
1255,08/04/18 05:30:00 PM,0.0,,,
1256,08/04/18 06:00:00 PM,0.0,,,29.252
1257,08/04/18 06:30:00 PM,0.0,,,
1258,08/04/18 07:00:00 PM,0.0,,,28.357
1259,08/04/18 07:30:00 PM,0.0,,,
1260,08/04/18 08:00:00 PM,0.0,,,26.977
1261,08/04/18 08:30:00 PM,0.0,,,
1262,08/04/18 09:00:00 PM,0.0,,,25.223
1263,08/04/18 09:30:00 PM,0.0,,,
1264,08/04/18 10:00:00 PM,0.0,,,23.389
1265,08/04/18 10:30:00 PM,0.0,,,
1266,08/04/18 11:00:00 PM,0.0,,,21.521
1267,08/04/18 11:30:00 PM,0.0,,,
1268,08/05/18 12:00:00 AM,0.0,32.704,10.944,19.662
1269,08/05/18 12:30:00 AM,0.0,,,
1270,08/05/18 01:00:00 AM,0.0,,,17.807
1271,08/05/18 01:30:00 AM,0.0,,,
1272,08/05/18 02:00:00 AM,0.0,,,16.189
1273,08/05/18 02:30:00 AM,0.0,,,
1274,08/05/18 03:00:00 AM,0.0,,,14.613
1275,08/05/18 03:30:00 AM,0.0,,,
1276,08/05/18 04:00:00 AM,0.0,,,13.269
1277,08/05/18 04:30:00 AM,0.0,,,
1278,08/05/18 05:00:00 AM,0.0,,,12.303
1279,08/05/18 05:30:00 AM,0.0,,,
1280,08/05/18 06:00:00 AM,0.0,,,11.625
1281,08/05/18 06:30:00 AM,0.0,,,
1282,08/05/18 07:00:00 AM,0.0,,,11.138
1283,08/05/18 07:30:00 AM,0.0,,,
1284,08/05/18 08:00:00 AM,0.0,,,10.992
1285,08/05/18 08:30:00 AM,0.0,,,
1286,08/05/18 09:00:00 AM,0.0,,,11.576
1287,08/05/18 09:30:00 AM,0.0,,,
1288,08/05/18 10:00:00 AM,0.0,,,13.557
1289,08/05/18 10:30:00 AM,0.0,,,
1290,08/05/18 11:00:00 AM,0.0,,,16.331
1291,08/05/18 11:30:00 AM,0.0,,,
1292,08/05/18 12:00:00 PM,0.0,,,19.377
1293,08/05/18 12:30:00 PM,0.0,,,
1294,08/05/18 01:00:00 PM,0.0,,,22.095
1295,08/05/18 01:30:00 PM,0.0,,,
1296,08/05/18 02:00:00 PM,0.0,,,25.030
1297,08/05/18 02:30:00 PM,0.0,,,
1298,08/05/18 03:00:00 PM,0.0,,,28.111
1299,08/05/18 03:30:00 PM,10.8,,,
1300,08/05/18 04:00:00 PM,0.0,,,31.372
1301,08/05/18 04:30:00 PM,0.0,,,
1302,08/05/18 05:00:00 PM,0.0,,,32.704
1303,08/05/18 05:30:00 PM,0.0,,,
1304,08/05/18 06:00:00 PM,0.0,,,32.035
1305,08/05/18 06:30:00 PM,0.0,,,
1306,08/05/18 07:00:00 PM,0.0,,,30.659
1307,08/05/18 07:30:00 PM,0.0,,,
1308,08/05/18 08:00:00 PM,0.0,,,29.003
1309,08/05/18 08:30:00 PM,0.0,,,
1310,08/05/18 09:00:00 PM,0.0,,,27.076
1311,08/05/18 09:30:00 PM,0.0,,,
1312,08/05/18 10:00:00 PM,0.0,,,25.078
1313,08/05/18 10:30:00 PM,0.0,,,
1314,08/05/18 11:00:00 PM,0.0,,,23.005
1315,08/05/18 11:30:00 PM,0.0,,,
1316,08/06/18 12:00:00 AM,0.0,22.525,11.431,21.139
1317,08/06/18 12:30:00 AM,0.0,,,
1318,08/06/18 01:00:00 AM,0.0,,,19.567
1319,08/06/18 01:30:00 AM,0.0,,,
1320,08/06/18 02:00:00 AM,0.0,,,18.046
1321,08/06/18 02:30:00 AM,0.0,,,
1322,08/06/18 03:00:00 AM,0.0,,,16.618
1323,08/06/18 03:30:00 AM,0.0,,,
1324,08/06/18 04:00:00 AM,0.0,,,15.234
1325,08/06/18 04:30:00 AM,0.0,,,
1326,08/06/18 05:00:00 AM,0.0,,,13.942
1327,08/06/18 05:30:00 AM,0.0,,,
1328,08/06/18 06:00:00 AM,0.0,,,12.787
1329,08/06/18 06:30:00 AM,0.0,,,
1330,08/06/18 07:00:00 AM,0.0,,,11.722
1331,08/06/18 07:30:00 AM,0.0,,,
1332,08/06/18 08:00:00 AM,290.6,,,12.205
1333,08/06/18 08:30:00 AM,344.4,,,
1334,08/06/18 09:00:00 AM,53.8,,,17.997
1335,08/06/18 09:30:00 AM,53.8,,,
1336,08/06/18 10:00:00 AM,118.4,,,20.615
1337,08/06/18 10:30:00 AM,107.6,,,
1338,08/06/18 11:00:00 AM,193.8,,,22.525
