"Plot Title: Hobo#22-10793186"
"#","Date Time, GMT-06:00","Avg: Hourly Temperature, °C (LGR S/N: 10793186)","Max: Daily Temperature, °C (LGR S/N: 10793186)","Min: Daily Temperature, °C (LGR S/N: 10793186)"
646,08/05/18 11:00:00 AM,19.520,,
647,08/05/18 12:00:00 PM,22.765,,
648,08/05/18 01:00:00 PM,25.807,,
649,08/05/18 02:00:00 PM,29.255,,
650,08/05/18 03:00:00 PM,33.130,,
651,08/05/18 04:00:00 PM,36.457,,
652,08/05/18 05:00:00 PM,34.852,,
653,08/05/18 06:00:00 PM,32.808,,
654,08/05/18 07:00:00 PM,30.458,,
655,08/05/18 08:00:00 PM,28.012,,
656,08/05/18 09:00:00 PM,25.418,,
657,08/05/18 10:00:00 PM,22.957,,
658,08/05/18 11:00:00 PM,20.805,,
659,08/06/18 12:00:00 AM,19.044,22.046,9.669
660,08/06/18 01:00:00 AM,17.380,,
661,08/06/18 02:00:00 AM,15.759,,
662,08/06/18 03:00:00 AM,14.325,,
663,08/06/18 04:00:00 AM,12.931,,
664,08/06/18 05:00:00 AM,11.771,,
665,08/06/18 06:00:00 AM,10.699,,
666,08/06/18 07:00:00 AM,9.817,,
667,08/06/18 08:00:00 AM,12.058,,
668,08/06/18 09:00:00 AM,18.616,,
669,08/06/18 10:00:00 AM,20.758,,
670,08/06/18 11:00:00 AM,22.046,,
