"Plot Title: Hobo#1-SN10369064"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10369064, SEN S/N: 10369064)","Avg: Hourly Temperature, °C (LGR S/N: 10369064)","Max: Daily Temperature, °C (LGR S/N: 10369064)","Min: Daily Temperature, °C (LGR S/N: 10369064)","Coupler Attached (LGR S/N: 10369064)","Stopped (LGR S/N: 10369064)","End Of File (LGR S/N: 10369064)"
560,07/21/19 06:30:00 AM,215.3,,,,,,
561,07/21/19 07:00:00 AM,333.7,3.488,,,,,
562,07/21/19 07:30:00 AM,6200.0,,,,,,
563,07/21/19 08:00:00 AM,8266.7,13.066,,,,,
564,07/21/19 08:30:00 AM,10333.4,,,,,,
565,07/21/19 09:00:00 AM,12400.1,22.777,,,,,
566,07/21/19 09:30:00 AM,14466.8,,,,,,
567,07/21/19 10:00:00 AM,15844.5,30.464,,,,,
568,07/21/19 10:30:00 AM,18600.1,,,,,,
569,07/21/19 11:00:00 AM,21355.7,35.172,,,,,
570,07/21/19 11:30:00 AM,24800.2,,,,,,
571,07/21/19 12:00:00 PM,28933.5,34.021,,,,,
572,07/21/19 12:30:00 PM,9300.1,,,,,,
573,07/21/19 01:00:00 PM,11711.2,36.735,,,,,
574,07/21/19 01:30:00 PM,33066.9,,,,,,
575,07/21/19 02:00:00 PM,16533.4,30.455,,,,,
576,07/21/19 02:30:00 PM,3444.5,,,,,,
577,07/21/19 03:00:00 PM,9300.1,21.350,,,,,
578,07/21/19 03:30:00 PM,52355.9,,,,,,
579,07/21/19 04:00:00 PM,39955.8,32.704,,,,,
580,07/21/19 04:30:00 PM,33066.9,,,,,,
581,07/21/19 05:00:00 PM,27555.7,33.384,,,,,
582,07/21/19 05:30:00 PM,22044.6,,,,,,
583,07/21/19 06:00:00 PM,3272.2,23.300,,,,,
584,07/21/19 06:30:00 PM,3616.7,,,,,,
585,07/21/19 07:00:00 PM,5166.7,22.677,,,,,
586,07/21/19 07:30:00 PM,1463.9,,,,,,
587,07/21/19 08:00:00 PM,409.0,13.116,,,,,
588,07/21/19 08:30:00 PM,75.3,,,,,,
589,07/21/19 09:00:00 PM,0.0,11.670,,,,,
590,07/21/19 09:30:00 PM,0.0,,,,,,
591,07/21/19 10:00:00 PM,0.0,14.134,,,,,
592,07/21/19 10:30:00 PM,0.0,,,,,,
593,07/21/19 11:00:00 PM,0.0,13.365,,,,,
594,07/21/19 11:30:00 PM,0.0,,,,,,
595,07/22/19 12:00:00 AM,0.0,12.109,38.826,1.872,,,
596,07/22/19 12:30:00 AM,0.0,,,,,,
597,07/22/19 01:00:00 AM,0.0,11.382,,,,,
598,07/22/19 01:30:00 AM,0.0,,,,,,
599,07/22/19 02:00:00 AM,0.0,10.503,,,,,
600,07/22/19 02:30:00 AM,0.0,,,,,,
601,07/22/19 03:00:00 AM,0.0,7.225,,,,,
602,07/22/19 03:30:00 AM,0.0,,,,,,
603,07/22/19 04:00:00 AM,0.0,6.115,,,,,
604,07/22/19 04:30:00 AM,0.0,,,,,,
605,07/22/19 05:00:00 AM,0.0,3.630,,,,,
606,07/22/19 05:30:00 AM,0.0,,,,,,
607,07/22/19 06:00:00 AM,96.9,2.195,,,,,
608,07/22/19 06:30:00 AM,290.6,,,,,,
609,07/22/19 07:00:00 AM,419.8,5.998,,,,,
610,07/22/19 07:30:00 AM,6544.5,,,,,,
611,07/22/19 08:00:00 AM,8611.2,17.710,,,,,
612,07/22/19 08:30:00 AM,10677.8,,,,,,
613,07/22/19 09:00:00 AM,12400.1,26.403,,,,,
614,07/22/19 09:30:00 AM,14466.8,,,,,,
615,07/22/19 10:00:00 AM,15844.5,32.868,,,,,
616,07/22/19 10:30:00 AM,18600.1,,,,,,
617,07/22/19 11:00:00 AM,22044.6,36.788,,,,,
618,07/22/19 11:30:00 AM,26178.0,,,,,,
619,07/22/19 12:00:00 PM,31689.1,38.380,,,,,
620,07/22/19 12:30:00 PM,28933.5,,,,,,
621,07/22/19 01:00:00 PM,6544.5,24.402,,,,,
622,07/22/19 01:30:00 PM,9644.5,,,,,,
623,07/22/19 02:00:00 PM,10333.4,28.563,,,,,
624,07/22/19 02:30:00 PM,52355.9,,,,,,
625,07/22/19 03:00:00 PM,49600.3,25.903,,,,,
626,07/22/19 03:30:00 PM,8611.2,,,,,,
627,07/22/19 04:00:00 PM,7577.8,23.149,,,,,
628,07/22/19 04:30:00 PM,3444.5,,,,,,
629,07/22/19 05:00:00 PM,6544.5,22.726,,,,,
630,07/22/19 05:30:00 PM,9644.5,,,,,,
631,07/22/19 06:00:00 PM,2669.5,17.997,,,,,
632,07/22/19 06:30:00 PM,1065.6,,,,,,
633,07/22/19 07:00:00 PM,3272.2,15.711,,,,,
634,07/22/19 07:30:00 PM,721.2,,,,,,
635,07/22/19 08:00:00 PM,312.2,12.641,,,,,
636,07/22/19 08:30:00 PM,32.3,,,,,,
637,07/22/19 09:00:00 PM,0.0,11.867,,,,,
638,07/22/19 09:30:00 PM,0.0,,,,,,
639,07/22/19 10:00:00 PM,0.0,11.186,,,,,
640,07/22/19 10:30:00 PM,0.0,,,,,,
641,07/22/19 11:00:00 PM,0.0,8.279,,,,,
642,07/22/19 11:30:00 PM,0.0,,,,,,
643,07/23/19 12:00:00 AM,0.0,6.217,36.403,-0.325,,,
644,07/23/19 12:30:00 AM,0.0,,,,,,
645,07/23/19 01:00:00 AM,0.0,3.364,,,,,
646,07/23/19 01:30:00 AM,0.0,,,,,,
647,07/23/19 02:00:00 AM,0.0,2.730,,,,,
648,07/23/19 02:30:00 AM,0.0,,,,,,
649,07/23/19 03:00:00 AM,0.0,1.654,,,,,
650,07/23/19 03:30:00 AM,0.0,,,,,,
651,07/23/19 04:00:00 AM,0.0,0.563,,,,,
652,07/23/19 04:30:00 AM,0.0,,,,,,
653,07/23/19 05:00:00 AM,0.0,0.453,,,,,
654,07/23/19 05:30:00 AM,0.0,,,,,,
655,07/23/19 06:00:00 AM,96.9,0.009,,,,,
656,07/23/19 06:30:00 AM,344.4,,,,,,
657,07/23/19 07:00:00 AM,516.7,4.447,,,,,
658,07/23/19 07:30:00 AM,6544.5,,,,,,
659,07/23/19 08:00:00 AM,7577.8,15.220,,,,,
660,07/23/19 08:30:00 AM,10677.8,,,,,,
661,07/23/19 09:00:00 AM,12400.1,24.944,,,,,
662,07/23/19 09:30:00 AM,14466.8,,,,,,
663,07/23/19 10:00:00 AM,15844.5,31.218,,,,,
664,07/23/19 10:30:00 AM,20666.8,,,,,,
665,07/23/19 11:00:00 AM,5166.7,28.014,,,,,
666,07/23/19 11:30:00 AM,6544.5,,,,,,
667,07/23/19 12:00:00 PM,8266.7,29.772,,,,,
668,07/23/19 12:30:00 PM,26178.0,,,,,,
669,07/23/19 01:00:00 PM,28933.5,32.859,,,,,
670,07/23/19 01:30:00 PM,33066.9,,,,,,
671,07/23/19 02:00:00 PM,41333.6,33.395,,,,,
672,07/23/19 02:30:00 PM,5166.7,,,,,,
673,07/23/19 03:00:00 PM,49600.3,36.295,,,,,
674,07/23/19 03:30:00 PM,42711.4,,,,,,
675,07/23/19 04:00:00 PM,39955.8,30.511,,,,,
676,07/23/19 04:30:00 PM,6200.0,,,,,,
677,07/23/19 05:00:00 PM,5338.9,26.346,,,,,
678,07/23/19 05:30:00 PM,18600.1,,,,,,
679,07/23/19 06:00:00 PM,13089.0,26.409,,,,,
680,07/23/19 06:30:00 PM,7577.8,,,,,,
681,07/23/19 07:00:00 PM,3788.9,21.668,,,,,
682,07/23/19 07:30:00 PM,1463.9,,,,,,
683,07/23/19 08:00:00 PM,699.7,16.329,,,,,
684,07/23/19 08:30:00 PM,32.3,,,,,,
685,07/23/19 09:00:00 PM,0.0,14.947,,,,,
686,07/23/19 09:30:00 PM,0.0,,,,,,
687,07/23/19 10:00:00 PM,0.0,14.037,,,,,
688,07/23/19 10:30:00 PM,0.0,,,,,,
689,07/23/19 11:00:00 PM,0.0,12.543,,,,,
690,07/23/19 11:30:00 PM,0.0,,,,,,
691,07/24/19 12:00:00 AM,0.0,9.273,33.953,1.439,,,
692,07/24/19 12:30:00 AM,0.0,,,,,,
693,07/24/19 01:00:00 AM,0.0,6.819,,,,,
694,07/24/19 01:30:00 AM,0.0,,,,,,
695,07/24/19 02:00:00 AM,0.0,4.725,,,,,
696,07/24/19 02:30:00 AM,0.0,,,,,,
697,07/24/19 03:00:00 AM,0.0,3.154,,,,,
698,07/24/19 03:30:00 AM,0.0,,,,,,
699,07/24/19 04:00:00 AM,0.0,1.980,,,,,
700,07/24/19 04:30:00 AM,0.0,,,,,,
701,07/24/19 05:00:00 AM,0.0,1.439,,,,,
702,07/24/19 05:30:00 AM,0.0,,,,,,
703,07/24/19 06:00:00 AM,258.3,1.980,,,,,
704,07/24/19 06:30:00 AM,624.3,,,,,,
705,07/24/19 07:00:00 AM,1001.0,6.503,,,,,
706,07/24/19 07:30:00 AM,7233.4,,,,,,
707,07/24/19 08:00:00 AM,9300.1,18.378,,,,,
708,07/24/19 08:30:00 AM,10333.4,,,,,,
709,07/24/19 09:00:00 AM,13777.9,26.396,,,,,
710,07/24/19 09:30:00 AM,13089.0,,,,,,
711,07/24/19 10:00:00 AM,18600.1,32.053,,,,,
712,07/24/19 10:30:00 AM,8266.7,,,,,,
713,07/24/19 11:00:00 AM,4650.0,23.054,,,,,
714,07/24/19 11:30:00 AM,10333.4,,,,,,
715,07/24/19 12:00:00 PM,5338.9,24.972,,,,,
716,07/24/19 12:30:00 PM,9644.5,,,,,,
717,07/24/19 01:00:00 PM,3961.1,17.994,,,,,
718,07/24/19 01:30:00 PM,2755.6,,,,,,
719,07/24/19 02:00:00 PM,8266.7,19.995,,,,,
720,07/24/19 02:30:00 PM,10677.8,,,,,,
721,07/24/19 03:00:00 PM,8266.7,20.281,,,,,
722,07/24/19 03:30:00 PM,5511.1,,,,,,
723,07/24/19 04:00:00 PM,4133.4,18.426,,,,,
724,07/24/19 04:30:00 PM,5511.1,,,,,,
725,07/24/19 05:00:00 PM,10333.4,23.258,,,,,
726,07/24/19 05:30:00 PM,9300.1,,,,,,
727,07/24/19 06:00:00 PM,1636.1,17.805,,,,,
728,07/24/19 06:30:00 PM,979.5,,,,,,
729,07/24/19 07:00:00 PM,753.5,11.041,,,,,
730,07/24/19 07:30:00 PM,183.0,,,,,,
731,07/24/19 08:00:00 PM,10.8,9.964,,,,,
732,07/24/19 08:30:00 PM,0.0,,,,,,
733,07/24/19 09:00:00 PM,0.0,9.521,,,,,
734,07/24/19 09:30:00 PM,0.0,,,,,,
735,07/24/19 10:00:00 PM,0.0,9.373,,,,,
736,07/24/19 10:30:00 PM,0.0,,,,,,
737,07/24/19 11:00:00 PM,0.0,9.027,,,,,
738,07/24/19 11:30:00 PM,0.0,,,,,,
739,07/25/19 12:00:00 AM,0.0,8.282,33.953,3.683,,,
740,07/25/19 12:30:00 AM,0.0,,,,,,
741,07/25/19 01:00:00 AM,0.0,7.179,,,,,
742,07/25/19 01:30:00 AM,0.0,,,,,,
743,07/25/19 02:00:00 AM,0.0,7.079,,,,,
744,07/25/19 02:30:00 AM,0.0,,,,,,
745,07/25/19 03:00:00 AM,0.0,6.062,,,,,
746,07/25/19 03:30:00 AM,0.0,,,,,,
747,07/25/19 04:00:00 AM,0.0,5.295,,,,,
748,07/25/19 04:30:00 AM,0.0,,,,,,
749,07/25/19 05:00:00 AM,0.0,4.154,,,,,
750,07/25/19 05:30:00 AM,0.0,,,,,,
751,07/25/19 06:00:00 AM,64.6,3.736,,,,,
752,07/25/19 06:30:00 AM,409.0,,,,,,
753,07/25/19 07:00:00 AM,850.4,6.793,,,,,
754,07/25/19 07:30:00 AM,6544.5,,,,,,
755,07/25/19 08:00:00 AM,6200.0,12.493,,,,,
756,07/25/19 08:30:00 AM,9300.1,,,,,,
757,07/25/19 09:00:00 AM,12400.1,20.046,,,,,
758,07/25/19 09:30:00 AM,15844.5,,,,,,
759,07/25/19 10:00:00 AM,15844.5,26.913,,,,,
760,07/25/19 10:30:00 AM,16533.4,,,,,,
761,07/25/19 11:00:00 AM,11711.2,29.721,,,,,
762,07/25/19 11:30:00 AM,18600.1,,,,,,
763,07/25/19 12:00:00 PM,9300.1,29.830,,,,,
764,07/25/19 12:30:00 PM,35822.5,,,,,,
765,07/25/19 01:00:00 PM,12400.1,27.521,,,,,
766,07/25/19 01:30:00 PM,13089.0,,,,,,
767,07/25/19 02:00:00 PM,41333.6,24.929,,,,,
768,07/25/19 02:30:00 PM,8266.7,,,,,,
769,07/25/19 03:00:00 PM,15155.7,21.331,,,,,
770,07/25/19 03:30:00 PM,6544.5,,,,,,
771,07/25/19 04:00:00 PM,4305.6,20.091,,,,,
772,07/25/19 04:30:00 PM,2497.2,,,,,,
773,07/25/19 05:00:00 PM,7233.4,19.282,,,,,
774,07/25/19 05:30:00 PM,3616.7,,,,,,
775,07/25/19 06:00:00 PM,7233.4,18.093,,,,,
776,07/25/19 06:30:00 PM,4477.8,,,,,,
777,07/25/19 07:00:00 PM,3444.5,15.711,,,,,
778,07/25/19 07:30:00 PM,1022.6,,,,,,
779,07/25/19 08:00:00 PM,581.3,12.979,,,,,
780,07/25/19 08:30:00 PM,32.3,,,,,,
781,07/25/19 09:00:00 PM,0.0,10.060,,,,,
782,07/25/19 09:30:00 PM,0.0,,,,,,
783,07/25/19 10:00:00 PM,0.0,8.729,,,,,
784,07/25/19 10:30:00 PM,0.0,,,,,,
785,07/25/19 11:00:00 PM,0.0,8.032,,,,,
786,07/25/19 11:30:00 PM,0.0,,,,,,
787,07/26/19 12:00:00 AM,0.0,8.480,27.764,5.037,,,
788,07/26/19 12:30:00 AM,0.0,,,,,,
789,07/26/19 01:00:00 AM,0.0,8.630,,,,,
790,07/26/19 01:30:00 AM,0.0,,,,,,
791,07/26/19 02:00:00 AM,0.0,8.381,,,,,
792,07/26/19 02:30:00 AM,0.0,,,,,,
793,07/26/19 03:00:00 AM,0.0,7.932,,,,,
794,07/26/19 03:30:00 AM,0.0,,,,,,
795,07/26/19 04:00:00 AM,0.0,5.960,,,,,
796,07/26/19 04:30:00 AM,0.0,,,,,,
797,07/26/19 05:00:00 AM,0.0,5.192,,,,,
798,07/26/19 05:30:00 AM,0.0,,,,,,
799,07/26/19 06:00:00 AM,118.4,6.112,,,,,
800,07/26/19 06:30:00 AM,505.9,,,,,,
801,07/26/19 07:00:00 AM,1377.8,9.700,,,,,
802,07/26/19 07:30:00 AM,7577.8,,,,,,
803,07/26/19 08:00:00 AM,11711.2,17.187,,,,,
804,07/26/19 08:30:00 AM,9644.5,,,,,,
805,07/26/19 09:00:00 AM,11711.2,21.905,,,,,
806,07/26/19 09:30:00 AM,5511.1,,,,,,
807,07/26/19 10:00:00 AM,4477.8,19.664,,,,,
808,07/26/19 10:30:00 AM,8611.2,,,,,,
809,07/26/19 11:00:00 AM,6544.5,21.479,,,,,
810,07/26/19 11:30:00 AM,7577.8,,,,,,
811,07/26/19 12:00:00 PM,10677.8,26.057,,,,,
812,07/26/19 12:30:00 PM,15155.7,,,,,,
813,07/26/19 01:00:00 PM,2325.0,15.740,,,,,
814,07/26/19 01:30:00 PM,1377.8,,,,,,
815,07/26/19 02:00:00 PM,1722.2,12.109,,,,,
816,07/26/19 02:30:00 PM,4305.6,,,,,,
817,07/26/19 03:00:00 PM,6544.5,14.085,,,,,
818,07/26/19 03:30:00 PM,5166.7,,,,,,
819,07/26/19 04:00:00 PM,8266.7,18.139,,,,,
820,07/26/19 04:30:00 PM,9644.5,,,,,,
821,07/26/19 05:00:00 PM,26178.0,21.187,,,,,
822,07/26/19 05:30:00 PM,6200.0,,,,,,
823,07/26/19 06:00:00 PM,6200.0,18.093,,,,,
824,07/26/19 06:30:00 PM,7577.8,,,,,,
825,07/26/19 07:00:00 PM,5511.1,16.613,,,,,
826,07/26/19 07:30:00 PM,570.5,,,,,,
827,07/26/19 08:00:00 PM,279.9,10.356,,,,,
828,07/26/19 08:30:00 PM,21.5,,,,,,
829,07/26/19 09:00:00 PM,0.0,9.768,,,,,
830,07/26/19 09:30:00 PM,0.0,,,,,,
831,07/26/19 10:00:00 PM,0.0,9.915,,,,,
832,07/26/19 10:30:00 PM,0.0,,,,,,
833,07/26/19 11:00:00 PM,0.0,9.718,,,,,
834,07/26/19 11:30:00 PM,0.0,,,,,,
835,07/27/19 12:00:00 AM,0.0,9.423,33.743,6.166,,,
836,07/27/19 12:30:00 AM,0.0,,,,,,
837,07/27/19 01:00:00 AM,0.0,8.031,,,,,
838,07/27/19 01:30:00 AM,0.0,,,,,,
839,07/27/19 02:00:00 AM,0.0,7.982,,,,,
840,07/27/19 02:30:00 AM,0.0,,,,,,
841,07/27/19 03:00:00 AM,0.0,8.332,,,,,
842,07/27/19 03:30:00 AM,0.0,,,,,,
843,07/27/19 04:00:00 AM,0.0,8.182,,,,,
844,07/27/19 04:30:00 AM,0.0,,,,,,
845,07/27/19 05:00:00 AM,0.0,7.479,,,,,
846,07/27/19 05:30:00 AM,0.0,,,,,,
847,07/27/19 06:00:00 AM,64.6,6.521,,,,,
848,07/27/19 06:30:00 AM,344.4,,,,,,
849,07/27/19 07:00:00 AM,839.6,7.478,,,,,
850,07/27/19 07:30:00 AM,6200.0,,,,,,
851,07/27/19 08:00:00 AM,7577.8,14.224,,,,,
852,07/27/19 08:30:00 AM,9300.1,,,,,,
853,07/27/19 09:00:00 AM,11022.3,20.711,,,,,
854,07/27/19 09:30:00 AM,13089.0,,,,,,
855,07/27/19 10:00:00 AM,15155.7,26.487,,,,,
856,07/27/19 10:30:00 AM,2755.6,,,,,,
857,07/27/19 11:00:00 AM,21355.7,30.464,,,,,
858,07/27/19 11:30:00 AM,24800.2,,,,,,
859,07/27/19 12:00:00 PM,5511.1,29.558,,,,,
860,07/27/19 12:30:00 PM,28933.5,,,,,,
861,07/27/19 01:00:00 PM,31689.1,29.188,,,,,
862,07/27/19 01:30:00 PM,33066.9,,,,,,
863,07/27/19 02:00:00 PM,10333.4,29.920,,,,,
864,07/27/19 02:30:00 PM,57867.0,,,,,,
865,07/27/19 03:00:00 PM,4305.6,18.855,,,,,
866,07/27/19 03:30:00 PM,4477.8,,,,,,
867,07/27/19 04:00:00 PM,15155.7,17.470,,,,,
868,07/27/19 04:30:00 PM,12400.1,,,,,,
869,07/27/19 05:00:00 PM,15844.5,24.646,,,,,
870,07/27/19 05:30:00 PM,7233.4,,,,,,
871,07/27/19 06:00:00 PM,18600.1,21.855,,,,,
872,07/27/19 06:30:00 PM,7577.8,,,,,,
873,07/27/19 07:00:00 PM,2669.5,17.853,,,,,
874,07/27/19 07:30:00 PM,570.5,,,,,,
875,07/27/19 08:00:00 PM,366.0,10.845,,,,,
876,07/27/19 08:30:00 PM,43.1,,,,,,
877,07/27/19 09:00:00 PM,0.0,10.161,,,,,
878,07/27/19 09:30:00 PM,0.0,,,,,,
879,07/27/19 10:00:00 PM,0.0,8.727,,,,,
880,07/27/19 10:30:00 PM,0.0,,,,,,
881,07/27/19 11:00:00 PM,0.0,7.381,,,,,
882,07/27/19 11:30:00 PM,0.0,,,,,,
883,07/28/19 12:00:00 AM,0.0,7.681,35.649,5.450,,,
884,07/28/19 12:30:00 AM,0.0,,,,,,
885,07/28/19 01:00:00 AM,0.0,8.232,,,,,
886,07/28/19 01:30:00 AM,0.0,,,,,,
887,07/28/19 02:00:00 AM,0.0,8.381,,,,,
888,07/28/19 02:30:00 AM,0.0,,,,,,
889,07/28/19 03:00:00 AM,0.0,8.680,,,,,
890,07/28/19 03:30:00 AM,0.0,,,,,,
891,07/28/19 04:00:00 AM,0.0,9.027,,,,,
892,07/28/19 04:30:00 AM,0.0,,,,,,
893,07/28/19 05:00:00 AM,0.0,8.928,,,,,
894,07/28/19 05:30:00 AM,0.0,,,,,,
895,07/28/19 06:00:00 AM,32.3,9.027,,,,,
896,07/28/19 06:30:00 AM,893.4,,,,,,
897,07/28/19 07:00:00 AM,710.4,9.669,,,,,
898,07/28/19 07:30:00 AM,4305.6,,,,,,
899,07/28/19 08:00:00 AM,8611.2,13.542,,,,,
900,07/28/19 08:30:00 AM,10677.8,,,,,,
901,07/28/19 09:00:00 AM,15155.7,21.235,,,,,
902,07/28/19 09:30:00 AM,16533.4,,,,,,
903,07/28/19 10:00:00 AM,18600.1,26.592,,,,,
904,07/28/19 10:30:00 AM,5511.1,,,,,,
905,07/28/19 11:00:00 AM,22044.6,31.421,,,,,
906,07/28/19 11:30:00 AM,23422.4,,,,,,
907,07/28/19 12:00:00 PM,26178.0,30.207,,,,,
908,07/28/19 12:30:00 PM,23422.4,,,,,,
909,07/28/19 01:00:00 PM,24800.2,31.830,,,,,
910,07/28/19 01:30:00 PM,31689.1,,,,,,
911,07/28/19 02:00:00 PM,41333.6,34.176,,,,,
912,07/28/19 02:30:00 PM,49600.3,,,,,,
913,07/28/19 03:00:00 PM,49600.3,33.800,,,,,
914,07/28/19 03:30:00 PM,42711.4,,,,,,
915,07/28/19 04:00:00 PM,12400.1,29.854,,,,,
916,07/28/19 04:30:00 PM,30311.3,,,,,,
917,07/28/19 05:00:00 PM,23422.4,28.904,,,,,
918,07/28/19 05:30:00 PM,17222.3,,,,,,
919,07/28/19 06:00:00 PM,11711.2,24.982,,,,,
920,07/28/19 06:30:00 PM,8266.7,,,,,,
921,07/28/19 07:00:00 PM,5511.1,20.144,,,,,
922,07/28/19 07:30:00 PM,581.3,,,,,,
923,07/28/19 08:00:00 PM,344.4,13.555,,,,,
924,07/28/19 08:30:00 PM,53.8,,,,,,
925,07/28/19 09:00:00 PM,0.0,9.905,,,,,
926,07/28/19 09:30:00 PM,0.0,,,,,,
927,07/28/19 10:00:00 PM,0.0,6.776,,,,,
928,07/28/19 10:30:00 PM,0.0,,,,,,
929,07/28/19 11:00:00 PM,0.0,6.163,,,,,
930,07/28/19 11:30:00 PM,0.0,,,,,,
931,07/29/19 12:00:00 AM,0.0,4.519,37.384,0.453,,,
932,07/29/19 12:30:00 AM,0.0,,,,,,
933,07/29/19 01:00:00 AM,0.0,4.257,,,,,
934,07/29/19 01:30:00 AM,0.0,,,,,,
935,07/29/19 02:00:00 AM,0.0,2.356,,,,,
936,07/29/19 02:30:00 AM,0.0,,,,,,
937,07/29/19 03:00:00 AM,0.0,1.275,,,,,
938,07/29/19 03:30:00 AM,0.0,,,,,,
939,07/29/19 04:00:00 AM,0.0,1.112,,,,,
940,07/29/19 04:30:00 AM,0.0,,,,,,
941,07/29/19 05:00:00 AM,0.0,0.728,,,,,
942,07/29/19 05:30:00 AM,0.0,,,,,,
943,07/29/19 06:00:00 AM,64.6,0.673,,,,,
944,07/29/19 06:30:00 AM,355.2,,,,,,
945,07/29/19 07:00:00 AM,549.0,4.010,,,,,
946,07/29/19 07:30:00 AM,6200.0,,,,,,
947,07/29/19 08:00:00 AM,8266.7,14.693,,,,,
948,07/29/19 08:30:00 AM,10677.8,,,,,,
949,07/29/19 09:00:00 AM,12400.1,25.580,,,,,
950,07/29/19 09:30:00 AM,14466.8,,,,,,
951,07/29/19 10:00:00 AM,16533.4,31.064,,,,,
952,07/29/19 10:30:00 AM,20666.8,,,,,,
953,07/29/19 11:00:00 AM,5511.1,30.556,,,,,
954,07/29/19 11:30:00 AM,26178.0,,,,,,
955,07/29/19 12:00:00 PM,28933.5,28.655,,,,,
956,07/29/19 12:30:00 PM,27555.7,,,,,,
957,07/29/19 01:00:00 PM,27555.7,30.406,,,,,
958,07/29/19 01:30:00 PM,34444.7,,,,,,
959,07/29/19 02:00:00 PM,42711.4,32.072,,,,,
960,07/29/19 02:30:00 PM,52355.9,,,,,,
961,07/29/19 03:00:00 PM,52355.9,35.563,,,,,
962,07/29/19 03:30:00 PM,46844.8,,,,,,
963,07/29/19 04:00:00 PM,41333.6,30.721,,,,,
964,07/29/19 04:30:00 PM,31689.1,,,,,,
965,07/29/19 05:00:00 PM,26178.0,30.965,,,,,
966,07/29/19 05:30:00 PM,17222.3,,,,,,
967,07/29/19 06:00:00 PM,12400.1,27.326,,,,,
968,07/29/19 06:30:00 PM,7577.8,,,,,,
969,07/29/19 07:00:00 PM,5338.9,21.053,,,,,
970,07/29/19 07:30:00 PM,613.5,,,,,,
971,07/29/19 08:00:00 PM,366.0,12.199,,,,,
972,07/29/19 08:30:00 PM,43.1,,,,,,
973,07/29/19 09:00:00 PM,0.0,8.928,,,,,
974,07/29/19 09:30:00 PM,0.0,,,,,,
975,07/29/19 10:00:00 PM,0.0,8.630,,,,,
976,07/29/19 10:30:00 PM,0.0,,,,,,
977,07/29/19 11:00:00 PM,0.0,8.130,,,,,
978,07/29/19 11:30:00 PM,0.0,,,,,,
979,07/30/19 12:00:00 AM,0.0,4.466,37.714,0.010,,,
980,07/30/19 12:30:00 AM,0.0,,,,,,
981,07/30/19 01:00:00 AM,0.0,3.467,,,,,
982,07/30/19 01:30:00 AM,0.0,,,,,,
983,07/30/19 02:00:00 AM,0.0,1.872,,,,,
984,07/30/19 02:30:00 AM,0.0,,,,,,
985,07/30/19 03:00:00 AM,0.0,0.948,,,,,
986,07/30/19 03:30:00 AM,0.0,,,,,,
987,07/30/19 04:00:00 AM,0.0,0.508,,,,,
988,07/30/19 04:30:00 AM,0.0,,,,,,
989,07/30/19 05:00:00 AM,0.0,0.232,,,,,
990,07/30/19 05:30:00 AM,0.0,,,,,,
991,07/30/19 06:00:00 AM,107.6,0.342,,,,,
992,07/30/19 06:30:00 AM,516.7,,,,,,
993,07/30/19 07:00:00 AM,1808.3,3.934,,,,,
994,07/30/19 07:30:00 AM,2927.8,,,,,,
995,07/30/19 08:00:00 AM,7233.4,12.057,,,,,
996,07/30/19 08:30:00 AM,10333.4,,,,,,
997,07/30/19 09:00:00 AM,12400.1,24.121,,,,,
998,07/30/19 09:30:00 AM,11711.2,,,,,,
999,07/30/19 10:00:00 AM,14466.8,30.540,,,,,
1000,07/30/19 10:30:00 AM,17911.2,,,,,,
1001,07/30/19 11:00:00 AM,20666.8,34.269,,,,,
1002,07/30/19 11:30:00 AM,23422.4,,,,,,
1003,07/30/19 12:00:00 PM,27555.7,32.814,,,,,
1004,07/30/19 12:30:00 PM,16533.4,,,,,,
1005,07/30/19 01:00:00 PM,28933.5,36.361,,,,,
1006,07/30/19 01:30:00 PM,14466.8,,,,,,
1007,07/30/19 02:00:00 PM,46844.8,30.205,,,,,
1008,07/30/19 02:30:00 PM,14466.8,,,,,,
1009,07/30/19 03:00:00 PM,5511.1,24.200,,,,,
1010,07/30/19 03:30:00 PM,3961.1,,,,,,
1011,07/30/19 04:00:00 PM,2927.8,17.569,,,,,
1012,07/30/19 04:30:00 PM,2152.8,,,,,,
1013,07/30/19 05:00:00 PM,1065.6,14.225,,,,,
1014,07/30/19 05:30:00 PM,1463.9,,,,,,
1015,07/30/19 06:00:00 PM,656.6,10.455,,,,,
1016,07/30/19 06:30:00 PM,624.3,,,,,,
1017,07/30/19 07:00:00 PM,1216.3,9.816,,,,,
1018,07/30/19 07:30:00 PM,462.9,,,,,,
1019,07/30/19 08:00:00 PM,139.9,8.829,,,,,
1020,07/30/19 08:30:00 PM,0.0,,,,,,
1021,07/30/19 09:00:00 PM,0.0,8.779,,,,,
1022,07/30/19 09:30:00 PM,0.0,,,,,,
1023,07/30/19 10:00:00 PM,0.0,8.928,,,,,
1024,07/30/19 10:30:00 PM,0.0,,,,,,
1025,07/30/19 11:00:00 PM,0.0,8.181,,,,,
1026,07/30/19 11:30:00 PM,0.0,,,,,,
1027,07/31/19 12:00:00 AM,0.0,7.229,35.864,2.730,,,
1028,07/31/19 12:30:00 AM,0.0,,,,,,
1029,07/31/19 01:00:00 AM,0.0,6.063,,,,,
1030,07/31/19 01:30:00 AM,0.0,,,,,,
1031,07/31/19 02:00:00 AM,0.0,5.244,,,,,
