"Plot Title: Hobo#2-SN10369061"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10369061, SEN S/N: 10369061)","Avg: Hourly Temperature, °C (LGR S/N: 10369061)","Max: Daily Temperature, °C (LGR S/N: 10369061)","Min: Daily Temperature, °C (LGR S/N: 10369061)","End Of File (LGR S/N: 10369061)"
901,07/28/19 09:30:00 AM,14466.8,,,,
902,07/28/19 10:00:00 AM,20666.8,30.182,,,
903,07/28/19 10:30:00 AM,6200.0,,,,
904,07/28/19 11:00:00 AM,42711.4,38.466,,,
905,07/28/19 11:30:00 AM,49600.3,,,,
906,07/28/19 12:00:00 PM,49600.3,41.461,,,
907,07/28/19 12:30:00 PM,49600.3,,,,
908,07/28/19 01:00:00 PM,46844.8,43.121,,,
909,07/28/19 01:30:00 PM,46844.8,,,,
910,07/28/19 02:00:00 PM,44089.2,43.729,,,
911,07/28/19 02:30:00 PM,41333.6,,,,
912,07/28/19 03:00:00 PM,35822.5,42.106,,,
913,07/28/19 03:30:00 PM,30311.3,,,,
914,07/28/19 04:00:00 PM,6200.0,37.338,,,
915,07/28/19 04:30:00 PM,20666.8,,,,
916,07/28/19 05:00:00 PM,17222.3,34.652,,,
917,07/28/19 05:30:00 PM,12400.1,,,,
918,07/28/19 06:00:00 PM,10333.4,28.411,,,
919,07/28/19 06:30:00 PM,5511.1,,,,
920,07/28/19 07:00:00 PM,904.2,17.284,,,
921,07/28/19 07:30:00 PM,441.3,,,,
922,07/28/19 08:00:00 PM,258.3,13.364,,,
923,07/28/19 08:30:00 PM,43.1,,,,
924,07/28/19 09:00:00 PM,0.0,10.451,,,
925,07/28/19 09:30:00 PM,0.0,,,,
926,07/28/19 10:00:00 PM,0.0,7.982,,,
927,07/28/19 10:30:00 PM,0.0,,,,
928,07/28/19 11:00:00 PM,0.0,6.926,,,
929,07/28/19 11:30:00 PM,0.0,,,,
930,07/29/19 12:00:00 AM,0.0,5.603,45.956,1.221,
931,07/29/19 12:30:00 AM,0.0,,,,
932,07/29/19 01:00:00 AM,0.0,4.829,,,
933,07/29/19 01:30:00 AM,0.0,,,,
934,07/29/19 02:00:00 AM,0.0,3.471,,,
935,07/29/19 02:30:00 AM,0.0,,,,
936,07/29/19 03:00:00 AM,0.0,2.462,,,
937,07/29/19 03:30:00 AM,0.0,,,,
938,07/29/19 04:00:00 AM,0.0,1.872,,,
939,07/29/19 04:30:00 AM,0.0,,,,
940,07/29/19 05:00:00 AM,0.0,1.547,,,
941,07/29/19 05:30:00 AM,0.0,,,,
942,07/29/19 06:00:00 AM,64.6,1.330,,,
943,07/29/19 06:30:00 AM,301.4,,,,
944,07/29/19 07:00:00 AM,484.4,4.842,,,
945,07/29/19 07:30:00 AM,2152.8,,,,
946,07/29/19 08:00:00 AM,2927.8,10.944,,,
947,07/29/19 08:30:00 AM,2066.7,,,,
948,07/29/19 09:00:00 AM,11711.2,25.957,,,
949,07/29/19 09:30:00 AM,14466.8,,,,
950,07/29/19 10:00:00 AM,18600.1,35.117,,,
951,07/29/19 10:30:00 AM,30311.3,,,,
952,07/29/19 11:00:00 AM,9300.1,35.950,,,
953,07/29/19 11:30:00 AM,52355.9,,,,
954,07/29/19 12:00:00 PM,52355.9,35.230,,,
955,07/29/19 12:30:00 PM,52355.9,,,,
956,07/29/19 01:00:00 PM,49600.3,37.219,,,
957,07/29/19 01:30:00 PM,49600.3,,,,
958,07/29/19 02:00:00 PM,44089.2,39.323,,,
959,07/29/19 02:30:00 PM,44089.2,,,,
960,07/29/19 03:00:00 PM,41333.6,43.243,,,
961,07/29/19 03:30:00 PM,33066.9,,,,
962,07/29/19 04:00:00 PM,27555.7,36.108,,,
963,07/29/19 04:30:00 PM,21355.7,,,,
964,07/29/19 05:00:00 PM,18600.1,35.389,,,
965,07/29/19 05:30:00 PM,12400.1,,,,
966,07/29/19 06:00:00 PM,10677.8,30.365,,,
967,07/29/19 06:30:00 PM,5338.9,,,,
968,07/29/19 07:00:00 PM,731.9,18.616,,,
969,07/29/19 07:30:00 PM,462.9,,,,
970,07/29/19 08:00:00 PM,279.9,13.362,,,
971,07/29/19 08:30:00 PM,32.3,,,,
972,07/29/19 09:00:00 PM,0.0,10.062,,,
973,07/29/19 09:30:00 PM,0.0,,,,
974,07/29/19 10:00:00 PM,0.0,8.729,,,
975,07/29/19 10:30:00 PM,0.0,,,,
976,07/29/19 11:00:00 PM,0.0,8.181,,,
977,07/29/19 11:30:00 PM,0.0,,,,
978,07/30/19 12:00:00 AM,0.0,5.603,47.499,0.893,
979,07/30/19 12:30:00 AM,0.0,,,,
980,07/30/19 01:00:00 AM,0.0,4.518,,,
981,07/30/19 01:30:00 AM,0.0,,,,
982,07/30/19 02:00:00 AM,0.0,3.260,,,
983,07/30/19 02:30:00 AM,0.0,,,,
984,07/30/19 03:00:00 AM,0.0,2.355,,,
985,07/30/19 03:30:00 AM,0.0,,,,
986,07/30/19 04:00:00 AM,0.0,1.438,,,
987,07/30/19 04:30:00 AM,0.0,,,,
988,07/30/19 05:00:00 AM,0.0,1.057,,,
989,07/30/19 05:30:00 AM,0.0,,,,
990,07/30/19 06:00:00 AM,96.9,1.220,,,
991,07/30/19 06:30:00 AM,462.9,,,,
992,07/30/19 07:00:00 AM,1636.1,5.325,,,
993,07/30/19 07:30:00 AM,2238.9,,,,
994,07/30/19 08:00:00 AM,3444.5,10.248,,,
995,07/30/19 08:30:00 AM,3100.0,,,,
996,07/30/19 09:00:00 AM,11022.3,25.319,,,
997,07/30/19 09:30:00 AM,10677.8,,,,
998,07/30/19 10:00:00 AM,16533.4,33.838,,,
999,07/30/19 10:30:00 AM,20666.8,,,,
1000,07/30/19 11:00:00 AM,39955.8,41.060,,,
1001,07/30/19 11:30:00 AM,49600.3,,,,
1002,07/30/19 12:00:00 PM,49600.3,40.617,,,
1003,07/30/19 12:30:00 PM,55111.5,,,,
1004,07/30/19 01:00:00 PM,49600.3,45.550,,,
1005,07/30/19 01:30:00 PM,15155.7,,,,
1006,07/30/19 02:00:00 PM,46844.8,36.734,,,
1007,07/30/19 02:30:00 PM,11022.3,,,,
1008,07/30/19 03:00:00 PM,4822.3,27.790,,,
1009,07/30/19 03:30:00 PM,3272.2,,,,
1010,07/30/19 04:00:00 PM,2583.4,19.472,,,
1011,07/30/19 04:30:00 PM,1808.3,,,,
1012,07/30/19 05:00:00 PM,871.9,15.756,,,
1013,07/30/19 05:30:00 PM,1237.9,,,,
1014,07/30/19 06:00:00 PM,559.7,11.722,,,
1015,07/30/19 06:30:00 PM,527.4,,,,
1016,07/30/19 07:00:00 PM,1119.5,11.284,,,
1017,07/30/19 07:30:00 PM,398.3,,,,
1018,07/30/19 08:00:00 PM,118.4,10.112,,,
1019,07/30/19 08:30:00 PM,0.0,,,,
1020,07/30/19 09:00:00 PM,0.0,9.817,,,
1021,07/30/19 09:30:00 PM,0.0,,,,
1022,07/30/19 10:00:00 PM,0.0,9.768,,,
1023,07/30/19 10:30:00 PM,0.0,,,,
1024,07/30/19 11:00:00 PM,0.0,8.679,,,
1025,07/30/19 11:30:00 PM,0.0,,,,
1026,07/31/19 12:00:00 AM,0.0,7.481,45.326,3.155,
1027,07/31/19 12:30:00 AM,0.0,,,,
1028,07/31/19 01:00:00 AM,0.0,6.114,,,
1029,07/31/19 01:30:00 AM,0.0,,,,
1030,07/31/19 02:00:00 AM,0.0,5.244,,,
1031,07/31/19 02:30:00 AM,0.0,,,,
1032,07/31/19 03:00:00 AM,0.0,6.217,,,
1033,07/31/19 03:30:00 AM,0.0,,,,
1034,07/31/19 04:00:00 AM,0.0,5.858,,,
1035,07/31/19 04:30:00 AM,0.0,,,,
1036,07/31/19 05:00:00 AM,0.0,3.525,,,
1037,07/31/19 05:30:00 AM,0.0,,,,
1038,07/31/19 06:00:00 AM,32.3,3.155,,,
1039,07/31/19 06:30:00 AM,322.9,,,,
1040,07/31/19 07:00:00 AM,495.1,5.332,,,
1041,07/31/19 07:30:00 AM,2066.7,,,,
1042,07/31/19 08:00:00 AM,3100.0,9.915,,,
1043,07/31/19 08:30:00 AM,2152.8,,,,
1044,07/31/19 09:00:00 AM,5166.7,17.046,,,
1045,07/31/19 09:30:00 AM,13089.0,,,,
1046,07/31/19 10:00:00 AM,17911.2,30.210,,,
1047,07/31/19 10:30:00 AM,26178.0,,,,
1048,07/31/19 11:00:00 AM,41333.6,40.753,,,
1049,07/31/19 11:30:00 AM,52355.9,,,,
1050,07/31/19 12:00:00 PM,55111.5,39.956,,,
1051,07/31/19 12:30:00 PM,7233.4,,,,
1052,07/31/19 01:00:00 PM,10333.4,34.658,,,
1053,07/31/19 01:30:00 PM,13089.0,,,,
1054,07/31/19 02:00:00 PM,5338.9,22.347,,,
1055,07/31/19 02:30:00 PM,2669.5,,,,
1056,07/31/19 03:00:00 PM,7233.4,21.867,,,
1057,07/31/19 03:30:00 PM,7577.8,,,,
1058,07/31/19 04:00:00 PM,7577.8,22.382,,,
1059,07/31/19 04:30:00 PM,8266.7,,,,
1060,07/31/19 05:00:00 PM,5338.9,18.521,,,
1061,07/31/19 05:30:00 PM,3444.5,,,,
1062,07/31/19 06:00:00 PM,6200.0,22.246,,,
1063,07/31/19 06:30:00 PM,4994.5,,,,
1064,07/31/19 07:00:00 PM,2927.8,18.712,,,
1065,07/31/19 07:30:00 PM,1119.5,,,,
1066,07/31/19 08:00:00 PM,150.7,14.037,,,
1067,07/31/19 08:30:00 PM,0.0,,,,
1068,07/31/19 09:00:00 PM,0.0,10.160,,,
1069,07/31/19 09:30:00 PM,0.0,,,,
1070,07/31/19 10:00:00 PM,0.0,10.748,,,
1071,07/31/19 10:30:00 PM,0.0,,,,
1072,07/31/19 11:00:00 PM,0.0,9.964,,,
1073,07/31/19 11:30:00 PM,0.0,,,,
1074,08/01/19 12:00:00 AM,0.0,9.224,39.502,3.683,
1075,08/01/19 12:30:00 AM,0.0,,,,
1076,08/01/19 01:00:00 AM,0.0,8.928,,,
1077,08/01/19 01:30:00 AM,0.0,,,,
1078,08/01/19 02:00:00 AM,0.0,8.530,,,
1079,08/01/19 02:30:00 AM,0.0,,,,
1080,08/01/19 03:00:00 AM,0.0,6.165,,,
1081,08/01/19 03:30:00 AM,0.0,,,,
1082,08/01/19 04:00:00 AM,0.0,5.138,,,
1083,08/01/19 04:30:00 AM,0.0,,,,
1084,08/01/19 05:00:00 AM,0.0,3.683,,,
1085,08/01/19 05:30:00 AM,0.0,,,,
1086,08/01/19 06:00:00 AM,10.8,5.345,,,
1087,08/01/19 06:30:00 AM,430.6,,,,
1088,08/01/19 07:00:00 AM,893.4,8.374,,,
1089,08/01/19 07:30:00 AM,3272.2,,,,
1090,08/01/19 08:00:00 AM,3272.2,11.964,,,
1091,08/01/19 08:30:00 AM,1324.0,,,,
1092,08/01/19 09:00:00 AM,4477.8,14.080,,,
1093,08/01/19 09:30:00 AM,2927.8,,,,
1094,08/01/19 10:00:00 AM,4477.8,18.999,,,
1095,08/01/19 10:30:00 AM,8611.2,,,,
1096,08/01/19 11:00:00 AM,12400.1,25.771,,,
1097,08/01/19 11:30:00 AM,13777.9,,,,
1098,08/01/19 12:00:00 PM,15155.7,33.232,,,
1099,08/01/19 12:30:00 PM,14466.8,,,,
1100,08/01/19 01:00:00 PM,9300.1,29.252,,,
1101,08/01/19 01:30:00 PM,13089.0,,,,
1102,08/01/19 02:00:00 PM,8611.2,26.545,,,
1103,08/01/19 02:30:00 PM,7233.4,,,,
1104,08/01/19 03:00:00 PM,11711.2,34.227,,,
1105,08/01/19 03:30:00 PM,4994.5,,,,
1106,08/01/19 04:00:00 PM,2669.5,19.475,,,
1107,08/01/19 04:30:00 PM,592.0,,,,
1108,08/01/19 05:00:00 PM,193.8,12.739,,,
1109,08/01/19 05:30:00 PM,2927.8,,,,
1110,08/01/19 06:00:00 PM,2325.0,14.660,,,
1111,08/01/19 06:30:00 PM,667.4,,,,
1112,08/01/19 07:00:00 PM,452.1,13.124,,,
1113,08/01/19 07:30:00 PM,516.7,,,,
1114,08/01/19 08:00:00 PM,183.0,9.963,,,
1115,08/01/19 08:30:00 PM,10.8,,,,
1116,08/01/19 09:00:00 PM,0.0,9.767,,,
1117,08/01/19 09:30:00 PM,0.0,,,,
1118,08/01/19 10:00:00 PM,0.0,8.630,,,
1119,08/01/19 10:30:00 PM,0.0,,,,
1120,08/01/19 11:00:00 PM,0.0,7.581,,,
1121,08/01/19 11:30:00 PM,0.0,,,,
1122,08/02/19 12:00:00 AM,0.0,6.115,44.211,2.410,
1123,08/02/19 12:30:00 AM,0.0,,,,
1124,08/02/19 01:00:00 AM,0.0,5.345,,,
1125,08/02/19 01:30:00 AM,0.0,,,,
1126,08/02/19 02:00:00 AM,0.0,4.102,,,
1127,08/02/19 02:30:00 AM,0.0,,,,
1128,08/02/19 03:00:00 AM,0.0,3.681,,,
1129,08/02/19 03:30:00 AM,0.0,,,,
1130,08/02/19 04:00:00 AM,0.0,2.889,,,
1131,08/02/19 04:30:00 AM,0.0,,,,
1132,08/02/19 05:00:00 AM,0.0,2.995,,,
1133,08/02/19 05:30:00 AM,0.0,,,,
1134,08/02/19 06:00:00 AM,86.1,2.410,,,
1135,08/02/19 06:30:00 AM,452.1,,,,
1136,08/02/19 07:00:00 AM,893.4,6.129,,,
1137,08/02/19 07:30:00 AM,3616.7,,,,
1138,08/02/19 08:00:00 AM,4477.8,10.406,,,
1139,08/02/19 08:30:00 AM,2669.5,,,,
1140,08/02/19 09:00:00 AM,10677.8,17.284,,,
1141,08/02/19 09:30:00 AM,1636.1,,,,
1142,08/02/19 10:00:00 AM,22044.6,24.016,,,
1143,08/02/19 10:30:00 AM,34444.7,,,,
1144,08/02/19 11:00:00 AM,49600.3,37.271,,,
1145,08/02/19 11:30:00 AM,49600.3,,,,
1146,08/02/19 12:00:00 PM,8266.7,38.117,,,
1147,08/02/19 12:30:00 PM,7233.4,,,,
1148,08/02/19 01:00:00 PM,49600.3,44.150,,,
1149,08/02/19 01:30:00 PM,46844.8,,,,
1150,08/02/19 02:00:00 PM,37200.2,40.877,,,
1151,08/02/19 02:30:00 PM,38578.0,,,,
1152,08/02/19 03:00:00 PM,33066.9,38.575,,,
1153,08/02/19 03:30:00 PM,14466.8,,,,
1154,08/02/19 04:00:00 PM,4822.3,31.675,,,
1155,08/02/19 04:30:00 PM,18600.1,,,,
1156,08/02/19 05:00:00 PM,4650.0,29.583,,,
1157,08/02/19 05:30:00 PM,3444.5,,,,
1158,08/02/19 06:00:00 PM,8611.2,27.031,,,
1159,08/02/19 06:30:00 PM,6200.0,,,,
1160,08/02/19 07:00:00 PM,2066.7,19.995,,,
1161,08/02/19 07:30:00 PM,1808.3,,,,
1162,08/02/19 08:00:00 PM,753.5,17.141,,,
1163,08/02/19 08:30:00 PM,32.3,,,,
1164,08/02/19 09:00:00 PM,0.0,14.373,,,
1165,08/02/19 09:30:00 PM,0.0,,,,
1166,08/02/19 10:00:00 PM,0.0,13.220,,,
1167,08/02/19 10:30:00 PM,0.0,,,,
1168,08/02/19 11:00:00 PM,0.0,11.916,,,
1169,08/02/19 11:30:00 PM,0.0,,,,
1170,08/03/19 12:00:00 AM,0.0,10.944,40.761,4.207,
1171,08/03/19 12:30:00 AM,0.0,,,,
1172,08/03/19 01:00:00 AM,0.0,9.175,,,
1173,08/03/19 01:30:00 AM,0.0,,,,
1174,08/03/19 02:00:00 AM,0.0,7.932,,,
1175,08/03/19 02:30:00 AM,0.0,,,,
1176,08/03/19 03:00:00 AM,0.0,6.318,,,
1177,08/03/19 03:30:00 AM,0.0,,,,
1178,08/03/19 04:00:00 AM,0.0,5.603,,,
1179,08/03/19 04:30:00 AM,0.0,,,,
1180,08/03/19 05:00:00 AM,0.0,5.140,,,
1181,08/03/19 05:30:00 AM,0.0,,,,
1182,08/03/19 06:00:00 AM,75.3,4.311,,,
1183,08/03/19 06:30:00 AM,409.0,,,,
1184,08/03/19 07:00:00 AM,1184.0,7.462,,,
1185,08/03/19 07:30:00 AM,1980.6,,,,
1186,08/03/19 08:00:00 AM,2669.5,11.722,,,
1187,08/03/19 08:30:00 AM,2152.8,,,,
1188,08/03/19 09:00:00 AM,13089.0,26.694,,,
1189,08/03/19 09:30:00 AM,15844.5,,,,
1190,08/03/19 10:00:00 AM,20666.8,38.312,,,
1191,08/03/19 10:30:00 AM,31689.1,,,,
1192,08/03/19 11:00:00 AM,4650.0,32.759,,,
1193,08/03/19 11:30:00 AM,22044.6,,,,
1194,08/03/19 12:00:00 PM,19977.9,28.996,,,
1195,08/03/19 12:30:00 PM,10677.8,,,,
1196,08/03/19 01:00:00 PM,46844.8,30.830,,,
1197,08/03/19 01:30:00 PM,9300.1,,,,
1198,08/03/19 02:00:00 PM,9300.1,28.268,,,
1199,08/03/19 02:30:00 PM,22044.6,,,,
1200,08/03/19 03:00:00 PM,4477.8,25.845,,,
1201,08/03/19 03:30:00 PM,5511.1,,,,
1202,08/03/19 04:00:00 PM,5166.7,20.282,,,
1203,08/03/19 04:30:00 PM,6200.0,,,,
1204,08/03/19 05:00:00 PM,4822.3,20.568,,,
1205,08/03/19 05:30:00 PM,3272.2,,,,
1206,08/03/19 06:00:00 PM,3616.7,19.662,,,
1207,08/03/19 06:30:00 PM,3444.5,,,,
1208,08/03/19 07:00:00 PM,2927.8,16.950,,,
1209,08/03/19 07:30:00 PM,936.5,,,,
1210,08/03/19 08:00:00 PM,150.7,12.109,,,
1211,08/03/19 08:30:00 PM,0.0,,,,
1212,08/03/19 09:00:00 PM,0.0,10.650,,,
1213,08/03/19 09:30:00 PM,0.0,,,,
1214,08/03/19 10:00:00 PM,0.0,9.075,,,
1215,08/03/19 10:30:00 PM,0.0,,,,
1216,08/03/19 11:00:00 PM,0.0,8.630,,,
1217,08/03/19 11:30:00 PM,0.0,,,,
1218,08/04/19 12:00:00 AM,0.0,8.232,43.359,3.049,
1219,08/04/19 12:30:00 AM,0.0,,,,
1220,08/04/19 01:00:00 AM,0.0,7.882,,,
1221,08/04/19 01:30:00 AM,0.0,,,,
1222,08/04/19 02:00:00 AM,0.0,6.622,,,
1223,08/04/19 02:30:00 AM,0.0,,,,
1224,08/04/19 03:00:00 AM,0.0,5.294,,,
1225,08/04/19 03:30:00 AM,0.0,,,,
1226,08/04/19 04:00:00 AM,0.0,5.089,,,
1227,08/04/19 04:30:00 AM,0.0,,,,
1228,08/04/19 05:00:00 AM,0.0,3.944,,,
1229,08/04/19 05:30:00 AM,0.0,,,,
1230,08/04/19 06:00:00 AM,21.5,3.102,,,
1231,08/04/19 06:30:00 AM,247.6,,,,
1232,08/04/19 07:00:00 AM,505.9,6.026,,,
1233,08/04/19 07:30:00 AM,2497.2,,,,
1234,08/04/19 08:00:00 AM,3961.1,12.013,,,
1235,08/04/19 08:30:00 AM,3616.7,,,,
1236,08/04/19 09:00:00 AM,11711.2,24.899,,,
1237,08/04/19 09:30:00 AM,11711.2,,,,
1238,08/04/19 10:00:00 AM,18600.1,34.819,,,
1239,08/04/19 10:30:00 AM,28933.5,,,,
1240,08/04/19 11:00:00 AM,42711.4,38.083,,,
1241,08/04/19 11:30:00 AM,7577.8,,,,
1242,08/04/19 12:00:00 PM,8611.2,22.720,,,
1243,08/04/19 12:30:00 PM,16533.4,,,,
1244,08/04/19 01:00:00 PM,16533.4,35.919,,,
1245,08/04/19 01:30:00 PM,10677.8,,,,
1246,08/04/19 02:00:00 PM,11711.2,30.580,,,
1247,08/04/19 02:30:00 PM,15155.7,,,,
1248,08/04/19 03:00:00 PM,16533.4,29.107,,,
1249,08/04/19 03:30:00 PM,7233.4,,,,
1250,08/04/19 04:00:00 PM,1636.1,17.234,,,
1251,08/04/19 04:30:00 PM,441.3,,,,
1252,08/04/19 05:00:00 PM,1636.1,14.468,,,
1253,08/04/19 05:30:00 PM,4133.4,,,,
1254,08/04/19 06:00:00 PM,3788.9,15.760,,,
1255,08/04/19 06:30:00 PM,1194.8,,,,
1256,08/04/19 07:00:00 PM,333.7,13.220,,,
1257,08/04/19 07:30:00 PM,75.3,,,,
1258,08/04/19 08:00:00 PM,53.8,11.528,,,
1259,08/04/19 08:30:00 PM,0.0,,,,
1260,08/04/19 09:00:00 PM,0.0,11.383,,,
1261,08/04/19 09:30:00 PM,0.0,,,,
1262,08/04/19 10:00:00 PM,0.0,10.503,,,
1263,08/04/19 10:30:00 PM,0.0,,,,
1264,08/04/19 11:00:00 PM,0.0,9.521,,,
1265,08/04/19 11:30:00 PM,0.0,,,,
1266,08/05/19 12:00:00 AM,0.0,8.229,43.359,2.624,
1267,08/05/19 12:30:00 AM,0.0,,,,
1268,08/05/19 01:00:00 AM,0.0,6.520,,,
1269,08/05/19 01:30:00 AM,0.0,,,,
1270,08/05/19 02:00:00 AM,0.0,6.061,,,
1271,08/05/19 02:30:00 AM,0.0,,,,
1272,08/05/19 03:00:00 AM,0.0,4.571,,,
1273,08/05/19 03:30:00 AM,0.0,,,,
1274,08/05/19 04:00:00 AM,0.0,5.139,,,
1275,08/05/19 04:30:00 AM,0.0,,,,
1276,08/05/19 05:00:00 AM,0.0,3.890,,,
1277,08/05/19 05:30:00 AM,0.0,,,,
1278,08/05/19 06:00:00 AM,0.0,2.730,,,
1279,08/05/19 06:30:00 AM,172.2,,,,
1280,08/05/19 07:00:00 AM,398.3,5.117,,,
1281,08/05/19 07:30:00 AM,1722.2,,,,
1282,08/05/19 08:00:00 AM,2238.9,8.829,,,
1283,08/05/19 08:30:00 AM,1722.2,,,,
1284,08/05/19 09:00:00 AM,12400.1,20.097,,,
1285,08/05/19 09:30:00 AM,14466.8,,,,
1286,08/05/19 10:00:00 AM,17911.2,29.368,,,
1287,08/05/19 10:30:00 AM,26178.0,,,,
1288,08/05/19 11:00:00 AM,13777.9,35.596,,,
1289,08/05/19 11:30:00 AM,46844.8,,,,
1290,08/05/19 12:00:00 PM,49600.3,36.764,,,
1291,08/05/19 12:30:00 PM,52355.9,,,,
1292,08/05/19 01:00:00 PM,49600.3,42.939,,,
1293,08/05/19 01:30:00 PM,46844.8,,,,
1294,08/05/19 02:00:00 PM,44089.2,43.238,,,
1295,08/05/19 02:30:00 PM,39955.8,,,,
1296,08/05/19 03:00:00 PM,5166.7,33.636,,,
1297,08/05/19 03:30:00 PM,3961.1,,,,
1298,08/05/19 04:00:00 PM,5338.9,25.127,,,
1299,08/05/19 04:30:00 PM,3444.5,,,,
1300,08/05/19 05:00:00 PM,4994.5,26.801,,,
1301,08/05/19 05:30:00 PM,10677.8,,,,
1302,08/05/19 06:00:00 PM,3788.9,30.814,,,
1303,08/05/19 06:30:00 PM,9300.1,,,,
1304,08/05/19 07:00:00 PM,1463.9,19.950,,,
1305,08/05/19 07:30:00 PM,602.8,,,,
1306,08/05/19 08:00:00 PM,129.2,13.169,,,
1307,08/05/19 08:30:00 PM,0.0,,,,
1308,08/05/19 09:00:00 PM,0.0,9.914,,,
1309,08/05/19 09:30:00 PM,0.0,,,,
1310,08/05/19 10:00:00 PM,0.0,7.931,,,
1311,08/05/19 10:30:00 PM,0.0,,,,
1312,08/05/19 11:00:00 PM,0.0,6.826,,,
1313,08/05/19 11:30:00 PM,0.0,,,,
1314,08/06/19 12:00:00 AM,0.0,6.012,39.843,1.980,
1315,08/06/19 12:30:00 AM,0.0,,,,
1316,08/06/19 01:00:00 AM,0.0,4.623,,,
1317,08/06/19 01:30:00 AM,0.0,,,,
1318,08/06/19 02:00:00 AM,0.0,3.893,,,
1319,08/06/19 02:30:00 AM,0.0,,,,
1320,08/06/19 03:00:00 AM,0.0,3.260,,,
1321,08/06/19 03:30:00 AM,0.0,,,,
1322,08/06/19 04:00:00 AM,0.0,2.730,,,
1323,08/06/19 04:30:00 AM,0.0,,,,
1324,08/06/19 05:00:00 AM,0.0,2.249,,,
1325,08/06/19 05:30:00 AM,0.0,,,,
1326,08/06/19 06:00:00 AM,21.5,1.980,,,
1327,08/06/19 06:30:00 AM,226.0,,,,
1328,08/06/19 07:00:00 AM,333.7,4.744,,,
1329,08/06/19 07:30:00 AM,1808.3,,,,
1330,08/06/19 08:00:00 AM,2066.7,8.977,,,
1331,08/06/19 08:30:00 AM,1980.6,,,,
1332,08/06/19 09:00:00 AM,13089.0,24.639,,,
1333,08/06/19 09:30:00 AM,12400.1,,,,
1334,08/06/19 10:00:00 AM,19289.0,36.151,,,
1335,08/06/19 10:30:00 AM,27555.7,,,,
1336,08/06/19 11:00:00 AM,35822.5,35.301,,,
1337,08/06/19 11:30:00 AM,850.4,,,,
1338,08/06/19 12:00:00 PM,96.9,30.365,,,
1339,08/06/19 12:30:00 PM,43.1,,,,
1340,08/06/19 01:00:00 PM,301.4,33.171,,,
1341,08/06/19 01:30:00 PM,10.8,,,,
1342,08/06/19 02:00:00 PM,1377.8,33.848,,,
1343,08/06/19 02:30:00 PM,21.5,,,,
1344,08/06/19 03:00:00 PM,10.8,34.058,,,
1345,08/06/19 03:30:00 PM,0.0,,,,
1346,08/06/19 04:00:00 PM,10.8,34.059,,,
1347,08/06/19 04:30:00 PM,32.3,,,,
1348,08/06/19 05:00:00 PM,0.0,33.170,,,
1349,08/06/19 05:30:00 PM,0.0,,,,
1350,08/06/19 06:00:00 PM,0.0,32.241,,,
1351,08/06/19 06:30:00 PM,0.0,,,,
1352,08/06/19 07:00:00 PM,0.0,30.710,,,
1353,08/06/19 07:30:00 PM,0.0,,,,
1354,08/06/19 08:00:00 PM,0.0,28.655,,,
1355,08/06/19 08:30:00 PM,0.0,,,,
1356,08/06/19 09:00:00 PM,0.0,27.271,,,
1357,08/06/19 09:30:00 PM,0.0,,,,
1358,08/06/19 10:00:00 PM,0.0,26.781,,,
1359,08/06/19 10:30:00 PM,0.0,,,,
1360,08/06/19 11:00:00 PM,0.0,26.195,,,
1361,08/06/19 11:30:00 PM,0.0,,,,
1362,08/07/19 12:00:00 AM,0.0,25.416,36.079,19.282,
1363,08/07/19 12:30:00 AM,0.0,,,,
1364,08/07/19 01:00:00 AM,0.0,24.593,,,
1365,08/07/19 01:30:00 AM,0.0,,,,
1366,08/07/19 02:00:00 AM,0.0,23.773,,,
1367,08/07/19 02:30:00 AM,0.0,,,,
1368,08/07/19 03:00:00 AM,0.0,22.956,,,
1369,08/07/19 03:30:00 AM,0.0,,,,
1370,08/07/19 04:00:00 AM,0.0,22.142,,,
1371,08/07/19 04:30:00 AM,0.0,,,,
1372,08/07/19 05:00:00 AM,0.0,21.378,,,
1373,08/07/19 05:30:00 AM,0.0,,,,
1374,08/07/19 06:00:00 AM,0.0,20.520,,,
1375,08/07/19 06:30:00 AM,0.0,,,,
1376,08/07/19 07:00:00 AM,0.0,19.758,,,
1377,08/07/19 07:30:00 AM,0.0,,,,
1378,08/07/19 08:00:00 AM,0.0,19.567,,,
1379,08/07/19 08:30:00 AM,43.1,,,,
1380,08/07/19 09:00:00 AM,43.1,23.150,,,
1381,08/07/19 09:30:00 AM,53.8,,,,
1382,08/07/19 10:00:00 AM,21.5,27.669,,,
1383,08/07/19 10:30:00 AM,21.5,,,,
1384,08/07/19 11:00:00 AM,43.1,29.152,,,
1385,08/07/19 11:30:00 AM,32.3,,,,
1386,08/07/19 12:00:00 PM,21.5,30.713,,,
1387,08/07/19 12:30:00 PM,10.8,,,,
1388,08/07/19 01:00:00 PM,10.8,34.535,,,
1389,08/07/19 01:30:00 PM,32.3,,,,
1390,08/07/19 02:00:00 PM,10.8,35.757,,,
1391,08/07/19 02:30:00 PM,10.8,,,,
1392,08/07/19 03:00:00 PM,21.5,33.800,,,
1393,08/07/19 03:30:00 PM,43.1,,,,
1394,08/07/19 04:00:00 PM,0.0,23.441,,,
1395,08/07/19 04:30:00 PM,10.8,,,,
1396,08/07/19 05:00:00 PM,10.8,20.805,,,
