"Plot Title: RMBL #11"
"#","Date Time, GMT-06:00","Max: Daily Temperature, °C (LGR S/N: 10731644)","Min: Daily Temperature, °C (LGR S/N: 10731644)","Avg: Hourly Temperature, °C (LGR S/N: 10731644)","Coupler Attached (LGR S/N: 10731644)","End Of File (LGR S/N: 10731644)"
673,07/27/21 09:00:00 AM,,,21.001,,
674,07/27/21 10:00:00 AM,,,28.264,,
675,07/27/21 11:00:00 AM,,,30.006,,
676,07/27/21 12:00:00 PM,,,32.706,,
677,07/27/21 01:00:00 PM,,,34.374,,
678,07/27/21 02:00:00 PM,,,33.856,,
679,07/27/21 03:00:00 PM,,,32.137,,
680,07/27/21 04:00:00 PM,,,30.188,,
681,07/27/21 05:00:00 PM,,,28.437,,
682,07/27/21 06:00:00 PM,,,20.186,,
683,07/27/21 07:00:00 PM,,,17.806,,
684,07/27/21 08:00:00 PM,,,12.833,,
685,07/27/21 09:00:00 PM,,,9.617,,
686,07/27/21 10:00:00 PM,,,8.928,,
687,07/27/21 11:00:00 PM,,,7.982,,
688,07/28/21 12:00:00 AM,31.880,3.683,6.877,,
689,07/28/21 01:00:00 AM,,,5.808,,
690,07/28/21 02:00:00 AM,,,5.192,,
691,07/28/21 03:00:00 AM,,,4.831,,
692,07/28/21 04:00:00 AM,,,4.623,,
693,07/28/21 05:00:00 AM,,,4.258,,
694,07/28/21 06:00:00 AM,,,3.945,,
695,07/28/21 07:00:00 AM,,,6.502,,
696,07/28/21 08:00:00 AM,,,14.031,,
697,07/28/21 09:00:00 AM,,,21.763,,
698,07/28/21 10:00:00 AM,,,27.080,,
699,07/28/21 11:00:00 AM,,,26.559,,
700,07/28/21 12:00:00 PM,,,27.075,,
701,07/28/21 01:00:00 PM,,,30.616,,
702,07/28/21 02:00:00 PM,,,18.046,,
703,07/28/21 03:00:00 PM,,,17.855,,
704,07/28/21 04:00:00 PM,,,19.900,,
705,07/28/21 05:00:00 PM,,,20.567,,
706,07/28/21 06:00:00 PM,,,18.806,,
707,07/28/21 07:00:00 PM,,,16.331,,
708,07/28/21 08:00:00 PM,,,13.217,,
709,07/28/21 09:00:00 PM,,,11.576,,
710,07/28/21 10:00:00 PM,,,10.650,,
711,07/28/21 11:00:00 PM,,,10.406,,
712,07/29/21 12:00:00 AM,26.683,4.519,9.668,,
713,07/29/21 01:00:00 AM,,,7.882,,
714,07/29/21 02:00:00 AM,,,6.674,,
715,07/29/21 03:00:00 AM,,,6.166,,
716,07/29/21 04:00:00 AM,,,5.449,,
717,07/29/21 05:00:00 AM,,,5.037,,
718,07/29/21 06:00:00 AM,,,4.623,,
719,07/29/21 07:00:00 AM,,,7.565,,
720,07/29/21 08:00:00 AM,,,14.080,,
721,07/29/21 09:00:00 AM,,,20.904,,
722,07/29/21 10:00:00 AM,,,23.451,,
723,07/29/21 11:00:00 AM,,,23.534,,
724,07/29/21 12:00:00 PM,,,23.583,,
725,07/29/21 01:00:00 PM,,,26.293,,
726,07/29/21 02:00:00 PM,,,19.046,,
727,07/29/21 03:00:00 PM,,,16.713,,
728,07/29/21 04:00:00 PM,,,18.998,,
729,07/29/21 05:00:00 PM,,,18.854,,
730,07/29/21 06:00:00 PM,,,16.665,,
731,07/29/21 07:00:00 PM,,,14.899,,
732,07/29/21 08:00:00 PM,,,12.496,,
733,07/29/21 09:00:00 PM,,,10.650,,
734,07/29/21 10:00:00 PM,,,10.210,,
735,07/29/21 11:00:00 PM,,,10.357,,
736,07/30/21 12:00:00 AM,35.756,5.860,9.817,,
737,07/30/21 01:00:00 AM,,,8.332,,
738,07/30/21 02:00:00 AM,,,8.481,,
739,07/30/21 03:00:00 AM,,,7.632,,
740,07/30/21 04:00:00 AM,,,7.229,,
741,07/30/21 05:00:00 AM,,,6.318,,
742,07/30/21 06:00:00 AM,,,5.860,,
743,07/30/21 07:00:00 AM,,,7.666,,
744,07/30/21 08:00:00 AM,,,15.087,,
745,07/30/21 09:00:00 AM,,,21.521,,
746,07/30/21 10:00:00 AM,,,28.067,,
747,07/30/21 11:00:00 AM,,,32.549,,
748,07/30/21 12:00:00 PM,,,33.378,,
749,07/30/21 01:00:00 PM,,,32.754,,
750,07/30/21 02:00:00 PM,,,29.103,,
751,07/30/21 03:00:00 PM,,,13.219,,
752,07/30/21 04:00:00 PM,,,17.427,,
753,07/30/21 05:00:00 PM,,,17.807,,
754,07/30/21 06:00:00 PM,,,16.427,,
755,07/30/21 07:00:00 PM,,,13.027,,
756,07/30/21 08:00:00 PM,,,11.185,,
757,07/30/21 09:00:00 PM,,,9.175,,
758,07/30/21 10:00:00 PM,,,8.779,,
759,07/30/21 11:00:00 PM,,,8.729,,
760,07/31/21 12:00:00 AM,30.659,3.893,9.176,,
761,07/31/21 01:00:00 AM,,,8.729,,
762,07/31/21 02:00:00 AM,,,7.028,,
763,07/31/21 03:00:00 AM,,,6.063,,
764,07/31/21 04:00:00 AM,,,5.191,,
765,07/31/21 05:00:00 AM,,,4.102,,
766,07/31/21 06:00:00 AM,,,4.311,,
767,07/31/21 07:00:00 AM,,,6.104,,
768,07/31/21 08:00:00 AM,,,11.817,,
769,07/31/21 09:00:00 AM,,,16.235,,
770,07/31/21 10:00:00 AM,,,23.779,,
771,07/31/21 11:00:00 AM,,,29.057,,
772,07/31/21 12:00:00 PM,,,29.359,,
773,07/31/21 01:00:00 PM,,,20.618,,
774,07/31/21 02:00:00 PM,,,16.759,,
775,07/31/21 03:00:00 PM,,,13.845,,
776,07/31/21 04:00:00 PM,,,16.474,,
777,07/31/21 05:00:00 PM,,,14.756,,
778,07/31/21 06:00:00 PM,,,12.593,,
779,07/31/21 07:00:00 PM,,,11.722,,
780,07/31/21 08:00:00 PM,,,10.895,,
781,07/31/21 09:00:00 PM,,,10.308,,
782,07/31/21 10:00:00 PM,,,9.422,,
783,07/31/21 11:00:00 PM,,,8.381,,
784,08/01/21 12:00:00 AM,24.641,6.775,8.878,,
785,08/01/21 01:00:00 AM,,,7.530,,
786,08/01/21 02:00:00 AM,,,7.831,,
787,08/01/21 03:00:00 AM,,,7.178,,
788,08/01/21 04:00:00 AM,,,7.079,,
789,08/01/21 05:00:00 AM,,,7.632,,
790,08/01/21 06:00:00 AM,,,7.832,,
791,08/01/21 07:00:00 AM,,,8.829,,
792,08/01/21 08:00:00 AM,,,10.454,,
793,08/01/21 09:00:00 AM,,,13.217,,
794,08/01/21 10:00:00 AM,,,18.235,,
795,08/01/21 11:00:00 AM,,,20.616,,
796,08/01/21 12:00:00 PM,,,22.961,,
797,08/01/21 01:00:00 PM,,,21.187,,
798,08/01/21 02:00:00 PM,,,20.003,,
799,08/01/21 03:00:00 PM,,,12.594,,
800,08/01/21 04:00:00 PM,,,11.722,,
801,08/01/21 05:00:00 PM,,,11.867,,
802,08/01/21 06:00:00 PM,,,11.431,,
803,08/01/21 07:00:00 PM,,,10.601,,
804,08/01/21 08:00:00 PM,,,10.161,,
805,08/01/21 09:00:00 PM,,,9.669,,
806,08/01/21 10:00:00 PM,,,9.570,,
807,08/01/21 11:00:00 PM,,,8.977,,
808,08/02/21 12:00:00 AM,20.329,6.775,8.282,,
809,08/02/21 01:00:00 AM,,,7.430,,
810,08/02/21 02:00:00 AM,,,7.128,,
811,08/02/21 03:00:00 AM,,,7.782,,
812,08/02/21 04:00:00 AM,,,7.782,,
813,08/02/21 05:00:00 AM,,,7.581,,
814,08/02/21 06:00:00 AM,,,7.982,,
815,08/02/21 07:00:00 AM,,,8.630,,
816,08/02/21 08:00:00 AM,,,10.256,,
817,08/02/21 09:00:00 AM,,,14.325,,
818,08/02/21 10:00:00 AM,,,17.474,,
819,08/02/21 11:00:00 AM,,,17.142,,
820,08/02/21 12:00:00 PM,,,18.758,,
821,08/02/21 01:00:00 PM,,,19.615,,
822,08/02/21 02:00:00 PM,,,20.139,,
823,08/02/21 03:00:00 PM,,,19.235,,
824,08/02/21 04:00:00 PM,,,17.997,,
825,08/02/21 05:00:00 PM,,,18.092,,
826,08/02/21 06:00:00 PM,,,18.521,,
827,08/02/21 07:00:00 PM,,,18.616,,
828,08/02/21 08:00:00 PM,,,18.616,,
829,08/02/21 09:00:00 PM,,,18.663,,
830,08/02/21 10:00:00 PM,,,18.806,,
831,08/02/21 11:00:00 PM,,,18.711,,
832,08/03/21 12:00:00 AM,18.996,18.045,18.473,,
833,08/03/21 01:00:00 AM,,,18.284,,
834,08/03/21 02:00:00 AM,,,18.521,,
835,08/03/21 03:00:00 AM,,,18.284,,
836,08/03/21 04:00:00 AM,,,18.092,,
837,08/03/21 05:00:00 AM,,,18.140,,
838,08/03/21 06:00:00 AM,,,18.188,,
839,08/03/21 07:00:00 AM,,,18.045,,
840,08/03/21 08:00:00 AM,,,18.235,,
841,08/03/21 09:00:00 AM,,,18.521,,
842,08/03/21 10:00:00 AM,,,18.521,,
843,08/03/21 11:00:00 AM,,,18.521,,
844,08/03/21 12:00:00 PM,,,18.616,,
845,08/03/21 01:00:00 PM,,,18.711,,
846,08/03/21 02:00:00 PM,,,18.663,,
847,08/03/21 03:00:00 PM,,,18.663,,
848,08/03/21 04:00:00 PM,,,18.425,,
849,08/03/21 05:00:00 PM,,,18.426,,
850,08/03/21 06:00:00 PM,,,18.711,,
851,08/03/21 07:00:00 PM,,,18.854,,
852,08/03/21 08:00:00 PM,,,18.996,,
853,08/03/21 09:00:00 PM,,,18.996,,
854,08/03/21 10:00:00 PM,,,18.996,,
855,08/03/21 11:00:00 PM,,,18.901,,
856,08/04/21 12:00:00 AM,20.996,18.236,18.806,,
857,08/04/21 01:00:00 AM,,,18.663,,
858,08/04/21 02:00:00 AM,,,18.521,,
859,08/04/21 03:00:00 AM,,,18.426,,
860,08/04/21 04:00:00 AM,,,18.378,,
861,08/04/21 05:00:00 AM,,,18.473,,
862,08/04/21 06:00:00 AM,,,18.284,,
863,08/04/21 07:00:00 AM,,,18.378,,
864,08/04/21 08:00:00 AM,,,18.236,,
865,08/04/21 09:00:00 AM,,,18.236,,
866,08/04/21 10:00:00 AM,,,18.521,,
867,08/04/21 11:00:00 AM,,,18.521,,
868,08/04/21 12:00:00 PM,,,18.569,,
869,08/04/21 01:00:00 PM,,,18.758,,
870,08/04/21 02:00:00 PM,,,20.091,,
871,08/04/21 02:38:18 PM,,,,Logged,Logged
