"Plot Title: 21068394"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 21068394, SEN S/N: 21068394)","Max: Daily Temperature, °C (LGR S/N: 21068394)","Min: Daily Temperature, °C (LGR S/N: 21068394)","Avg: Hourly Temperature, °C (LGR S/N: 21068394)","End Of File (LGR S/N: 21068394)"
1,06/29/21 12:00:00 AM,,32.188,7.079,,
2,06/29/21 10:00:00 AM,2583.4,,,14.421,
3,06/29/21 10:30:00 AM,3272.2,,,,
4,06/29/21 11:00:00 AM,4305.6,,,17.044,
5,06/29/21 11:30:00 AM,6200.0,,,,
6,06/29/21 12:00:00 PM,10333.4,,,24.982,
7,06/29/21 12:30:00 PM,7233.4,,,,
8,06/29/21 01:00:00 PM,15155.7,,,25.497,
9,06/29/21 01:30:00 PM,4477.8,,,,
10,06/29/21 02:00:00 PM,5338.9,,,24.739,
11,06/29/21 02:30:00 PM,17222.3,,,,
12,06/29/21 03:00:00 PM,9300.1,,,20.805,
13,06/29/21 03:30:00 PM,6200.0,,,,
14,06/29/21 04:00:00 PM,4650.0,,,18.996,
15,06/29/21 04:30:00 PM,4477.8,,,,
16,06/29/21 05:00:00 PM,4994.5,,,23.774,
17,06/29/21 05:30:00 PM,7233.4,,,,
18,06/29/21 06:00:00 PM,861.1,,,12.880,
19,06/29/21 06:30:00 PM,796.5,,,,
20,06/29/21 07:00:00 PM,904.2,,,11.332,
21,06/29/21 07:30:00 PM,161.5,,,,
22,06/29/21 08:00:00 PM,53.8,,,9.074,
23,06/29/21 08:30:00 PM,21.5,,,,
24,06/29/21 09:00:00 PM,0.0,,,7.431,
25,06/29/21 09:30:00 PM,0.0,,,,
26,06/29/21 10:00:00 PM,0.0,,,7.380,
27,06/29/21 10:30:00 PM,0.0,,,,
28,06/29/21 11:00:00 PM,0.0,,,7.682,
29,06/29/21 11:30:00 PM,0.0,,,,
30,06/30/21 12:00:00 AM,0.0,36.295,2.837,6.923,
31,06/30/21 12:30:00 AM,0.0,,,,
32,06/30/21 01:00:00 AM,0.0,,,5.087,
33,06/30/21 01:30:00 AM,0.0,,,,
34,06/30/21 02:00:00 AM,0.0,,,4.675,
35,06/30/21 02:30:00 AM,0.0,,,,
36,06/30/21 03:00:00 AM,0.0,,,5.089,
37,06/30/21 03:30:00 AM,0.0,,,,
38,06/30/21 04:00:00 AM,0.0,,,3.736,
39,06/30/21 04:30:00 AM,0.0,,,,
40,06/30/21 05:00:00 AM,0.0,,,3.681,
41,06/30/21 05:30:00 AM,0.0,,,,
42,06/30/21 06:00:00 AM,75.3,,,2.996,
43,06/30/21 06:30:00 AM,279.9,,,,
44,06/30/21 07:00:00 AM,4305.6,,,5.917,
45,06/30/21 07:30:00 AM,2066.7,,,,
46,06/30/21 08:00:00 AM,5166.7,,,11.961,
47,06/30/21 08:30:00 AM,3616.7,,,,
48,06/30/21 09:00:00 AM,4650.0,,,16.283,
49,06/30/21 09:30:00 AM,5166.7,,,,
50,06/30/21 10:00:00 AM,15844.5,,,25.255,
51,06/30/21 10:30:00 AM,5166.7,,,,
52,06/30/21 11:00:00 AM,7233.4,,,19.662,
53,06/30/21 11:30:00 AM,4650.0,,,,
54,06/30/21 12:00:00 PM,5511.1,,,20.855,
55,06/30/21 12:30:00 PM,6200.0,,,,
56,06/30/21 01:00:00 PM,11711.2,,,29.225,
57,06/30/21 01:30:00 PM,5511.1,,,,
58,06/30/21 02:00:00 PM,18600.1,,,34.758,
59,06/30/21 02:30:00 PM,14466.8,,,,
60,06/30/21 03:00:00 PM,8611.2,,,34.805,
61,06/30/21 03:30:00 PM,18600.1,,,,
62,06/30/21 04:00:00 PM,14466.8,,,23.066,
63,06/30/21 04:30:00 PM,4133.4,,,,
64,06/30/21 05:00:00 PM,8266.7,,,19.281,
65,06/30/21 05:30:00 PM,1151.7,,,,
66,06/30/21 06:00:00 PM,3272.2,,,18.283,
67,06/30/21 06:30:00 PM,936.5,,,,
68,06/30/21 07:00:00 PM,258.3,,,11.479,
69,06/30/21 07:30:00 PM,452.1,,,,
70,06/30/21 08:00:00 PM,1130.2,,,12.013,
71,06/30/21 08:30:00 PM,430.6,,,,
72,06/30/21 09:00:00 PM,0.0,,,10.650,
73,06/30/21 09:30:00 PM,0.0,,,,
74,06/30/21 10:00:00 PM,0.0,,,9.768,
75,06/30/21 10:30:00 PM,0.0,,,,
76,06/30/21 11:00:00 PM,0.0,,,9.620,
77,06/30/21 11:30:00 PM,0.0,,,,
78,07/01/21 12:00:00 AM,0.0,37.604,6.978,9.324,
79,07/01/21 12:30:00 AM,0.0,,,,
80,07/01/21 01:00:00 AM,0.0,,,8.779,
81,07/01/21 01:30:00 AM,0.0,,,,
82,07/01/21 02:00:00 AM,0.0,,,7.732,
83,07/01/21 02:30:00 AM,0.0,,,,
84,07/01/21 03:00:00 AM,0.0,,,7.581,
85,07/01/21 03:30:00 AM,0.0,,,,
86,07/01/21 04:00:00 AM,0.0,,,7.330,
87,07/01/21 04:30:00 AM,0.0,,,,
88,07/01/21 05:00:00 AM,0.0,,,7.129,
89,07/01/21 05:30:00 AM,0.0,,,,
90,07/01/21 06:00:00 AM,139.9,,,7.330,
91,07/01/21 06:30:00 AM,656.6,,,,
92,07/01/21 07:00:00 AM,4822.3,,,11.300,
93,07/01/21 07:30:00 AM,7233.4,,,,
94,07/01/21 08:00:00 AM,7233.4,,,17.712,
95,07/01/21 08:30:00 AM,10333.4,,,,
96,07/01/21 09:00:00 AM,2927.8,,,22.636,
97,07/01/21 09:30:00 AM,9644.5,,,,
98,07/01/21 10:00:00 AM,2411.1,,,21.456,
99,07/01/21 10:30:00 AM,13777.9,,,,
100,07/01/21 11:00:00 AM,3100.0,,,26.418,
101,07/01/21 11:30:00 AM,14466.8,,,,
102,07/01/21 12:00:00 PM,16533.4,,,31.630,
103,07/01/21 12:30:00 PM,9644.5,,,,
104,07/01/21 01:00:00 PM,3100.0,,,19.956,
105,07/01/21 01:30:00 PM,5338.9,,,,
106,07/01/21 02:00:00 PM,23422.4,,,34.325,
107,07/01/21 02:30:00 PM,11022.3,,,,
108,07/01/21 03:00:00 PM,22044.6,,,36.094,
109,07/01/21 03:30:00 PM,17911.2,,,,
110,07/01/21 04:00:00 PM,14466.8,,,34.373,
111,07/01/21 04:30:00 PM,11711.2,,,,
112,07/01/21 05:00:00 PM,10333.4,,,31.119,
113,07/01/21 05:30:00 PM,2755.6,,,,
114,07/01/21 06:00:00 PM,3100.0,,,23.201,
115,07/01/21 06:30:00 PM,1808.3,,,,
116,07/01/21 07:00:00 PM,1237.9,,,17.284,
117,07/01/21 07:30:00 PM,850.4,,,,
118,07/01/21 08:00:00 PM,516.7,,,13.168,
119,07/01/21 08:30:00 PM,86.1,,,,
120,07/01/21 09:00:00 PM,0.0,,,9.718,
121,07/01/21 09:30:00 PM,0.0,,,,
122,07/01/21 10:00:00 PM,0.0,,,9.765,
123,07/01/21 10:30:00 PM,0.0,,,,
124,07/01/21 11:00:00 PM,0.0,,,8.878,
125,07/01/21 11:30:00 PM,0.0,,,,
126,07/02/21 12:00:00 AM,0.0,35.222,1.872,8.829,
127,07/02/21 12:30:00 AM,0.0,,,,
128,07/02/21 01:00:00 AM,0.0,,,6.772,
129,07/02/21 01:30:00 AM,0.0,,,,
130,07/02/21 02:00:00 AM,0.0,,,5.140,
131,07/02/21 02:30:00 AM,0.0,,,,
132,07/02/21 03:00:00 AM,0.0,,,3.943,
133,07/02/21 03:30:00 AM,0.0,,,,
134,07/02/21 04:00:00 AM,0.0,,,2.784,
135,07/02/21 04:30:00 AM,0.0,,,,
136,07/02/21 05:00:00 AM,0.0,,,2.141,
137,07/02/21 05:30:00 AM,0.0,,,,
138,07/02/21 06:00:00 AM,107.6,,,2.034,
139,07/02/21 06:30:00 AM,193.8,,,,
140,07/02/21 07:00:00 AM,3444.5,,,8.207,
141,07/02/21 07:30:00 AM,6544.5,,,,
142,07/02/21 08:00:00 AM,6544.5,,,18.521,
143,07/02/21 08:30:00 AM,7577.8,,,,
144,07/02/21 09:00:00 AM,9300.1,,,25.381,
145,07/02/21 09:30:00 AM,12400.1,,,,
146,07/02/21 10:00:00 AM,13777.9,,,30.208,
147,07/02/21 10:30:00 AM,15844.5,,,,
148,07/02/21 11:00:00 AM,3616.7,,,27.141,
149,07/02/21 11:30:00 AM,2325.0,,,,
150,07/02/21 12:00:00 PM,3272.2,,,21.433,
151,07/02/21 12:30:00 PM,3616.7,,,,
152,07/02/21 01:00:00 PM,2755.6,,,18.235,
153,07/02/21 01:30:00 PM,1259.4,,,,
154,07/02/21 02:00:00 PM,3100.0,,,19.196,
155,07/02/21 02:30:00 PM,23422.4,,,,
156,07/02/21 03:00:00 PM,19977.9,,,33.547,
157,07/02/21 03:30:00 PM,16533.4,,,,
158,07/02/21 04:00:00 PM,13089.0,,,34.118,
159,07/02/21 04:30:00 PM,10677.8,,,,
160,07/02/21 05:00:00 PM,1808.3,,,20.903,
161,07/02/21 05:30:00 PM,1550.0,,,,
162,07/02/21 06:00:00 PM,2411.1,,,20.615,
163,07/02/21 06:30:00 PM,2238.9,,,,
164,07/02/21 07:00:00 PM,893.4,,,18.996,
165,07/02/21 07:30:00 PM,1151.7,,,,
166,07/02/21 08:00:00 PM,366.0,,,14.612,
167,07/02/21 08:30:00 PM,193.8,,,,
168,07/02/21 09:00:00 PM,0.0,,,12.492,
169,07/02/21 09:30:00 PM,0.0,,,,
170,07/02/21 10:00:00 PM,0.0,,,9.518,
171,07/02/21 10:30:00 PM,0.0,,,,
172,07/02/21 11:00:00 PM,0.0,,,6.824,
173,07/02/21 11:30:00 PM,0.0,,,,
174,07/03/21 12:00:00 AM,0.0,35.115,1.003,5.345,
175,07/03/21 12:30:00 AM,0.0,,,,
176,07/03/21 01:00:00 AM,0.0,,,4.311,
177,07/03/21 01:30:00 AM,0.0,,,,
178,07/03/21 02:00:00 AM,0.0,,,3.419,
179,07/03/21 02:30:00 AM,0.0,,,,
180,07/03/21 03:00:00 AM,0.0,,,2.409,
181,07/03/21 03:30:00 AM,0.0,,,,
182,07/03/21 04:00:00 AM,0.0,,,1.764,
183,07/03/21 04:30:00 AM,0.0,,,,
184,07/03/21 05:00:00 AM,0.0,,,1.221,
185,07/03/21 05:30:00 AM,0.0,,,,
186,07/03/21 06:00:00 AM,118.4,,,1.330,
187,07/03/21 06:30:00 AM,215.3,,,,
188,07/03/21 07:00:00 AM,2669.5,,,7.941,
189,07/03/21 07:30:00 AM,7233.4,,,,
190,07/03/21 08:00:00 AM,7233.4,,,19.377,
191,07/03/21 08:30:00 AM,7577.8,,,,
192,07/03/21 09:00:00 AM,10333.4,,,20.242,
193,07/03/21 09:30:00 AM,1463.9,,,,
194,07/03/21 10:00:00 AM,12400.1,,,31.003,
195,07/03/21 10:30:00 AM,14466.8,,,,
196,07/03/21 11:00:00 AM,4133.4,,,33.588,
197,07/03/21 11:30:00 AM,3961.1,,,,
198,07/03/21 12:00:00 PM,2755.6,,,30.276,
199,07/03/21 12:30:00 PM,3616.7,,,,
200,07/03/21 01:00:00 PM,16533.4,,,25.470,
201,07/03/21 01:30:00 PM,3272.2,,,,
202,07/03/21 02:00:00 PM,3788.9,,,26.703,
203,07/03/21 02:30:00 PM,4305.6,,,,
204,07/03/21 03:00:00 PM,19977.9,,,30.703,
205,07/03/21 03:30:00 PM,6544.5,,,,
206,07/03/21 04:00:00 PM,7577.8,,,31.965,
207,07/03/21 04:30:00 PM,10333.4,,,,
208,07/03/21 05:00:00 PM,8266.7,,,33.172,
209,07/03/21 05:30:00 PM,6544.5,,,,
210,07/03/21 06:00:00 PM,1065.6,,,21.477,
211,07/03/21 06:30:00 PM,721.2,,,,
212,07/03/21 07:00:00 PM,441.3,,,15.997,
213,07/03/21 07:30:00 PM,312.2,,,,
214,07/03/21 08:00:00 PM,193.8,,,11.086,
215,07/03/21 08:30:00 PM,75.3,,,,
216,07/03/21 09:00:00 PM,0.0,,,7.931,
217,07/03/21 09:30:00 PM,0.0,,,,
218,07/03/21 10:00:00 PM,0.0,,,6.674,
219,07/03/21 10:30:00 PM,0.0,,,,
220,07/03/21 11:00:00 PM,0.0,,,5.035,
221,07/03/21 11:30:00 PM,0.0,,,,
222,07/04/21 12:00:00 AM,0.0,43.480,0.343,3.577,
223,07/04/21 12:30:00 AM,0.0,,,,
224,07/04/21 01:00:00 AM,0.0,,,2.677,
225,07/04/21 01:30:00 AM,0.0,,,,
226,07/04/21 02:00:00 AM,0.0,,,2.356,
227,07/04/21 02:30:00 AM,0.0,,,,
228,07/04/21 03:00:00 AM,0.0,,,1.547,
229,07/04/21 03:30:00 AM,0.0,,,,
230,07/04/21 04:00:00 AM,0.0,,,1.002,
231,07/04/21 04:30:00 AM,0.0,,,,
232,07/04/21 05:00:00 AM,0.0,,,0.508,
233,07/04/21 05:30:00 AM,0.0,,,,
234,07/04/21 06:00:00 AM,118.4,,,0.727,
235,07/04/21 06:30:00 AM,236.8,,,,
236,07/04/21 07:00:00 AM,1980.6,,,7.480,
237,07/04/21 07:30:00 AM,6544.5,,,,
238,07/04/21 08:00:00 AM,7233.4,,,19.045,
239,07/04/21 08:30:00 AM,8266.7,,,,
240,07/04/21 09:00:00 AM,9644.5,,,26.355,
241,07/04/21 09:30:00 AM,12400.1,,,,
242,07/04/21 10:00:00 AM,3100.0,,,26.212,
243,07/04/21 10:30:00 AM,5166.7,,,,
244,07/04/21 11:00:00 AM,16533.4,,,39.421,
245,07/04/21 11:30:00 AM,15844.5,,,,
246,07/04/21 12:00:00 PM,15155.7,,,38.508,
247,07/04/21 12:30:00 PM,2755.6,,,,
248,07/04/21 01:00:00 PM,18600.1,,,36.175,
249,07/04/21 01:30:00 PM,20666.8,,,,
250,07/04/21 02:00:00 PM,3272.2,,,31.530,
251,07/04/21 02:30:00 PM,13777.9,,,,
252,07/04/21 03:00:00 PM,3272.2,,,35.765,
253,07/04/21 03:30:00 PM,2927.8,,,,
254,07/04/21 04:00:00 PM,14466.8,,,30.756,
255,07/04/21 04:30:00 PM,10677.8,,,,
256,07/04/21 05:00:00 PM,1377.8,,,29.652,
257,07/04/21 05:30:00 PM,6544.5,,,,
258,07/04/21 06:00:00 PM,850.4,,,22.287,
259,07/04/21 06:30:00 PM,925.7,,,,
260,07/04/21 07:00:00 PM,968.8,,,19.425,
261,07/04/21 07:30:00 PM,462.9,,,,
262,07/04/21 08:00:00 PM,312.2,,,15.185,
263,07/04/21 08:30:00 PM,86.1,,,,
264,07/04/21 09:00:00 PM,0.0,,,11.964,
265,07/04/21 09:30:00 PM,0.0,,,,
266,07/04/21 10:00:00 PM,0.0,,,9.519,
267,07/04/21 10:30:00 PM,0.0,,,,
268,07/04/21 11:00:00 PM,0.0,,,7.982,
269,07/04/21 11:30:00 PM,0.0,,,,
270,07/05/21 12:00:00 AM,0.0,36.728,1.980,6.826,
271,07/05/21 12:30:00 AM,0.0,,,,
272,07/05/21 01:00:00 AM,0.0,,,5.962,
273,07/05/21 01:30:00 AM,0.0,,,,
274,07/05/21 02:00:00 AM,0.0,,,4.519,
275,07/05/21 02:30:00 AM,0.0,,,,
276,07/05/21 03:00:00 AM,0.0,,,3.366,
277,07/05/21 03:30:00 AM,0.0,,,,
278,07/05/21 04:00:00 AM,0.0,,,2.730,
279,07/05/21 04:30:00 AM,0.0,,,,
280,07/05/21 05:00:00 AM,0.0,,,2.249,
281,07/05/21 05:30:00 AM,0.0,,,,
282,07/05/21 06:00:00 AM,118.4,,,2.141,
283,07/05/21 06:30:00 AM,247.6,,,,
284,07/05/21 07:00:00 AM,1550.0,,,8.692,
285,07/05/21 07:30:00 AM,6544.5,,,,
286,07/05/21 08:00:00 AM,7233.4,,,20.139,
287,07/05/21 08:30:00 AM,7577.8,,,,
288,07/05/21 09:00:00 AM,9644.5,,,26.993,
289,07/05/21 09:30:00 AM,11711.2,,,,
290,07/05/21 10:00:00 AM,12400.1,,,33.118,
291,07/05/21 10:30:00 AM,2927.8,,,,
292,07/05/21 11:00:00 AM,11711.2,,,31.705,
293,07/05/21 11:30:00 AM,15155.7,,,,
294,07/05/21 12:00:00 PM,1463.9,,,18.569,
295,07/05/21 12:30:00 PM,3788.9,,,,
296,07/05/21 01:00:00 PM,2238.9,,,12.105,
297,07/05/21 01:30:00 PM,549.0,,,,
298,07/05/21 02:00:00 PM,2066.7,,,11.867,
299,07/05/21 02:30:00 PM,688.9,,,,
300,07/05/21 03:00:00 PM,3100.0,,,15.996,
301,07/05/21 03:30:00 PM,3788.9,,,,
302,07/05/21 04:00:00 PM,4133.4,,,23.870,
303,07/05/21 04:30:00 PM,8266.7,,,,
304,07/05/21 05:00:00 PM,2238.9,,,16.997,
305,07/05/21 05:30:00 PM,1808.3,,,,
306,07/05/21 06:00:00 PM,882.6,,,14.707,
307,07/05/21 06:30:00 PM,1065.6,,,,
308,07/05/21 07:00:00 PM,301.4,,,13.602,
309,07/05/21 07:30:00 PM,86.1,,,,
310,07/05/21 08:00:00 PM,21.5,,,10.797,
311,07/05/21 08:30:00 PM,0.0,,,,
312,07/05/21 09:00:00 PM,0.0,,,10.062,
313,07/05/21 09:30:00 PM,0.0,,,,
314,07/05/21 10:00:00 PM,0.0,,,9.274,
315,07/05/21 10:30:00 PM,0.0,,,,
316,07/05/21 11:00:00 PM,0.0,,,9.275,
317,07/05/21 11:30:00 PM,0.0,,,,
318,07/06/21 12:00:00 AM,0.0,39.957,2.730,8.729,
319,07/06/21 12:30:00 AM,0.0,,,,
320,07/06/21 01:00:00 AM,0.0,,,6.824,
321,07/06/21 01:30:00 AM,0.0,,,,
322,07/06/21 02:00:00 AM,0.0,,,5.397,
323,07/06/21 02:30:00 AM,0.0,,,,
324,07/06/21 03:00:00 AM,0.0,,,4.311,
325,07/06/21 03:30:00 AM,0.0,,,,
326,07/06/21 04:00:00 AM,0.0,,,3.155,
327,07/06/21 04:30:00 AM,0.0,,,,
328,07/06/21 05:00:00 AM,0.0,,,2.837,
329,07/06/21 05:30:00 AM,0.0,,,,
330,07/06/21 06:00:00 AM,86.1,,,3.628,
331,07/06/21 06:30:00 AM,505.9,,,,
332,07/06/21 07:00:00 AM,1894.5,,,9.819,
333,07/06/21 07:30:00 AM,6200.0,,,,
334,07/06/21 08:00:00 AM,6544.5,,,16.232,
335,07/06/21 08:30:00 AM,7233.4,,,,
336,07/06/21 09:00:00 AM,8266.7,,,23.108,
337,07/06/21 09:30:00 AM,10677.8,,,,
338,07/06/21 10:00:00 AM,5511.1,,,24.998,
339,07/06/21 10:30:00 AM,14466.8,,,,
340,07/06/21 11:00:00 AM,5511.1,,,25.320,
341,07/06/21 11:30:00 AM,4477.8,,,,
342,07/06/21 12:00:00 PM,10677.8,,,32.883,
343,07/06/21 12:30:00 PM,10677.8,,,,
344,07/06/21 01:00:00 PM,18600.1,,,34.855,
345,07/06/21 01:30:00 PM,23422.4,,,,
346,07/06/21 02:00:00 PM,22044.6,,,39.219,
347,07/06/21 02:30:00 PM,18600.1,,,,
348,07/06/21 03:00:00 PM,14466.8,,,36.895,
349,07/06/21 03:30:00 PM,12400.1,,,,
350,07/06/21 04:00:00 PM,9644.5,,,33.905,
351,07/06/21 04:30:00 PM,7577.8,,,,
352,07/06/21 05:00:00 PM,6200.0,,,30.710,
353,07/06/21 05:30:00 PM,5166.7,,,,
354,07/06/21 06:00:00 PM,990.3,,,21.383,
355,07/06/21 06:30:00 PM,678.1,,,,
356,07/06/21 07:00:00 PM,1205.6,,,18.331,
357,07/06/21 07:30:00 PM,914.9,,,,
358,07/06/21 08:00:00 PM,183.0,,,13.694,
359,07/06/21 08:30:00 PM,75.3,,,,
360,07/06/21 09:00:00 PM,0.0,,,9.915,
361,07/06/21 09:30:00 PM,0.0,,,,
362,07/06/21 10:00:00 PM,0.0,,,9.666,
363,07/06/21 10:30:00 PM,0.0,,,,
364,07/06/21 11:00:00 PM,0.0,,,9.866,
365,07/06/21 11:30:00 PM,0.0,,,,
366,07/07/21 12:00:00 AM,0.0,42.520,2.303,8.181,
367,07/07/21 12:30:00 AM,0.0,,,,
368,07/07/21 01:00:00 AM,0.0,,,7.230,
369,07/07/21 01:30:00 AM,0.0,,,,
370,07/07/21 02:00:00 AM,0.0,,,6.011,
371,07/07/21 02:30:00 AM,0.0,,,,
372,07/07/21 03:00:00 AM,0.0,,,4.415,
373,07/07/21 03:30:00 AM,0.0,,,,
374,07/07/21 04:00:00 AM,0.0,,,3.788,
375,07/07/21 04:30:00 AM,0.0,,,,
376,07/07/21 05:00:00 AM,0.0,,,3.048,
377,07/07/21 05:30:00 AM,0.0,,,,
378,07/07/21 06:00:00 AM,86.1,,,2.463,
379,07/07/21 06:30:00 AM,172.2,,,,
380,07/07/21 07:00:00 AM,1377.8,,,8.634,
381,07/07/21 07:30:00 AM,7233.4,,,,
382,07/07/21 08:00:00 AM,7233.4,,,20.569,
383,07/07/21 08:30:00 AM,8266.7,,,,
384,07/07/21 09:00:00 AM,9300.1,,,26.551,
385,07/07/21 09:30:00 AM,11711.2,,,,
386,07/07/21 10:00:00 AM,12400.1,,,31.738,
387,07/07/21 10:30:00 AM,12400.1,,,,
388,07/07/21 11:00:00 AM,12400.1,,,35.545,
389,07/07/21 11:30:00 AM,11711.2,,,,
390,07/07/21 12:00:00 PM,10677.8,,,39.450,
391,07/07/21 12:30:00 PM,11711.2,,,,
392,07/07/21 01:00:00 PM,16533.4,,,36.036,
393,07/07/21 01:30:00 PM,24800.2,,,,
394,07/07/21 02:00:00 PM,24800.2,,,36.210,
395,07/07/21 02:30:00 PM,20666.8,,,,
396,07/07/21 03:00:00 PM,17222.3,,,37.384,
397,07/07/21 03:30:00 PM,4305.6,,,,
398,07/07/21 04:00:00 PM,2927.8,,,23.488,
399,07/07/21 04:30:00 PM,2066.7,,,,
400,07/07/21 05:00:00 PM,8266.7,,,28.479,
401,07/07/21 05:30:00 PM,2755.6,,,,
402,07/07/21 06:00:00 PM,2669.5,,,23.773,
403,07/07/21 06:30:00 PM,2411.1,,,,
404,07/07/21 07:00:00 PM,1636.1,,,20.761,
405,07/07/21 07:30:00 PM,527.4,,,,
406,07/07/21 08:00:00 PM,183.0,,,13.118,
407,07/07/21 08:30:00 PM,53.8,,,,
408,07/07/21 09:00:00 PM,0.0,,,9.521,
409,07/07/21 09:30:00 PM,0.0,,,,
410,07/07/21 10:00:00 PM,0.0,,,7.931,
411,07/07/21 10:30:00 PM,0.0,,,,
412,07/07/21 11:00:00 PM,0.0,,,5.857,
413,07/07/21 11:30:00 PM,0.0,,,,
414,07/08/21 12:00:00 AM,0.0,43.359,1.548,4.830,
415,07/08/21 12:30:00 AM,0.0,,,,
416,07/08/21 01:00:00 AM,0.0,,,3.892,
417,07/08/21 01:30:00 AM,0.0,,,,
418,07/08/21 02:00:00 AM,0.0,,,3.155,
419,07/08/21 02:30:00 AM,0.0,,,,
420,07/08/21 03:00:00 AM,0.0,,,2.570,
421,07/08/21 03:30:00 AM,0.0,,,,
422,07/08/21 04:00:00 AM,0.0,,,2.196,
423,07/08/21 04:30:00 AM,0.0,,,,
424,07/08/21 05:00:00 AM,0.0,,,1.710,
425,07/08/21 05:30:00 AM,0.0,,,,
426,07/08/21 06:00:00 AM,139.9,,,2.409,
427,07/08/21 06:30:00 AM,452.1,,,,
428,07/08/21 07:00:00 AM,1550.0,,,8.985,
429,07/08/21 07:30:00 AM,7233.4,,,,
430,07/08/21 08:00:00 AM,7233.4,,,19.758,
431,07/08/21 08:30:00 AM,7233.4,,,,
432,07/08/21 09:00:00 AM,8611.2,,,26.947,
433,07/08/21 09:30:00 AM,11022.3,,,,
434,07/08/21 10:00:00 AM,11711.2,,,33.381,
435,07/08/21 10:30:00 AM,12400.1,,,,
436,07/08/21 11:00:00 AM,11711.2,,,35.819,
437,07/08/21 11:30:00 AM,11022.3,,,,
438,07/08/21 12:00:00 PM,11022.3,,,39.900,
439,07/08/21 12:30:00 PM,6200.0,,,,
440,07/08/21 01:00:00 PM,8266.7,,,36.263,
441,07/08/21 01:30:00 PM,3961.1,,,,
442,07/08/21 02:00:00 PM,24800.2,,,37.825,
443,07/08/21 02:30:00 PM,12400.1,,,,
444,07/08/21 03:00:00 PM,16533.4,,,36.636,
445,07/08/21 03:30:00 PM,12400.1,,,,
446,07/08/21 04:00:00 PM,4305.6,,,29.667,
447,07/08/21 04:30:00 PM,4994.5,,,,
448,07/08/21 05:00:00 PM,2927.8,,,26.147,
449,07/08/21 05:30:00 PM,2669.5,,,,
450,07/08/21 06:00:00 PM,3444.5,,,25.270,
451,07/08/21 06:30:00 PM,2927.8,,,,
452,07/08/21 07:00:00 PM,1044.1,,,19.996,
453,07/08/21 07:30:00 PM,473.6,,,,
454,07/08/21 08:00:00 PM,161.5,,,14.465,
455,07/08/21 08:30:00 PM,53.8,,,,
456,07/08/21 09:00:00 PM,0.0,,,11.431,
457,07/08/21 09:30:00 PM,0.0,,,,
458,07/08/21 10:00:00 PM,0.0,,,11.185,
459,07/08/21 10:30:00 PM,0.0,,,,
460,07/08/21 11:00:00 PM,0.0,,,8.080,
461,07/08/21 11:30:00 PM,0.0,,,,
462,07/09/21 12:00:00 AM,0.0,44.952,3.683,6.165,
463,07/09/21 12:30:00 AM,0.0,,,,
464,07/09/21 01:00:00 AM,0.0,,,5.140,
465,07/09/21 01:30:00 AM,0.0,,,,
466,07/09/21 02:00:00 AM,0.0,,,5.398,
467,07/09/21 02:30:00 AM,0.0,,,,
468,07/09/21 03:00:00 AM,0.0,,,5.859,
469,07/09/21 03:30:00 AM,0.0,,,,
470,07/09/21 04:00:00 AM,0.0,,,4.674,
471,07/09/21 04:30:00 AM,0.0,,,,
472,07/09/21 05:00:00 AM,0.0,,,3.736,
473,07/09/21 05:30:00 AM,0.0,,,,
474,07/09/21 06:00:00 AM,215.3,,,4.415,
475,07/09/21 06:30:00 AM,495.1,,,,
476,07/09/21 07:00:00 AM,925.7,,,10.219,
477,07/09/21 07:30:00 AM,7233.4,,,,
478,07/09/21 08:00:00 AM,8266.7,,,16.373,
479,07/09/21 08:30:00 AM,2755.6,,,,
480,07/09/21 09:00:00 AM,2152.8,,,24.825,
481,07/09/21 09:30:00 AM,11022.3,,,,
482,07/09/21 10:00:00 AM,11711.2,,,34.113,
483,07/09/21 10:30:00 AM,12400.1,,,,
484,07/09/21 11:00:00 AM,12400.1,,,39.424,
485,07/09/21 11:30:00 AM,12400.1,,,,
486,07/09/21 12:00:00 PM,11711.2,,,44.337,
487,07/09/21 12:30:00 PM,12400.1,,,,
488,07/09/21 01:00:00 PM,3616.7,,,39.457,
489,07/09/21 01:30:00 PM,4305.6,,,,
490,07/09/21 02:00:00 PM,23422.4,,,41.051,
491,07/09/21 02:30:00 PM,3444.5,,,,
492,07/09/21 03:00:00 PM,4133.4,,,28.886,
493,07/09/21 03:30:00 PM,2066.7,,,,
494,07/09/21 04:00:00 PM,4650.0,,,30.140,
495,07/09/21 04:30:00 PM,3961.1,,,,
496,07/09/21 05:00:00 PM,3788.9,,,28.117,
497,07/09/21 05:30:00 PM,4133.4,,,,
498,07/09/21 06:00:00 PM,2755.6,,,24.837,
499,07/09/21 06:30:00 PM,1550.0,,,,
500,07/09/21 07:00:00 PM,452.1,,,19.425,
501,07/09/21 07:30:00 PM,495.1,,,,
502,07/09/21 08:00:00 PM,366.0,,,15.042,
503,07/09/21 08:30:00 PM,64.6,,,,
504,07/09/21 09:00:00 PM,0.0,,,11.184,
505,07/09/21 09:30:00 PM,0.0,,,,
506,07/09/21 10:00:00 PM,0.0,,,8.281,
507,07/09/21 10:30:00 PM,0.0,,,,
508,07/09/21 11:00:00 PM,0.0,,,7.129,
509,07/09/21 11:30:00 PM,0.0,,,,
