"Plot Title: 21068394"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 21068394, SEN S/N: 21068394)","Max: Daily Temperature, °C (LGR S/N: 21068394)","Min: Daily Temperature, °C (LGR S/N: 21068394)","Avg: Hourly Temperature, °C (LGR S/N: 21068394)","End Of File (LGR S/N: 21068394)"
1362,07/27/21 06:00:00 PM,656.6,,,18.711,
1363,07/27/21 06:30:00 PM,839.6,,,,
1364,07/27/21 07:00:00 PM,559.7,,,15.998,
1365,07/27/21 07:30:00 PM,247.6,,,,
1366,07/27/21 08:00:00 PM,43.1,,,11.962,
1367,07/27/21 08:30:00 PM,0.0,,,,
1368,07/27/21 09:00:00 PM,0.0,,,9.175,
1369,07/27/21 09:30:00 PM,0.0,,,,
1370,07/27/21 10:00:00 PM,0.0,,,7.932,
1371,07/27/21 10:30:00 PM,0.0,,,,
1372,07/27/21 11:00:00 PM,0.0,,,7.380,
1373,07/27/21 11:30:00 PM,0.0,,,,
1374,07/28/21 12:00:00 AM,0.0,33.953,3.998,6.776,
1375,07/28/21 12:30:00 AM,0.0,,,,
1376,07/28/21 01:00:00 AM,0.0,,,5.962,
1377,07/28/21 01:30:00 AM,0.0,,,,
1378,07/28/21 02:00:00 AM,0.0,,,5.449,
1379,07/28/21 02:30:00 AM,0.0,,,,
1380,07/28/21 03:00:00 AM,0.0,,,4.986,
1381,07/28/21 03:30:00 AM,0.0,,,,
1382,07/28/21 04:00:00 AM,0.0,,,4.779,
1383,07/28/21 04:30:00 AM,0.0,,,,
1384,07/28/21 05:00:00 AM,0.0,,,4.519,
1385,07/28/21 05:30:00 AM,0.0,,,,
1386,07/28/21 06:00:00 AM,32.3,,,4.154,
1387,07/28/21 06:30:00 AM,247.6,,,,
1388,07/28/21 07:00:00 AM,430.6,,,8.577,
1389,07/28/21 07:30:00 AM,5166.7,,,,
1390,07/28/21 08:00:00 AM,6200.0,,,19.140,
1391,07/28/21 08:30:00 AM,6200.0,,,,
1392,07/28/21 09:00:00 AM,8611.2,,,26.448,
1393,07/28/21 09:30:00 AM,10333.4,,,,
1394,07/28/21 10:00:00 AM,3788.9,,,32.755,
1395,07/28/21 10:30:00 AM,12400.1,,,,
1396,07/28/21 11:00:00 AM,3616.7,,,28.597,
1397,07/28/21 11:30:00 AM,13777.9,,,,
1398,07/28/21 12:00:00 PM,3272.2,,,29.859,
1399,07/28/21 12:30:00 PM,6200.0,,,,
1400,07/28/21 01:00:00 PM,16533.4,,,32.154,
1401,07/28/21 01:30:00 PM,3444.5,,,,
1402,07/28/21 02:00:00 PM,1463.9,,,20.139,
1403,07/28/21 02:30:00 PM,3961.1,,,,
1404,07/28/21 03:00:00 PM,1980.6,,,19.329,
1405,07/28/21 03:30:00 PM,3100.0,,,,
1406,07/28/21 04:00:00 PM,3961.1,,,20.471,
1407,07/28/21 04:30:00 PM,3444.5,,,,
1408,07/28/21 05:00:00 PM,3616.7,,,20.758,
1409,07/28/21 05:30:00 PM,2583.4,,,,
1410,07/28/21 06:00:00 PM,1980.6,,,19.425,
1411,07/28/21 06:30:00 PM,1119.5,,,,
1412,07/28/21 07:00:00 PM,807.3,,,16.664,
1413,07/28/21 07:30:00 PM,150.7,,,,
1414,07/28/21 08:00:00 PM,0.0,,,13.460,
1415,07/28/21 08:30:00 PM,0.0,,,,
1416,07/28/21 09:00:00 PM,0.0,,,12.159,
1417,07/28/21 09:30:00 PM,0.0,,,,
1418,07/28/21 10:00:00 PM,0.0,,,11.041,
1419,07/28/21 10:30:00 PM,0.0,,,,
1420,07/28/21 11:00:00 PM,0.0,,,10.748,
1421,07/28/21 11:30:00 PM,0.0,,,,
1422,07/29/21 12:00:00 AM,0.0,28.655,4.623,9.864,
1423,07/29/21 12:30:00 AM,0.0,,,,
1424,07/29/21 01:00:00 AM,0.0,,,7.831,
1425,07/29/21 01:30:00 AM,0.0,,,,
1426,07/29/21 02:00:00 AM,0.0,,,6.876,
1427,07/29/21 02:30:00 AM,0.0,,,,
1428,07/29/21 03:00:00 AM,0.0,,,6.064,
1429,07/29/21 03:30:00 AM,0.0,,,,
1430,07/29/21 04:00:00 AM,0.0,,,5.552,
1431,07/29/21 04:30:00 AM,0.0,,,,
1432,07/29/21 05:00:00 AM,0.0,,,5.140,
1433,07/29/21 05:30:00 AM,0.0,,,,
1434,07/29/21 06:00:00 AM,75.3,,,4.727,
1435,07/29/21 06:30:00 AM,505.9,,,,
1436,07/29/21 07:00:00 AM,1076.4,,,9.138,
1437,07/29/21 07:30:00 AM,5166.7,,,,
1438,07/29/21 08:00:00 AM,7577.8,,,16.950,
1439,07/29/21 08:30:00 AM,7577.8,,,,
1440,07/29/21 09:00:00 AM,8611.2,,,23.827,
1441,07/29/21 09:30:00 AM,10677.8,,,,
1442,07/29/21 10:00:00 AM,2755.6,,,24.959,
1443,07/29/21 10:30:00 AM,15155.7,,,,
1444,07/29/21 11:00:00 AM,4477.8,,,24.014,
1445,07/29/21 11:30:00 AM,15155.7,,,,
1446,07/29/21 12:00:00 PM,4305.6,,,24.018,
1447,07/29/21 12:30:00 PM,3272.2,,,,
1448,07/29/21 01:00:00 PM,4994.5,,,28.012,
1449,07/29/21 01:30:00 PM,3272.2,,,,
1450,07/29/21 02:00:00 PM,2497.2,,,20.046,
1451,07/29/21 02:30:00 PM,1550.0,,,,
1452,07/29/21 03:00:00 PM,1722.2,,,18.569,
1453,07/29/21 03:30:00 PM,3961.1,,,,
1454,07/29/21 04:00:00 PM,5511.1,,,21.389,
1455,07/29/21 04:30:00 PM,3788.9,,,,
1456,07/29/21 05:00:00 PM,3444.5,,,20.520,
1457,07/29/21 05:30:00 PM,1980.6,,,,
1458,07/29/21 06:00:00 PM,1550.0,,,17.617,
1459,07/29/21 06:30:00 PM,1065.6,,,,
1460,07/29/21 07:00:00 PM,1076.4,,,15.807,
1461,07/29/21 07:30:00 PM,710.4,,,,
1462,07/29/21 08:00:00 PM,226.0,,,13.026,
1463,07/29/21 08:30:00 PM,0.0,,,,
1464,07/29/21 09:00:00 PM,0.0,,,10.894,
1465,07/29/21 09:30:00 PM,0.0,,,,
1466,07/29/21 10:00:00 PM,0.0,,,10.259,
1467,07/29/21 10:30:00 PM,0.0,,,,
1468,07/29/21 11:00:00 PM,0.0,,,10.651,
1469,07/29/21 11:30:00 PM,0.0,,,,
1470,07/30/21 12:00:00 AM,0.0,39.389,5.552,10.111,
1471,07/30/21 12:30:00 AM,0.0,,,,
1472,07/30/21 01:00:00 AM,0.0,,,8.381,
1473,07/30/21 01:30:00 AM,0.0,,,,
1474,07/30/21 02:00:00 AM,0.0,,,8.580,
1475,07/30/21 02:30:00 AM,0.0,,,,
1476,07/30/21 03:00:00 AM,0.0,,,7.732,
1477,07/30/21 03:30:00 AM,0.0,,,,
1478,07/30/21 04:00:00 AM,0.0,,,7.330,
1479,07/30/21 04:30:00 AM,0.0,,,,
1480,07/30/21 05:00:00 AM,0.0,,,6.369,
1481,07/30/21 05:30:00 AM,0.0,,,,
1482,07/30/21 06:00:00 AM,0.0,,,5.706,
1483,07/30/21 06:30:00 AM,215.3,,,,
1484,07/30/21 07:00:00 AM,355.2,,,8.939,
1485,07/30/21 07:30:00 AM,6200.0,,,,
1486,07/30/21 08:00:00 AM,7233.4,,,17.807,
1487,07/30/21 08:30:00 AM,7233.4,,,,
1488,07/30/21 09:00:00 AM,8611.2,,,23.198,
1489,07/30/21 09:30:00 AM,11711.2,,,,
1490,07/30/21 10:00:00 AM,13089.0,,,30.976,
1491,07/30/21 10:30:00 AM,14466.8,,,,
1492,07/30/21 11:00:00 AM,16533.4,,,35.011,
1493,07/30/21 11:30:00 AM,17911.2,,,,
1494,07/30/21 12:00:00 PM,17222.3,,,37.057,
1495,07/30/21 12:30:00 PM,16533.4,,,,
1496,07/30/21 01:00:00 PM,6200.0,,,36.150,
1497,07/30/21 01:30:00 PM,19977.9,,,,
1498,07/30/21 02:00:00 PM,13777.9,,,31.372,
1499,07/30/21 02:30:00 PM,4133.4,,,,
1500,07/30/21 03:00:00 PM,1345.5,,,15.855,
1501,07/30/21 03:30:00 PM,3100.0,,,,
1502,07/30/21 04:00:00 PM,4477.8,,,21.285,
1503,07/30/21 04:30:00 PM,1980.6,,,,
1504,07/30/21 05:00:00 PM,3444.5,,,20.284,
1505,07/30/21 05:30:00 PM,3100.0,,,,
1506,07/30/21 06:00:00 PM,2325.0,,,17.902,
1507,07/30/21 06:30:00 PM,1194.8,,,,
1508,07/30/21 07:00:00 PM,656.6,,,14.373,
1509,07/30/21 07:30:00 PM,193.8,,,,
1510,07/30/21 08:00:00 PM,43.1,,,12.059,
1511,07/30/21 08:30:00 PM,0.0,,,,
1512,07/30/21 09:00:00 PM,0.0,,,9.274,
1513,07/30/21 09:30:00 PM,0.0,,,,
1514,07/30/21 10:00:00 PM,0.0,,,8.829,
1515,07/30/21 10:30:00 PM,0.0,,,,
1516,07/30/21 11:00:00 PM,0.0,,,9.027,
1517,07/30/21 11:30:00 PM,0.0,,,,
1518,07/31/21 12:00:00 AM,0.0,34.585,3.998,9.620,
1519,07/31/21 12:30:00 AM,0.0,,,,
1520,07/31/21 01:00:00 AM,0.0,,,9.175,
1521,07/31/21 01:30:00 AM,0.0,,,,
1522,07/31/21 02:00:00 AM,0.0,,,7.129,
1523,07/31/21 02:30:00 AM,0.0,,,,
1524,07/31/21 03:00:00 AM,0.0,,,6.165,
1525,07/31/21 03:30:00 AM,0.0,,,,
1526,07/31/21 04:00:00 AM,0.0,,,5.089,
1527,07/31/21 04:30:00 AM,0.0,,,,
1528,07/31/21 05:00:00 AM,0.0,,,4.311,
1529,07/31/21 05:30:00 AM,0.0,,,,
1530,07/31/21 06:00:00 AM,0.0,,,4.103,
1531,07/31/21 06:30:00 AM,301.4,,,,
1532,07/31/21 07:00:00 AM,796.5,,,7.203,
1533,07/31/21 07:30:00 AM,5166.7,,,,
1534,07/31/21 08:00:00 AM,6200.0,,,14.277,
1535,07/31/21 08:30:00 AM,6200.0,,,,
1536,07/31/21 09:00:00 AM,7577.8,,,18.806,
1537,07/31/21 09:30:00 AM,6544.5,,,,
1538,07/31/21 10:00:00 AM,11022.3,,,26.640,
1539,07/31/21 10:30:00 AM,12400.1,,,,
1540,07/31/21 11:00:00 AM,13777.9,,,31.787,
1541,07/31/21 11:30:00 AM,14466.8,,,,
1542,07/31/21 12:00:00 PM,8266.7,,,32.269,
1543,07/31/21 12:30:00 PM,6200.0,,,,
1544,07/31/21 01:00:00 PM,5166.7,,,22.771,
1545,07/31/21 01:30:00 PM,4477.8,,,,
1546,07/31/21 02:00:00 PM,2238.9,,,17.712,
1547,07/31/21 02:30:00 PM,678.1,,,,
1548,07/31/21 03:00:00 PM,1011.8,,,15.757,
1549,07/31/21 03:30:00 PM,4822.3,,,,
1550,07/31/21 04:00:00 PM,5166.7,,,19.092,
1551,07/31/21 04:30:00 PM,2927.8,,,,
1552,07/31/21 05:00:00 PM,1722.2,,,16.331,
1553,07/31/21 05:30:00 PM,1237.9,,,,
1554,07/31/21 06:00:00 PM,602.8,,,13.846,
1555,07/31/21 06:30:00 PM,1087.2,,,,
1556,07/31/21 07:00:00 PM,1184.0,,,12.786,
1557,07/31/21 07:30:00 PM,430.6,,,,
1558,07/31/21 08:00:00 PM,236.8,,,11.527,
1559,07/31/21 08:30:00 PM,0.0,,,,
1560,07/31/21 09:00:00 PM,0.0,,,10.797,
1561,07/31/21 09:30:00 PM,0.0,,,,
1562,07/31/21 10:00:00 PM,0.0,,,9.768,
1563,07/31/21 10:30:00 PM,0.0,,,,
1564,07/31/21 11:00:00 PM,0.0,,,8.580,
1565,07/31/21 11:30:00 PM,0.0,,,,
1566,08/01/21 12:00:00 AM,0.0,26.683,6.775,9.176,
1567,08/01/21 12:30:00 AM,0.0,,,,
1568,08/01/21 01:00:00 AM,0.0,,,7.531,
1569,08/01/21 01:30:00 AM,0.0,,,,
1570,08/01/21 02:00:00 AM,0.0,,,7.680,
1571,08/01/21 02:30:00 AM,0.0,,,,
1572,08/01/21 03:00:00 AM,0.0,,,7.329,
1573,08/01/21 03:30:00 AM,0.0,,,,
1574,08/01/21 04:00:00 AM,0.0,,,7.280,
1575,08/01/21 04:30:00 AM,0.0,,,,
1576,08/01/21 05:00:00 AM,0.0,,,7.882,
1577,08/01/21 05:30:00 AM,0.0,,,,
1578,08/01/21 06:00:00 AM,10.8,,,8.132,
1579,08/01/21 06:30:00 AM,107.6,,,,
1580,08/01/21 07:00:00 AM,269.1,,,9.422,
1581,08/01/21 07:30:00 AM,947.2,,,,
1582,08/01/21 08:00:00 AM,1324.0,,,11.478,
1583,08/01/21 08:30:00 AM,1894.5,,,,
1584,08/01/21 09:00:00 AM,2497.2,,,14.322,
1585,08/01/21 09:30:00 AM,4305.6,,,,
1586,08/01/21 10:00:00 AM,4994.5,,,18.758,
1587,08/01/21 10:30:00 AM,7577.8,,,,
1588,08/01/21 11:00:00 AM,5166.7,,,20.711,
1589,08/01/21 11:30:00 AM,8611.2,,,,
1590,08/01/21 12:00:00 PM,15844.5,,,24.700,
1591,08/01/21 12:30:00 PM,5511.1,,,,
1592,08/01/21 01:00:00 PM,9300.1,,,22.959,
1593,08/01/21 01:30:00 PM,2669.5,,,,
1594,08/01/21 02:00:00 PM,5511.1,,,21.101,
1595,08/01/21 02:30:00 PM,1151.7,,,,
1596,08/01/21 03:00:00 PM,1108.7,,,14.181,
1597,08/01/21 03:30:00 PM,1044.1,,,,
1598,08/01/21 04:00:00 PM,549.0,,,12.786,
1599,08/01/21 04:30:00 PM,731.9,,,,
1600,08/01/21 05:00:00 PM,1463.9,,,13.028,
1601,08/01/21 05:30:00 PM,1216.3,,,,
1602,08/01/21 06:00:00 PM,602.8,,,12.448,
1603,08/01/21 06:30:00 PM,387.5,,,,
1604,08/01/21 07:00:00 PM,215.3,,,11.090,
1605,08/01/21 07:30:00 PM,139.9,,,,
1606,08/01/21 08:00:00 PM,43.1,,,10.503,
1607,08/01/21 08:30:00 PM,0.0,,,,
1608,08/01/21 09:00:00 PM,0.0,,,9.915,
1609,08/01/21 09:30:00 PM,0.0,,,,
1610,08/01/21 10:00:00 PM,0.0,,,9.768,
1611,08/01/21 10:30:00 PM,0.0,,,,
1612,08/01/21 11:00:00 PM,0.0,,,9.125,
1613,08/01/21 11:30:00 PM,0.0,,,,
1614,08/02/21 12:00:00 AM,0.0,20.805,6.775,8.531,
1615,08/02/21 12:30:00 AM,0.0,,,,
1616,08/02/21 01:00:00 AM,0.0,,,7.530,
1617,08/02/21 01:30:00 AM,0.0,,,,
1618,08/02/21 02:00:00 AM,0.0,,,7.228,
1619,08/02/21 02:30:00 AM,0.0,,,,
1620,08/02/21 03:00:00 AM,0.0,,,8.132,
1621,08/02/21 03:30:00 AM,0.0,,,,
1622,08/02/21 04:00:00 AM,0.0,,,8.132,
1623,08/02/21 04:30:00 AM,0.0,,,,
1624,08/02/21 05:00:00 AM,0.0,,,7.732,
1625,08/02/21 05:30:00 AM,0.0,,,,
1626,08/02/21 06:00:00 AM,0.0,,,8.232,
1627,08/02/21 06:30:00 AM,139.9,,,,
1628,08/02/21 07:00:00 AM,452.1,,,9.274,
1629,08/02/21 07:30:00 AM,527.4,,,,
1630,08/02/21 08:00:00 AM,1205.6,,,11.380,
1631,08/02/21 08:30:00 AM,2755.6,,,,
1632,08/02/21 09:00:00 AM,3444.5,,,16.998,
1633,08/02/21 09:30:00 AM,4305.6,,,,
1634,08/02/21 10:00:00 AM,5166.7,,,19.616,
1635,08/02/21 10:30:00 AM,11711.2,,,,
1636,08/02/21 11:00:00 AM,0.0,,,17.950,
1637,08/02/21 11:30:00 AM,0.0,,,,
1638,08/02/21 12:00:00 PM,0.0,,,19.186,
1639,08/02/21 12:30:00 PM,0.0,,,,
1640,08/02/21 01:00:00 PM,0.0,,,19.852,
1641,08/02/21 01:30:00 PM,0.0,,,,
1642,08/02/21 02:00:00 PM,0.0,,,19.662,
1643,08/02/21 02:30:00 PM,0.0,,,,
1644,08/02/21 03:00:00 PM,0.0,,,18.948,
1645,08/02/21 03:30:00 PM,21.5,,,,
1646,08/02/21 04:00:00 PM,0.0,,,17.950,
1647,08/02/21 04:30:00 PM,10.8,,,,
1648,08/02/21 05:00:00 PM,10.8,,,18.093,
1649,08/02/21 05:30:00 PM,0.0,,,,
1650,08/02/21 06:00:00 PM,0.0,,,18.569,
1651,08/02/21 06:30:00 PM,0.0,,,,
1652,08/02/21 07:00:00 PM,0.0,,,18.711,
1653,08/02/21 07:30:00 PM,0.0,,,,
1654,08/02/21 08:00:00 PM,0.0,,,18.711,
1655,08/02/21 08:30:00 PM,0.0,,,,
1656,08/02/21 09:00:00 PM,0.0,,,18.854,
1657,08/02/21 09:30:00 PM,0.0,,,,
1658,08/02/21 10:00:00 PM,0.0,,,18.901,
1659,08/02/21 10:30:00 PM,0.0,,,,
1660,08/02/21 11:00:00 PM,0.0,,,18.806,
1661,08/02/21 11:30:00 PM,0.0,,,,
1662,08/03/21 12:00:00 AM,0.0,18.806,18.140,18.569,
1663,08/03/21 12:30:00 AM,0.0,,,,
1664,08/03/21 01:00:00 AM,0.0,,,18.378,
1665,08/03/21 01:30:00 AM,0.0,,,,
1666,08/03/21 02:00:00 AM,0.0,,,18.663,
1667,08/03/21 02:30:00 AM,0.0,,,,
1668,08/03/21 03:00:00 AM,0.0,,,18.426,
1669,08/03/21 03:30:00 AM,0.0,,,,
1670,08/03/21 04:00:00 AM,0.0,,,18.284,
1671,08/03/21 04:30:00 AM,0.0,,,,
1672,08/03/21 05:00:00 AM,0.0,,,18.284,
1673,08/03/21 05:30:00 AM,0.0,,,,
1674,08/03/21 06:00:00 AM,0.0,,,18.378,
1675,08/03/21 06:30:00 AM,0.0,,,,
1676,08/03/21 07:00:00 AM,0.0,,,18.188,
1677,08/03/21 07:30:00 AM,0.0,,,,
1678,08/03/21 08:00:00 AM,0.0,,,18.331,
1679,08/03/21 08:30:00 AM,0.0,,,,
1680,08/03/21 09:00:00 AM,10.8,,,18.616,
1681,08/03/21 09:30:00 AM,43.1,,,,
1682,08/03/21 10:00:00 AM,21.5,,,18.711,
1683,08/03/21 10:30:00 AM,21.5,,,,
1684,08/03/21 11:00:00 AM,32.3,,,18.711,
1685,08/03/21 11:30:00 AM,32.3,,,,
1686,08/03/21 12:00:00 PM,10.8,,,18.806,
1687,08/03/21 12:30:00 PM,10.8,,,,Logged
