"Filename","Lead","Year","Type","Sample","DNLeaf","SampleDate","RunDate_text","RunDate","GCOrder"
"GNA5_leaf_190805_8102019_17.qgd","GNA5",2019,"GNA",,"leaf",190805,8102019,2019-08-10,17
"GNA5redo_leaf_190805_8112019_17.qgd","GNA5redo",2019,"GNA",,"leaf",190805,8112019,2019-08-11,17
"GNA6_190731_872019_19.qgd","GNA6",2019,"GNA",,,190731,872019,2019-08-07,19
"GNA6_leaf_190805_8102019_15.qgd","GNA6",2019,"GNA",,"leaf",190805,8102019,2019-08-10,15
"GNA7_1907231_882019_13.qgd","GNA7",2019,"GNA",,,1907231,882019,2019-08-08,13
"GNA8_day_190805_8102019_02.qgd","GNA8",2019,"GNA",,"day",190805,8102019,2019-08-10,2
"GNA8_leaf_190804_8102019_08.qgd","GNA8",2019,"GNA",,"leaf",190804,8102019,2019-08-10,8
"GNA9_day_190805_8102019_04.qgd","GNA9",2019,"GNA",,"day",190805,8102019,2019-08-10,4
"GNA9_leaf_190805_8102019_09.qgd","GNA9",2019,"GNA",,"leaf",190805,8102019,2019-08-10,9
"OCT_B1_day_190802_882019_19.qgd","OCT",2019,"OTC","B1","day",190802,882019,2019-08-08,19
"OCT_B1_leaf_190802_882019_16.qgd","OCT",2019,"OTC","B1","leaf",190802,882019,2019-08-08,16
"OTC_A1_day_190802_892019_12.qgd","OTC",2019,"OTC","A1","day",190802,892019,2019-08-09,12
"OTC_A1_leaf_190802_892019_16.qgd","OTC",2019,"OTC","A1","leaf",190802,892019,2019-08-09,16
"OTC_A2_day_190802_892019_07.qgd","OTC",2019,"OTC","A2","day",190802,892019,2019-08-09,7
"OTC_A2_night_190802_892019_13.qgd","OTC",2019,"OTC","A2","night",190802,892019,2019-08-09,13
"OTC_B1_night_190802_892019_23.qgd","OTC",2019,"OTC","B1","night",190802,892019,2019-08-09,23
"OTC_B2_day_190802_892019_11.qgd","OTC",2019,"OTC","B2","day",190802,892019,2019-08-09,11
"OTC_B2_leaf_190802_892019_14.qgd","OTC",2019,"OTC","B2","leaf",190802,892019,2019-08-09,14
"OTC_B2_night_190802_892019_22.qgd","OTC",2019,"OTC","B2","night",190802,892019,2019-08-09,22
"OTC_C1_day_190802_892019_09.qgd","OTC",2019,"OTC","C1","day",190802,892019,2019-08-09,9
"OTC_C1_leaf_190802_882019_05.qgd","OTC",2019,"OTC","C1","leaf",190802,882019,2019-08-08,5
"OTC_C1_night_190802_892019_24.qgd","OTC",2019,"OTC","C1","night",190802,892019,2019-08-09,24
"OTC_C2_day_190802_892019_03.qgd","OTC",2019,"OTC","C2","day",190802,892019,2019-08-09,3
"OTC_C2_leaf_190802_892019_03.qgd","OTC",2019,"OTC","C2","leaf",190802,892019,2019-08-09,3
"OTC_C2_night_190802_892019_15.qgd","OTC",2019,"OTC","C2","night",190802,892019,2019-08-09,15
"OTC_C3_day_190802_892019_08.qgd","OTC",2019,"OTC","C3","day",190802,892019,2019-08-09,8
"OTC_C3_night_190802_8102019_03.qgd","OTC",2019,"OTC","C3","night",190802,8102019,2019-08-10,3
"OTC_D1_day_190802_892019_08.qgd","OTC",2019,"OTC","D1","day",190802,892019,2019-08-09,8
"OTC_D1_leaf_190802_892019_04.qgd","OTC",2019,"OTC","D1","leaf",190802,892019,2019-08-09,4
"OTC_E1_day_190802_882019_11.qgd","OTC",2019,"OTC","E1","day",190802,882019,2019-08-08,11
"OTC_E1_night_190802_892019_19.qgd","OTC",2019,"OTC","E1","night",190802,892019,2019-08-09,19
"OTC_E2_day_190802_882019_14.qgd","OTC",2019,"OTC","E2","day",190802,882019,2019-08-08,14
"OTC_E2_leaf_190802_882019_04.qgd","OTC",2019,"OTC","E2","leaf",190802,882019,2019-08-08,4
"OTC_E2_leaf_190802_882019_08.qgd","OTC",2019,"OTC","E2","leaf",190802,882019,2019-08-08,8
"OTC_E2_night_190802_892019_18.qgd","OTC",2019,"OTC","E2","night",190802,892019,2019-08-09,18
"OTC_E3_day_190802_882019_13.qgd","OTC",2019,"OTC","E3","day",190802,882019,2019-08-08,13
"OTC_E3_leaf_190802_892019_05.qgd","OTC",2019,"OTC","E3","leaf",190802,892019,2019-08-09,5
"OTC_E3_night_190802_8102019_06.qgd","OTC",2019,"OTC","E3","night",190802,8102019,2019-08-10,6
"OTC_V1_day_190805_8102019_08.qgd","OTC",2019,"OTC","V1","day",190805,8102019,2019-08-10,8
"OTC_V1_leaf_190805_8102019_01.qgd","OTC",2019,"OTC","V1","leaf",190805,8102019,2019-08-10,1
"OTC_V2_day_190805_8102019_03.qgd","OTC",2019,"OTC","V2","day",190805,8102019,2019-08-10,3
"OTC_V2_leaf_190805_8102019_11.qgd","OTC",2019,"OTC","V2","leaf",190805,8102019,2019-08-10,11
"OTC_W1_day_190805_8102019_07.qgd","OTC",2019,"OTC","W1","day",190805,8102019,2019-08-10,7
"OTC_W1redo_leaf_190805_8102019_10.qgd","OTC",2019,"OTC","W1redo","leaf",190805,8102019,2019-08-10,10
"OTC_W2_day_190805_8102019_06.qgd","OTC",2019,"OTC","W2","day",190805,8102019,2019-08-10,6
"OTC_W2_leaf_190805_8102019_09.qgd","OTC",2019,"OTC","W2","leaf",190805,8102019,2019-08-10,9
"OTC_X1_190731_872019_16.qgd","OTC",2019,"OTC","X1",,190731,872019,2019-08-07,16
"OTC_X2_1907231_882019_20.qgd","OTC",2019,"OTC","X2",,1907231,882019,2019-08-08,20
"OTC_X2_190731_872019_17.qgd","OTC",2019,"OTC","X2",,190731,872019,2019-08-07,17
"OTC_X2_leaf_190805_8102019_14.qgd","OTC",2019,"OTC","X2","leaf",190805,8102019,2019-08-10,14
"OTC_X2_leaf_190805_8102019_16.qgd","OTC",2019,"OTC","X2","leaf",190805,8102019,2019-08-10,16
"OTC_Y1_190731_872019_09.qgd","OTC",2019,"OTC","Y1",,190731,872019,2019-08-07,9
"OTC_Y1_leaf_190805_8102019_18.qgd","OTC",2019,"OTC","Y1","leaf",190805,8102019,2019-08-10,18
"OTC_Y2_190731_872019_12.qgd","OTC",2019,"OTC","Y2",,190731,872019,2019-08-07,12
"OTC_Y2_leaf_190805_8102019_20.qgd","OTC",2019,"OTC","Y2","leaf",190805,8102019,2019-08-10,20
"OTC_Z1_190731_872019_08.qgd","OTC",2019,"OTC","Z1",,190731,872019,2019-08-07,8
"OTC_Z1_leaf_190805_8102019_22.qgd","OTC",2019,"OTC","Z1","leaf",190805,8102019,2019-08-10,22
"OTC_Z2_190731_872019_11.qgd","OTC",2019,"OTC","Z2",,190731,872019,2019-08-07,11
"OTC_Z2_leaf_190805_8102019_23.qgd","OTC",2019,"OTC","Z2","leaf",190805,8102019,2019-08-10,23
"OTC_Z3_190731_872019_14.qgd","OTC",2019,"OTC","Z3",,190731,872019,2019-08-07,14
"OTC_Z3_190805_8102019_24.qgd","OTC",2019,"OTC","Z3",,190805,8102019,2019-08-10,24
"OTCredo_Z3_190805_8112019_24.qgd","OTCredo",2019,"OTC","Z3",,190805,8112019,2019-08-11,24
"SC1_day_190802_892019_07.qgd","SC1",2019,"SC",,"day",190802,892019,2019-08-09,7
"SC1_leaf_190802_882019_06.qgd","SC1",2019,"SC",,"leaf",190802,882019,2019-08-08,6
"SC1_night_190802_892019_16.qgd","SC1",2019,"SC",,"night",190802,892019,2019-08-09,16
"SC10_day_190802_892019_06.qgd","SC10",2019,"SC",,"day",190802,892019,2019-08-09,6
"SC10_night_190802_892019_12.qgd","SC10",2019,"SC",,"night",190802,892019,2019-08-09,12
"SC2_day_190802_882019_15.qgd","SC2",2019,"SC",,"day",190802,882019,2019-08-08,15
"SC2_day_leaf_190802_882019_17.qgd","SC2",2019,"SC",,"leaf",190802,882019,2019-08-08,17
"SC3_day_190802_892019_06.qgd","SC3",2019,"SC",,"day",190802,892019,2019-08-09,6
"SC3_leaf_190802_892019_02.qgd","SC3",2019,"SC",,"leaf",190802,892019,2019-08-09,2
"SC3_night_190802_892019_17.qgd","SC3",2019,"SC",,"night",190802,892019,2019-08-09,17
"SC4_day_190802_892019_09.qgd","SC4",2019,"SC",,"day",190802,892019,2019-08-09,9
"SC4_leaf_190802_892019_13.qgd","SC4",2019,"SC",,"leaf",190802,892019,2019-08-09,13
"SC4_night_190802_8102019_04.qgd","SC4",2019,"SC",,"night",190802,8102019,2019-08-10,4
"SC5_day_190802_882019_10.qgd","SC5",2019,"SC",,"day",190802,882019,2019-08-08,10
"SC5_leaf_190802_892019_05.qgd","SC5",2019,"SC",,"leaf",190802,892019,2019-08-09,5
"SC5_night_190802_8102019_02.qgd","SC5",2019,"SC",,"night",190802,8102019,2019-08-10,2
"SC6_day_190802_882019_12.qgd","SC6",2019,"SC",,"day",190802,882019,2019-08-08,12
"SC6_leaf_190802_882019_03.qgd","SC6",2019,"SC",,"leaf",190802,882019,2019-08-08,3
"SC6_night_190802_892019_21.qgd","SC6",2019,"SC",,"night",190802,892019,2019-08-09,21
"SC7_day_190802_882019_09.qgd","SC7",2019,"SC",,"day",190802,882019,2019-08-08,9
"SC7_leaf_190802_882019_07.qgd","SC7",2019,"SC",,"leaf",190802,882019,2019-08-08,7
"SC7_night_190802_892019_14.qgd","SC7",2019,"SC",,"night",190802,892019,2019-08-09,14
"SC8_day_190802_892019_02.qgd","SC8",2019,"SC",,"day",190802,892019,2019-08-09,2
"SC8_leaf_190802_882019_20.qgd","SC8",2019,"SC",,"leaf",190802,882019,2019-08-08,20
"SC8_night_190802_892019_20.qgd","SC8",2019,"SC",,"night",190802,892019,2019-08-09,20
"SC9_day_190802_892019_04.qgd","SC9",2019,"SC",,"day",190802,892019,2019-08-09,4
"SC9_leaf_190802_892019_10.qgd","SC9",2019,"SC",,"leaf",190802,892019,2019-08-09,10
"SCH_V12_8132019_16.qgd","SCH",2019,"Schiedea","V12",,,8132019,2019-08-13,16
"SCH_V30_8132019_17.qgd","SCH",2019,"Schiedea","V30",,,8132019,2019-08-13,17
"SCH_V33_8132019_18.qgd","SCH",2019,"Schiedea","V33",,,8132019,2019-08-13,18
"SCH_V5_8132019_09.qgd","SCH",2019,"Schiedea","V5",,,8132019,2019-08-13,9
"SCH_V50_8132019_19.qgd","SCH",2019,"Schiedea","V50",,,8132019,2019-08-13,19
"SCH_V51_8132019_20.qgd","SCH",2019,"Schiedea","V51",,,8132019,2019-08-13,20
"SCH_V55_8132019_22.qgd","SCH",2019,"Schiedea","V55",,,8132019,2019-08-13,22
"SCH_V57_8132019_23.qgd","SCH",2019,"Schiedea","V57",,,8132019,2019-08-13,23
"SCH_V64_8132019_24.qgd","SCH",2019,"Schiedea","V64",,,8132019,2019-08-13,24
"SCH_V66_8132019_25.qgd","SCH",2019,"Schiedea","V66",,,8132019,2019-08-13,25
"SCH_V72_8132019_21.qgd","SCH",2019,"Schiedea","V72",,,8132019,2019-08-13,21
"SCH_V74_8132019_26.qgd","SCH",2019,"Schiedea","V74",,,8132019,2019-08-13,26
"SCH_V79_8132019_12.qgd","SCH",2019,"Schiedea","V79",,,8132019,2019-08-13,12
"SCH_V8_8132019_10.qgd","SCH",2019,"Schiedea","V8",,,8132019,2019-08-13,10
"SCH_V87_8132019_13.qgd","SCH",2019,"Schiedea","V87",,,8132019,2019-08-13,13
"SCH_V9_8132019_11.qgd","SCH",2019,"Schiedea","V9",,,8132019,2019-08-13,11
"SCH_V90_8132019_14.qgd","SCH",2019,"Schiedea","V90",,,8132019,2019-08-13,14
"SCH_V99_8132019_15.qgd","SCH",2019,"Schiedea","V99",,,8132019,2019-08-13,15
"T119_day_190725_862019_10.qgd","T119",2019,"T",,"day",190725,862019,2019-08-06,10
"T119_night_190724_872019_07.qgd","T119",2019,"T",,"night",190724,872019,2019-08-07,7
"T128_day_190725_862019_02.qgd","T128",2019,"T",,"day",190725,862019,2019-08-06,2
"T128_night_190724_872019_10.qgd","T128",2019,"T",,"night",190724,872019,2019-08-07,10
"T139_day_190725_862019_06.qgd","T139",2019,"T",,"day",190725,862019,2019-08-06,6
"T139_night_190724_862019_17.qgd","T139",2019,"T",,"night",190724,862019,2019-08-06,17
"T141_day_190725_862019_07.qgd","T141",2019,"T",,"day",190725,862019,2019-08-06,7
"T141_leaf_190729_882019_12.qgd","T141",2019,"T",,"leaf",190729,882019,2019-08-08,12
"T141_night_190724_872019_06.qgd","T141",2019,"T",,"night",190724,872019,2019-08-07,6
"T141redo_night_190724_872019_16.qgd","T141redo",2019,"T",,"night",190724,872019,2019-08-07,16
"T144_day_190725_862019_11.qgd","T144",2019,"T",,"day",190725,862019,2019-08-06,11
"T144_night_190724_872019_15.qgd","T144",2019,"T",,"night",190724,872019,2019-08-07,15
"T164_day_190725_862019_05.qgd","T164",2019,"T",,"day",190725,862019,2019-08-06,5
"T164_leaf_190731_882019_18.qgd","T164",2019,"T",,"leaf",190731,882019,2019-08-08,18
"T164_night_190724_862019_15.qgd","T164",2019,"T",,"night",190724,862019,2019-08-06,15
"T173_day_190725_862019_04.qgd","T173",2019,"T",,"day",190725,862019,2019-08-06,4
"T173_leaf_190725_882019_03.qgd","T173",2019,"T",,"leaf",190725,882019,2019-08-08,3
"T173_night_190724_862019_16.qgd","T173",2019,"T",,"night",190724,862019,2019-08-06,16
"T176_day_190725_862019_05.qgd","T176",2019,"T",,"day",190725,862019,2019-08-06,5
"T176_night_190724_872019_11.qgd","T176",2019,"T",,"night",190724,872019,2019-08-07,11
"T188_day_190725_862019_10.qgd","T188",2019,"T",,"day",190725,862019,2019-08-06,10
"T188_leaf_190725_882019_05.qgd","T188",2019,"T",,"leaf",190725,882019,2019-08-08,5
"T19_leaf_1907231_882019_16.qgd","T19",2019,"T",,"leaf",1907231,882019,2019-08-08,16
"T193_day_190725_862019_04.qgd","T193",2019,"T",,"day",190725,862019,2019-08-06,4
"T193_night_190724_872019_12.qgd","T193",2019,"T",,"night",190724,872019,2019-08-07,12
"T38_leaf_190729_882019_07.qgd","T38",2019,"T",,"leaf",190729,882019,2019-08-08,7
"unreadable40_leaf_190729_882019_08.qgd","unreadable40",2019,"T",,"leaf",190729,882019,2019-08-08,8
