"Plot Title: Hobo#8-SN10542007"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10542007, SEN S/N: 10542007)","Avg: Hourly Temperature, °C (LGR S/N: 10542007)","Max: Daily Temperature, °C (LGR S/N: 10542007)","Min: Daily Temperature, °C (LGR S/N: 10542007)","Coupler Attached (LGR S/N: 10542007)","Host Connected (LGR S/N: 10542007)","Stopped (LGR S/N: 10542007)","End Of File (LGR S/N: 10542007)"
1,06/28/21 12:00:00 AM,,,35.649,4.831,,,,
2,06/28/21 12:00:00 PM,10677.8,30.775,,,,,,
3,06/28/21 12:30:00 PM,10677.8,,,,,,,
4,06/28/21 01:00:00 PM,10333.4,29.458,,,,,,
5,06/28/21 01:30:00 PM,11022.3,,,,,,,
6,06/28/21 02:00:00 PM,18600.1,22.049,,,,,,
7,06/28/21 02:30:00 PM,6544.5,,,,,,,
8,06/28/21 03:00:00 PM,9300.1,24.316,,,,,,
9,06/28/21 03:30:00 PM,6200.0,,,,,,,
10,06/28/21 04:00:00 PM,1722.2,15.039,,,,,,
11,06/28/21 04:30:00 PM,1377.8,,,,,,,
12,06/28/21 05:00:00 PM,355.2,10.210,,,,,,
13,06/28/21 05:30:00 PM,559.7,,,,,,,
14,06/28/21 06:00:00 PM,559.7,10.063,,,,,,
15,06/28/21 06:30:00 PM,979.5,,,,,,,
16,06/28/21 07:00:00 PM,1270.1,10.455,,,,,,
17,06/28/21 07:30:00 PM,1119.5,,,,,,,
18,06/28/21 08:00:00 PM,1162.5,9.963,,,,,,
19,06/28/21 08:30:00 PM,269.1,,,,,,,
20,06/28/21 09:00:00 PM,0.0,7.329,,,,,,
21,06/28/21 09:30:00 PM,0.0,,,,,,,
22,06/28/21 10:00:00 PM,0.0,5.294,,,,,,
23,06/28/21 10:30:00 PM,0.0,,,,,,,
24,06/28/21 11:00:00 PM,0.0,4.986,,,,,,
25,06/28/21 11:30:00 PM,0.0,,,,,,,
26,06/29/21 12:00:00 AM,0.0,6.319,46.210,6.268,,,,
27,06/29/21 12:30:00 AM,0.0,,,,,,,
28,06/29/21 01:00:00 AM,0.0,6.572,,,,,,
29,06/29/21 01:30:00 AM,0.0,,,,,,,
30,06/29/21 02:00:00 AM,0.0,6.319,,,,,,
31,06/29/21 02:30:00 AM,0.0,,,,,,,
32,06/29/21 03:00:00 AM,0.0,6.674,,,,,,
33,06/29/21 03:30:00 AM,0.0,,,,,,,
34,06/29/21 04:00:00 AM,0.0,6.775,,,,,,
35,06/29/21 04:30:00 AM,0.0,,,,,,,
36,06/29/21 05:00:00 AM,0.0,6.572,,,,,,
37,06/29/21 05:30:00 AM,0.0,,,,,,,
38,06/29/21 06:00:00 AM,118.4,7.128,,,,,,
39,06/29/21 06:30:00 AM,559.7,,,,,,,
40,06/29/21 07:00:00 AM,2238.9,9.861,,,,,,
41,06/29/21 07:30:00 AM,3100.0,,,,,,,
42,06/29/21 08:00:00 AM,4994.5,14.512,,,,,,
43,06/29/21 08:30:00 AM,6200.0,,,,,,,
44,06/29/21 09:00:00 AM,6544.5,17.046,,,,,,
45,06/29/21 09:30:00 AM,6544.5,,,,,,,
46,06/29/21 10:00:00 AM,6544.5,18.235,,,,,,
47,06/29/21 10:30:00 AM,9644.5,,,,,,,
48,06/29/21 11:00:00 AM,12400.1,25.133,,,,,,
49,06/29/21 11:30:00 AM,26178.0,,,,,,,
50,06/29/21 12:00:00 PM,41333.6,40.421,,,,,,
51,06/29/21 12:30:00 PM,33066.9,,,,,,,
52,06/29/21 01:00:00 PM,22044.6,39.302,,,,,,
53,06/29/21 01:30:00 PM,15844.5,,,,,,,
