"Plot Title: Hobo29-SN10793181"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10793181, SEN S/N: 10793181)","Avg: Hourly Temperature, °C (LGR S/N: 10793181)","Max: Daily Temperature, °C (LGR S/N: 10793181)","Min: Daily Temperature, °C (LGR S/N: 10793181)","Coupler Attached (LGR S/N: 10793181)","Host Connected (LGR S/N: 10793181)","Stopped (LGR S/N: 10793181)","End Of File (LGR S/N: 10793181)"
1,06/28/21 12:00:00 AM,,,31.574,4.311,,,,
2,06/28/21 12:00:00 PM,11711.2,28.543,,,,,,
3,06/28/21 12:30:00 PM,11711.2,,,,,,,
4,06/28/21 01:00:00 PM,11022.3,28.296,,,,,,
5,06/28/21 01:30:00 PM,12400.1,,,,,,,
6,06/28/21 02:00:00 PM,23422.4,21.810,,,,,,
7,06/28/21 02:30:00 PM,7577.8,,,,,,,
8,06/28/21 03:00:00 PM,10677.8,24.660,,,,,,
9,06/28/21 03:30:00 PM,7233.4,,,,,,,
10,06/28/21 04:00:00 PM,1894.5,14.512,,,,,,
11,06/28/21 04:30:00 PM,1463.9,,,,,,,
12,06/28/21 05:00:00 PM,398.3,10.160,,,,,,
13,06/28/21 05:30:00 PM,592.0,,,,,,,
14,06/28/21 06:00:00 PM,592.0,9.669,,,,,,
15,06/28/21 06:30:00 PM,1087.2,,,,,,,
16,06/28/21 07:00:00 PM,1377.8,10.062,,,,,,
17,06/28/21 07:30:00 PM,1194.8,,,,,,,
18,06/28/21 08:00:00 PM,1248.6,9.570,,,,,,
19,06/28/21 08:30:00 PM,290.6,,,,,,,
20,06/28/21 09:00:00 PM,0.0,6.721,,,,,,
21,06/28/21 09:30:00 PM,0.0,,,,,,,
22,06/28/21 10:00:00 PM,0.0,4.726,,,,,,
23,06/28/21 10:30:00 PM,0.0,,,,,,,
24,06/28/21 11:00:00 PM,0.0,4.571,,,,,,
25,06/28/21 11:30:00 PM,0.0,,,,,,,
26,06/29/21 12:00:00 AM,0.0,6.064,43.844,6.064,,,,
27,06/29/21 12:30:00 AM,0.0,,,,,,,
28,06/29/21 01:00:00 AM,0.0,6.268,,,,,,
29,06/29/21 01:30:00 AM,0.0,,,,,,,
30,06/29/21 02:00:00 AM,0.0,6.115,,,,,,
31,06/29/21 02:30:00 AM,0.0,,,,,,,
32,06/29/21 03:00:00 AM,0.0,6.420,,,,,,
33,06/29/21 03:30:00 AM,0.0,,,,,,,
34,06/29/21 04:00:00 AM,0.0,6.522,,,,,,
35,06/29/21 04:30:00 AM,0.0,,,,,,,
36,06/29/21 05:00:00 AM,0.0,6.318,,,,,,
37,06/29/21 05:30:00 AM,0.0,,,,,,,
38,06/29/21 06:00:00 AM,139.9,6.926,,,,,,
39,06/29/21 06:30:00 AM,602.8,,,,,,,
40,06/29/21 07:00:00 AM,2497.2,9.663,,,,,,
