"Plot Title: Hobo#1-SN10369064"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10369064, SEN S/N: 10369064)","Avg: Hourly Temperature, °C (LGR S/N: 10369064)","Max: Daily Temperature, °C (LGR S/N: 10369064)","Min: Daily Temperature, °C (LGR S/N: 10369064)","Coupler Attached (LGR S/N: 10369064)","Host Connected (LGR S/N: 10369064)","Stopped (LGR S/N: 10369064)","End Of File (LGR S/N: 10369064)"
1,06/28/21 12:00:00 AM,,,36.620,4.831,,,,
2,06/28/21 12:00:00 PM,13089.0,31.651,,,,,,
3,06/28/21 12:30:00 PM,13089.0,,,,,,,
4,06/28/21 01:00:00 PM,11022.3,29.458,,,,,,
5,06/28/21 01:30:00 PM,13777.9,,,,,,,
6,06/28/21 02:00:00 PM,18600.1,22.626,,,,,,
7,06/28/21 02:30:00 PM,7577.8,,,,,,,
8,06/28/21 03:00:00 PM,10677.8,25.096,,,,,,
9,06/28/21 03:30:00 PM,7233.4,,,,,,,
10,06/28/21 04:00:00 PM,2238.9,15.086,,,,,,
11,06/28/21 04:30:00 PM,1636.1,,,,,,,
12,06/28/21 05:00:00 PM,441.3,10.259,,,,,,
13,06/28/21 05:30:00 PM,678.1,,,,,,,
14,06/28/21 06:00:00 PM,656.6,10.112,,,,,,
15,06/28/21 06:30:00 PM,1227.1,,,,,,,
16,06/28/21 07:00:00 PM,1463.9,10.406,,,,,,
17,06/28/21 07:30:00 PM,1259.4,,,,,,,
18,06/28/21 08:00:00 PM,1367.0,9.963,,,,,,
19,06/28/21 08:30:00 PM,301.4,,,,,,,
20,06/28/21 09:00:00 PM,0.0,7.278,,,,,,
21,06/28/21 09:30:00 PM,0.0,,,,,,,
22,06/28/21 10:00:00 PM,0.0,5.346,,,,,,
23,06/28/21 10:30:00 PM,0.0,,,,,,,
24,06/28/21 11:00:00 PM,0.0,4.986,,,,,,
25,06/28/21 11:30:00 PM,0.0,,,,,,,
26,06/29/21 12:00:00 AM,0.0,6.217,46.083,6.166,,,,
27,06/29/21 12:30:00 AM,0.0,,,,,,,
28,06/29/21 01:00:00 AM,0.0,6.572,,,,,,
29,06/29/21 01:30:00 AM,0.0,,,,,,,
30,06/29/21 02:00:00 AM,0.0,6.319,,,,,,
31,06/29/21 02:30:00 AM,0.0,,,,,,,
32,06/29/21 03:00:00 AM,0.0,6.674,,,,,,
33,06/29/21 03:30:00 AM,0.0,,,,,,,
34,06/29/21 04:00:00 AM,0.0,6.623,,,,,,
35,06/29/21 04:30:00 AM,0.0,,,,,,,
36,06/29/21 05:00:00 AM,0.0,6.471,,,,,,
37,06/29/21 05:30:00 AM,0.0,,,,,,,
38,06/29/21 06:00:00 AM,150.7,7.077,,,,,,
39,06/29/21 06:30:00 AM,635.1,,,,,,,
40,06/29/21 07:00:00 AM,2755.6,9.909,,,,,,
41,06/29/21 07:30:00 AM,3961.1,,,,,,,
42,06/29/21 08:00:00 AM,5511.1,14.607,,,,,,
43,06/29/21 08:30:00 AM,7577.8,,,,,,,
44,06/29/21 09:00:00 AM,8266.7,17.522,,,,,,
45,06/29/21 09:30:00 AM,8266.7,,,,,,,
46,06/29/21 10:00:00 AM,8266.7,18.331,,,,,,
47,06/29/21 10:30:00 AM,12400.1,,,,,,,
48,06/29/21 11:00:00 AM,15155.7,25.183,,,,,,
49,06/29/21 11:30:00 AM,46844.8,,,,,,,
50,06/29/21 12:00:00 PM,37200.2,39.681,,,,,,
51,06/29/21 12:30:00 PM,44089.2,,,,,,,
52,06/29/21 01:00:00 PM,30311.3,39.187,,,,,,
53,06/29/21 01:30:00 PM,19977.9,,,,,,,
54,06/29/21 02:00:00 PM,22044.6,35.824,,,,,,
55,06/29/21 02:30:00 PM,46844.8,,,,,,,
56,06/29/21 03:00:00 PM,33066.9,22.075,,,,,,
57,06/29/21 03:30:00 PM,5511.1,,,,,,,
58,06/29/21 04:00:00 PM,12400.1,21.197,,,,,,
59,06/29/21 04:30:00 PM,6544.5,,,,,,,
60,06/29/21 05:00:00 PM,9300.1,20.996,,,,,,
61,06/29/21 05:30:00 PM,5511.1,,,,,,,
62,06/29/21 06:00:00 PM,4305.6,17.617,,,,,,
63,06/29/21 06:30:00 PM,5338.9,,,,,,,
64,06/29/21 07:00:00 PM,1044.1,12.108,,,,,,
65,06/29/21 07:30:00 PM,172.2,,,,,,,
66,06/29/21 08:00:00 PM,75.3,9.274,,,,,,
67,06/29/21 08:30:00 PM,32.3,,,,,,,
