"Plot Title: Hobo#4-SN10369048"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10369048, SEN S/N: 10369048)","Max: Daily Temperature, °C (LGR S/N: 10369048)","Min: Daily Temperature, °C (LGR S/N: 10369048)","Avg: Hourly Temperature, °C (LGR S/N: 10369048)","Coupler Attached (LGR S/N: 10369048)","Host Connected (LGR S/N: 10369048)","Stopped (LGR S/N: 10369048)","End Of File (LGR S/N: 10369048)"
1162,07/22/21 04:00:00 PM,570.5,,,12.013,,,,
1163,07/22/21 04:30:00 PM,1087.2,,,,,,,
1164,07/22/21 05:00:00 PM,1550.0,,,13.509,,,,
1165,07/22/21 05:30:00 PM,3444.5,,,,,,,
1166,07/22/21 06:00:00 PM,5338.9,,,15.997,,,,
1167,07/22/21 06:30:00 PM,4133.4,,,,,,,
1168,07/22/21 07:00:00 PM,3616.7,,,16.569,,,,
1169,07/22/21 07:30:00 PM,731.9,,,,,,,
1170,07/22/21 08:00:00 PM,193.8,,,13.316,,,,
1171,07/22/21 08:30:00 PM,0.0,,,,,,,
1172,07/22/21 09:00:00 PM,0.0,,,11.819,,,,
1173,07/22/21 09:30:00 PM,0.0,,,,,,,
1174,07/22/21 10:00:00 PM,0.0,,,10.845,,,,
1175,07/22/21 10:30:00 PM,0.0,,,,,,,
1176,07/22/21 11:00:00 PM,0.0,,,9.964,,,,
1177,07/22/21 11:30:00 PM,0.0,,,,,,,
1178,07/23/21 12:00:00 AM,0.0,47.499,6.370,10.455,,,,
1179,07/23/21 12:30:00 AM,0.0,,,,,,,
1180,07/23/21 01:00:00 AM,0.0,,,10.748,,,,
1181,07/23/21 01:30:00 AM,0.0,,,,,,,
1182,07/23/21 02:00:00 AM,0.0,,,10.699,,,,
1183,07/23/21 02:30:00 AM,0.0,,,,,,,
1184,07/23/21 03:00:00 AM,0.0,,,9.324,,,,
1185,07/23/21 03:30:00 AM,0.0,,,,,,,
1186,07/23/21 04:00:00 AM,0.0,,,8.031,,,,
1187,07/23/21 04:30:00 AM,0.0,,,,,,,
1188,07/23/21 05:00:00 AM,0.0,,,7.280,,,,
1189,07/23/21 05:30:00 AM,0.0,,,,,,,
1190,07/23/21 06:00:00 AM,172.2,,,6.774,,,,
1191,07/23/21 06:30:00 AM,656.6,,,,,,,
1192,07/23/21 07:00:00 AM,1270.1,,,11.577,,,,
1193,07/23/21 07:30:00 AM,12400.1,,,,,,,
1194,07/23/21 08:00:00 AM,12400.1,,,19.520,,,,
1195,07/23/21 08:30:00 AM,12400.1,,,,,,,
1196,07/23/21 09:00:00 AM,14466.8,,,25.373,,,,
1197,07/23/21 09:30:00 AM,15844.5,,,,,,,
1198,07/23/21 10:00:00 AM,17911.2,,,31.483,,,,
1199,07/23/21 10:30:00 AM,19289.0,,,,,,,
1200,07/23/21 11:00:00 AM,22044.6,,,39.437,,,,
1201,07/23/21 11:30:00 AM,30311.3,,,,,,,
1202,07/23/21 12:00:00 PM,9644.5,,,34.757,,,,
1203,07/23/21 12:30:00 PM,12400.1,,,,,,,
1204,07/23/21 01:00:00 PM,19977.9,,,42.113,,,,
1205,07/23/21 01:30:00 PM,55111.5,,,,,,,
1206,07/23/21 02:00:00 PM,9644.5,,,27.627,,,,
1207,07/23/21 02:30:00 PM,2325.0,,,,,,,
1208,07/23/21 03:00:00 PM,2238.9,,,16.570,,,,
1209,07/23/21 03:30:00 PM,2411.1,,,,,,,
1210,07/23/21 04:00:00 PM,7233.4,,,24.843,,,,
1211,07/23/21 04:30:00 PM,19289.0,,,,,,,
1212,07/23/21 05:00:00 PM,3444.5,,,21.438,,,,
1213,07/23/21 05:30:00 PM,1324.0,,,,,,,
1214,07/23/21 06:00:00 PM,839.6,,,15.997,,,,
1215,07/23/21 06:30:00 PM,1313.2,,,,,,,
1216,07/23/21 07:00:00 PM,1141.0,,,15.091,,,,
1217,07/23/21 07:30:00 PM,538.2,,,,,,,
1218,07/23/21 08:00:00 PM,290.6,,,13.701,,,,
1219,07/23/21 08:30:00 PM,0.0,,,,,,,
1220,07/23/21 09:00:00 PM,0.0,,,12.979,,,,
1221,07/23/21 09:30:00 PM,0.0,,,,,,,
1222,07/23/21 10:00:00 PM,0.0,,,12.642,,,,
1223,07/23/21 10:30:00 PM,0.0,,,,,,,
1224,07/23/21 11:00:00 PM,0.0,,,12.594,,,,
1225,07/23/21 11:30:00 PM,0.0,,,,,,,
1226,07/24/21 12:00:00 AM,0.0,39.163,7.079,11.625,,,,
1227,07/24/21 12:30:00 AM,0.0,,,,,,,
1228,07/24/21 01:00:00 AM,0.0,,,10.894,,,,
1229,07/24/21 01:30:00 AM,0.0,,,,,,,
1230,07/24/21 02:00:00 AM,0.0,,,10.210,,,,
1231,07/24/21 02:30:00 AM,0.0,,,,,,,
1232,07/24/21 03:00:00 AM,0.0,,,10.308,,,,
1233,07/24/21 03:30:00 AM,0.0,,,,,,,
1234,07/24/21 04:00:00 AM,0.0,,,9.717,,,,
1235,07/24/21 04:30:00 AM,0.0,,,,,,,
1236,07/24/21 05:00:00 AM,0.0,,,7.480,,,,
1237,07/24/21 05:30:00 AM,0.0,,,,,,,
1238,07/24/21 06:00:00 AM,86.1,,,7.931,,,,
1239,07/24/21 06:30:00 AM,1022.6,,,,,,,
1240,07/24/21 07:00:00 AM,1463.9,,,10.742,,,,
1241,07/24/21 07:30:00 AM,3788.9,,,,,,,
1242,07/24/21 08:00:00 AM,4305.6,,,14.995,,,,
1243,07/24/21 08:30:00 AM,4650.0,,,,,,,
1244,07/24/21 09:00:00 AM,21355.7,,,23.570,,,,
1245,07/24/21 09:30:00 AM,17222.3,,,,,,,
1246,07/24/21 10:00:00 AM,4650.0,,,21.856,,,,
1247,07/24/21 10:30:00 AM,7233.4,,,,,,,
1248,07/24/21 11:00:00 AM,6544.5,,,18.188,,,,
1249,07/24/21 11:30:00 AM,11711.2,,,,,,,
1250,07/24/21 12:00:00 PM,17222.3,,,32.667,,,,
1251,07/24/21 12:30:00 PM,11711.2,,,,,,,
1252,07/24/21 01:00:00 PM,44089.2,,,36.821,,,,
1253,07/24/21 01:30:00 PM,16533.4,,,,,,,
1254,07/24/21 02:00:00 PM,11711.2,,,24.404,,,,
1255,07/24/21 02:30:00 PM,9644.5,,,,,,,
1256,07/24/21 03:00:00 PM,14466.8,,,31.985,,,,
1257,07/24/21 03:30:00 PM,30311.3,,,,,,,
1258,07/24/21 04:00:00 PM,30311.3,,,36.038,,,,
1259,07/24/21 04:30:00 PM,10677.8,,,,,,,
1260,07/24/21 05:00:00 PM,24800.2,,,26.762,,,,
1261,07/24/21 05:30:00 PM,15844.5,,,,,,,
1262,07/24/21 06:00:00 PM,4822.3,,,21.866,,,,
1263,07/24/21 06:30:00 PM,3272.2,,,,,,,
1264,07/24/21 07:00:00 PM,1377.8,,,15.710,,,,
1265,07/24/21 07:30:00 PM,635.1,,,,,,,
1266,07/24/21 08:00:00 PM,387.5,,,13.124,,,,
1267,07/24/21 08:30:00 PM,43.1,,,,,,,
1268,07/24/21 09:00:00 PM,0.0,,,11.722,,,,
1269,07/24/21 09:30:00 PM,0.0,,,,,,,
1270,07/24/21 10:00:00 PM,0.0,,,9.862,,,,
1271,07/24/21 10:30:00 PM,0.0,,,,,,,
1272,07/24/21 11:00:00 PM,0.0,,,7.079,,,,
1273,07/24/21 11:30:00 PM,0.0,,,,,,,
1274,07/25/21 12:00:00 AM,0.0,47.760,6.573,7.931,,,,
1275,07/25/21 12:30:00 AM,0.0,,,,,,,
1276,07/25/21 01:00:00 AM,0.0,,,8.779,,,,
1277,07/25/21 01:30:00 AM,0.0,,,,,,,
1278,07/25/21 02:00:00 AM,0.0,,,8.729,,,,
1279,07/25/21 02:30:00 AM,0.0,,,,,,,
1280,07/25/21 03:00:00 AM,0.0,,,8.380,,,,
1281,07/25/21 03:30:00 AM,0.0,,,,,,,
1282,07/25/21 04:00:00 AM,0.0,,,6.926,,,,
1283,07/25/21 04:30:00 AM,0.0,,,,,,,
1284,07/25/21 05:00:00 AM,0.0,,,6.977,,,,
1285,07/25/21 05:30:00 AM,0.0,,,,,,,
1286,07/25/21 06:00:00 AM,53.8,,,6.724,,,,
1287,07/25/21 06:30:00 AM,635.1,,,,,,,
1288,07/25/21 07:00:00 AM,1808.3,,,10.281,,,,
1289,07/25/21 07:30:00 AM,4822.3,,,,,,,
1290,07/25/21 08:00:00 AM,5511.1,,,16.759,,,,
1291,07/25/21 08:30:00 AM,6544.5,,,,,,,
1292,07/25/21 09:00:00 AM,7577.8,,,20.378,,,,
1293,07/25/21 09:30:00 AM,10677.8,,,,,,,
1294,07/25/21 10:00:00 AM,13777.9,,,27.482,,,,
1295,07/25/21 10:30:00 AM,24800.2,,,,,,,
1296,07/25/21 11:00:00 AM,19289.0,,,36.233,,,,
1297,07/25/21 11:30:00 AM,34444.7,,,,,,,
1298,07/25/21 12:00:00 PM,38578.0,,,47.564,,,,
1299,07/25/21 12:30:00 PM,12400.1,,,,,,,
1300,07/25/21 01:00:00 PM,11711.2,,,28.884,,,,
1301,07/25/21 01:30:00 PM,5166.7,,,,,,,
1302,07/25/21 02:00:00 PM,1980.6,,,13.987,,,,
1303,07/25/21 02:30:00 PM,2152.8,,,,,,,
1304,07/25/21 03:00:00 PM,2325.0,,,13.653,,,,
1305,07/25/21 03:30:00 PM,3444.5,,,,,,,
1306,07/25/21 04:00:00 PM,4477.8,,,15.138,,,,
1307,07/25/21 04:30:00 PM,6200.0,,,,,,,
1308,07/25/21 05:00:00 PM,6544.5,,,17.807,,,,
1309,07/25/21 05:30:00 PM,5166.7,,,,,,,
1310,07/25/21 06:00:00 PM,6200.0,,,17.664,,,,
1311,07/25/21 06:30:00 PM,3616.7,,,,,,,
1312,07/25/21 07:00:00 PM,2152.8,,,14.899,,,,
1313,07/25/21 07:30:00 PM,861.1,,,,,,,
1314,07/25/21 08:00:00 PM,193.8,,,13.027,,,,
1315,07/25/21 08:30:00 PM,0.0,,,,,,,
1316,07/25/21 09:00:00 PM,0.0,,,12.159,,,,
1317,07/25/21 09:30:00 PM,0.0,,,,,,,
1318,07/25/21 10:00:00 PM,0.0,,,11.236,,,,
1319,07/25/21 10:30:00 PM,0.0,,,,,,,
1320,07/25/21 11:00:00 PM,0.0,,,10.748,,,,
1321,07/25/21 11:30:00 PM,0.0,,,,,,,
1322,07/26/21 12:00:00 AM,0.0,43.966,3.998,10.357,,,,
1323,07/26/21 12:30:00 AM,0.0,,,,,,,
1324,07/26/21 01:00:00 AM,0.0,,,9.866,,,,
1325,07/26/21 01:30:00 AM,0.0,,,,,,,
1326,07/26/21 02:00:00 AM,0.0,,,9.127,,,,
1327,07/26/21 02:30:00 AM,0.0,,,,,,,
1328,07/26/21 03:00:00 AM,0.0,,,7.531,,,,
1329,07/26/21 03:30:00 AM,0.0,,,,,,,
1330,07/26/21 04:00:00 AM,0.0,,,5.243,,,,
1331,07/26/21 04:30:00 AM,0.0,,,,,,,
1332,07/26/21 05:00:00 AM,0.0,,,4.258,,,,
1333,07/26/21 05:30:00 AM,0.0,,,,,,,
1334,07/26/21 06:00:00 AM,64.6,,,4.415,,,,
1335,07/26/21 06:30:00 AM,527.4,,,,,,,
1336,07/26/21 07:00:00 AM,1259.4,,,7.658,,,,
1337,07/26/21 07:30:00 AM,10333.4,,,,,,,
1338,07/26/21 08:00:00 AM,11022.3,,,15.518,,,,
1339,07/26/21 08:30:00 AM,11711.2,,,,,,,
1340,07/26/21 09:00:00 AM,13777.9,,,20.665,,,,
1341,07/26/21 09:30:00 AM,15844.5,,,,,,,
1342,07/26/21 10:00:00 AM,17911.2,,,26.983,,,,
1343,07/26/21 10:30:00 AM,19289.0,,,,,,,
1344,07/26/21 11:00:00 AM,21355.7,,,32.819,,,,
1345,07/26/21 11:30:00 AM,24800.2,,,,,,,
1346,07/26/21 12:00:00 PM,30311.3,,,40.157,,,,
1347,07/26/21 12:30:00 PM,38578.0,,,,,,,
1348,07/26/21 01:00:00 PM,46844.8,,,42.421,,,,
1349,07/26/21 01:30:00 PM,49600.3,,,,,,,
1350,07/26/21 02:00:00 PM,8266.7,,,26.596,,,,
1351,07/26/21 02:30:00 PM,9300.1,,,,,,,
1352,07/26/21 03:00:00 PM,17222.3,,,30.558,,,,
1353,07/26/21 03:30:00 PM,11711.2,,,,,,,
1354,07/26/21 04:00:00 PM,4822.3,,,20.302,,,,
1355,07/26/21 04:30:00 PM,3616.7,,,,,,,
1356,07/26/21 05:00:00 PM,4133.4,,,16.046,,,,
1357,07/26/21 05:30:00 PM,2583.4,,,,,,,
1358,07/26/21 06:00:00 PM,775.0,,,12.835,,,,
1359,07/26/21 06:30:00 PM,635.1,,,,,,,
1360,07/26/21 07:00:00 PM,807.3,,,12.352,,,,
1361,07/26/21 07:30:00 PM,290.6,,,,,,,
1362,07/26/21 08:00:00 PM,172.2,,,11.819,,,,
1363,07/26/21 08:30:00 PM,0.0,,,,,,,
1364,07/26/21 09:00:00 PM,0.0,,,11.090,,,,
1365,07/26/21 09:30:00 PM,0.0,,,,,,,
1366,07/26/21 10:00:00 PM,0.0,,,10.503,,,,
1367,07/26/21 10:30:00 PM,0.0,,,,,,,
1368,07/26/21 11:00:00 PM,0.0,,,9.669,,,,
1369,07/26/21 11:30:00 PM,0.0,,,,,,,
1370,07/27/21 12:00:00 AM,0.0,45.452,5.037,9.324,,,,
1371,07/27/21 12:30:00 AM,0.0,,,,,,,
1372,07/27/21 01:00:00 AM,0.0,,,8.131,,,,
1373,07/27/21 01:30:00 AM,0.0,,,,,,,
1374,07/27/21 02:00:00 AM,0.0,,,7.179,,,,
1375,07/27/21 02:30:00 AM,0.0,,,,,,,
1376,07/27/21 03:00:00 AM,0.0,,,6.522,,,,
1377,07/27/21 03:30:00 AM,0.0,,,,,,,
1378,07/27/21 04:00:00 AM,0.0,,,6.166,,,,
1379,07/27/21 04:30:00 AM,0.0,,,,,,,
1380,07/27/21 05:00:00 AM,0.0,,,5.603,,,,
1381,07/27/21 05:30:00 AM,0.0,,,,,,,
1382,07/27/21 06:00:00 AM,172.2,,,5.244,,,,
1383,07/27/21 06:30:00 AM,667.4,,,,,,,
1384,07/27/21 07:00:00 AM,1377.8,,,9.669,,,,
1385,07/27/21 07:30:00 AM,11711.2,,,,,,,
1386,07/27/21 08:00:00 AM,11711.2,,,18.616,,,,
1387,07/27/21 08:30:00 AM,12400.1,,,,,,,
1388,07/27/21 09:00:00 AM,14466.8,,,25.228,,,,
1389,07/27/21 09:30:00 AM,16533.4,,,,,,,
1390,07/27/21 10:00:00 AM,18600.1,,,31.074,,,,
1391,07/27/21 10:30:00 AM,22044.6,,,,,,,
1392,07/27/21 11:00:00 AM,24800.2,,,37.347,,,,
1393,07/27/21 11:30:00 AM,26178.0,,,,,,,
1394,07/27/21 12:00:00 PM,33066.9,,,43.808,,,,
1395,07/27/21 12:30:00 PM,41333.6,,,,,,,
1396,07/27/21 01:00:00 PM,7233.4,,,34.734,,,,
1397,07/27/21 01:30:00 PM,10677.8,,,,,,,
1398,07/27/21 02:00:00 PM,6544.5,,,33.444,,,,
1399,07/27/21 02:30:00 PM,13089.0,,,,,,,
1400,07/27/21 03:00:00 PM,7577.8,,,32.881,,,,
1401,07/27/21 03:30:00 PM,15155.7,,,,,,,
1402,07/27/21 04:00:00 PM,34444.7,,,32.715,,,,
1403,07/27/21 04:30:00 PM,8266.7,,,,,,,
1404,07/27/21 05:00:00 PM,33066.9,,,29.204,,,,
1405,07/27/21 05:30:00 PM,4133.4,,,,,,,
1406,07/27/21 06:00:00 PM,2583.4,,,21.091,,,,
1407,07/27/21 06:30:00 PM,3616.7,,,,,,,
1408,07/27/21 07:00:00 PM,2238.9,,,18.569,,,,
1409,07/27/21 07:30:00 PM,279.9,,,,,,,
1410,07/27/21 08:00:00 PM,129.2,,,11.479,,,,
1411,07/27/21 08:30:00 PM,0.0,,,,,,,
1412,07/27/21 09:00:00 PM,0.0,,,10.601,,,,
1413,07/27/21 09:30:00 PM,0.0,,,,,,,
1414,07/27/21 10:00:00 PM,0.0,,,9.816,,,,
1415,07/27/21 10:30:00 PM,0.0,,,,,,,
1416,07/27/21 11:00:00 PM,0.0,,,9.521,,,,
1417,07/27/21 11:30:00 PM,0.0,,,,,,,
1418,07/28/21 12:00:00 AM,0.0,46.465,6.064,9.768,,,,
1419,07/28/21 12:30:00 AM,0.0,,,,,,,
1420,07/28/21 01:00:00 AM,0.0,,,8.230,,,,
1421,07/28/21 01:30:00 AM,0.0,,,,,,,
1422,07/28/21 02:00:00 AM,0.0,,,7.481,,,,
1423,07/28/21 02:30:00 AM,0.0,,,,,,,
1424,07/28/21 03:00:00 AM,0.0,,,7.129,,,,
1425,07/28/21 03:30:00 AM,0.0,,,,,,,
1426,07/28/21 04:00:00 AM,0.0,,,6.877,,,,
1427,07/28/21 04:30:00 AM,0.0,,,,,,,
1428,07/28/21 05:00:00 AM,0.0,,,6.775,,,,
1429,07/28/21 05:30:00 AM,0.0,,,,,,,
1430,07/28/21 06:00:00 AM,75.3,,,6.115,,,,
1431,07/28/21 06:30:00 AM,581.3,,,,,,,
1432,07/28/21 07:00:00 AM,1227.1,,,10.697,,,,
1433,07/28/21 07:30:00 AM,11022.3,,,,,,,
1434,07/28/21 08:00:00 AM,11022.3,,,19.378,,,,
1435,07/28/21 08:30:00 AM,12400.1,,,,,,,
1436,07/28/21 09:00:00 AM,13777.9,,,25.764,,,,
1437,07/28/21 09:30:00 AM,15844.5,,,,,,,
1438,07/28/21 10:00:00 AM,17911.2,,,32.259,,,,
1439,07/28/21 10:30:00 AM,19289.0,,,,,,,
1440,07/28/21 11:00:00 AM,21355.7,,,38.449,,,,
1441,07/28/21 11:30:00 AM,23422.4,,,,,,,
1442,07/28/21 12:00:00 PM,30311.3,,,42.741,,,,
1443,07/28/21 12:30:00 PM,38578.0,,,,,,,
1444,07/28/21 01:00:00 PM,8611.2,,,41.535,,,,
1445,07/28/21 01:30:00 PM,9300.1,,,,,,,
1446,07/28/21 02:00:00 PM,41333.6,,,44.137,,,,
1447,07/28/21 02:30:00 PM,7577.8,,,,,,,
1448,07/28/21 03:00:00 PM,312.2,,,14.657,,,,
1449,07/28/21 03:30:00 PM,1291.7,,,,,,,
1450,07/28/21 04:00:00 PM,1636.1,,,14.469,,,,
1451,07/28/21 04:30:00 PM,2238.9,,,,,,,
1452,07/28/21 05:00:00 PM,2583.4,,,15.569,,,,
1453,07/28/21 05:30:00 PM,2755.6,,,,,,,
1454,07/28/21 06:00:00 PM,2066.7,,,15.664,,,,
1455,07/28/21 06:30:00 PM,1550.0,,,,,,,
1456,07/28/21 07:00:00 PM,430.6,,,14.421,,,,
1457,07/28/21 07:30:00 PM,150.7,,,,,,,
1458,07/28/21 08:00:00 PM,21.5,,,13.221,,,,
1459,07/28/21 08:30:00 PM,0.0,,,,,,,
1460,07/28/21 09:00:00 PM,0.0,,,12.351,,,,
1461,07/28/21 09:30:00 PM,0.0,,,,,,,
1462,07/28/21 10:00:00 PM,0.0,,,11.138,,,,
1463,07/28/21 10:30:00 PM,0.0,,,,,,,
1464,07/28/21 11:00:00 PM,0.0,,,10.992,,,,
1465,07/28/21 11:30:00 PM,0.0,,,,,,,
1466,07/29/21 12:00:00 AM,0.0,46.337,6.268,10.601,,,,
1467,07/29/21 12:30:00 AM,0.0,,,,,,,
1468,07/29/21 01:00:00 AM,0.0,,,9.817,,,,
1469,07/29/21 01:30:00 AM,0.0,,,,,,,
1470,07/29/21 02:00:00 AM,0.0,,,9.225,,,,
1471,07/29/21 02:30:00 AM,0.0,,,,,,,
1472,07/29/21 03:00:00 AM,0.0,,,8.082,,,,
1473,07/29/21 03:30:00 AM,0.0,,,,,,,
1474,07/29/21 04:00:00 AM,0.0,,,7.229,,,,
1475,07/29/21 04:30:00 AM,0.0,,,,,,,
1476,07/29/21 05:00:00 AM,0.0,,,6.674,,,,
1477,07/29/21 05:30:00 AM,0.0,,,,,,,
1478,07/29/21 06:00:00 AM,183.0,,,6.673,,,,
1479,07/29/21 06:30:00 AM,839.6,,,,,,,
1480,07/29/21 07:00:00 AM,1722.2,,,9.805,,,,
1481,07/29/21 07:30:00 AM,7233.4,,,,,,,
1482,07/29/21 08:00:00 AM,9644.5,,,17.426,,,,
1483,07/29/21 08:30:00 AM,9644.5,,,,,,,
1484,07/29/21 09:00:00 AM,9644.5,,,23.688,,,,
1485,07/29/21 09:30:00 AM,15155.7,,,,,,,
1486,07/29/21 10:00:00 AM,16533.4,,,30.416,,,,
1487,07/29/21 10:30:00 AM,19289.0,,,,,,,
1488,07/29/21 11:00:00 AM,21355.7,,,37.066,,,,
1489,07/29/21 11:30:00 AM,24800.2,,,,,,,
1490,07/29/21 12:00:00 PM,28933.5,,,41.947,,,,
1491,07/29/21 12:30:00 PM,38578.0,,,,,,,
1492,07/29/21 01:00:00 PM,5166.7,,,45.274,,,,
1493,07/29/21 01:30:00 PM,42711.4,,,,,,,
1494,07/29/21 02:00:00 PM,7577.8,,,39.062,,,,
1495,07/29/21 02:30:00 PM,30311.3,,,,,,,
1496,07/29/21 03:00:00 PM,8266.7,,,29.502,,,,
1497,07/29/21 03:30:00 PM,11711.2,,,,,,,
1498,07/29/21 04:00:00 PM,17222.3,,,31.934,,,,
1499,07/29/21 04:30:00 PM,17222.3,,,,,,,
1500,07/29/21 05:00:00 PM,17911.2,,,32.447,,,,
1501,07/29/21 05:30:00 PM,8611.2,,,,,,,
1502,07/29/21 06:00:00 PM,721.2,,,17.377,,,,
1503,07/29/21 06:30:00 PM,172.2,,,,,,,
1504,07/29/21 07:00:00 PM,279.9,,,13.702,,,,
1505,07/29/21 07:30:00 PM,236.8,,,,,,,
1506,07/29/21 08:00:00 PM,150.7,,,13.172,,,,
1507,07/29/21 08:30:00 PM,0.0,,,,,,,
1508,07/29/21 09:00:00 PM,0.0,,,12.739,,,,
1509,07/29/21 09:30:00 PM,0.0,,,,,,,
1510,07/29/21 10:00:00 PM,0.0,,,12.061,,,,
1511,07/29/21 10:30:00 PM,0.0,,,,,,,
1512,07/29/21 11:00:00 PM,0.0,,,12.255,,,,
1513,07/29/21 11:30:00 PM,0.0,,,,,,,
1514,07/30/21 12:00:00 AM,0.0,46.337,8.182,11.819,,,,
1515,07/30/21 12:30:00 AM,0.0,,,,,,,
1516,07/30/21 01:00:00 AM,0.0,,,11.722,,,,
1517,07/30/21 01:30:00 AM,0.0,,,,,,,
1518,07/30/21 02:00:00 AM,0.0,,,11.383,,,,
1519,07/30/21 02:30:00 AM,0.0,,,,,,,
1520,07/30/21 03:00:00 AM,0.0,,,10.014,,,,
1521,07/30/21 03:30:00 AM,0.0,,,,,,,
1522,07/30/21 04:00:00 AM,0.0,,,10.553,,,,
1523,07/30/21 04:30:00 AM,0.0,,,,,,,
1524,07/30/21 05:00:00 AM,0.0,,,10.110,,,,
1525,07/30/21 05:30:00 AM,0.0,,,,,,,
1526,07/30/21 06:00:00 AM,10.8,,,8.530,,,,
1527,07/30/21 06:30:00 AM,398.3,,,,,,,
1528,07/30/21 07:00:00 AM,925.7,,,12.218,,,,
1529,07/30/21 07:30:00 AM,11022.3,,,,,,,
1530,07/30/21 08:00:00 AM,10677.8,,,19.711,,,,
1531,07/30/21 08:30:00 AM,11022.3,,,,,,,
1532,07/30/21 09:00:00 AM,13089.0,,,25.616,,,,
1533,07/30/21 09:30:00 AM,15155.7,,,,,,,
1534,07/30/21 10:00:00 AM,17911.2,,,32.198,,,,
1535,07/30/21 10:30:00 AM,20666.8,,,,,,,
1536,07/30/21 11:00:00 AM,23422.4,,,34.971,,,,
1537,07/30/21 11:30:00 AM,5338.9,,,,,,,
1538,07/30/21 12:00:00 PM,5338.9,,,27.867,,,,
1539,07/30/21 12:30:00 PM,7233.4,,,,,,,
1540,07/30/21 01:00:00 PM,6544.5,,,27.627,,,,
1541,07/30/21 01:30:00 PM,8611.2,,,,,,,
1542,07/30/21 02:00:00 PM,6544.5,,,34.314,,,,
1543,07/30/21 02:30:00 PM,34444.7,,,,,,,
1544,07/30/21 03:00:00 PM,30311.3,,,44.959,,,,
1545,07/30/21 03:30:00 PM,33066.9,,,,,,,
1546,07/30/21 04:00:00 PM,38578.0,,,34.767,,,,
1547,07/30/21 04:30:00 PM,1324.0,,,,,,,
1548,07/30/21 05:00:00 PM,279.9,,,13.364,,,,
1549,07/30/21 05:30:00 PM,215.3,,,,,,,
1550,07/30/21 06:00:00 PM,344.4,,,11.819,,,,
1551,07/30/21 06:30:00 PM,376.7,,,,,,,
1552,07/30/21 07:00:00 PM,656.6,,,11.479,,,,
1553,07/30/21 07:30:00 PM,172.2,,,,,,,
1554,07/30/21 08:00:00 PM,118.4,,,10.454,,,,
1555,07/30/21 08:30:00 PM,0.0,,,,,,,
1556,07/30/21 09:00:00 PM,0.0,,,9.768,,,,
1557,07/30/21 09:30:00 PM,0.0,,,,,,,
1558,07/30/21 10:00:00 PM,0.0,,,10.308,,,,
1559,07/30/21 10:30:00 PM,0.0,,,,,,,
1560,07/30/21 11:00:00 PM,0.0,,,9.816,,,,
1561,07/30/21 11:30:00 PM,0.0,,,,,,,
1562,07/31/21 12:00:00 AM,0.0,41.458,5.347,10.161,,,,
1563,07/31/21 12:30:00 AM,0.0,,,,,,,
1564,07/31/21 01:00:00 AM,0.0,,,9.718,,,,
1565,07/31/21 01:30:00 AM,0.0,,,,,,,
1566,07/31/21 02:00:00 AM,0.0,,,9.077,,,,
1567,07/31/21 02:30:00 AM,0.0,,,,,,,
1568,07/31/21 03:00:00 AM,0.0,,,7.630,,,,
1569,07/31/21 03:30:00 AM,0.0,,,,,,,
1570,07/31/21 04:00:00 AM,0.0,,,7.179,,,,
1571,07/31/21 04:30:00 AM,0.0,,,,,,,
1572,07/31/21 05:00:00 AM,0.0,,,6.571,,,,
1573,07/31/21 05:30:00 AM,0.0,,,,,,,
1574,07/31/21 06:00:00 AM,10.8,,,5.552,,,,
1575,07/31/21 06:30:00 AM,645.8,,,,,,,
1576,07/31/21 07:00:00 AM,1808.3,,,10.126,,,,
1577,07/31/21 07:30:00 AM,12400.1,,,,,,,
1578,07/31/21 08:00:00 AM,11711.2,,,17.712,,,,
1579,07/31/21 08:30:00 AM,11022.3,,,,,,,
1580,07/31/21 09:00:00 AM,11711.2,,,24.265,,,,
1581,07/31/21 09:30:00 AM,16533.4,,,,,,,
1582,07/31/21 10:00:00 AM,10677.8,,,29.363,,,,
1583,07/31/21 10:30:00 AM,19289.0,,,,,,,
1584,07/31/21 11:00:00 AM,22044.6,,,32.781,,,,
1585,07/31/21 11:30:00 AM,5166.7,,,,,,,
1586,07/31/21 12:00:00 PM,28933.5,,,34.378,,,,
1587,07/31/21 12:30:00 PM,44089.2,,,,,,,
1588,07/31/21 01:00:00 PM,37200.2,,,40.532,,,,
1589,07/31/21 01:30:00 PM,46844.8,,,,,,,
1590,07/31/21 02:00:00 PM,16533.4,,,40.423,,,,
1591,07/31/21 02:30:00 PM,33066.9,,,,,,,
1592,07/31/21 03:00:00 PM,12400.1,,,27.058,,,,
1593,07/31/21 03:30:00 PM,3444.5,,,,,,,
1594,07/31/21 04:00:00 PM,344.4,,,11.673,,,,
1595,07/31/21 04:30:00 PM,226.0,,,,,,,
1596,07/31/21 05:00:00 PM,215.3,,,11.625,,,,
1597,07/31/21 05:30:00 PM,301.4,,,,,,,
1598,07/31/21 06:00:00 PM,828.8,,,12.207,,,,
1599,07/31/21 06:30:00 PM,1119.5,,,,,,,
1600,07/31/21 07:00:00 PM,1162.5,,,12.497,,,,
1601,07/31/21 07:30:00 PM,807.3,,,,,,,
1602,07/31/21 08:00:00 PM,172.2,,,11.624,,,,
1603,07/31/21 08:30:00 PM,0.0,,,,,,,
