"Plot Title: Hobo#4-SN10369048"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10369048, SEN S/N: 10369048)","Max: Daily Temperature, °C (LGR S/N: 10369048)","Min: Daily Temperature, °C (LGR S/N: 10369048)","Avg: Hourly Temperature, °C (LGR S/N: 10369048)","Coupler Attached (LGR S/N: 10369048)","Host Connected (LGR S/N: 10369048)","Stopped (LGR S/N: 10369048)","End Of File (LGR S/N: 10369048)"
711,07/13/21 06:30:00 AM,1722.2,,,,,,,
712,07/13/21 07:00:00 AM,2411.1,,,10.339,,,,
713,07/13/21 07:30:00 AM,3100.0,,,,,,,
714,07/13/21 08:00:00 AM,7233.4,,,15.807,,,,
715,07/13/21 08:30:00 AM,4477.8,,,,,,,
716,07/13/21 09:00:00 AM,18600.1,,,24.081,,,,
717,07/13/21 09:30:00 AM,14466.8,,,,,,,
718,07/13/21 10:00:00 AM,13089.0,,,32.351,,,,
719,07/13/21 10:30:00 AM,42711.4,,,,,,,
720,07/13/21 11:00:00 AM,55111.5,,,36.244,,,,
721,07/13/21 11:30:00 AM,57867.0,,,,,,,
722,07/13/21 12:00:00 PM,63378.2,,,37.403,,,,
723,07/13/21 12:30:00 PM,18600.1,,,,,,,
724,07/13/21 01:00:00 PM,44089.2,,,39.825,,,,
725,07/13/21 01:30:00 PM,23422.4,,,,,,,
726,07/13/21 02:00:00 PM,16533.4,,,28.105,,,,
727,07/13/21 02:30:00 PM,5166.7,,,,,,,
728,07/13/21 03:00:00 PM,13777.9,,,26.683,,,,
729,07/13/21 03:30:00 PM,9644.5,,,,,,,
730,07/13/21 04:00:00 PM,9300.1,,,24.115,,,,
731,07/13/21 04:30:00 PM,4133.4,,,,,,,
732,07/13/21 05:00:00 PM,2669.5,,,19.424,,,,
733,07/13/21 05:30:00 PM,3100.0,,,,,,,
734,07/13/21 06:00:00 PM,107.6,,,14.993,,,,
735,07/13/21 06:30:00 PM,43.1,,,,,,,
736,07/13/21 07:00:00 PM,86.1,,,10.992,,,,
737,07/13/21 07:30:00 PM,75.3,,,,,,,
738,07/13/21 08:00:00 PM,64.6,,,11.041,,,,
739,07/13/21 08:30:00 PM,0.0,,,,,,,
740,07/13/21 09:00:00 PM,0.0,,,10.650,,,,
741,07/13/21 09:30:00 PM,0.0,,,,,,,
742,07/13/21 10:00:00 PM,0.0,,,9.521,,,,
743,07/13/21 10:30:00 PM,0.0,,,,,,,
744,07/13/21 11:00:00 PM,0.0,,,7.682,,,,
745,07/13/21 11:30:00 PM,0.0,,,,,,,
746,07/14/21 12:00:00 AM,0.0,25.416,3.261,8.481,,,,
747,07/14/21 12:30:00 AM,0.0,,,,,,,
748,07/14/21 01:00:00 AM,0.0,,,8.531,,,,
749,07/14/21 01:30:00 AM,0.0,,,,,,,
750,07/14/21 02:00:00 AM,0.0,,,6.316,,,,
751,07/14/21 02:30:00 AM,0.0,,,,,,,
752,07/14/21 03:00:00 AM,0.0,,,5.501,,,,
753,07/14/21 03:30:00 AM,0.0,,,,,,,
754,07/14/21 04:00:00 AM,0.0,,,6.064,,,,
755,07/14/21 04:30:00 AM,0.0,,,,,,,
756,07/14/21 05:00:00 AM,0.0,,,6.977,,,,
757,07/14/21 05:30:00 AM,0.0,,,,,,,
758,07/14/21 06:00:00 AM,21.5,,,7.530,,,,
759,07/14/21 06:30:00 AM,279.9,,,,,,,
760,07/14/21 07:00:00 AM,269.1,,,8.381,,,,
761,07/14/21 07:30:00 AM,839.6,,,,,,,
762,07/14/21 08:00:00 AM,1980.6,,,9.914,,,,
763,07/14/21 08:30:00 AM,3961.1,,,,,,,
764,07/14/21 09:00:00 AM,4305.6,,,12.494,,,,
765,07/14/21 09:30:00 AM,8266.7,,,,,,,
766,07/14/21 10:00:00 AM,5338.9,,,13.172,,,,
767,07/14/21 10:30:00 AM,4650.0,,,,,,,
768,07/14/21 11:00:00 AM,5338.9,,,13.557,,,,
769,07/14/21 11:30:00 AM,3100.0,,,,,,,
770,07/14/21 12:00:00 PM,1291.7,,,11.334,,,,
771,07/14/21 12:30:00 PM,2927.8,,,,,,,
772,07/14/21 01:00:00 PM,4477.8,,,12.497,,,,
773,07/14/21 01:30:00 PM,4305.6,,,,,,,
774,07/14/21 02:00:00 PM,9644.5,,,17.472,,,,
775,07/14/21 02:30:00 PM,21355.7,,,,,,,
776,07/14/21 03:00:00 PM,7233.4,,,18.331,,,,
777,07/14/21 03:30:00 PM,15155.7,,,,,,,
778,07/14/21 04:00:00 PM,15155.7,,,23.110,,,,
779,07/14/21 04:30:00 PM,8611.2,,,,,,,
780,07/14/21 05:00:00 PM,236.8,,,11.646,,,,
781,07/14/21 05:30:00 PM,1087.2,,,,,,,
782,07/14/21 06:00:00 PM,4305.6,,,10.797,,,,
783,07/14/21 06:30:00 PM,3444.5,,,,,,,
784,07/14/21 07:00:00 PM,936.5,,,8.726,,,,
785,07/14/21 07:30:00 PM,656.6,,,,,,,
786,07/14/21 08:00:00 PM,183.0,,,5.961,,,,
787,07/14/21 08:30:00 PM,43.1,,,,,,,
788,07/14/21 09:00:00 PM,0.0,,,4.308,,,,
789,07/14/21 09:30:00 PM,0.0,,,,,,,
790,07/14/21 10:00:00 PM,0.0,,,3.838,,,,
791,07/14/21 10:30:00 PM,0.0,,,,,,,
792,07/14/21 11:00:00 PM,0.0,,,4.414,,,,
793,07/14/21 11:30:00 PM,0.0,,,,,,,
794,07/15/21 12:00:00 AM,0.0,42.520,1.112,4.310,,,,
795,07/15/21 12:30:00 AM,0.0,,,,,,,
796,07/15/21 01:00:00 AM,0.0,,,2.033,,,,
797,07/15/21 01:30:00 AM,0.0,,,,,,,
798,07/15/21 02:00:00 AM,0.0,,,2.034,,,,
799,07/15/21 02:30:00 AM,0.0,,,,,,,
800,07/15/21 03:00:00 AM,0.0,,,1.979,,,,
801,07/15/21 03:30:00 AM,0.0,,,,,,,
802,07/15/21 04:00:00 AM,0.0,,,2.034,,,,
803,07/15/21 04:30:00 AM,0.0,,,,,,,
804,07/15/21 05:00:00 AM,0.0,,,1.221,,,,
805,07/15/21 05:30:00 AM,0.0,,,,,,,
806,07/15/21 06:00:00 AM,183.0,,,1.330,,,,
807,07/15/21 06:30:00 AM,635.1,,,,,,,
808,07/15/21 07:00:00 AM,1162.5,,,6.285,,,,
809,07/15/21 07:30:00 AM,6200.0,,,,,,,
810,07/15/21 08:00:00 AM,8611.2,,,15.851,,,,
811,07/15/21 08:30:00 AM,11711.2,,,,,,,
812,07/15/21 09:00:00 AM,15155.7,,,23.011,,,,
813,07/15/21 09:30:00 AM,21355.7,,,,,,,
814,07/15/21 10:00:00 AM,33066.9,,,28.466,,,,
815,07/15/21 10:30:00 AM,44089.2,,,,,,,
816,07/15/21 11:00:00 AM,55111.5,,,35.502,,,,
817,07/15/21 11:30:00 AM,66133.8,,,,,,,
818,07/15/21 12:00:00 PM,66133.8,,,38.957,,,,
819,07/15/21 12:30:00 PM,57867.0,,,,,,,
820,07/15/21 01:00:00 PM,49600.3,,,42.342,,,,
821,07/15/21 01:30:00 PM,38578.0,,,,,,,
822,07/15/21 02:00:00 PM,30311.3,,,38.528,,,,
823,07/15/21 02:30:00 PM,8611.2,,,,,,,
824,07/15/21 03:00:00 PM,17911.2,,,32.630,,,,
825,07/15/21 03:30:00 PM,28933.5,,,,,,,
826,07/15/21 04:00:00 PM,22044.6,,,39.249,,,,
827,07/15/21 04:30:00 PM,17911.2,,,,,,,
828,07/15/21 05:00:00 PM,16533.4,,,32.663,,,,
829,07/15/21 05:30:00 PM,12400.1,,,,,,,
830,07/15/21 06:00:00 PM,2238.9,,,21.988,,,,
831,07/15/21 06:30:00 PM,1894.5,,,,,,,
832,07/15/21 07:00:00 PM,1205.6,,,14.228,,,,
833,07/15/21 07:30:00 PM,947.2,,,,,,,
834,07/15/21 08:00:00 PM,731.9,,,12.159,,,,
835,07/15/21 08:30:00 PM,64.6,,,,,,,
836,07/15/21 09:00:00 PM,0.0,,,11.138,,,,
837,07/15/21 09:30:00 PM,0.0,,,,,,,
838,07/15/21 10:00:00 PM,0.0,,,9.274,,,,
839,07/15/21 10:30:00 PM,0.0,,,,,,,
840,07/15/21 11:00:00 PM,0.0,,,6.672,,,,
841,07/15/21 11:30:00 PM,0.0,,,,,,,
842,07/16/21 12:00:00 AM,0.0,45.326,2.943,6.216,,,,
843,07/16/21 12:30:00 AM,0.0,,,,,,,
844,07/16/21 01:00:00 AM,0.0,,,5.655,,,,
845,07/16/21 01:30:00 AM,0.0,,,,,,,
846,07/16/21 02:00:00 AM,0.0,,,5.345,,,,
847,07/16/21 02:30:00 AM,0.0,,,,,,,
848,07/16/21 03:00:00 AM,0.0,,,3.945,,,,
849,07/16/21 03:30:00 AM,0.0,,,,,,,
850,07/16/21 04:00:00 AM,0.0,,,3.630,,,,
851,07/16/21 04:30:00 AM,0.0,,,,,,,
852,07/16/21 05:00:00 AM,0.0,,,3.997,,,,
853,07/16/21 05:30:00 AM,0.0,,,,,,,
854,07/16/21 06:00:00 AM,129.2,,,3.470,,,,
855,07/16/21 06:30:00 AM,602.8,,,,,,,
856,07/16/21 07:00:00 AM,1237.9,,,9.370,,,,
857,07/16/21 07:30:00 AM,8611.2,,,,,,,
858,07/16/21 08:00:00 AM,9300.1,,,20.760,,,,
859,07/16/21 08:30:00 AM,12400.1,,,,,,,
860,07/16/21 09:00:00 AM,15844.5,,,27.278,,,,
861,07/16/21 09:30:00 AM,13089.0,,,,,,,
862,07/16/21 10:00:00 AM,26178.0,,,29.304,,,,
863,07/16/21 10:30:00 AM,18600.1,,,,,,,
864,07/16/21 11:00:00 AM,16533.4,,,27.524,,,,
865,07/16/21 11:30:00 AM,11022.3,,,,,,,
866,07/16/21 12:00:00 PM,41333.6,,,30.314,,,,
867,07/16/21 12:30:00 PM,24800.2,,,,,,,
868,07/16/21 01:00:00 PM,22044.6,,,33.719,,,,
869,07/16/21 01:30:00 PM,34444.7,,,,,,,
870,07/16/21 02:00:00 PM,10333.4,,,35.076,,,,
871,07/16/21 02:30:00 PM,21355.7,,,,,,,
872,07/16/21 03:00:00 PM,35822.5,,,43.450,,,,
873,07/16/21 03:30:00 PM,35822.5,,,,,,,
874,07/16/21 04:00:00 PM,11022.3,,,36.450,,,,
875,07/16/21 04:30:00 PM,19977.9,,,,,,,
876,07/16/21 05:00:00 PM,22044.6,,,36.870,,,,
877,07/16/21 05:30:00 PM,17911.2,,,,,,,
878,07/16/21 06:00:00 PM,4133.4,,,24.823,,,,
879,07/16/21 06:30:00 PM,3100.0,,,,,,,
880,07/16/21 07:00:00 PM,2755.6,,,19.235,,,,
881,07/16/21 07:30:00 PM,1722.2,,,,,,,
882,07/16/21 08:00:00 PM,505.9,,,15.997,,,,
883,07/16/21 08:30:00 PM,43.1,,,,,,,
884,07/16/21 09:00:00 PM,0.0,,,13.509,,,,
885,07/16/21 09:30:00 PM,0.0,,,,,,,
886,07/16/21 10:00:00 PM,0.0,,,8.925,,,,
887,07/16/21 10:30:00 PM,0.0,,,,,,,
888,07/16/21 11:00:00 PM,0.0,,,7.280,,,,
889,07/16/21 11:30:00 PM,0.0,,,,,,,
890,07/17/21 12:00:00 AM,0.0,47.368,4.207,7.781,,,,
891,07/17/21 12:30:00 AM,0.0,,,,,,,
892,07/17/21 01:00:00 AM,0.0,,,7.026,,,,
893,07/17/21 01:30:00 AM,0.0,,,,,,,
894,07/17/21 02:00:00 AM,0.0,,,5.603,,,,
895,07/17/21 02:30:00 AM,0.0,,,,,,,
896,07/17/21 03:00:00 AM,0.0,,,5.501,,,,
897,07/17/21 03:30:00 AM,0.0,,,,,,,
898,07/17/21 04:00:00 AM,0.0,,,5.398,,,,
899,07/17/21 04:30:00 AM,0.0,,,,,,,
900,07/17/21 05:00:00 AM,0.0,,,4.571,,,,
901,07/17/21 05:30:00 AM,0.0,,,,,,,
902,07/17/21 06:00:00 AM,118.4,,,4.882,,,,
903,07/17/21 06:30:00 AM,462.9,,,,,,,
904,07/17/21 07:00:00 AM,1108.7,,,9.747,,,,
905,07/17/21 07:30:00 AM,6544.5,,,,,,,
906,07/17/21 08:00:00 AM,9300.1,,,20.955,,,,
907,07/17/21 08:30:00 AM,12400.1,,,,,,,
908,07/17/21 09:00:00 AM,15844.5,,,29.715,,,,
909,07/17/21 09:30:00 AM,22044.6,,,,,,,
910,07/17/21 10:00:00 AM,33066.9,,,34.173,,,,
911,07/17/21 10:30:00 AM,46844.8,,,,,,,
912,07/17/21 11:00:00 AM,68889.3,,,40.736,,,,
913,07/17/21 11:30:00 AM,68889.3,,,,,,,
914,07/17/21 12:00:00 PM,74400.5,,,34.230,,,,
915,07/17/21 12:30:00 PM,6200.0,,,,,,,
916,07/17/21 01:00:00 PM,52355.9,,,34.523,,,,
917,07/17/21 01:30:00 PM,44089.2,,,,,,,
918,07/17/21 02:00:00 PM,6200.0,,,23.314,,,,
919,07/17/21 02:30:00 PM,9644.5,,,,,,,
920,07/17/21 03:00:00 PM,2583.4,,,15.947,,,,
921,07/17/21 03:30:00 PM,4133.4,,,,,,,
922,07/17/21 04:00:00 PM,19977.9,,,21.617,,,,
923,07/17/21 04:30:00 PM,9300.1,,,,,,,
924,07/17/21 05:00:00 PM,3616.7,,,15.424,,,,
925,07/17/21 05:30:00 PM,3616.7,,,,,,,
926,07/17/21 06:00:00 PM,2152.8,,,13.654,,,,
927,07/17/21 06:30:00 PM,3272.2,,,,,,,
928,07/17/21 07:00:00 PM,1463.9,,,13.268,,,,
929,07/17/21 07:30:00 PM,818.1,,,,,,,
930,07/17/21 08:00:00 PM,355.2,,,9.914,,,,
931,07/17/21 08:30:00 PM,75.3,,,,,,,
932,07/17/21 09:00:00 PM,0.0,,,8.779,,,,
933,07/17/21 09:30:00 PM,0.0,,,,,,,
934,07/17/21 10:00:00 PM,0.0,,,7.631,,,,
935,07/17/21 10:30:00 PM,0.0,,,,,,,
936,07/17/21 11:00:00 PM,0.0,,,7.128,,,,
937,07/17/21 11:30:00 PM,0.0,,,,,,,
938,07/18/21 12:00:00 AM,0.0,46.337,3.049,6.723,,,,
939,07/18/21 12:30:00 AM,0.0,,,,,,,
940,07/18/21 01:00:00 AM,0.0,,,5.706,,,,
941,07/18/21 01:30:00 AM,0.0,,,,,,,
942,07/18/21 02:00:00 AM,0.0,,,4.831,,,,
943,07/18/21 02:30:00 AM,0.0,,,,,,,
944,07/18/21 03:00:00 AM,0.0,,,5.191,,,,
945,07/18/21 03:30:00 AM,0.0,,,,,,,
946,07/18/21 04:00:00 AM,0.0,,,3.945,,,,
947,07/18/21 04:30:00 AM,0.0,,,,,,,
948,07/18/21 05:00:00 AM,0.0,,,4.102,,,,
949,07/18/21 05:30:00 AM,0.0,,,,,,,
950,07/18/21 06:00:00 AM,139.9,,,3.523,,,,
951,07/18/21 06:30:00 AM,409.0,,,,,,,
952,07/18/21 07:00:00 AM,818.1,,,8.528,,,,
953,07/18/21 07:30:00 AM,6200.0,,,,,,,
954,07/18/21 08:00:00 AM,8611.2,,,18.330,,,,
955,07/18/21 08:30:00 AM,11711.2,,,,,,,
956,07/18/21 09:00:00 AM,15844.5,,,26.742,,,,
957,07/18/21 09:30:00 AM,20666.8,,,,,,,
958,07/18/21 10:00:00 AM,33066.9,,,33.500,,,,
959,07/18/21 10:30:00 AM,44089.2,,,,,,,
960,07/18/21 11:00:00 AM,55111.5,,,39.810,,,,
961,07/18/21 11:30:00 AM,66133.8,,,,,,,
962,07/18/21 12:00:00 PM,68889.3,,,44.582,,,,
963,07/18/21 12:30:00 PM,57867.0,,,,,,,
964,07/18/21 01:00:00 PM,49600.3,,,45.459,,,,
965,07/18/21 01:30:00 PM,38578.0,,,,,,,
966,07/18/21 02:00:00 PM,22044.6,,,36.335,,,,
967,07/18/21 02:30:00 PM,6200.0,,,,,,,
968,07/18/21 03:00:00 PM,34444.7,,,45.270,,,,
969,07/18/21 03:30:00 PM,30311.3,,,,,,,
970,07/18/21 04:00:00 PM,3961.1,,,31.587,,,,
971,07/18/21 04:30:00 PM,18600.1,,,,,,,
972,07/18/21 05:00:00 PM,15155.7,,,36.308,,,,
973,07/18/21 05:30:00 PM,13777.9,,,,,,,
974,07/18/21 06:00:00 PM,1894.5,,,24.470,,,,
975,07/18/21 06:30:00 PM,2583.4,,,,,,,
976,07/18/21 07:00:00 PM,4133.4,,,19.805,,,,
977,07/18/21 07:30:00 PM,2238.9,,,,,,,
978,07/18/21 08:00:00 PM,914.9,,,18.901,,,,
979,07/18/21 08:30:00 PM,43.1,,,,,,,
980,07/18/21 09:00:00 PM,0.0,,,17.379,,,,
981,07/18/21 09:30:00 PM,0.0,,,,,,,
982,07/18/21 10:00:00 PM,0.0,,,15.664,,,,
983,07/18/21 10:30:00 PM,0.0,,,,,,,
984,07/18/21 11:00:00 PM,0.0,,,11.372,,,,
985,07/18/21 11:30:00 PM,0.0,,,,,,,
986,07/19/21 12:00:00 AM,0.0,49.768,5.552,7.781,,,,
987,07/19/21 12:30:00 AM,0.0,,,,,,,
988,07/19/21 01:00:00 AM,0.0,,,7.179,,,,
989,07/19/21 01:30:00 AM,0.0,,,,,,,
990,07/19/21 02:00:00 AM,0.0,,,7.680,,,,
991,07/19/21 02:30:00 AM,0.0,,,,,,,
992,07/19/21 03:00:00 AM,0.0,,,7.430,,,,
993,07/19/21 03:30:00 AM,0.0,,,,,,,
994,07/19/21 04:00:00 AM,0.0,,,7.027,,,,
995,07/19/21 04:30:00 AM,0.0,,,,,,,
996,07/19/21 05:00:00 AM,0.0,,,6.267,,,,
997,07/19/21 05:30:00 AM,0.0,,,,,,,
998,07/19/21 06:00:00 AM,129.2,,,5.808,,,,
999,07/19/21 06:30:00 AM,570.5,,,,,,,
1000,07/19/21 07:00:00 AM,1808.3,,,11.565,,,,
1001,07/19/21 07:30:00 AM,7577.8,,,,,,,
1002,07/19/21 08:00:00 AM,8266.7,,,21.915,,,,
1003,07/19/21 08:30:00 AM,12400.1,,,,,,,
1004,07/19/21 09:00:00 AM,15844.5,,,29.556,,,,
1005,07/19/21 09:30:00 AM,21355.7,,,,,,,
1006,07/19/21 10:00:00 AM,33066.9,,,35.081,,,,
1007,07/19/21 10:30:00 AM,44089.2,,,,,,,
1008,07/19/21 11:00:00 AM,52355.9,,,40.305,,,,
1009,07/19/21 11:30:00 AM,63378.2,,,,,,,
1010,07/19/21 12:00:00 PM,52355.9,,,45.615,,,,
1011,07/19/21 12:30:00 PM,57867.0,,,,,,,
1012,07/19/21 01:00:00 PM,52355.9,,,46.443,,,,
1013,07/19/21 01:30:00 PM,31689.1,,,,,,,
1014,07/19/21 02:00:00 PM,19977.9,,,34.337,,,,
1015,07/19/21 02:30:00 PM,27555.7,,,,,,,
1016,07/19/21 03:00:00 PM,13089.0,,,33.319,,,,
1017,07/19/21 03:30:00 PM,9300.1,,,,,,,
1018,07/19/21 04:00:00 PM,9644.5,,,28.406,,,,
1019,07/19/21 04:30:00 PM,8611.2,,,,,,,
1020,07/19/21 05:00:00 PM,5338.9,,,29.502,,,,
1021,07/19/21 05:30:00 PM,14466.8,,,,,,,
1022,07/19/21 06:00:00 PM,5338.9,,,25.367,,,,
1023,07/19/21 06:30:00 PM,3616.7,,,,,,,
1024,07/19/21 07:00:00 PM,3961.1,,,20.425,,,,
1025,07/19/21 07:30:00 PM,1377.8,,,,,,,
1026,07/19/21 08:00:00 PM,355.2,,,17.046,,,,
1027,07/19/21 08:30:00 PM,0.0,,,,,,,
1028,07/19/21 09:00:00 PM,0.0,,,15.569,,,,
1029,07/19/21 09:30:00 PM,0.0,,,,,,,
1030,07/19/21 10:00:00 PM,0.0,,,15.089,,,,
1031,07/19/21 10:30:00 PM,0.0,,,,,,,
1032,07/19/21 11:00:00 PM,0.0,,,10.941,,,,
1033,07/19/21 11:30:00 PM,0.0,,,,,,,
1034,07/20/21 12:00:00 AM,0.0,45.452,7.179,10.062,,,,
1035,07/20/21 12:30:00 AM,0.0,,,,,,,
1036,07/20/21 01:00:00 AM,0.0,,,9.521,,,,
1037,07/20/21 01:30:00 AM,0.0,,,,,,,
1038,07/20/21 02:00:00 AM,0.0,,,8.978,,,,
1039,07/20/21 02:30:00 AM,0.0,,,,,,,
1040,07/20/21 03:00:00 AM,0.0,,,8.232,,,,
1041,07/20/21 03:30:00 AM,0.0,,,,,,,
1042,07/20/21 04:00:00 AM,0.0,,,8.678,,,,
1043,07/20/21 04:30:00 AM,0.0,,,,,,,
1044,07/20/21 05:00:00 AM,0.0,,,7.330,,,,
1045,07/20/21 05:30:00 AM,0.0,,,,,,,
1046,07/20/21 06:00:00 AM,226.0,,,7.380,,,,
1047,07/20/21 06:30:00 AM,1001.0,,,,,,,
1048,07/20/21 07:00:00 AM,1377.8,,,11.301,,,,
1049,07/20/21 07:30:00 AM,6200.0,,,,,,,
1050,07/20/21 08:00:00 AM,8611.2,,,22.724,,,,
1051,07/20/21 08:30:00 AM,11711.2,,,,,,,
1052,07/20/21 09:00:00 AM,15155.7,,,30.839,,,,
1053,07/20/21 09:30:00 AM,27555.7,,,,,,,
1054,07/20/21 10:00:00 AM,6200.0,,,30.756,,,,
1055,07/20/21 10:30:00 AM,23422.4,,,,,,,
1056,07/20/21 11:00:00 AM,33066.9,,,42.648,,,,
1057,07/20/21 11:30:00 AM,44089.2,,,,,,,
1058,07/20/21 12:00:00 PM,46844.8,,,36.032,,,,
1059,07/20/21 12:30:00 PM,22044.6,,,,,,,
1060,07/20/21 01:00:00 PM,5511.1,,,23.835,,,,
1061,07/20/21 01:30:00 PM,6544.5,,,,,,,
1062,07/20/21 02:00:00 PM,5166.7,,,21.044,,,,
1063,07/20/21 02:30:00 PM,9300.1,,,,,,,
1064,07/20/21 03:00:00 PM,24800.2,,,36.302,,,,
1065,07/20/21 03:30:00 PM,30311.3,,,,,,,
1066,07/20/21 04:00:00 PM,13089.0,,,35.486,,,,
1067,07/20/21 04:30:00 PM,14466.8,,,,,,,
1068,07/20/21 05:00:00 PM,26178.0,,,37.227,,,,
1069,07/20/21 05:30:00 PM,26178.0,,,,,,,
1070,07/20/21 06:00:00 PM,7577.8,,,30.067,,,,
1071,07/20/21 06:30:00 PM,6200.0,,,,,,,
1072,07/20/21 07:00:00 PM,3444.5,,,18.901,,,,
1073,07/20/21 07:30:00 PM,484.4,,,,,,,
1074,07/20/21 08:00:00 PM,10.8,,,14.753,,,,
1075,07/20/21 08:30:00 PM,0.0,,,,,,,
1076,07/20/21 09:00:00 PM,0.0,,,12.207,,,,
1077,07/20/21 09:30:00 PM,0.0,,,,,,,
1078,07/20/21 10:00:00 PM,0.0,,,12.159,,,,
1079,07/20/21 10:30:00 PM,0.0,,,,,,,
1080,07/20/21 11:00:00 PM,0.0,,,11.819,,,,
1081,07/20/21 11:30:00 PM,0.0,,,,,,,
1082,07/21/21 12:00:00 AM,0.0,44.089,6.471,10.992,,,,
1083,07/21/21 12:30:00 AM,0.0,,,,,,,
1084,07/21/21 01:00:00 AM,0.0,,,10.748,,,,
1085,07/21/21 01:30:00 AM,0.0,,,,,,,
1086,07/21/21 02:00:00 AM,0.0,,,10.112,,,,
1087,07/21/21 02:30:00 AM,0.0,,,,,,,
1088,07/21/21 03:00:00 AM,0.0,,,10.112,,,,
1089,07/21/21 03:30:00 AM,0.0,,,,,,,
1090,07/21/21 04:00:00 AM,0.0,,,9.224,,,,
1091,07/21/21 04:30:00 AM,0.0,,,,,,,
1092,07/21/21 05:00:00 AM,0.0,,,7.680,,,,
1093,07/21/21 05:30:00 AM,0.0,,,,,,,
1094,07/21/21 06:00:00 AM,183.0,,,6.572,,,,
1095,07/21/21 06:30:00 AM,581.3,,,,,,,
1096,07/21/21 07:00:00 AM,1248.6,,,11.045,,,,
1097,07/21/21 07:30:00 AM,12400.1,,,,,,,
1098,07/21/21 08:00:00 AM,11711.2,,,18.378,,,,
1099,07/21/21 08:30:00 AM,12400.1,,,,,,,
1100,07/21/21 09:00:00 AM,14466.8,,,24.363,,,,
1101,07/21/21 09:30:00 AM,12400.1,,,,,,,
1102,07/21/21 10:00:00 AM,15844.5,,,28.880,,,,
1103,07/21/21 10:30:00 AM,22044.6,,,,,,,
1104,07/21/21 11:00:00 AM,23422.4,,,38.432,,,,
1105,07/21/21 11:30:00 AM,28933.5,,,,,,,
1106,07/21/21 12:00:00 PM,34444.7,,,34.644,,,,
1107,07/21/21 12:30:00 PM,10677.8,,,,,,,
1108,07/21/21 01:00:00 PM,49600.3,,,35.012,,,,
1109,07/21/21 01:30:00 PM,46844.8,,,,,,,
1110,07/21/21 02:00:00 PM,23422.4,,,38.759,,,,
1111,07/21/21 02:30:00 PM,33066.9,,,,,,,
1112,07/21/21 03:00:00 PM,30311.3,,,41.503,,,,
1113,07/21/21 03:30:00 PM,30311.3,,,,,,,
1114,07/21/21 04:00:00 PM,37200.2,,,37.454,,,,
1115,07/21/21 04:30:00 PM,31689.1,,,,,,,
1116,07/21/21 05:00:00 PM,30311.3,,,37.498,,,,
1117,07/21/21 05:30:00 PM,16533.4,,,,,,,
1118,07/21/21 06:00:00 PM,4822.3,,,25.789,,,,
1119,07/21/21 06:30:00 PM,3100.0,,,,,,,
1120,07/21/21 07:00:00 PM,1636.1,,,20.234,,,,
1121,07/21/21 07:30:00 PM,968.8,,,,,,,
1122,07/21/21 08:00:00 PM,710.4,,,15.230,,,,
1123,07/21/21 08:30:00 PM,226.0,,,,,,,
1124,07/21/21 09:00:00 PM,0.0,,,12.545,,,,
1125,07/21/21 09:30:00 PM,0.0,,,,,,,
1126,07/21/21 10:00:00 PM,0.0,,,12.787,,,,
1127,07/21/21 10:30:00 PM,0.0,,,,,,,
1128,07/21/21 11:00:00 PM,0.0,,,12.207,,,,
1129,07/21/21 11:30:00 PM,0.0,,,,,,,
1130,07/22/21 12:00:00 AM,0.0,49.632,6.573,11.431,,,,
1131,07/22/21 12:30:00 AM,0.0,,,,,,,
1132,07/22/21 01:00:00 AM,0.0,,,10.405,,,,
1133,07/22/21 01:30:00 AM,0.0,,,,,,,
1134,07/22/21 02:00:00 AM,0.0,,,8.829,,,,
1135,07/22/21 02:30:00 AM,0.0,,,,,,,
1136,07/22/21 03:00:00 AM,0.0,,,8.481,,,,
1137,07/22/21 03:30:00 AM,0.0,,,,,,,
1138,07/22/21 04:00:00 AM,0.0,,,7.882,,,,
1139,07/22/21 04:30:00 AM,0.0,,,,,,,
1140,07/22/21 05:00:00 AM,0.0,,,6.826,,,,
1141,07/22/21 05:30:00 AM,0.0,,,,,,,
1142,07/22/21 06:00:00 AM,538.2,,,7.129,,,,
1143,07/22/21 06:30:00 AM,979.5,,,,,,,
1144,07/22/21 07:00:00 AM,1894.5,,,10.921,,,,
1145,07/22/21 07:30:00 AM,13089.0,,,,,,,
1146,07/22/21 08:00:00 AM,12400.1,,,19.235,,,,
1147,07/22/21 08:30:00 AM,13777.9,,,,,,,
1148,07/22/21 09:00:00 AM,16533.4,,,25.282,,,,
1149,07/22/21 09:30:00 AM,13777.9,,,,,,,
1150,07/22/21 10:00:00 AM,19289.0,,,31.279,,,,
1151,07/22/21 10:30:00 AM,21355.7,,,,,,,
1152,07/22/21 11:00:00 AM,24800.2,,,39.609,,,,
1153,07/22/21 11:30:00 AM,28933.5,,,,,,,
1154,07/22/21 12:00:00 PM,34444.7,,,46.983,,,,
1155,07/22/21 12:30:00 PM,42711.4,,,,,,,
1156,07/22/21 01:00:00 PM,7233.4,,,26.800,,,,
1157,07/22/21 01:30:00 PM,12400.1,,,,,,,
1158,07/22/21 02:00:00 PM,38578.0,,,44.707,,,,
1159,07/22/21 02:30:00 PM,24800.2,,,,,,,
1160,07/22/21 03:00:00 PM,4822.3,,,22.747,,,,
1161,07/22/21 03:30:00 PM,290.6,,,,,,,
