"Plot Title: Hobo#22-SN10793186"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10793186, SEN S/N: 10793186)","Avg: Hourly Temperature, °C (LGR S/N: 10793186)","Max: Daily Temperature, °C (LGR S/N: 10793186)","Min: Daily Temperature, °C (LGR S/N: 10793186)","Host Connected (LGR S/N: 10793186)","Coupler Attached (LGR S/N: 10793186)","Coupler Detached (LGR S/N: 10793186)","Stopped (LGR S/N: 10793186)","End Of File (LGR S/N: 10793186)"
1203,07/23/21 12:30:00 PM,10677.8,,,,,,,,
1204,07/23/21 01:00:00 PM,17222.3,42.017,,,,,,,
1205,07/23/21 01:30:00 PM,33066.9,,,,,,,,
1206,07/23/21 02:00:00 PM,10333.4,27.627,,,,,,,
1207,07/23/21 02:30:00 PM,2497.2,,,,,,,,
1208,07/23/21 03:00:00 PM,2497.2,16.713,,,,,,,
1209,07/23/21 03:30:00 PM,2497.2,,,,,,,,
1210,07/23/21 04:00:00 PM,7233.4,23.336,,,,,,,
1211,07/23/21 04:30:00 PM,13777.9,,,,,,,,
1212,07/23/21 05:00:00 PM,2669.5,20.764,,,,,,,
1213,07/23/21 05:30:00 PM,1184.0,,,,,,,,
1214,07/23/21 06:00:00 PM,871.9,16.093,,,,,,,
1215,07/23/21 06:30:00 PM,1377.8,,,,,,,,
1216,07/23/21 07:00:00 PM,1054.9,15.043,,,,,,,
1217,07/23/21 07:30:00 PM,592.0,,,,,,,,
1218,07/23/21 08:00:00 PM,301.4,13.557,,,,,,,
1219,07/23/21 08:30:00 PM,10.8,,,,,,,,
1220,07/23/21 09:00:00 PM,0.0,12.835,,,,,,,
1221,07/23/21 09:30:00 PM,0.0,,,,,,,,
1222,07/23/21 10:00:00 PM,0.0,12.401,,,,,,,
1223,07/23/21 10:30:00 PM,0.0,,,,,,,,
1224,07/23/21 11:00:00 PM,0.0,12.449,,,,,,,
1225,07/23/21 11:30:00 PM,0.0,,,,,,,,
1226,07/24/21 12:00:00 AM,0.0,11.479,40.185,6.573,,,,,
1227,07/24/21 12:30:00 AM,0.0,,,,,,,,
1228,07/24/21 01:00:00 AM,0.0,10.699,,,,,,,
1229,07/24/21 01:30:00 AM,0.0,,,,,,,,
1230,07/24/21 02:00:00 AM,0.0,9.867,,,,,,,
1231,07/24/21 02:30:00 AM,0.0,,,,,,,,
1232,07/24/21 03:00:00 AM,0.0,10.063,,,,,,,
1233,07/24/21 03:30:00 AM,0.0,,,,,,,,
1234,07/24/21 04:00:00 AM,0.0,9.420,,,,,,,
1235,07/24/21 04:30:00 AM,0.0,,,,,,,,
1236,07/24/21 05:00:00 AM,0.0,6.926,,,,,,,
1237,07/24/21 05:30:00 AM,0.0,,,,,,,,
1238,07/24/21 06:00:00 AM,107.6,7.580,,,,,,,
1239,07/24/21 06:30:00 AM,1345.5,,,,,,,,
1240,07/24/21 07:00:00 AM,1636.1,10.936,,,,,,,
1241,07/24/21 07:30:00 AM,4477.8,,,,,,,,
1242,07/24/21 08:00:00 AM,5338.9,16.046,,,,,,,
1243,07/24/21 08:30:00 AM,5166.7,,,,,,,,
1244,07/24/21 09:00:00 AM,37200.2,29.398,,,,,,,
1245,07/24/21 09:30:00 AM,37200.2,,,,,,,,
1246,07/24/21 10:00:00 AM,4305.6,23.392,,,,,,,
1247,07/24/21 10:30:00 AM,6200.0,,,,,,,,
1248,07/24/21 11:00:00 AM,5511.1,18.806,,,,,,,
1249,07/24/21 11:30:00 AM,12400.1,,,,,,,,
1250,07/24/21 12:00:00 PM,17911.2,35.410,,,,,,,
1251,07/24/21 12:30:00 PM,11711.2,,,,,,,,
1252,07/24/21 01:00:00 PM,28933.5,37.703,,,,,,,
1253,07/24/21 01:30:00 PM,13777.9,,,,,,,,
1254,07/24/21 02:00:00 PM,11022.3,24.889,,,,,,,
1255,07/24/21 02:30:00 PM,8611.2,,,,,,,,
1256,07/24/21 03:00:00 PM,13089.0,31.003,,,,,,,
1257,07/24/21 03:30:00 PM,23422.4,,,,,,,,
1258,07/24/21 04:00:00 PM,17911.2,33.074,,,,,,,
1259,07/24/21 04:30:00 PM,8611.2,,,,,,,,
1260,07/24/21 05:00:00 PM,11711.2,24.258,,,,,,,
1261,07/24/21 05:30:00 PM,7233.4,,,,,,,,
1262,07/24/21 06:00:00 PM,4477.8,20.952,,,,,,,
1263,07/24/21 06:30:00 PM,3272.2,,,,,,,,
1264,07/24/21 07:00:00 PM,1463.9,15.710,,,,,,,
1265,07/24/21 07:30:00 PM,710.4,,,,,,,,
1266,07/24/21 08:00:00 PM,398.3,13.076,,,,,,,
1267,07/24/21 08:30:00 PM,43.1,,,,,,,,
1268,07/24/21 09:00:00 PM,0.0,11.381,,,,,,,
1269,07/24/21 09:30:00 PM,0.0,,,,,,,,
1270,07/24/21 10:00:00 PM,0.0,9.518,,,,,,,
1271,07/24/21 10:30:00 PM,0.0,,,,,,,,
1272,07/24/21 11:00:00 PM,0.0,6.826,,,,,,,
1273,07/24/21 11:30:00 PM,0.0,,,,,,,,
1274,07/25/21 12:00:00 AM,0.0,7.781,53.757,6.064,,,,,
1275,07/25/21 12:30:00 AM,0.0,,,,,,,,
1276,07/25/21 01:00:00 AM,0.0,8.630,,,,,,,
1277,07/25/21 01:30:00 AM,0.0,,,,,,,,
1278,07/25/21 02:00:00 AM,0.0,8.482,,,,,,,
1279,07/25/21 02:30:00 AM,0.0,,,,,,,,
1280,07/25/21 03:00:00 AM,0.0,8.080,,,,,,,
1281,07/25/21 03:30:00 AM,0.0,,,,,,,,
1282,07/25/21 04:00:00 AM,0.0,6.470,,,,,,,
1283,07/25/21 04:30:00 AM,0.0,,,,,,,,
1284,07/25/21 05:00:00 AM,0.0,6.673,,,,,,,
1285,07/25/21 05:30:00 AM,0.0,,,,,,,,
1286,07/25/21 06:00:00 AM,64.6,6.471,,,,,,,
1287,07/25/21 06:30:00 AM,828.8,,,,,,,,
1288,07/25/21 07:00:00 AM,2411.1,10.810,,,,,,,
1289,07/25/21 07:30:00 AM,5511.1,,,,,,,,
1290,07/25/21 08:00:00 AM,7233.4,17.950,,,,,,,
1291,07/25/21 08:30:00 AM,7577.8,,,,,,,,
1292,07/25/21 09:00:00 AM,9644.5,22.338,,,,,,,
1293,07/25/21 09:30:00 AM,14466.8,,,,,,,,
1294,07/25/21 10:00:00 AM,17911.2,32.304,,,,,,,
1295,07/25/21 10:30:00 AM,44089.2,,,,,,,,
1296,07/25/21 11:00:00 AM,27555.7,42.883,,,,,,,
1297,07/25/21 11:30:00 AM,44089.2,,,,,,,,
1298,07/25/21 12:00:00 PM,38578.0,52.176,,,,,,,
1299,07/25/21 12:30:00 PM,12400.1,,,,,,,,
1300,07/25/21 01:00:00 PM,10677.8,29.892,,,,,,,
1301,07/25/21 01:30:00 PM,4650.0,,,,,,,,
1302,07/25/21 02:00:00 PM,1636.1,13.603,,,,,,,
1303,07/25/21 02:30:00 PM,2238.9,,,,,,,,
1304,07/25/21 03:00:00 PM,3100.0,13.941,,,,,,,
1305,07/25/21 03:30:00 PM,4477.8,,,,,,,,
1306,07/25/21 04:00:00 PM,4994.5,15.473,,,,,,,
1307,07/25/21 04:30:00 PM,6544.5,,,,,,,,
1308,07/25/21 05:00:00 PM,6200.0,17.522,,,,,,,
1309,07/25/21 05:30:00 PM,4994.5,,,,,,,,
1310,07/25/21 06:00:00 PM,5166.7,17.046,,,,,,,
1311,07/25/21 06:30:00 PM,3272.2,,,,,,,,
1312,07/25/21 07:00:00 PM,2066.7,14.564,,,,,,,
1313,07/25/21 07:30:00 PM,775.0,,,,,,,,
1314,07/25/21 08:00:00 PM,183.0,12.739,,,,,,,
1315,07/25/21 08:30:00 PM,0.0,,,,,,,,
1316,07/25/21 09:00:00 PM,0.0,11.819,,,,,,,
1317,07/25/21 09:30:00 PM,0.0,,,,,,,,
1318,07/25/21 10:00:00 PM,0.0,11.138,,,,,,,
1319,07/25/21 10:30:00 PM,0.0,,,,,,,,
1320,07/25/21 11:00:00 PM,0.0,10.651,,,,,,,
1321,07/25/21 11:30:00 PM,0.0,,,,,,,,
1322,07/26/21 12:00:00 AM,0.0,10.259,46.083,3.261,,,,,
1323,07/26/21 12:30:00 AM,0.0,,,,,,,,
1324,07/26/21 01:00:00 AM,0.0,9.768,,,,,,,
1325,07/26/21 01:30:00 AM,0.0,,,,,,,,
1326,07/26/21 02:00:00 AM,0.0,8.928,,,,,,,
1327,07/26/21 02:30:00 AM,0.0,,,,,,,,
1328,07/26/21 03:00:00 AM,0.0,7.228,,,,,,,
1329,07/26/21 03:30:00 AM,0.0,,,,,,,,
1330,07/26/21 04:00:00 AM,0.0,4.465,,,,,,,
1331,07/26/21 04:30:00 AM,0.0,,,,,,,,
1332,07/26/21 05:00:00 AM,0.0,3.314,,,,,,,
1333,07/26/21 05:30:00 AM,0.0,,,,,,,,
1334,07/26/21 06:00:00 AM,96.9,3.893,,,,,,,
1335,07/26/21 06:30:00 AM,742.7,,,,,,,,
1336,07/26/21 07:00:00 AM,1463.9,7.996,,,,,,,
1337,07/26/21 07:30:00 AM,15844.5,,,,,,,,
1338,07/26/21 08:00:00 AM,20666.8,18.569,,,,,,,
1339,07/26/21 08:30:00 AM,26178.0,,,,,,,,
1340,07/26/21 09:00:00 AM,28933.5,26.742,,,,,,,
1341,07/26/21 09:30:00 AM,34444.7,,,,,,,,
1342,07/26/21 10:00:00 AM,34444.7,35.989,,,,,,,
1343,07/26/21 10:30:00 AM,34444.7,,,,,,,,
1344,07/26/21 11:00:00 AM,33066.9,39.502,,,,,,,
1345,07/26/21 11:30:00 AM,31689.1,,,,,,,,
1346,07/26/21 12:00:00 PM,31689.1,44.721,,,,,,,
1347,07/26/21 12:30:00 PM,28933.5,,,,,,,,
1348,07/26/21 01:00:00 PM,27555.7,43.947,,,,,,,
1349,07/26/21 01:30:00 PM,30311.3,,,,,,,,
1350,07/26/21 02:00:00 PM,7577.8,27.095,,,,,,,
1351,07/26/21 02:30:00 PM,8266.7,,,,,,,,
1352,07/26/21 03:00:00 PM,13777.9,30.812,,,,,,,
1353,07/26/21 03:30:00 PM,9644.5,,,,,,,,
1354,07/26/21 04:00:00 PM,3616.7,20.832,,,,,,,
1355,07/26/21 04:30:00 PM,3272.2,,,,,,,,
1356,07/26/21 05:00:00 PM,3616.7,16.045,,,,,,,
1357,07/26/21 05:30:00 PM,2066.7,,,,,,,,
1358,07/26/21 06:00:00 PM,764.2,12.593,,,,,,,
1359,07/26/21 06:30:00 PM,592.0,,,,,,,,
1360,07/26/21 07:00:00 PM,785.8,12.159,,,,,,,
1361,07/26/21 07:30:00 PM,258.3,,,,,,,,
1362,07/26/21 08:00:00 PM,183.0,11.625,,,,,,,
1363,07/26/21 08:30:00 PM,0.0,,,,,,,,
1364,07/26/21 09:00:00 PM,0.0,10.895,,,,,,,
1365,07/26/21 09:30:00 PM,0.0,,,,,,,,
1366,07/26/21 10:00:00 PM,0.0,10.259,,,,,,,
1367,07/26/21 10:30:00 PM,0.0,,,,,,,,
1368,07/26/21 11:00:00 PM,0.0,9.472,,,,,,,
1369,07/26/21 11:30:00 PM,0.0,,,,,,,,
1370,07/27/21 12:00:00 AM,0.0,9.126,49.496,4.519,,,,,
1371,07/27/21 12:30:00 AM,0.0,,,,,,,,
1372,07/27/21 01:00:00 AM,0.0,7.731,,,,,,,
1373,07/27/21 01:30:00 AM,0.0,,,,,,,,
1374,07/27/21 02:00:00 AM,0.0,6.877,,,,,,,
1375,07/27/21 02:30:00 AM,0.0,,,,,,,,
1376,07/27/21 03:00:00 AM,0.0,6.012,,,,,,,
1377,07/27/21 03:30:00 AM,0.0,,,,,,,,
1378,07/27/21 04:00:00 AM,0.0,5.808,,,,,,,
1379,07/27/21 04:30:00 AM,0.0,,,,,,,,
1380,07/27/21 05:00:00 AM,0.0,5.192,,,,,,,
1381,07/27/21 05:30:00 AM,0.0,,,,,,,,
1382,07/27/21 06:00:00 AM,247.6,4.881,,,,,,,
1383,07/27/21 06:30:00 AM,979.5,,,,,,,,
1384,07/27/21 07:00:00 AM,1722.2,10.051,,,,,,,
1385,07/27/21 07:30:00 AM,16533.4,,,,,,,,
1386,07/27/21 08:00:00 AM,22044.6,23.644,,,,,,,
1387,07/27/21 08:30:00 AM,28933.5,,,,,,,,
1388,07/27/21 09:00:00 AM,30311.3,32.688,,,,,,,
1389,07/27/21 09:30:00 AM,35822.5,,,,,,,,
1390,07/27/21 10:00:00 AM,35822.5,41.190,,,,,,,
1391,07/27/21 10:30:00 AM,38578.0,,,,,,,,
1392,07/27/21 11:00:00 AM,38578.0,46.538,,,,,,,
1393,07/27/21 11:30:00 AM,34444.7,,,,,,,,
1394,07/27/21 12:00:00 PM,33066.9,48.694,,,,,,,
1395,07/27/21 12:30:00 PM,30311.3,,,,,,,,
1396,07/27/21 01:00:00 PM,6544.5,35.722,,,,,,,
1397,07/27/21 01:30:00 PM,10333.4,,,,,,,,
1398,07/27/21 02:00:00 PM,6544.5,33.774,,,,,,,
1399,07/27/21 02:30:00 PM,10677.8,,,,,,,,
1400,07/27/21 03:00:00 PM,6544.5,31.984,,,,,,,
1401,07/27/21 03:30:00 PM,10333.4,,,,,,,,
1402,07/27/21 04:00:00 PM,21355.7,31.458,,,,,,,
1403,07/27/21 04:30:00 PM,5511.1,,,,,,,,
1404,07/27/21 05:00:00 PM,17222.3,27.321,,,,,,,
1405,07/27/21 05:30:00 PM,3616.7,,,,,,,,
1406,07/27/21 06:00:00 PM,2583.4,21.282,,,,,,,
1407,07/27/21 06:30:00 PM,3100.0,,,,,,,,
1408,07/27/21 07:00:00 PM,1722.2,18.569,,,,,,,
1409,07/27/21 07:30:00 PM,258.3,,,,,,,,
1410,07/27/21 08:00:00 PM,139.9,11.383,,,,,,,
1411,07/27/21 08:30:00 PM,0.0,,,,,,,,
1412,07/27/21 09:00:00 PM,0.0,10.307,,,,,,,
1413,07/27/21 09:30:00 PM,0.0,,,,,,,,
1414,07/27/21 10:00:00 PM,0.0,9.422,,,,,,,
1415,07/27/21 10:30:00 PM,0.0,,,,,,,,
1416,07/27/21 11:00:00 PM,0.0,9.077,,,,,,,
1417,07/27/21 11:30:00 PM,0.0,,,,,,,,
1418,07/28/21 12:00:00 AM,0.0,9.373,50.042,5.347,,,,,
1419,07/28/21 12:30:00 AM,0.0,,,,,,,,
1420,07/28/21 01:00:00 AM,0.0,7.630,,,,,,,
1421,07/28/21 01:30:00 AM,0.0,,,,,,,,
1422,07/28/21 02:00:00 AM,0.0,7.129,,,,,,,
1423,07/28/21 02:30:00 AM,0.0,,,,,,,,
1424,07/28/21 03:00:00 AM,0.0,6.623,,,,,,,
1425,07/28/21 03:30:00 AM,0.0,,,,,,,,
1426,07/28/21 04:00:00 AM,0.0,6.268,,,,,,,
1427,07/28/21 04:30:00 AM,0.0,,,,,,,,
1428,07/28/21 05:00:00 AM,0.0,6.319,,,,,,,
1429,07/28/21 05:30:00 AM,0.0,,,,,,,,
1430,07/28/21 06:00:00 AM,107.6,5.501,,,,,,,
1431,07/28/21 06:30:00 AM,785.8,,,,,,,,
1432,07/28/21 07:00:00 AM,1463.9,11.217,,,,,,,
1433,07/28/21 07:30:00 AM,16533.4,,,,,,,,
1434,07/28/21 08:00:00 AM,21355.7,24.319,,,,,,,
1435,07/28/21 08:30:00 AM,28933.5,,,,,,,,
1436,07/28/21 09:00:00 AM,28933.5,32.884,,,,,,,
1437,07/28/21 09:30:00 AM,34444.7,,,,,,,,
1438,07/28/21 10:00:00 AM,35822.5,40.016,,,,,,,
1439,07/28/21 10:30:00 AM,37200.2,,,,,,,,
1440,07/28/21 11:00:00 AM,34444.7,46.740,,,,,,,
1441,07/28/21 11:30:00 AM,34444.7,,,,,,,,
1442,07/28/21 12:00:00 PM,33066.9,48.770,,,,,,,
1443,07/28/21 12:30:00 PM,30311.3,,,,,,,,
1444,07/28/21 01:00:00 PM,7577.8,42.942,,,,,,,
1445,07/28/21 01:30:00 PM,8611.2,,,,,,,,
1446,07/28/21 02:00:00 PM,26178.0,44.779,,,,,,,
1447,07/28/21 02:30:00 PM,6200.0,,,,,,,,
1448,07/28/21 03:00:00 PM,312.2,14.323,,,,,,,
1449,07/28/21 03:30:00 PM,1291.7,,,,,,,,
1450,07/28/21 04:00:00 PM,1550.0,14.613,,,,,,,
1451,07/28/21 04:30:00 PM,2497.2,,,,,,,,
1452,07/28/21 05:00:00 PM,2927.8,15.807,,,,,,,
1453,07/28/21 05:30:00 PM,3100.0,,,,,,,,
1454,07/28/21 06:00:00 PM,2152.8,15.902,,,,,,,
1455,07/28/21 06:30:00 PM,1722.2,,,,,,,,
1456,07/28/21 07:00:00 PM,559.7,14.516,,,,,,,
1457,07/28/21 07:30:00 PM,183.0,,,,,,,,
1458,07/28/21 08:00:00 PM,32.3,13.124,,,,,,,
1459,07/28/21 08:30:00 PM,0.0,,,,,,,,
1460,07/28/21 09:00:00 PM,0.0,12.255,,,,,,,
1461,07/28/21 09:30:00 PM,0.0,,,,,,,,
1462,07/28/21 10:00:00 PM,0.0,10.846,,,,,,,
1463,07/28/21 10:30:00 PM,0.0,,,,,,,,
1464,07/28/21 11:00:00 PM,0.0,10.797,,,,,,,
1465,07/28/21 11:30:00 PM,0.0,,,,,,,,
1466,07/29/21 12:00:00 AM,0.0,10.356,49.632,5.347,,,,,
1467,07/29/21 12:30:00 AM,0.0,,,,,,,,
1468,07/29/21 01:00:00 AM,0.0,9.620,,,,,,,
1469,07/29/21 01:30:00 AM,0.0,,,,,,,,
1470,07/29/21 02:00:00 AM,0.0,8.928,,,,,,,
1471,07/29/21 02:30:00 AM,0.0,,,,,,,,
1472,07/29/21 03:00:00 AM,0.0,7.581,,,,,,,
1473,07/29/21 03:30:00 AM,0.0,,,,,,,,
1474,07/29/21 04:00:00 AM,0.0,6.623,,,,,,,
1475,07/29/21 04:30:00 AM,0.0,,,,,,,,
1476,07/29/21 05:00:00 AM,0.0,5.808,,,,,,,
1477,07/29/21 05:30:00 AM,0.0,,,,,,,,
1478,07/29/21 06:00:00 AM,247.6,5.960,,,,,,,
1479,07/29/21 06:30:00 AM,1065.6,,,,,,,,
1480,07/29/21 07:00:00 AM,2325.0,10.096,,,,,,,
1481,07/29/21 07:30:00 AM,9644.5,,,,,,,,
1482,07/29/21 08:00:00 AM,17911.2,20.668,,,,,,,
1483,07/29/21 08:30:00 AM,22044.6,,,,,,,,
1484,07/29/21 09:00:00 AM,18600.1,30.406,,,,,,,
1485,07/29/21 09:30:00 AM,35822.5,,,,,,,,
1486,07/29/21 10:00:00 AM,37200.2,40.442,,,,,,,
1487,07/29/21 10:30:00 AM,38578.0,,,,,,,,
1488,07/29/21 11:00:00 AM,35822.5,46.215,,,,,,,
1489,07/29/21 11:30:00 AM,35822.5,,,,,,,,
1490,07/29/21 12:00:00 PM,33066.9,48.828,,,,,,,
1491,07/29/21 12:30:00 PM,31689.1,,,,,,,,
1492,07/29/21 01:00:00 PM,4477.8,48.489,,,,,,,
1493,07/29/21 01:30:00 PM,24800.2,,,,,,,,
1494,07/29/21 02:00:00 PM,6200.0,40.697,,,,,,,
1495,07/29/21 02:30:00 PM,24800.2,,,,,,,,
1496,07/29/21 03:00:00 PM,8266.7,29.904,,,,,,,
1497,07/29/21 03:30:00 PM,8611.2,,,,,,,,
1498,07/29/21 04:00:00 PM,13089.0,31.577,,,,,,,
1499,07/29/21 04:30:00 PM,12400.1,,,,,,,,
1500,07/29/21 05:00:00 PM,11022.3,30.508,,,,,,,
1501,07/29/21 05:30:00 PM,7233.4,,,,,,,,
1502,07/29/21 06:00:00 PM,635.1,17.328,,,,,,,
1503,07/29/21 06:30:00 PM,193.8,,,,,,,,
1504,07/29/21 07:00:00 PM,269.1,13.606,,,,,,,
1505,07/29/21 07:30:00 PM,226.0,,,,,,,,
1506,07/29/21 08:00:00 PM,161.5,13.028,,,,,,,
1507,07/29/21 08:30:00 PM,0.0,,,,,,,,
1508,07/29/21 09:00:00 PM,0.0,12.593,,,,,,,
1509,07/29/21 09:30:00 PM,0.0,,,,,,,,
1510,07/29/21 10:00:00 PM,0.0,11.819,,,,,,,
1511,07/29/21 10:30:00 PM,0.0,,,,,,,,
1512,07/29/21 11:00:00 PM,0.0,12.110,,,,,,,
1513,07/29/21 11:30:00 PM,0.0,,,,,,,,
1514,07/30/21 12:00:00 AM,0.0,11.625,45.956,7.782,,,,,
1515,07/30/21 12:30:00 AM,0.0,,,,,,,,
1516,07/30/21 01:00:00 AM,0.0,11.528,,,,,,,
1517,07/30/21 01:30:00 AM,0.0,,,,,,,,
1518,07/30/21 02:00:00 AM,0.0,11.188,,,,,,,
1519,07/30/21 02:30:00 AM,0.0,,,,,,,,
1520,07/30/21 03:00:00 AM,0.0,9.620,,,,,,,
1521,07/30/21 03:30:00 AM,0.0,,,,,,,,
1522,07/30/21 04:00:00 AM,0.0,10.308,,,,,,,
1523,07/30/21 04:30:00 AM,0.0,,,,,,,,
1524,07/30/21 05:00:00 AM,0.0,9.716,,,,,,,
1525,07/30/21 05:30:00 AM,0.0,,,,,,,,
1526,07/30/21 06:00:00 AM,21.5,8.082,,,,,,,
1527,07/30/21 06:30:00 AM,516.7,,,,,,,,
1528,07/30/21 07:00:00 AM,979.5,12.542,,,,,,,
1529,07/30/21 07:30:00 AM,14466.8,,,,,,,,
1530,07/30/21 08:00:00 AM,19289.0,24.224,,,,,,,
1531,07/30/21 08:30:00 AM,27555.7,,,,,,,,
1532,07/30/21 09:00:00 AM,28933.5,32.725,,,,,,,
1533,07/30/21 09:30:00 AM,37200.2,,,,,,,,
1534,07/30/21 10:00:00 AM,38578.0,41.423,,,,,,,
1535,07/30/21 10:30:00 AM,38578.0,,,,,,,,
1536,07/30/21 11:00:00 AM,38578.0,43.070,,,,,,,
1537,07/30/21 11:30:00 AM,5166.7,,,,,,,,
1538,07/30/21 12:00:00 PM,5166.7,30.117,,,,,,,
1539,07/30/21 12:30:00 PM,7233.4,,,,,,,,
1540,07/30/21 01:00:00 PM,5511.1,28.563,,,,,,,
1541,07/30/21 01:30:00 PM,7233.4,,,,,,,,
1542,07/30/21 02:00:00 PM,5511.1,34.605,,,,,,,
1543,07/30/21 02:30:00 PM,23422.4,,,,,,,,
1544,07/30/21 03:00:00 PM,24800.2,44.521,,,,,,,
1545,07/30/21 03:30:00 PM,24800.2,,,,,,,,
1546,07/30/21 04:00:00 PM,24800.2,33.984,,,,,,,
1547,07/30/21 04:30:00 PM,1808.3,,,,,,,,
1548,07/30/21 05:00:00 PM,290.6,13.459,,,,,,,
1549,07/30/21 05:30:00 PM,236.8,,,,,,,,
1550,07/30/21 06:00:00 PM,430.6,11.528,,,,,,,
1551,07/30/21 06:30:00 PM,419.8,,,,,,,,
1552,07/30/21 07:00:00 PM,613.5,11.285,,,,,,,
1553,07/30/21 07:30:00 PM,183.0,,,,,,,,
1554,07/30/21 08:00:00 PM,129.2,10.160,,,,,,,
1555,07/30/21 08:30:00 PM,0.0,,,,,,,,
1556,07/30/21 09:00:00 PM,0.0,9.422,,,,,,,
1557,07/30/21 09:30:00 PM,0.0,,,,,,,,
1558,07/30/21 10:00:00 PM,0.0,10.014,,,,,,,
1559,07/30/21 10:30:00 PM,0.0,,,,,,,,
1560,07/30/21 11:00:00 PM,0.0,9.570,,,,,,,
1561,07/30/21 11:30:00 PM,0.0,,,,,,,,
1562,07/31/21 12:00:00 AM,0.0,9.915,46.722,4.311,,,,,
1563,07/31/21 12:30:00 AM,0.0,,,,,,,,
1564,07/31/21 01:00:00 AM,0.0,9.521,,,,,,,
1565,07/31/21 01:30:00 AM,0.0,,,,,,,,
1566,07/31/21 02:00:00 AM,0.0,8.878,,,,,,,
1567,07/31/21 02:30:00 AM,0.0,,,,,,,,
1568,07/31/21 03:00:00 AM,0.0,7.127,,,,,,,
1569,07/31/21 03:30:00 AM,0.0,,,,,,,,
1570,07/31/21 04:00:00 AM,0.0,6.724,,,,,,,
1571,07/31/21 04:30:00 AM,0.0,,,,,,,,
1572,07/31/21 05:00:00 AM,0.0,6.061,,,,,,,
1573,07/31/21 05:30:00 AM,0.0,,,,,,,,
1574,07/31/21 06:00:00 AM,21.5,4.880,,,,,,,
1575,07/31/21 06:30:00 AM,839.6,,,,,,,,
1576,07/31/21 07:00:00 AM,2238.9,10.651,,,,,,,
1577,07/31/21 07:30:00 AM,14466.8,,,,,,,,
1578,07/31/21 08:00:00 AM,20666.8,21.432,,,,,,,
1579,07/31/21 08:30:00 AM,26178.0,,,,,,,,
1580,07/31/21 09:00:00 AM,24800.2,30.389,,,,,,,
1581,07/31/21 09:30:00 AM,37200.2,,,,,,,,
1582,07/31/21 10:00:00 AM,19977.9,37.910,,,,,,,
1583,07/31/21 10:30:00 AM,34444.7,,,,,,,,
1584,07/31/21 11:00:00 AM,38578.0,39.259,,,,,,,
1585,07/31/21 11:30:00 AM,5511.1,,,,,,,,
1586,07/31/21 12:00:00 PM,35822.5,39.250,,,,,,,
1587,07/31/21 12:30:00 PM,37200.2,,,,,,,,
1588,07/31/21 01:00:00 PM,26178.0,41.991,,,,,,,
1589,07/31/21 01:30:00 PM,30311.3,,,,,,,,
1590,07/31/21 02:00:00 PM,14466.8,39.284,,,,,,,
1591,07/31/21 02:30:00 PM,23422.4,,,,,,,,
1592,07/31/21 03:00:00 PM,11022.3,26.951,,,,,,,
1593,07/31/21 03:30:00 PM,4305.6,,,,,,,,
1594,07/31/21 04:00:00 PM,355.2,11.673,,,,,,,
1595,07/31/21 04:30:00 PM,215.3,,,,,,,,
1596,07/31/21 05:00:00 PM,215.3,11.528,,,,,,,
1597,07/31/21 05:30:00 PM,312.2,,,,,,,,
1598,07/31/21 06:00:00 PM,807.3,12.109,,,,,,,
1599,07/31/21 06:30:00 PM,1087.2,,,,,,,,
1600,07/31/21 07:00:00 PM,1141.0,12.448,,,,,,,
1601,07/31/21 07:30:00 PM,764.2,,,,,,,,
1602,07/31/21 08:00:00 PM,161.5,11.430,,,,,,,
1603,07/31/21 08:30:00 PM,0.0,,,,,,,,
1604,07/31/21 09:00:00 PM,0.0,10.455,,,,,,,
1605,07/31/21 09:30:00 PM,0.0,,,,,,,,
1606,07/31/21 10:00:00 PM,0.0,9.718,,,,,,,
1607,07/31/21 10:30:00 PM,0.0,,,,,,,,
1608,07/31/21 11:00:00 PM,0.0,10.063,,,,,,,
1609,07/31/21 11:30:00 PM,0.0,,,,,,,,
1610,08/01/21 12:00:00 AM,0.0,9.866,44.211,7.481,,,,,
1611,08/01/21 12:30:00 AM,0.0,,,,,,,,
1612,08/01/21 01:00:00 AM,0.0,7.631,,,,,,,
1613,08/01/21 01:30:00 AM,0.0,,,,,,,,
1614,08/01/21 02:00:00 AM,0.0,9.225,,,,,,,
1615,08/01/21 02:30:00 AM,0.0,,,,,,,,
1616,08/01/21 03:00:00 AM,0.0,9.669,,,,,,,
1617,08/01/21 03:30:00 AM,0.0,,,,,,,,
1618,08/01/21 04:00:00 AM,0.0,9.422,,,,,,,
1619,08/01/21 04:30:00 AM,0.0,,,,,,,,
1620,08/01/21 05:00:00 AM,0.0,9.422,,,,,,,
1621,08/01/21 05:30:00 AM,0.0,,,,,,,,
1622,08/01/21 06:00:00 AM,21.5,9.521,,,,,,,
1623,08/01/21 06:30:00 AM,312.2,,,,,,,,
1624,08/01/21 07:00:00 AM,979.5,11.184,,,,,,,
1625,08/01/21 07:30:00 AM,1980.6,,,,,,,,
1626,08/01/21 08:00:00 AM,2927.8,14.180,,,,,,,
1627,08/01/21 08:30:00 AM,3961.1,,,,,,,,
1628,08/01/21 09:00:00 AM,7577.8,17.188,,,,,,,
1629,08/01/21 09:30:00 AM,7577.8,,,,,,,,
1630,08/01/21 10:00:00 AM,8266.7,19.377,,,,,,,
