"Plot Title: Hobo#19"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10542012, SEN S/N: 10542012)","Avg: Hourly Temperature, °C (LGR S/N: 10542012)","Max: Daily Temperature, °C (LGR S/N: 10542012)","Min: Daily Temperature, °C (LGR S/N: 10542012)","Coupler Attached (LGR S/N: 10542012)","Host Connected (LGR S/N: 10542012)","Stopped (LGR S/N: 10542012)","End Of File (LGR S/N: 10542012)"
1,06/28/21 12:00:00 AM,,,35.328,4.623,,,,
2,06/28/21 12:00:00 PM,12400.1,30.908,,,,,,
3,06/28/21 12:30:00 PM,12400.1,,,,,,,
4,06/28/21 01:00:00 PM,11022.3,30.537,,,,,,
5,06/28/21 01:30:00 PM,12400.1,,,,,,,
6,06/28/21 02:00:00 PM,16533.4,22.577,,,,,,
7,06/28/21 02:30:00 PM,7577.8,,,,,,,
8,06/28/21 03:00:00 PM,9644.5,24.801,,,,,,
9,06/28/21 03:30:00 PM,7233.4,,,,,,,
10,06/28/21 04:00:00 PM,2238.9,14.896,,,,,,
11,06/28/21 04:30:00 PM,1463.9,,,,,,,
12,06/28/21 05:00:00 PM,462.9,10.210,,,,,,
13,06/28/21 05:30:00 PM,775.0,,,,,,,
14,06/28/21 06:00:00 PM,731.9,10.014,,,,,,
15,06/28/21 06:30:00 PM,1248.6,,,,,,,
16,06/28/21 07:00:00 PM,1463.9,10.406,,,,,,
17,06/28/21 07:30:00 PM,1302.4,,,,,,,
18,06/28/21 08:00:00 PM,1377.8,9.816,,,,,,
19,06/28/21 08:30:00 PM,333.7,,,,,,,
20,06/28/21 09:00:00 PM,0.0,6.873,,,,,,
21,06/28/21 09:30:00 PM,0.0,,,,,,,
22,06/28/21 10:00:00 PM,0.0,4.985,,,,,,
23,06/28/21 10:30:00 PM,0.0,,,,,,,
24,06/28/21 11:00:00 PM,0.0,4.727,,,,,,
25,06/28/21 11:30:00 PM,0.0,,,,,,,
26,06/29/21 12:00:00 AM,0.0,6.217,49.090,6.166,,,,
27,06/29/21 12:30:00 AM,0.0,,,,,,,
28,06/29/21 01:00:00 AM,0.0,6.420,,,,,,
29,06/29/21 01:30:00 AM,0.0,,,,,,,
30,06/29/21 02:00:00 AM,0.0,6.319,,,,,,
31,06/29/21 02:30:00 AM,0.0,,,,,,,
32,06/29/21 03:00:00 AM,0.0,6.572,,,,,,
33,06/29/21 03:30:00 AM,0.0,,,,,,,
34,06/29/21 04:00:00 AM,0.0,6.623,,,,,,
35,06/29/21 04:30:00 AM,0.0,,,,,,,
36,06/29/21 05:00:00 AM,0.0,6.420,,,,,,
37,06/29/21 05:30:00 AM,0.0,,,,,,,
38,06/29/21 06:00:00 AM,150.7,7.027,,,,,,
39,06/29/21 06:30:00 AM,635.1,,,,,,,
40,06/29/21 07:00:00 AM,2927.8,9.909,,,,,,
41,06/29/21 07:30:00 AM,4305.6,,,,,,,
42,06/29/21 08:00:00 AM,6544.5,14.991,,,,,,
43,06/29/21 08:30:00 AM,8611.2,,,,,,,
44,06/29/21 09:00:00 AM,9300.1,17.522,,,,,,
45,06/29/21 09:30:00 AM,8266.7,,,,,,,
46,06/29/21 10:00:00 AM,8266.7,18.331,,,,,,
47,06/29/21 10:30:00 AM,13089.0,,,,,,,
48,06/29/21 11:00:00 AM,15844.5,25.377,,,,,,
49,06/29/21 11:30:00 AM,35822.5,,,,,,,
50,06/29/21 12:00:00 PM,30311.3,40.954,,,,,,
51,06/29/21 12:30:00 PM,34444.7,,,,,,,
52,06/29/21 01:00:00 PM,24800.2,41.416,,,,,,
53,06/29/21 01:30:00 PM,17222.3,,,,,,,
54,06/29/21 02:00:00 PM,19289.0,36.310,,,,,,
55,06/29/21 02:30:00 PM,26178.0,,,,,,,
56,06/29/21 03:00:00 PM,21355.7,21.587,,,,,,
57,06/29/21 03:30:00 PM,5338.9,,,,,,,
58,06/29/21 04:00:00 PM,10333.4,20.714,,,,,,
59,06/29/21 04:30:00 PM,6544.5,,,,,,,
60,06/29/21 05:00:00 PM,8266.7,20.853,,,,,,
61,06/29/21 05:30:00 PM,5511.1,,,,,,,
62,06/29/21 06:00:00 PM,4305.6,17.665,,,,,,
63,06/29/21 06:30:00 PM,5166.7,,,,,,,
64,06/29/21 07:00:00 PM,1141.0,12.108,,,,,,
65,06/29/21 07:30:00 PM,172.2,,,,,,,
66,06/29/21 08:00:00 PM,75.3,9.225,,,,,,
67,06/29/21 08:30:00 PM,32.3,,,,,,,
68,06/29/21 09:00:00 PM,0.0,7.832,,,,,,
69,06/29/21 09:30:00 PM,0.0,,,,,,,
70,06/29/21 10:00:00 PM,0.0,7.531,,,,,,
71,06/29/21 10:30:00 PM,0.0,,,,,,,
72,06/29/21 11:00:00 PM,0.0,7.932,,,,,,
73,06/29/21 11:30:00 PM,0.0,,,,,,,
74,06/30/21 12:00:00 AM,0.0,7.932,39.957,2.943,,,,
75,06/30/21 12:30:00 AM,0.0,,,,,,,
76,06/30/21 01:00:00 AM,0.0,7.481,,,,,,
77,06/30/21 01:30:00 AM,0.0,,,,,,,
