"Plot Title: Hobo #28"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10793180, SEN S/N: 10793180)","Avg: Hourly Temperature, °C (LGR S/N: 10793180)","Max: Daily Temperature, °C (LGR S/N: 10793180)","Min: Daily Temperature, °C (LGR S/N: 10793180)","Bad Battery (LGR S/N: 10793180)","Host Connected (LGR S/N: 10793180)","Coupler Attached (LGR S/N: 10793180)","Stopped (LGR S/N: 10793180)","End Of File (LGR S/N: 10793180)"
951,07/21/21 08:30:00 AM,3100.0,,,,,,,,
952,07/21/21 09:00:00 AM,4305.6,19.616,,,,,,,
953,07/21/21 09:30:00 AM,4305.6,,,,,,,,
954,07/21/21 10:00:00 AM,5511.1,26.304,,,,,,,
955,07/21/21 10:30:00 AM,6544.5,,,,,,,,
956,07/21/21 11:00:00 AM,7577.8,35.295,,,,,,,
957,07/21/21 11:30:00 AM,6200.0,,,,,,,,
958,07/21/21 12:00:00 PM,4133.4,41.284,,,,,,,
959,07/21/21 12:30:00 PM,13089.0,,,,,,,,
960,07/21/21 01:00:00 PM,20666.8,36.966,,,,,,,
961,07/21/21 01:30:00 PM,2152.8,,,,,,,,
962,07/21/21 02:00:00 PM,19289.0,37.139,,,,,,,
963,07/21/21 02:30:00 PM,8266.7,,,,,,,,
964,07/21/21 03:00:00 PM,10677.8,40.947,,,,,,,
965,07/21/21 03:30:00 PM,9300.1,,,,,,,,
966,07/21/21 04:00:00 PM,2238.9,29.647,,,,,,,
967,07/21/21 04:30:00 PM,2152.8,,,,,,,,
968,07/21/21 05:00:00 PM,4477.8,28.802,,,,,,,
969,07/21/21 05:30:00 PM,1345.5,,,,,,,,
970,07/21/21 06:00:00 PM,1216.3,22.478,,,,,,,
971,07/21/21 06:30:00 PM,1022.6,,,,,,,,
972,07/21/21 07:00:00 PM,236.8,18.759,,,,,,,
973,07/21/21 07:30:00 PM,204.5,,,,,,,,
974,07/21/21 08:00:00 PM,183.0,14.608,,,,,,,
975,07/21/21 08:30:00 PM,129.2,,,,,,,,
976,07/21/21 09:00:00 PM,0.0,12.352,,,,,,,
977,07/21/21 09:30:00 PM,0.0,,,,,,,,
978,07/21/21 10:00:00 PM,0.0,12.400,,,,,,,
979,07/21/21 10:30:00 PM,0.0,,,,,,,,
980,07/21/21 11:00:00 PM,0.0,11.673,,,,,,,
981,07/21/21 11:30:00 PM,0.0,,,,,,,,
982,07/22/21 12:00:00 AM,0.0,11.333,43.601,6.370,,,,,
983,07/22/21 12:30:00 AM,0.0,,,,,,,,
984,07/22/21 01:00:00 AM,0.0,10.601,,,,,,,
985,07/22/21 01:30:00 AM,0.0,,,,,,,,
986,07/22/21 02:00:00 AM,0.0,9.472,,,,,,,
987,07/22/21 02:30:00 AM,0.0,,,,,,,,
988,07/22/21 03:00:00 AM,0.0,8.332,,,,,,,
989,07/22/21 03:30:00 AM,0.0,,,,,,,,
990,07/22/21 04:00:00 AM,0.0,7.581,,,,,,,
991,07/22/21 04:30:00 AM,0.0,,,,,,,,
992,07/22/21 05:00:00 AM,0.0,6.623,,,,,,,
993,07/22/21 05:30:00 AM,0.0,,,,,,,,
994,07/22/21 06:00:00 AM,183.0,6.926,,,,,,,
995,07/22/21 06:30:00 AM,269.1,,,,,,,,
996,07/22/21 07:00:00 AM,387.5,8.576,,,,,,,
997,07/22/21 07:30:00 AM,2583.4,,,,,,,,
998,07/22/21 08:00:00 AM,3616.7,16.427,,,,,,,
999,07/22/21 08:30:00 AM,4305.6,,,,,,,,
1000,07/22/21 09:00:00 AM,4650.0,20.806,,,,,,,
1001,07/22/21 09:30:00 AM,2755.6,,,,,,,,
1002,07/22/21 10:00:00 AM,6200.0,26.349,,,,,,,
1003,07/22/21 10:30:00 AM,6200.0,,,,,,,,
1004,07/22/21 11:00:00 AM,8611.2,35.404,,,,,,,
1005,07/22/21 11:30:00 AM,8611.2,,,,,,,,
1006,07/22/21 12:00:00 PM,10677.8,41.285,,,,,,,
1007,07/22/21 12:30:00 PM,13089.0,,,,,,,,
1008,07/22/21 01:00:00 PM,2755.6,27.551,,,,,,,
1009,07/22/21 01:30:00 PM,2066.7,,,,,,,,
1010,07/22/21 02:00:00 PM,16533.4,38.882,,,,,,,
1011,07/22/21 02:30:00 PM,13089.0,,,,,,,,
1012,07/22/21 03:00:00 PM,2755.6,26.431,,,,,,,
1013,07/22/21 03:30:00 PM,86.1,,,,,,,,
1014,07/22/21 04:00:00 PM,43.1,12.497,,,,,,,
1015,07/22/21 04:30:00 PM,118.4,,,,,,,,
1016,07/22/21 05:00:00 PM,204.5,13.220,,,,,,,
1017,07/22/21 05:30:00 PM,538.2,,,,,,,,
1018,07/22/21 06:00:00 PM,807.3,14.325,,,,,,,
1019,07/22/21 06:30:00 PM,1022.6,,,,,,,,
1020,07/22/21 07:00:00 PM,1033.3,15.712,,,,,,,
1021,07/22/21 07:30:00 PM,495.1,,,,,,,,
1022,07/22/21 08:00:00 PM,32.3,13.797,,,,,,,
1023,07/22/21 08:30:00 PM,0.0,,,,,,,,
1024,07/22/21 09:00:00 PM,0.0,11.819,,,,,,,
1025,07/22/21 09:30:00 PM,0.0,,,,,,,,
1026,07/22/21 10:00:00 PM,0.0,10.650,,,,,,,
1027,07/22/21 10:30:00 PM,0.0,,,,,,,,
1028,07/22/21 11:00:00 PM,0.0,9.964,,,,,,,
1029,07/22/21 11:30:00 PM,0.0,,,,,,,,
1030,07/23/21 12:00:00 AM,0.0,10.259,36.946,6.573,,,,,
1031,07/23/21 12:30:00 AM,0.0,,,,,,,,
1032,07/23/21 01:00:00 AM,0.0,10.504,,,,,,,
1033,07/23/21 01:30:00 AM,0.0,,,,,,,,
1034,07/23/21 02:00:00 AM,0.0,9.816,,,,,,,
1035,07/23/21 02:30:00 AM,0.0,,,,,,,,
1036,07/23/21 03:00:00 AM,0.0,9.274,,,,,,,
1037,07/23/21 03:30:00 AM,0.0,,,,,,,,
1038,07/23/21 04:00:00 AM,0.0,8.180,,,,,,,
1039,07/23/21 04:30:00 AM,0.0,,,,,,,,
1040,07/23/21 05:00:00 AM,0.0,7.280,,,,,,,
1041,07/23/21 05:30:00 AM,0.0,,,,,,,,
1042,07/23/21 06:00:00 AM,32.3,6.725,,,,,,,
1043,07/23/21 06:30:00 AM,129.2,,,,,,,,
1044,07/23/21 07:00:00 AM,193.8,9.019,,,,,,,
1045,07/23/21 07:30:00 AM,2755.6,,,,,,,,
1046,07/23/21 08:00:00 AM,2755.6,16.139,,,,,,,
1047,07/23/21 08:30:00 AM,3616.7,,,,,,,,
1048,07/23/21 09:00:00 AM,4477.8,23.104,,,,,,,
1049,07/23/21 09:30:00 AM,5166.7,,,,,,,,
1050,07/23/21 10:00:00 AM,5511.1,28.512,,,,,,,
1051,07/23/21 10:30:00 AM,6200.0,,,,,,,,
1052,07/23/21 11:00:00 AM,8611.2,33.175,,,,,,,
1053,07/23/21 11:30:00 AM,3616.7,,,,,,,,
1054,07/23/21 12:00:00 PM,3100.0,28.466,,,,,,,
1055,07/23/21 12:30:00 PM,3272.2,,,,,,,,
1056,07/23/21 01:00:00 PM,2066.7,23.982,,,,,,,
1057,07/23/21 01:30:00 PM,3100.0,,,,,,,,
1058,07/23/21 02:00:00 PM,19977.9,29.927,,,,,,,
1059,07/23/21 02:30:00 PM,419.8,,,,,,,,
1060,07/23/21 03:00:00 PM,818.1,16.570,,,,,,,
1061,07/23/21 03:30:00 PM,667.4,,,,,,,,
1062,07/23/21 04:00:00 PM,1270.1,20.626,,,,,,,
1063,07/23/21 04:30:00 PM,3961.1,,,,,,,,
1064,07/23/21 05:00:00 PM,968.8,19.331,,,,,,,
1065,07/23/21 05:30:00 PM,376.7,,,,,,,,
1066,07/23/21 06:00:00 PM,226.0,15.186,,,,,,,
1067,07/23/21 06:30:00 PM,322.9,,,,,,,,
1068,07/23/21 07:00:00 PM,258.3,14.517,,,,,,,
1069,07/23/21 07:30:00 PM,86.1,,,,,,,,
1070,07/23/21 08:00:00 PM,96.9,13.509,,,,,,,
1071,07/23/21 08:30:00 PM,0.0,,,,,,,,
1072,07/23/21 09:00:00 PM,0.0,12.883,,,,,,,
1073,07/23/21 09:30:00 PM,0.0,,,,,,,,
1074,07/23/21 10:00:00 PM,0.0,12.159,,,,,,,
1075,07/23/21 10:30:00 PM,0.0,,,,,,,,
1076,07/23/21 11:00:00 PM,0.0,12.110,,,,,,,
1077,07/23/21 11:30:00 PM,0.0,,,,,,,,
1078,07/24/21 12:00:00 AM,0.0,11.673,31.574,6.674,,,,,
1079,07/24/21 12:30:00 AM,0.0,,,,,,,,
1080,07/24/21 01:00:00 AM,0.0,10.748,,,,,,,
1081,07/24/21 01:30:00 AM,0.0,,,,,,,,
1082,07/24/21 02:00:00 AM,0.0,10.210,,,,,,,
1083,07/24/21 02:30:00 AM,0.0,,,,,,,,
1084,07/24/21 03:00:00 AM,0.0,10.161,,,,,,,
1085,07/24/21 03:30:00 AM,0.0,,,,,,,,
1086,07/24/21 04:00:00 AM,0.0,9.915,,,,,,,
1087,07/24/21 04:30:00 AM,0.0,,,,,,,,
1088,07/24/21 05:00:00 AM,0.0,8.829,,,,,,,
1089,07/24/21 05:30:00 AM,0.0,,,,,,,,
1090,07/24/21 06:00:00 AM,10.8,8.133,,,,,,,
1091,07/24/21 06:30:00 AM,226.0,,,,,,,,
1092,07/24/21 07:00:00 AM,290.6,10.160,,,,,,,
1093,07/24/21 07:30:00 AM,613.5,,,,,,,,
1094,07/24/21 08:00:00 AM,1151.7,13.941,,,,,,,
1095,07/24/21 08:30:00 AM,699.7,,,,,,,,
1096,07/24/21 09:00:00 AM,2152.8,18.089,,,,,,,
1097,07/24/21 09:30:00 AM,5166.7,,,,,,,,
1098,07/24/21 10:00:00 AM,1636.1,17.235,,,,,,,
1099,07/24/21 10:30:00 AM,322.9,,,,,,,,
1100,07/24/21 11:00:00 AM,1087.2,16.044,,,,,,,
1101,07/24/21 11:30:00 AM,2411.1,,,,,,,,
1102,07/24/21 12:00:00 PM,4650.0,26.930,,,,,,,
1103,07/24/21 12:30:00 PM,3444.5,,,,,,,,
1104,07/24/21 01:00:00 PM,15155.7,29.324,,,,,,,
1105,07/24/21 01:30:00 PM,4477.8,,,,,,,,
1106,07/24/21 02:00:00 PM,4477.8,23.101,,,,,,,
1107,07/24/21 02:30:00 PM,3961.1,,,,,,,,
1108,07/24/21 03:00:00 PM,3961.1,26.224,,,,,,,
1109,07/24/21 03:30:00 PM,5511.1,,,,,,,,
1110,07/24/21 04:00:00 PM,3444.5,27.716,,,,,,,
1111,07/24/21 04:30:00 PM,3788.9,,,,,,,,
1112,07/24/21 05:00:00 PM,3100.0,25.663,,,,,,,
1113,07/24/21 05:30:00 PM,1550.0,,,,,,,,
1114,07/24/21 06:00:00 PM,1808.3,19.806,,,,,,,
1115,07/24/21 06:30:00 PM,624.3,,,,,,,,
1116,07/24/21 07:00:00 PM,258.3,15.902,,,,,,,
1117,07/24/21 07:30:00 PM,139.9,,,,,,,,
1118,07/24/21 08:00:00 PM,96.9,13.412,,,,,,,
1119,07/24/21 08:30:00 PM,0.0,,,,,,,,
1120,07/24/21 09:00:00 PM,0.0,10.944,,,,,,,
1121,07/24/21 09:30:00 PM,0.0,,,,,,,,
1122,07/24/21 10:00:00 PM,0.0,8.777,,,,,,,
1123,07/24/21 10:30:00 PM,0.0,,,,,,,,
1124,07/24/21 11:00:00 PM,0.0,6.826,,,,,,,
1125,07/24/21 11:30:00 PM,0.0,,,,,,,,
1126,07/25/21 12:00:00 AM,0.0,7.026,43.118,5.552,,,,,
1127,07/25/21 12:30:00 AM,0.0,,,,,,,,
1128,07/25/21 01:00:00 AM,0.0,8.082,,,,,,,
1129,07/25/21 01:30:00 AM,0.0,,,,,,,,
1130,07/25/21 02:00:00 AM,0.0,8.182,,,,,,,
1131,07/25/21 02:30:00 AM,0.0,,,,,,,,
1132,07/25/21 03:00:00 AM,0.0,7.531,,,,,,,
1133,07/25/21 03:30:00 AM,0.0,,,,,,,,
1134,07/25/21 04:00:00 AM,0.0,6.877,,,,,,,
1135,07/25/21 04:30:00 AM,0.0,,,,,,,,
1136,07/25/21 05:00:00 AM,0.0,5.757,,,,,,,
1137,07/25/21 05:30:00 AM,0.0,,,,,,,,
1138,07/25/21 06:00:00 AM,10.8,5.962,,,,,,,
1139,07/25/21 06:30:00 AM,139.9,,,,,,,,
1140,07/25/21 07:00:00 AM,441.3,8.374,,,,,,,
1141,07/25/21 07:30:00 AM,893.4,,,,,,,,
1142,07/25/21 08:00:00 AM,2583.4,14.992,,,,,,,
1143,07/25/21 08:30:00 AM,2152.8,,,,,,,,
1144,07/25/21 09:00:00 AM,2927.8,20.043,,,,,,,
1145,07/25/21 09:30:00 AM,3444.5,,,,,,,,
1146,07/25/21 10:00:00 AM,4305.6,24.796,,,,,,,
1147,07/25/21 10:30:00 AM,5511.1,,,,,,,,
1148,07/25/21 11:00:00 AM,3788.9,25.805,,,,,,,
1149,07/25/21 11:30:00 AM,3788.9,,,,,,,,
1150,07/25/21 12:00:00 PM,5166.7,37.397,,,,,,,
1151,07/25/21 12:30:00 PM,4477.8,,,,,,,,
1152,07/25/21 01:00:00 PM,2927.8,29.525,,,,,,,
1153,07/25/21 01:30:00 PM,4305.6,,,,,,,,
1154,07/25/21 02:00:00 PM,398.3,18.473,,,,,,,
1155,07/25/21 02:30:00 PM,452.1,,,,,,,,
1156,07/25/21 03:00:00 PM,581.3,14.037,,,,,,,
1157,07/25/21 03:30:00 PM,958.0,,,,,,,,
1158,07/25/21 04:00:00 PM,1130.2,16.331,,,,,,,
1159,07/25/21 04:30:00 PM,1636.1,,,,,,,,
1160,07/25/21 05:00:00 PM,1550.0,17.474,,,,,,,
1161,07/25/21 05:30:00 PM,1119.5,,,,,,,,
1162,07/25/21 06:00:00 PM,1022.6,16.045,,,,,,,
1163,07/25/21 06:30:00 PM,871.9,,,,,,,,
1164,07/25/21 07:00:00 PM,355.2,13.845,,,,,,,
1165,07/25/21 07:30:00 PM,172.2,,,,,,,,
1166,07/25/21 08:00:00 PM,43.1,12.157,,,,,,,
1167,07/25/21 08:30:00 PM,0.0,,,,,,,,
1168,07/25/21 09:00:00 PM,0.0,11.383,,,,,,,
1169,07/25/21 09:30:00 PM,0.0,,,,,,,,
1170,07/25/21 10:00:00 PM,0.0,10.602,,,,,,,
1171,07/25/21 10:30:00 PM,0.0,,,,,,,,
1172,07/25/21 11:00:00 PM,0.0,10.259,,,,,,,
1173,07/25/21 11:30:00 PM,0.0,,,,,,,,
1174,07/26/21 12:00:00 AM,0.0,9.866,39.502,3.261,,,,,
1175,07/26/21 12:30:00 AM,0.0,,,,,,,,
1176,07/26/21 01:00:00 AM,0.0,9.521,,,,,,,
1177,07/26/21 01:30:00 AM,0.0,,,,,,,,
1178,07/26/21 02:00:00 AM,0.0,8.580,,,,,,,
1179,07/26/21 02:30:00 AM,0.0,,,,,,,,
1180,07/26/21 03:00:00 AM,0.0,6.825,,,,,,,
1181,07/26/21 03:30:00 AM,0.0,,,,,,,,
1182,07/26/21 04:00:00 AM,0.0,5.037,,,,,,,
1183,07/26/21 04:30:00 AM,0.0,,,,,,,,
1184,07/26/21 05:00:00 AM,0.0,4.050,,,,,,,
1185,07/26/21 05:30:00 AM,0.0,,,,,,,,
1186,07/26/21 06:00:00 AM,0.0,3.314,,,,,,,
1187,07/26/21 06:30:00 AM,118.4,,,,,,,,
1188,07/26/21 07:00:00 AM,150.7,5.693,,,,,,,
1189,07/26/21 07:30:00 AM,2497.2,,,,,,,,
1190,07/26/21 08:00:00 AM,2411.1,13.694,,,,,,,
1191,07/26/21 08:30:00 AM,3616.7,,,,,,,,
1192,07/26/21 09:00:00 AM,4305.6,17.284,,,,,,,
1193,07/26/21 09:30:00 AM,5166.7,,,,,,,,
1194,07/26/21 10:00:00 AM,5166.7,23.970,,,,,,,
1195,07/26/21 10:30:00 AM,6200.0,,,,,,,,
1196,07/26/21 11:00:00 AM,6544.5,29.565,,,,,,,
1197,07/26/21 11:30:00 AM,7233.4,,,,,,,,
1198,07/26/21 12:00:00 PM,2066.7,32.445,,,,,,,
1199,07/26/21 12:30:00 PM,1894.5,,,,,,,,
1200,07/26/21 01:00:00 PM,18600.1,34.778,,,,,,,
1201,07/26/21 01:30:00 PM,4650.0,,,,,,,,
1202,07/26/21 02:00:00 PM,1894.5,25.272,,,,,,,
1203,07/26/21 02:30:00 PM,2755.6,,,,,,,,
1204,07/26/21 03:00:00 PM,12400.1,30.357,,,,,,,
1205,07/26/21 03:30:00 PM,1722.2,,,,,,,,
1206,07/26/21 04:00:00 PM,1356.3,21.811,,,,,,,
1207,07/26/21 04:30:00 PM,742.7,,,,,,,,
1208,07/26/21 05:00:00 PM,258.3,15.948,,,,,,,
1209,07/26/21 05:30:00 PM,226.0,,,,,,,,
1210,07/26/21 06:00:00 PM,312.2,13.076,,,,,,,
1211,07/26/21 06:30:00 PM,193.8,,,,,,,,
1212,07/26/21 07:00:00 PM,150.7,12.352,,,,,,,
1213,07/26/21 07:30:00 PM,64.6,,,,,,,,
1214,07/26/21 08:00:00 PM,43.1,11.625,,,,,,,
1215,07/26/21 08:30:00 PM,0.0,,,,,,,,
1216,07/26/21 09:00:00 PM,0.0,10.797,,,,,,,
1217,07/26/21 09:30:00 PM,0.0,,,,,,,,
1218,07/26/21 10:00:00 PM,0.0,9.915,,,,,,,
1219,07/26/21 10:30:00 PM,0.0,,,,,,,,
1220,07/26/21 11:00:00 PM,0.0,9.225,,,,,,,
1221,07/26/21 11:30:00 PM,0.0,,,,,,,,
1222,07/27/21 12:00:00 AM,0.0,9.076,42.282,4.415,,,,,
1223,07/27/21 12:30:00 AM,0.0,,,,,,,,
1224,07/27/21 01:00:00 AM,0.0,7.279,,,,,,,
1225,07/27/21 01:30:00 AM,0.0,,,,,,,,
1226,07/27/21 02:00:00 AM,0.0,6.216,,,,,,,
1227,07/27/21 02:30:00 AM,0.0,,,,,,,,
1228,07/27/21 03:00:00 AM,0.0,5.449,,,,,,,
1229,07/27/21 03:30:00 AM,0.0,,,,,,,,
1230,07/27/21 04:00:00 AM,0.0,4.830,,,,,,,
1231,07/27/21 04:30:00 AM,0.0,,,,,,,,
1232,07/27/21 05:00:00 AM,0.0,4.571,,,,,,,
1233,07/27/21 05:30:00 AM,0.0,,,,,,,,
1234,07/27/21 06:00:00 AM,32.3,4.571,,,,,,,
1235,07/27/21 06:30:00 AM,150.7,,,,,,,,
1236,07/27/21 07:00:00 AM,236.8,7.013,,,,,,,
1237,07/27/21 07:30:00 AM,2755.6,,,,,,,,
1238,07/27/21 08:00:00 AM,2583.4,14.371,,,,,,,
1239,07/27/21 08:30:00 AM,3616.7,,,,,,,,
1240,07/27/21 09:00:00 AM,4650.0,22.100,,,,,,,
1241,07/27/21 09:30:00 AM,5166.7,,,,,,,,
1242,07/27/21 10:00:00 AM,6200.0,26.935,,,,,,,
1243,07/27/21 10:30:00 AM,7233.4,,,,,,,,
1244,07/27/21 11:00:00 AM,8266.7,29.277,,,,,,,
1245,07/27/21 11:30:00 AM,1894.5,,,,,,,,
1246,07/27/21 12:00:00 PM,2755.6,39.669,,,,,,,
1247,07/27/21 12:30:00 PM,13089.0,,,,,,,,
1248,07/27/21 01:00:00 PM,2238.9,35.322,,,,,,,
1249,07/27/21 01:30:00 PM,2755.6,,,,,,,,
1250,07/27/21 02:00:00 PM,19289.0,36.027,,,,,,,
1251,07/27/21 02:30:00 PM,3444.5,,,,,,,,
1252,07/27/21 03:00:00 PM,2497.2,34.192,,,,,,,
1253,07/27/21 03:30:00 PM,10333.4,,,,,,,,
1254,07/27/21 04:00:00 PM,3616.7,29.313,,,,,,,
1255,07/27/21 04:30:00 PM,2066.7,,,,,,,,
1256,07/27/21 05:00:00 PM,5166.7,30.334,,,,,,,
1257,07/27/21 05:30:00 PM,1808.3,,,,,,,,
1258,07/27/21 06:00:00 PM,925.7,22.863,,,,,,,
1259,07/27/21 06:30:00 PM,656.6,,,,,,,,
1260,07/27/21 07:00:00 PM,366.0,17.569,,,,,,,
1261,07/27/21 07:30:00 PM,118.4,,,,,,,,
1262,07/27/21 08:00:00 PM,75.3,13.076,,,,,,,
1263,07/27/21 08:30:00 PM,0.0,,,,,,,,
1264,07/27/21 09:00:00 PM,0.0,11.964,,,,,,,
1265,07/27/21 09:30:00 PM,0.0,,,,,,,,
1266,07/27/21 10:00:00 PM,0.0,11.431,,,,,,,
1267,07/27/21 10:30:00 PM,0.0,,,,,,,,
1268,07/27/21 11:00:00 PM,0.0,10.895,,,,,,,
1269,07/27/21 11:30:00 PM,0.0,,,,,,,,
1270,07/28/21 12:00:00 AM,0.0,10.160,48.023,5.860,,,,,
1271,07/28/21 12:30:00 AM,0.0,,,,,,,,
1272,07/28/21 01:00:00 AM,0.0,8.280,,,,,,,
1273,07/28/21 01:30:00 AM,0.0,,,,,,,,
1274,07/28/21 02:00:00 AM,0.0,6.977,,,,,,,
1275,07/28/21 02:30:00 AM,0.0,,,,,,,,
1276,07/28/21 03:00:00 AM,0.0,6.522,,,,,,,
1277,07/28/21 03:30:00 AM,0.0,,,,,,,,
1278,07/28/21 04:00:00 AM,0.0,6.318,,,,,,,
1279,07/28/21 04:30:00 AM,0.0,,,,,,,,
1280,07/28/21 05:00:00 AM,0.0,5.911,,,,,,,
1281,07/28/21 05:30:00 AM,0.0,,,,,,,,
1282,07/28/21 06:00:00 AM,10.8,5.962,,,,,,,
1283,07/28/21 06:30:00 AM,129.2,,,,,,,,
1284,07/28/21 07:00:00 AM,215.3,8.171,,,,,,,
1285,07/28/21 07:30:00 AM,2755.6,,,,,,,,
1286,07/28/21 08:00:00 AM,2583.4,15.995,,,,,,,
1287,07/28/21 08:30:00 AM,3616.7,,,,,,,,
1288,07/28/21 09:00:00 AM,4822.3,23.546,,,,,,,
1289,07/28/21 09:30:00 AM,5511.1,,,,,,,,
1290,07/28/21 10:00:00 AM,6200.0,28.165,,,,,,,
1291,07/28/21 10:30:00 AM,6544.5,,,,,,,,
1292,07/28/21 11:00:00 AM,7577.8,37.819,,,,,,,
1293,07/28/21 11:30:00 AM,8266.7,,,,,,,,
1294,07/28/21 12:00:00 PM,8611.2,43.676,,,,,,,
1295,07/28/21 12:30:00 PM,11711.2,,,,,,,,
1296,07/28/21 01:00:00 PM,18600.1,46.240,,,,,,,
1297,07/28/21 01:30:00 PM,18600.1,,,,,,,,
1298,07/28/21 02:00:00 PM,2066.7,42.232,,,,,,,
1299,07/28/21 02:30:00 PM,5338.9,,,,,,,,
1300,07/28/21 03:00:00 PM,150.7,18.904,,,,,,,
1301,07/28/21 03:30:00 PM,161.5,,,,,,,,
1302,07/28/21 04:00:00 PM,322.9,14.565,,,,,,,
1303,07/28/21 04:30:00 PM,527.4,,,,,,,,
1304,07/28/21 05:00:00 PM,731.9,15.043,,,,,,,
1305,07/28/21 05:30:00 PM,742.7,,,,,,,,
1306,07/28/21 06:00:00 PM,602.8,15.282,,,,,,,
1307,07/28/21 06:30:00 PM,398.3,,,,,,,,
1308,07/28/21 07:00:00 PM,355.2,14.516,,,,,,,
1309,07/28/21 07:30:00 PM,75.3,,,,,,,,
1310,07/28/21 08:00:00 PM,10.8,12.931,,,,,,,
1311,07/28/21 08:30:00 PM,0.0,,,,,,,,
1312,07/28/21 09:00:00 PM,0.0,12.400,,,,,,,
1313,07/28/21 09:30:00 PM,0.0,,,,,,,,
1314,07/28/21 10:00:00 PM,0.0,10.649,,,,,,,
1315,07/28/21 10:30:00 PM,0.0,,,,,,,,
1316,07/28/21 11:00:00 PM,0.0,10.406,,,,,,,
1317,07/28/21 11:30:00 PM,0.0,,,,,,,,
1318,07/29/21 12:00:00 AM,0.0,10.357,44.580,6.166,,,,,
1319,07/29/21 12:30:00 AM,0.0,,,,,,,,
1320,07/29/21 01:00:00 AM,0.0,10.013,,,,,,,
1321,07/29/21 01:30:00 AM,0.0,,,,,,,,
1322,07/29/21 02:00:00 AM,0.0,9.373,,,,,,,
1323,07/29/21 02:30:00 AM,0.0,,,,,,,,
1324,07/29/21 03:00:00 AM,0.0,8.282,,,,,,,
1325,07/29/21 03:30:00 AM,0.0,,,,,,,,
1326,07/29/21 04:00:00 AM,0.0,7.330,,,,,,,
1327,07/29/21 04:30:00 AM,0.0,,,,,,,,
1328,07/29/21 05:00:00 AM,0.0,6.977,,,,,,,
1329,07/29/21 05:30:00 AM,0.0,,,,,,,,
1330,07/29/21 06:00:00 AM,43.1,6.217,,,,,,,
1331,07/29/21 06:30:00 AM,193.8,,,,,,,,
1332,07/29/21 07:00:00 AM,516.7,8.525,,,,,,,
1333,07/29/21 07:30:00 AM,1722.2,,,,,,,,
1334,07/29/21 08:00:00 AM,2669.5,16.614,,,,,,,
1335,07/29/21 08:30:00 AM,3616.7,,,,,,,,
1336,07/29/21 09:00:00 AM,4650.0,22.530,,,,,,,
1337,07/29/21 09:30:00 AM,5166.7,,,,,,,,
1338,07/29/21 10:00:00 AM,5511.1,30.322,,,,,,,
1339,07/29/21 10:30:00 AM,7233.4,,,,,,,,
1340,07/29/21 11:00:00 AM,7577.8,36.550,,,,,,,
1341,07/29/21 11:30:00 AM,8266.7,,,,,,,,
1342,07/29/21 12:00:00 PM,8611.2,40.993,,,,,,,
1343,07/29/21 12:30:00 PM,11711.2,,,,,,,,
1344,07/29/21 01:00:00 PM,17911.2,43.669,,,,,,,
1345,07/29/21 01:30:00 PM,17911.2,,,,,,,,
1346,07/29/21 02:00:00 PM,17222.3,42.698,,,,,,,
1347,07/29/21 02:30:00 PM,3616.7,,,,,,,,
1348,07/29/21 03:00:00 PM,2583.4,31.732,,,,,,,
1349,07/29/21 03:30:00 PM,4133.4,,,,,,,,
1350,07/29/21 04:00:00 PM,3961.1,29.256,,,,,,,
1351,07/29/21 04:30:00 PM,3616.7,,,,,,,,
1352,07/29/21 05:00:00 PM,3444.5,28.458,,,,,,,
1353,07/29/21 05:30:00 PM,2238.9,,,,,,,,
1354,07/29/21 06:00:00 PM,172.2,19.143,,,,,,,
1355,07/29/21 06:30:00 PM,53.8,,,,,,,,
1356,07/29/21 07:00:00 PM,21.5,14.133,,,,,,,
1357,07/29/21 07:30:00 PM,43.1,,,,,,,,
1358,07/29/21 08:00:00 PM,21.5,13.413,,,,,,,
1359,07/29/21 08:30:00 PM,0.0,,,,,,,,
1360,07/29/21 09:00:00 PM,0.0,12.931,,,,,,,
1361,07/29/21 09:30:00 PM,0.0,,,,,,,,
1362,07/29/21 10:00:00 PM,0.0,12.061,,,,,,,
1363,07/29/21 10:30:00 PM,0.0,,,,,,,,
1364,07/29/21 11:00:00 PM,0.0,12.061,,,,,,,
1365,07/29/21 11:30:00 PM,0.0,,,,,,,,
1366,07/30/21 12:00:00 AM,0.0,11.722,46.083,8.282,,,,,
1367,07/30/21 12:30:00 AM,0.0,,,,,,,,
1368,07/30/21 01:00:00 AM,0.0,11.382,,,,,,,
1369,07/30/21 01:30:00 AM,0.0,,,,,,,,
1370,07/30/21 02:00:00 AM,0.0,11.090,,,,,,,
1371,07/30/21 02:30:00 AM,0.0,,,,,,,,
1372,07/30/21 03:00:00 AM,0.0,10.308,,,,,,,
1373,07/30/21 03:30:00 AM,0.0,,,,,,,,
1374,07/30/21 04:00:00 AM,0.0,10.748,,,,,,,
1375,07/30/21 04:30:00 AM,0.0,,,,,,,,
1376,07/30/21 05:00:00 AM,0.0,10.061,,,,,,,
1377,07/30/21 05:30:00 AM,0.0,,,,,,,,
1378,07/30/21 06:00:00 AM,0.0,9.223,,,,,,,
1379,07/30/21 06:30:00 AM,75.3,,,,,,,,
1380,07/30/21 07:00:00 AM,118.4,9.515,,,,,,,
1381,07/30/21 07:30:00 AM,2669.5,,,,,,,,
