"Plot Title: Hobo #28"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10793180, SEN S/N: 10793180)","Avg: Hourly Temperature, °C (LGR S/N: 10793180)","Max: Daily Temperature, °C (LGR S/N: 10793180)","Min: Daily Temperature, °C (LGR S/N: 10793180)","Bad Battery (LGR S/N: 10793180)","Host Connected (LGR S/N: 10793180)","Coupler Attached (LGR S/N: 10793180)","Stopped (LGR S/N: 10793180)","End Of File (LGR S/N: 10793180)"
509,07/12/21 03:30:00 AM,0.0,,,,,,,,
510,07/12/21 04:00:00 AM,0.0,2.837,,,,,,,
511,07/12/21 04:30:00 AM,0.0,,,,,,,,
512,07/12/21 05:00:00 AM,0.0,2.356,,,,,,,
513,07/12/21 05:30:00 AM,0.0,,,,,,,,
514,07/12/21 06:00:00 AM,21.5,2.356,,,,,,,
515,07/12/21 06:30:00 AM,366.0,,,,,,,,
516,07/12/21 07:00:00 AM,796.5,5.536,,,,,,,
517,07/12/21 07:30:00 AM,1894.5,,,,,,,,
518,07/12/21 08:00:00 AM,3616.7,15.368,,,,,,,
519,07/12/21 08:30:00 AM,4650.0,,,,,,,,
520,07/12/21 09:00:00 AM,5166.7,22.389,,,,,,,
521,07/12/21 09:30:00 AM,6200.0,,,,,,,,
522,07/12/21 10:00:00 AM,7233.4,28.462,,,,,,,
523,07/12/21 10:30:00 AM,8266.7,,,,,,,,
524,07/12/21 11:00:00 AM,8611.2,33.558,,,,,,,
525,07/12/21 11:30:00 AM,10333.4,,,,,,,,
526,07/12/21 12:00:00 PM,3788.9,38.451,,,,,,,
527,07/12/21 12:30:00 PM,7233.4,,,,,,,,
528,07/12/21 01:00:00 PM,16533.4,43.907,,,,,,,
529,07/12/21 01:30:00 PM,17911.2,,,,,,,,
530,07/12/21 02:00:00 PM,19977.9,45.834,,,,,,,
531,07/12/21 02:30:00 PM,20666.8,,,,,,,,
532,07/12/21 03:00:00 PM,17222.3,44.524,,,,,,,
533,07/12/21 03:30:00 PM,13777.9,,,,,,,,
534,07/12/21 04:00:00 PM,10677.8,41.298,,,,,,,
535,07/12/21 04:30:00 PM,7577.8,,,,,,,,
536,07/12/21 05:00:00 PM,6544.5,37.549,,,,,,,
537,07/12/21 05:30:00 PM,5511.1,,,,,,,,
538,07/12/21 06:00:00 PM,1280.9,29.252,,,,,,,
539,07/12/21 06:30:00 PM,1636.1,,,,,,,,
540,07/12/21 07:00:00 PM,1130.2,21.619,,,,,,,
541,07/12/21 07:30:00 PM,688.9,,,,,,,,
542,07/12/21 08:00:00 PM,473.6,16.233,,,,,,,
543,07/12/21 08:30:00 PM,10.8,,,,,,,,
544,07/12/21 09:00:00 PM,0.0,10.842,,,,,,,
545,07/12/21 09:30:00 PM,0.0,,,,,,,,
546,07/12/21 10:00:00 PM,0.0,8.431,,,,,,,
547,07/12/21 10:30:00 PM,0.0,,,,,,,,
548,07/12/21 11:00:00 PM,0.0,9.272,,,,,,,
549,07/12/21 11:30:00 PM,0.0,,,,,,,,
550,07/13/21 12:00:00 AM,0.0,9.025,45.326,4.207,,,,,
551,07/13/21 12:30:00 AM,0.0,,,,,,,,
552,07/13/21 01:00:00 AM,0.0,6.877,,,,,,,
553,07/13/21 01:30:00 AM,0.0,,,,,,,,
554,07/13/21 02:00:00 AM,0.0,7.581,,,,,,,
555,07/13/21 02:30:00 AM,0.0,,,,,,,,
556,07/13/21 03:00:00 AM,0.0,6.925,,,,,,,
557,07/13/21 03:30:00 AM,0.0,,,,,,,,
558,07/13/21 04:00:00 AM,0.0,5.757,,,,,,,
559,07/13/21 04:30:00 AM,0.0,,,,,,,,
560,07/13/21 05:00:00 AM,0.0,4.778,,,,,,,
561,07/13/21 05:30:00 AM,0.0,,,,,,,,
562,07/13/21 06:00:00 AM,53.8,4.931,,,,,,,
563,07/13/21 06:30:00 AM,549.0,,,,,,,,
564,07/13/21 07:00:00 AM,699.7,8.961,,,,,,,
565,07/13/21 07:30:00 AM,1184.0,,,,,,,,
566,07/13/21 08:00:00 AM,1463.9,14.517,,,,,,,
567,07/13/21 08:30:00 AM,1313.2,,,,,,,,
568,07/13/21 09:00:00 AM,3616.7,23.395,,,,,,,
569,07/13/21 09:30:00 AM,4994.5,,,,,,,,
570,07/13/21 10:00:00 AM,5166.7,26.714,,,,,,,
571,07/13/21 10:30:00 AM,7233.4,,,,,,,,
572,07/13/21 11:00:00 AM,7233.4,35.380,,,,,,,
573,07/13/21 11:30:00 AM,10333.4,,,,,,,,
574,07/13/21 12:00:00 PM,12400.1,37.422,,,,,,,
575,07/13/21 12:30:00 PM,13777.9,,,,,,,,
576,07/13/21 01:00:00 PM,11022.3,42.076,,,,,,,
577,07/13/21 01:30:00 PM,18600.1,,,,,,,,
578,07/13/21 02:00:00 PM,3100.0,28.131,,,,,,,
579,07/13/21 02:30:00 PM,1550.0,,,,,,,,
580,07/13/21 03:00:00 PM,3616.7,25.270,,,,,,,
581,07/13/21 03:30:00 PM,2755.6,,,,,,,,
582,07/13/21 04:00:00 PM,3444.5,24.983,,,,,,,
583,07/13/21 04:30:00 PM,1377.8,,,,,,,,
584,07/13/21 05:00:00 PM,1076.4,19.758,,,,,,,
585,07/13/21 05:30:00 PM,1108.7,,,,,,,,
586,07/13/21 06:00:00 PM,21.5,15.136,,,,,,,
587,07/13/21 06:30:00 PM,10.8,,,,,,,,
588,07/13/21 07:00:00 PM,21.5,10.894,,,,,,,
589,07/13/21 07:30:00 PM,21.5,,,,,,,,
590,07/13/21 08:00:00 PM,21.5,10.504,,,,,,,
591,07/13/21 08:30:00 PM,0.0,,,,,,,,
592,07/13/21 09:00:00 PM,0.0,9.964,,,,,,,
593,07/13/21 09:30:00 PM,0.0,,,,,,,,
594,07/13/21 10:00:00 PM,0.0,9.027,,,,,,,
595,07/13/21 10:30:00 PM,0.0,,,,,,,,
596,07/13/21 11:00:00 PM,0.0,7.882,,,,,,,
597,07/13/21 11:30:00 PM,0.0,,,,,,,,
598,07/14/21 12:00:00 AM,0.0,8.481,22.142,3.683,,,,,
599,07/14/21 12:30:00 AM,0.0,,,,,,,,
600,07/14/21 01:00:00 AM,0.0,8.282,,,,,,,
601,07/14/21 01:30:00 AM,0.0,,,,,,,,
602,07/14/21 02:00:00 AM,0.0,6.521,,,,,,,
603,07/14/21 02:30:00 AM,0.0,,,,,,,,
604,07/14/21 03:00:00 AM,0.0,5.757,,,,,,,
605,07/14/21 03:30:00 AM,0.0,,,,,,,,
606,07/14/21 04:00:00 AM,0.0,6.217,,,,,,,
607,07/14/21 04:30:00 AM,0.0,,,,,,,,
608,07/14/21 05:00:00 AM,0.0,7.078,,,,,,,
609,07/14/21 05:30:00 AM,0.0,,,,,,,,
610,07/14/21 06:00:00 AM,0.0,7.732,,,,,,,
611,07/14/21 06:30:00 AM,64.6,,,,,,,,
612,07/14/21 07:00:00 AM,86.1,8.282,,,,,,,
613,07/14/21 07:30:00 AM,129.2,,,,,,,,
614,07/14/21 08:00:00 AM,322.9,9.224,,,,,,,
615,07/14/21 08:30:00 AM,893.4,,,,,,,,
616,07/14/21 09:00:00 AM,1033.3,11.916,,,,,,,
617,07/14/21 09:30:00 AM,1980.6,,,,,,,,
618,07/14/21 10:00:00 AM,1636.1,11.673,,,,,,,
619,07/14/21 10:30:00 AM,1259.4,,,,,,,,
620,07/14/21 11:00:00 AM,1280.9,12.159,,,,,,,
621,07/14/21 11:30:00 AM,1463.9,,,,,,,,
622,07/14/21 12:00:00 PM,549.0,11.479,,,,,,,
623,07/14/21 12:30:00 PM,1162.5,,,,,,,,
624,07/14/21 01:00:00 PM,1033.3,11.430,,,,,,,
625,07/14/21 01:30:00 PM,1377.8,,,,,,,,
626,07/14/21 02:00:00 PM,2755.6,13.556,,,,,,,
627,07/14/21 02:30:00 PM,3961.1,,,,,,,,
628,07/14/21 03:00:00 PM,1808.3,15.184,,,,,,,
629,07/14/21 03:30:00 PM,3961.1,,,,,,,,
630,07/14/21 04:00:00 PM,4650.0,21.855,,,,,,,
631,07/14/21 04:30:00 PM,9644.5,,,,,,,,
632,07/14/21 05:00:00 PM,150.7,10.404,,,,,,,
633,07/14/21 05:30:00 PM,1130.2,,,,,,,,
634,07/14/21 06:00:00 PM,1184.0,11.569,,,,,,,
635,07/14/21 06:30:00 PM,1808.3,,,,,,,,
636,07/14/21 07:00:00 PM,322.9,9.273,,,,,,,
637,07/14/21 07:30:00 PM,215.3,,,,,,,,
638,07/14/21 08:00:00 PM,43.1,6.418,,,,,,,
639,07/14/21 08:30:00 PM,0.0,,,,,,,,
640,07/14/21 09:00:00 PM,0.0,4.519,,,,,,,
641,07/14/21 09:30:00 PM,0.0,,,,,,,,
642,07/14/21 10:00:00 PM,0.0,3.683,,,,,,,
643,07/14/21 10:30:00 PM,0.0,,,,,,,,
644,07/14/21 11:00:00 PM,0.0,4.259,,,,,,,
645,07/14/21 11:30:00 PM,0.0,,,,,,,,
646,07/15/21 12:00:00 AM,0.0,3.682,41.928,0.784,,,,,
647,07/15/21 12:30:00 AM,0.0,,,,,,,,
648,07/15/21 01:00:00 AM,0.0,2.462,,,,,,,
649,07/15/21 01:30:00 AM,0.0,,,,,,,,
650,07/15/21 02:00:00 AM,0.0,2.357,,,,,,,
651,07/15/21 02:30:00 AM,0.0,,,,,,,,
652,07/15/21 03:00:00 AM,0.0,2.196,,,,,,,
653,07/15/21 03:30:00 AM,0.0,,,,,,,,
654,07/15/21 04:00:00 AM,0.0,2.141,,,,,,,
655,07/15/21 04:30:00 AM,0.0,,,,,,,,
656,07/15/21 05:00:00 AM,0.0,1.330,,,Logged,,,,
657,07/15/21 05:30:00 AM,0.0,,,,,,,,
658,07/15/21 06:00:00 AM,43.1,0.948,,,,,,,
659,07/15/21 06:30:00 AM,172.2,,,,,,,,
660,07/15/21 07:00:00 AM,258.3,3.917,,,,,,,
661,07/15/21 07:30:00 AM,2927.8,,,,,,,,
662,07/15/21 08:00:00 AM,3961.1,11.235,,,,,,,
663,07/15/21 08:30:00 AM,4133.4,,,,,,,,
664,07/15/21 09:00:00 AM,5338.9,16.472,,,,,,,
665,07/15/21 09:30:00 AM,6200.0,,,,,,,,
666,07/15/21 10:00:00 AM,6544.5,22.000,,,,,,,
667,07/15/21 10:30:00 AM,7577.8,,,,,,,,
668,07/15/21 11:00:00 AM,9300.1,27.026,,,,,,,
669,07/15/21 11:30:00 AM,9644.5,,,,,,,,
670,07/15/21 12:00:00 PM,8266.7,34.570,,,,,,,
671,07/15/21 12:30:00 PM,10677.8,,,,,,,,
672,07/15/21 01:00:00 PM,15844.5,39.672,,,,,,,
673,07/15/21 01:30:00 PM,19289.0,,,,,,,,
674,07/15/21 02:00:00 PM,20666.8,41.810,,,,,,,
675,07/15/21 02:30:00 PM,20666.8,,,,,,,,
676,07/15/21 03:00:00 PM,18600.1,37.941,,,,,,,
677,07/15/21 03:30:00 PM,14466.8,,,,,,,,
678,07/15/21 04:00:00 PM,11022.3,37.439,,,,,,,
679,07/15/21 04:30:00 PM,9644.5,,,,,,,,
680,07/15/21 05:00:00 PM,6544.5,32.768,,,,,,,
681,07/15/21 05:30:00 PM,5511.1,,,,,,,,
682,07/15/21 06:00:00 PM,624.3,19.475,,,,,,,
683,07/15/21 06:30:00 PM,527.4,,,,,,,,
684,07/15/21 07:00:00 PM,355.2,13.507,,,,,,,
685,07/15/21 07:30:00 PM,505.9,,,,,,,,
686,07/15/21 08:00:00 PM,258.3,10.746,,,,,,,
687,07/15/21 08:30:00 PM,21.5,,,,,,,,
688,07/15/21 09:00:00 PM,0.0,9.669,,,,,,,
689,07/15/21 09:30:00 PM,0.0,,,,,,,,
690,07/15/21 10:00:00 PM,0.0,7.931,,,,,,,
691,07/15/21 10:30:00 PM,0.0,,,,,,,,
692,07/15/21 11:00:00 PM,0.0,6.572,,,,,,,
693,07/15/21 11:30:00 PM,0.0,,,,,,,,
694,07/16/21 12:00:00 AM,0.0,6.521,42.046,3.049,,,,,
695,07/16/21 12:30:00 AM,0.0,,,,,,,,
696,07/16/21 01:00:00 AM,0.0,5.859,,,,,,,
697,07/16/21 01:30:00 AM,0.0,,,,,,,,
698,07/16/21 02:00:00 AM,0.0,5.037,,,,,,,
699,07/16/21 02:30:00 AM,0.0,,,,,,,,
700,07/16/21 03:00:00 AM,0.0,3.945,,,,,,,
701,07/16/21 03:30:00 AM,0.0,,,,,,,,
702,07/16/21 04:00:00 AM,0.0,3.945,,,,,,,
703,07/16/21 04:30:00 AM,0.0,,,,,,,,
704,07/16/21 05:00:00 AM,0.0,3.788,,,,,,,
705,07/16/21 05:30:00 AM,0.0,,,,,,,,
706,07/16/21 06:00:00 AM,32.3,3.102,,,,,,,
707,07/16/21 06:30:00 AM,172.2,,,,,,,,
708,07/16/21 07:00:00 AM,290.6,6.035,,,,,,,
709,07/16/21 07:30:00 AM,3100.0,,,,,,,,
710,07/16/21 08:00:00 AM,3961.1,15.755,,,,,,,
711,07/16/21 08:30:00 AM,4822.3,,,,,,,,
712,07/16/21 09:00:00 AM,5166.7,21.760,,,,,,,
713,07/16/21 09:30:00 AM,3272.2,,,,,,,,
714,07/16/21 10:00:00 AM,5511.1,23.149,,,,,,,
715,07/16/21 10:30:00 AM,4305.6,,,,,,,,
716,07/16/21 11:00:00 AM,7233.4,25.811,,,,,,,
717,07/16/21 11:30:00 AM,2927.8,,,,,,,,
718,07/16/21 12:00:00 PM,8266.7,27.947,,,,,,,
719,07/16/21 12:30:00 PM,5166.7,,,,,,,,
720,07/16/21 01:00:00 PM,6200.0,33.152,,,,,,,
721,07/16/21 01:30:00 PM,7577.8,,,,,,,,
722,07/16/21 02:00:00 PM,4650.0,28.559,,,,,,,
723,07/16/21 02:30:00 PM,3616.7,,,,,,,,
724,07/16/21 03:00:00 PM,7233.4,34.797,,,,,,,
725,07/16/21 03:30:00 PM,3272.2,,,,,,,,
726,07/16/21 04:00:00 PM,11022.3,39.715,,,,,,,
727,07/16/21 04:30:00 PM,3616.7,,,,,,,,
728,07/16/21 05:00:00 PM,6200.0,30.836,,,,,,,
729,07/16/21 05:30:00 PM,2152.8,,,,,,,,
730,07/16/21 06:00:00 PM,1550.0,23.394,,,,,,,
731,07/16/21 06:30:00 PM,979.5,,,,,,,,
732,07/16/21 07:00:00 PM,1162.5,19.662,,,,,,,
733,07/16/21 07:30:00 PM,688.9,,,,,,,,
734,07/16/21 08:00:00 PM,150.7,15.758,,,,,,,
735,07/16/21 08:30:00 PM,10.8,,,,,,,,
736,07/16/21 09:00:00 PM,0.0,12.641,,,,,,,
737,07/16/21 09:30:00 PM,0.0,,,,,,,,
738,07/16/21 10:00:00 PM,0.0,8.925,,,,,,,
739,07/16/21 10:30:00 PM,0.0,,,,,,,,
740,07/16/21 11:00:00 PM,0.0,6.926,,,,,,,
741,07/16/21 11:30:00 PM,0.0,,,,,,,,
742,07/17/21 12:00:00 AM,0.0,6.217,41.575,3.893,,,,,
743,07/17/21 12:30:00 AM,0.0,,,,,,,,
744,07/17/21 01:00:00 AM,0.0,5.962,,,,,,,
745,07/17/21 01:30:00 AM,0.0,,,,,,,,
746,07/17/21 02:00:00 AM,0.0,5.192,,,,,,,
747,07/17/21 02:30:00 AM,0.0,,,,,,,,
748,07/17/21 03:00:00 AM,0.0,4.727,,,,,,,
749,07/17/21 03:30:00 AM,0.0,,,,,,,,
750,07/17/21 04:00:00 AM,0.0,4.934,,,,,,,
751,07/17/21 04:30:00 AM,0.0,,,,,,,,
752,07/17/21 05:00:00 AM,0.0,4.050,,,,,,,
753,07/17/21 05:30:00 AM,0.0,,,,,,,,
754,07/17/21 06:00:00 AM,21.5,4.415,,,,,,,
755,07/17/21 06:30:00 AM,129.2,,,,,,,,
756,07/17/21 07:00:00 AM,236.8,6.856,,,,,,,
757,07/17/21 07:30:00 AM,2066.7,,,,,,,,
758,07/17/21 08:00:00 AM,3444.5,17.089,,,,,,,
759,07/17/21 08:30:00 AM,4994.5,,,,,,,,
760,07/17/21 09:00:00 AM,5166.7,25.714,,,,,,,
761,07/17/21 09:30:00 AM,6544.5,,,,,,,,
762,07/17/21 10:00:00 AM,8266.7,32.608,,,,,,,
763,07/17/21 10:30:00 AM,9644.5,,,,,,,,
764,07/17/21 11:00:00 AM,10677.8,38.558,,,,,,,
765,07/17/21 11:30:00 AM,10677.8,,,,,,,,
766,07/17/21 12:00:00 PM,2927.8,30.963,,,,,,,
767,07/17/21 12:30:00 PM,8266.7,,,,,,,,
768,07/17/21 01:00:00 PM,2497.2,28.212,,,,,,,
769,07/17/21 01:30:00 PM,2755.6,,,,,,,,
770,07/17/21 02:00:00 PM,2066.7,22.812,,,,,,,
771,07/17/21 02:30:00 PM,2583.4,,,,,,,,
772,07/17/21 03:00:00 PM,2755.6,22.628,,,,,,,
773,07/17/21 03:30:00 PM,1894.5,,,,,,,,
774,07/17/21 04:00:00 PM,1980.6,19.329,,,,,,,
775,07/17/21 04:30:00 PM,678.1,,,,,,,,
776,07/17/21 05:00:00 PM,462.9,12.109,,,,,,,
777,07/17/21 05:30:00 PM,731.9,,,,,,,,
778,07/17/21 06:00:00 PM,452.1,13.460,,,,,,,
779,07/17/21 06:30:00 PM,1356.3,,,,,,,,
780,07/17/21 07:00:00 PM,613.5,13.509,,,,,,,
781,07/17/21 07:30:00 PM,247.6,,,,,,,,
782,07/17/21 08:00:00 PM,193.8,10.158,,,,,,,
783,07/17/21 08:30:00 PM,10.8,,,,,,,,
784,07/17/21 09:00:00 PM,0.0,7.531,,,,,,,
785,07/17/21 09:30:00 PM,0.0,,,,,,,,
786,07/17/21 10:00:00 PM,0.0,6.216,,,,,,,
787,07/17/21 10:30:00 PM,0.0,,,,,,,,
788,07/17/21 11:00:00 PM,0.0,5.398,,,,,,,
789,07/17/21 11:30:00 PM,0.0,,,,,,,,
790,07/18/21 12:00:00 AM,0.0,4.830,47.368,2.943,,,,,
791,07/18/21 12:30:00 AM,0.0,,,,,,,,
792,07/18/21 01:00:00 AM,0.0,4.467,,,,,,,
793,07/18/21 01:30:00 AM,0.0,,,,,,,,
794,07/18/21 02:00:00 AM,0.0,3.946,,,,,,,
795,07/18/21 02:30:00 AM,0.0,,,,,,,,
796,07/18/21 03:00:00 AM,0.0,3.736,,,,,,,
797,07/18/21 03:30:00 AM,0.0,,,,,,,,
798,07/18/21 04:00:00 AM,0.0,3.314,,,,,,,
799,07/18/21 04:30:00 AM,0.0,,,,,,,,
800,07/18/21 05:00:00 AM,0.0,3.102,,,,,,,
801,07/18/21 05:30:00 AM,0.0,,,,,,,,
802,07/18/21 06:00:00 AM,21.5,3.102,,,,,,,
803,07/18/21 06:30:00 AM,86.1,,,,,,,,
804,07/18/21 07:00:00 AM,129.2,5.888,,,,,,,
805,07/18/21 07:30:00 AM,2325.0,,,,,,,,
806,07/18/21 08:00:00 AM,2927.8,14.510,,,,,,,
807,07/18/21 08:30:00 AM,4305.6,,,,,,,,
808,07/18/21 09:00:00 AM,4822.3,21.051,,,,,,,
809,07/18/21 09:30:00 AM,5511.1,,,,,,,,
810,07/18/21 10:00:00 AM,6200.0,28.961,,,,,,,
811,07/18/21 10:30:00 AM,6544.5,,,,,,,,
812,07/18/21 11:00:00 AM,8266.7,36.393,,,,,,,
813,07/18/21 11:30:00 AM,9300.1,,,,,,,,
814,07/18/21 12:00:00 PM,10333.4,42.581,,,,,,,
815,07/18/21 12:30:00 PM,12400.1,,,,,,,,
816,07/18/21 01:00:00 PM,19977.9,46.285,,,,,,,
817,07/18/21 01:30:00 PM,19977.9,,,,,,,,
818,07/18/21 02:00:00 PM,20666.8,44.397,,,,,,,
819,07/18/21 02:30:00 PM,2497.2,,,,,,,,
820,07/18/21 03:00:00 PM,11711.2,42.345,,,,,,,
821,07/18/21 03:30:00 PM,9300.1,,,,,,,,
822,07/18/21 04:00:00 PM,7233.4,40.303,,,,,,,
823,07/18/21 04:30:00 PM,5511.1,,,,,,,,
824,07/18/21 05:00:00 PM,4994.5,38.664,,,,,,,
825,07/18/21 05:30:00 PM,4133.4,,,,,,,,
826,07/18/21 06:00:00 PM,3444.5,31.834,,,,,,,
827,07/18/21 06:30:00 PM,1377.8,,,,,,,,
828,07/18/21 07:00:00 PM,688.9,19.712,,,,,,,
829,07/18/21 07:30:00 PM,570.5,,,,,,,,
830,07/18/21 08:00:00 PM,247.6,15.568,,,,,,,
831,07/18/21 08:30:00 PM,10.8,,,,,,,,
832,07/18/21 09:00:00 PM,0.0,12.592,,,,,,,
833,07/18/21 09:30:00 PM,0.0,,,,,,,,
834,07/18/21 10:00:00 PM,0.0,9.914,,,,,,,
835,07/18/21 10:30:00 PM,0.0,,,,,,,,
836,07/18/21 11:00:00 PM,0.0,8.431,,,,,,,
837,07/18/21 11:30:00 PM,0.0,,,,,,,,
838,07/19/21 12:00:00 AM,0.0,7.430,43.238,5.141,,,,,
839,07/19/21 12:30:00 AM,0.0,,,,,,,,
840,07/19/21 01:00:00 AM,0.0,6.623,,,,,,,
841,07/19/21 01:30:00 AM,0.0,,,,,,,,
842,07/19/21 02:00:00 AM,0.0,6.775,,,,,,,
843,07/19/21 02:30:00 AM,0.0,,,,,,,,
844,07/19/21 03:00:00 AM,0.0,6.166,,,,,,,
845,07/19/21 03:30:00 AM,0.0,,,,,,,,
846,07/19/21 04:00:00 AM,0.0,5.962,,,,,,,
847,07/19/21 04:30:00 AM,0.0,,,,,,,,
848,07/19/21 05:00:00 AM,0.0,6.013,,,,,,,
849,07/19/21 05:30:00 AM,0.0,,,,,,,,
850,07/19/21 06:00:00 AM,21.5,5.141,,,,,,,
851,07/19/21 06:30:00 AM,139.9,,,,,,,,
852,07/19/21 07:00:00 AM,484.4,8.506,,,,,,,
853,07/19/21 07:30:00 AM,2927.8,,,,,,,,
854,07/19/21 08:00:00 AM,3100.0,18.473,,,,,,,
855,07/19/21 08:30:00 AM,4305.6,,,,,,,,
856,07/19/21 09:00:00 AM,4994.5,25.761,,,,,,,
857,07/19/21 09:30:00 AM,6200.0,,,,,,,,
858,07/19/21 10:00:00 AM,7233.4,28.663,,,,,,,
859,07/19/21 10:30:00 AM,7233.4,,,,,,,,
860,07/19/21 11:00:00 AM,8266.7,34.703,,,,,,,
861,07/19/21 11:30:00 AM,8611.2,,,,,,,,
862,07/19/21 12:00:00 PM,10333.4,35.986,,,,,,,
863,07/19/21 12:30:00 PM,10677.8,,,,,,,,
864,07/19/21 01:00:00 PM,15155.7,36.735,,,,,,,
865,07/19/21 01:30:00 PM,4305.6,,,,,,,,
866,07/19/21 02:00:00 PM,3788.9,31.024,,,,,,,
867,07/19/21 02:30:00 PM,3272.2,,,,,,,,
868,07/19/21 03:00:00 PM,5166.7,37.301,,,,,,,
869,07/19/21 03:30:00 PM,10677.8,,,,,,,,
870,07/19/21 04:00:00 PM,3272.2,40.642,,,,,,,
871,07/19/21 04:30:00 PM,7233.4,,,,,,,,
872,07/19/21 05:00:00 PM,1722.2,28.761,,,,,,,
873,07/19/21 05:30:00 PM,2755.6,,,,,,,,
874,07/19/21 06:00:00 PM,2583.4,26.298,,,,,,,
875,07/19/21 06:30:00 PM,1280.9,,,,,,,,
876,07/19/21 07:00:00 PM,818.1,20.998,,,,,,,
877,07/19/21 07:30:00 PM,279.9,,,,,,,,
878,07/19/21 08:00:00 PM,139.9,17.093,,,,,,,
879,07/19/21 08:30:00 PM,0.0,,,,,,,,
880,07/19/21 09:00:00 PM,0.0,15.091,,,,,,,
881,07/19/21 09:30:00 PM,0.0,,,,,,,,
882,07/19/21 10:00:00 PM,0.0,13.942,,,,,,,
883,07/19/21 10:30:00 PM,0.0,,,,,,,,
884,07/19/21 11:00:00 PM,0.0,11.331,,,,,,,
885,07/19/21 11:30:00 PM,0.0,,,,,,,,
886,07/20/21 12:00:00 AM,0.0,9.373,41.458,6.674,,,,,
887,07/20/21 12:30:00 AM,0.0,,,,,,,,
888,07/20/21 01:00:00 AM,0.0,8.928,,,,,,,
889,07/20/21 01:30:00 AM,0.0,,,,,,,,
890,07/20/21 02:00:00 AM,0.0,7.881,,,,,,,
891,07/20/21 02:30:00 AM,0.0,,,,,,,,
892,07/20/21 03:00:00 AM,0.0,6.776,,,,,,,
893,07/20/21 03:30:00 AM,0.0,,,,,,,,
894,07/20/21 04:00:00 AM,0.0,7.682,,,,,,,
895,07/20/21 04:30:00 AM,0.0,,,,,,,,
896,07/20/21 05:00:00 AM,0.0,7.179,,,,,,,
897,07/20/21 05:30:00 AM,0.0,,,,,,,,
898,07/20/21 06:00:00 AM,64.6,7.028,,,,,,,
899,07/20/21 06:30:00 AM,258.3,,,,,,,,
900,07/20/21 07:00:00 AM,322.9,9.311,,,,,,,
901,07/20/21 07:30:00 AM,2583.4,,,,,,,,
902,07/20/21 08:00:00 AM,2927.8,18.712,,,,,,,
903,07/20/21 08:30:00 AM,4133.4,,,,,,,,
904,07/20/21 09:00:00 AM,4650.0,23.677,,,,,,,
905,07/20/21 09:30:00 AM,3616.7,,,,,,,,
906,07/20/21 10:00:00 AM,7233.4,28.225,,,,,,,
907,07/20/21 10:30:00 AM,7233.4,,,,,,,,
908,07/20/21 11:00:00 AM,9300.1,38.233,,,,,,,
909,07/20/21 11:30:00 AM,9300.1,,,,,,,,
910,07/20/21 12:00:00 PM,9300.1,34.576,,,,,,,
911,07/20/21 12:30:00 PM,2583.4,,,,,,,,
912,07/20/21 01:00:00 PM,1119.5,19.047,,,,,,,
913,07/20/21 01:30:00 PM,1022.6,,,,,,,,
914,07/20/21 02:00:00 PM,904.2,16.189,,,,,,,
915,07/20/21 02:30:00 PM,1808.3,,,,,,,,
916,07/20/21 03:00:00 PM,4822.3,27.726,,,,,,,
917,07/20/21 03:30:00 PM,7577.8,,,,,,,,
918,07/20/21 04:00:00 PM,3272.2,34.069,,,,,,,
919,07/20/21 04:30:00 PM,2927.8,,,,,,,,
920,07/20/21 05:00:00 PM,5338.9,34.115,,,,,,,
921,07/20/21 05:30:00 PM,4305.6,,,,,,,,
922,07/20/21 06:00:00 PM,3788.9,29.705,,,,,,,
923,07/20/21 06:30:00 PM,1550.0,,,,,,,,
924,07/20/21 07:00:00 PM,624.3,18.521,,,,,,,
925,07/20/21 07:30:00 PM,86.1,,,,,,,,
926,07/20/21 08:00:00 PM,0.0,14.611,,,,,,,
927,07/20/21 08:30:00 PM,0.0,,,,,,,,
928,07/20/21 09:00:00 PM,0.0,12.787,,,,,,,
929,07/20/21 09:30:00 PM,0.0,,,,,,,,
930,07/20/21 10:00:00 PM,0.0,12.061,,,,,,,
931,07/20/21 10:30:00 PM,0.0,,,,,,,,
932,07/20/21 11:00:00 PM,0.0,11.576,,,,,,,
933,07/20/21 11:30:00 PM,0.0,,,,,,,,
934,07/21/21 12:00:00 AM,0.0,11.041,44.580,6.370,,,,,
935,07/21/21 12:30:00 AM,0.0,,,,,,,,
936,07/21/21 01:00:00 AM,0.0,10.650,,,,,,,
937,07/21/21 01:30:00 AM,0.0,,,,,,,,
938,07/21/21 02:00:00 AM,0.0,10.013,,,,,,,
939,07/21/21 02:30:00 AM,0.0,,,,,,,,
940,07/21/21 03:00:00 AM,0.0,9.915,,,,,,,
941,07/21/21 03:30:00 AM,0.0,,,,,,,,
942,07/21/21 04:00:00 AM,0.0,9.076,,,,,,,
943,07/21/21 04:30:00 AM,0.0,,,,,,,,
944,07/21/21 05:00:00 AM,0.0,7.731,,,,,,,
945,07/21/21 05:30:00 AM,0.0,,,,,,,,
946,07/21/21 06:00:00 AM,21.5,6.471,,,,,,,
947,07/21/21 06:30:00 AM,118.4,,,,,,,,
948,07/21/21 07:00:00 AM,150.7,8.517,,,,,,,
949,07/21/21 07:30:00 AM,1345.5,,,,,,,,
950,07/21/21 08:00:00 AM,2755.6,15.615,,,,,,,
