"Plot Title: Hobo 3 - S/N10369065"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10369065, SEN S/N: 10369065)","Avg: Daily Temperature, °C (LGR S/N: 10369065)","Max: Hourly Temperature, °C (LGR S/N: 10369065)","Min: Hourly Temperature, °C (LGR S/N: 10369065)","Coupler Attached (LGR S/N: 10369065)","Host Connected (LGR S/N: 10369065)","Stopped (LGR S/N: 10369065)","End Of File (LGR S/N: 10369065)"
1306,07/28/21 06:00:00 PM,592.0,,14.230,14.230,,,,
1307,07/28/21 06:30:00 PM,387.5,,,,,,,
1308,07/28/21 07:00:00 PM,333.7,,14.230,13.269,,,,
1309,07/28/21 07:30:00 PM,75.3,,,,,,,
1310,07/28/21 08:00:00 PM,21.5,,12.594,12.497,,,,
1311,07/28/21 08:30:00 PM,0.0,,,,,,,
1312,07/28/21 09:00:00 PM,0.0,,11.916,11.625,,,,
1313,07/28/21 09:30:00 PM,0.0,,,,,,,
1314,07/28/21 10:00:00 PM,0.0,,10.455,9.275,,,,
1315,07/28/21 10:30:00 PM,0.0,,,,,,,
1316,07/28/21 11:00:00 PM,0.0,,9.768,9.669,,,,
1317,07/28/21 11:30:00 PM,0.0,,,,,,,
1318,07/29/21 12:00:00 AM,0.0,17.533,9.866,9.669,,,,
1319,07/29/21 12:30:00 AM,0.0,,,,,,,
1320,07/29/21 01:00:00 AM,0.0,,10.748,9.768,,,,
1321,07/29/21 01:30:00 AM,0.0,,,,,,,
1322,07/29/21 02:00:00 AM,0.0,,10.161,9.965,,,,
1323,07/29/21 02:30:00 AM,0.0,,,,,,,
1324,07/29/21 03:00:00 AM,0.0,,9.373,7.682,,,,
1325,07/29/21 03:30:00 AM,0.0,,,,,,,
1326,07/29/21 04:00:00 AM,0.0,,6.978,6.573,,,,
1327,07/29/21 04:30:00 AM,0.0,,,,,,,
1328,07/29/21 05:00:00 AM,0.0,,6.674,5.757,,,,
1329,07/29/21 05:30:00 AM,0.0,,,,,,,
1330,07/29/21 06:00:00 AM,32.3,,5.347,5.347,,,,
1331,07/29/21 06:30:00 AM,161.5,,,,,,,
1332,07/29/21 07:00:00 AM,419.8,,7.882,6.370,,,,
1333,07/29/21 07:30:00 AM,699.7,,,,,,,
1334,07/29/21 08:00:00 AM,3444.5,,18.426,12.980,,,,
1335,07/29/21 08:30:00 AM,3788.9,,,,,,,
1336,07/29/21 09:00:00 AM,4477.8,,22.621,20.519,,,,
1337,07/29/21 09:30:00 AM,5166.7,,,,,,,
1338,07/29/21 10:00:00 AM,6200.0,,28.060,26.488,,,,
1339,07/29/21 10:30:00 AM,5166.7,,,,,,,
1340,07/29/21 11:00:00 AM,7577.8,,31.472,28.655,,,,
1341,07/29/21 11:30:00 AM,9300.1,,,,,,,
1342,07/29/21 12:00:00 PM,10333.4,,33.743,33.639,,,,
1343,07/29/21 12:30:00 PM,10677.8,,,,,,,
1344,07/29/21 01:00:00 PM,13777.9,,37.824,35.115,,,,
1345,07/29/21 01:30:00 PM,18600.1,,,,,,,
1346,07/29/21 02:00:00 PM,19977.9,,36.728,35.971,,,,
1347,07/29/21 02:30:00 PM,3788.9,,,,,,,
1348,07/29/21 03:00:00 PM,2583.4,,30.862,25.222,,,,
1349,07/29/21 03:30:00 PM,4994.5,,,,,,,
1350,07/29/21 04:00:00 PM,4650.0,,26.977,25.125,,,,
1351,07/29/21 04:30:00 PM,4305.6,,,,,,,
1352,07/29/21 05:00:00 PM,4133.4,,26.390,24.448,,,,
1353,07/29/21 05:30:00 PM,2497.2,,,,,,,
1354,07/29/21 06:00:00 PM,172.2,,20.615,12.883,,,,
1355,07/29/21 06:30:00 PM,53.8,,,,,,,
1356,07/29/21 07:00:00 PM,21.5,,12.883,12.594,,,,
1357,07/29/21 07:30:00 PM,43.1,,,,,,,
1358,07/29/21 08:00:00 PM,21.5,,12.497,12.110,,,,
1359,07/29/21 08:30:00 PM,0.0,,,,,,,
1360,07/29/21 09:00:00 PM,0.0,,12.207,11.625,,,,
1361,07/29/21 09:30:00 PM,0.0,,,,,,,
1362,07/29/21 10:00:00 PM,0.0,,11.139,11.139,,,,
1363,07/29/21 10:30:00 PM,0.0,,,,,,,
1364,07/29/21 11:00:00 PM,0.0,,11.334,11.139,,,,
1365,07/29/21 11:30:00 PM,0.0,,,,,,,
1366,07/30/21 12:00:00 AM,0.0,16.489,11.334,10.748,,,,
1367,07/30/21 12:30:00 AM,0.0,,,,,,,
1368,07/30/21 01:00:00 AM,0.0,,10.748,10.455,,,,
1369,07/30/21 01:30:00 AM,0.0,,,,,,,
1370,07/30/21 02:00:00 AM,0.0,,10.357,10.259,,,,
1371,07/30/21 02:30:00 AM,0.0,,,,,,,
1372,07/30/21 03:00:00 AM,0.0,,9.571,9.373,,,,
1373,07/30/21 03:30:00 AM,0.0,,,,,,,
1374,07/30/21 04:00:00 AM,0.0,,10.748,10.161,,,,
1375,07/30/21 04:30:00 AM,0.0,,,,,,,
1376,07/30/21 05:00:00 AM,0.0,,10.553,9.571,,,,
1377,07/30/21 05:30:00 AM,0.0,,,,,,,
1378,07/30/21 06:00:00 AM,0.0,,9.373,7.682,,,,
1379,07/30/21 06:30:00 AM,64.6,,,,,,,
1380,07/30/21 07:00:00 AM,107.6,,7.582,7.381,,,,
1381,07/30/21 07:30:00 AM,419.8,,,,,,,
1382,07/30/21 08:00:00 AM,3788.9,,17.379,14.230,,,,
1383,07/30/21 08:30:00 AM,4650.0,,,,,,,
1384,07/30/21 09:00:00 AM,4994.5,,21.569,19.282,,,,
1385,07/30/21 09:30:00 AM,5166.7,,,,,,,
1386,07/30/21 10:00:00 AM,7233.4,,29.252,24.931,,,,
1387,07/30/21 10:30:00 AM,8266.7,,,,,,,
1388,07/30/21 11:00:00 AM,5511.1,,30.760,29.752,,,,
1389,07/30/21 11:30:00 AM,10333.4,,,,,,,
1390,07/30/21 12:00:00 PM,10677.8,,32.807,31.370,,,,
1391,07/30/21 12:30:00 PM,11711.2,,,,,,,
1392,07/30/21 01:00:00 PM,5511.1,,38.046,29.953,,,,
1393,07/30/21 01:30:00 PM,12400.1,,,,,,,
1394,07/30/21 02:00:00 PM,2927.8,,28.456,24.448,,,,
1395,07/30/21 02:30:00 PM,3444.5,,,,,,,
1396,07/30/21 03:00:00 PM,13777.9,,35.115,34.691,,,,
1397,07/30/21 03:30:00 PM,11022.3,,,,,,,
1398,07/30/21 04:00:00 PM,11711.2,,36.511,21.187,,,,
1399,07/30/21 04:30:00 PM,387.5,,,,,,,
1400,07/30/21 05:00:00 PM,53.8,,10.357,10.357,,,,
1401,07/30/21 05:30:00 PM,32.3,,,,,,,
1402,07/30/21 06:00:00 PM,43.1,,10.944,10.553,,,,
1403,07/30/21 06:30:00 PM,10.8,,,,,,,
1404,07/30/21 07:00:00 PM,64.6,,10.259,10.161,,,,
1405,07/30/21 07:30:00 PM,32.3,,,,,,,
1406,07/30/21 08:00:00 PM,10.8,,9.768,9.373,,,,
1407,07/30/21 08:30:00 PM,0.0,,,,,,,
1408,07/30/21 09:00:00 PM,0.0,,8.779,8.382,,,,
1409,07/30/21 09:30:00 PM,0.0,,,,,,,
1410,07/30/21 10:00:00 PM,0.0,,9.472,9.373,,,,
1411,07/30/21 10:30:00 PM,0.0,,,,,,,
1412,07/30/21 11:00:00 PM,0.0,,9.373,8.680,,,,
1413,07/30/21 11:30:00 PM,0.0,,,,,,,
1414,07/31/21 12:00:00 AM,0.0,13.055,9.472,9.373,,,,
1415,07/31/21 12:30:00 AM,0.0,,,,,,,
1416,07/31/21 01:00:00 AM,0.0,,9.275,8.978,,,,
1417,07/31/21 01:30:00 AM,0.0,,,,,,,
1418,07/31/21 02:00:00 AM,0.0,,8.680,8.481,,,,
1419,07/31/21 02:30:00 AM,0.0,,,,,,,
1420,07/31/21 03:00:00 AM,0.0,,8.182,6.877,,,,
1421,07/31/21 03:30:00 AM,0.0,,,,,,,
1422,07/31/21 04:00:00 AM,0.0,,6.370,6.268,,,,
1423,07/31/21 04:30:00 AM,0.0,,,,,,,
1424,07/31/21 05:00:00 AM,0.0,,6.064,4.831,,,,
1425,07/31/21 05:30:00 AM,0.0,,,,,,,
1426,07/31/21 06:00:00 AM,0.0,,3.998,3.998,,,,
1427,07/31/21 06:30:00 AM,107.6,,,,,,,
1428,07/31/21 07:00:00 AM,322.9,,6.370,5.141,,,,
1429,07/31/21 07:30:00 AM,549.0,,,,,,,
1430,07/31/21 08:00:00 AM,3616.7,,16.618,13.365,,,,
1431,07/31/21 08:30:00 AM,4305.6,,,,,,,
1432,07/31/21 09:00:00 AM,5166.7,,20.615,18.236,,,,
1433,07/31/21 09:30:00 AM,4650.0,,,,,,,
1434,07/31/21 10:00:00 AM,5511.1,,24.062,23.292,,,,
1435,07/31/21 10:30:00 AM,6200.0,,,,,,,
1436,07/31/21 11:00:00 AM,8266.7,,28.953,28.159,,,,
1437,07/31/21 11:30:00 AM,5338.9,,,,,,,
1438,07/31/21 12:00:00 PM,11711.2,,30.659,20.519,,,,
1439,07/31/21 12:30:00 PM,1141.0,,,,,,,
1440,07/31/21 01:00:00 PM,1463.9,,15.378,11.916,,,,
1441,07/31/21 01:30:00 PM,5166.7,,,,,,,
1442,07/31/21 02:00:00 PM,4994.5,,27.370,18.616,,,,
1443,07/31/21 02:30:00 PM,15844.5,,,,,,,
1444,07/31/21 03:00:00 PM,13089.0,,27.468,23.292,,,,
1445,07/31/21 03:30:00 PM,6200.0,,,,,,,
1446,07/31/21 04:00:00 PM,150.7,,12.594,11.139,,,,
1447,07/31/21 04:30:00 PM,226.0,,,,,,,
1448,07/31/21 05:00:00 PM,161.5,,11.236,11.041,,,,
1449,07/31/21 05:30:00 PM,129.2,,,,,,,
1450,07/31/21 06:00:00 PM,183.0,,11.236,10.846,,,,
1451,07/31/21 06:30:00 PM,279.9,,,,,,,
1452,07/31/21 07:00:00 PM,279.9,,10.944,10.748,,,,
1453,07/31/21 07:30:00 PM,129.2,,,,,,,
1454,07/31/21 08:00:00 PM,21.5,,10.553,10.259,,,,
1455,07/31/21 08:30:00 PM,0.0,,,,,,,
1456,07/31/21 09:00:00 PM,0.0,,9.768,9.571,,,,
1457,07/31/21 09:30:00 PM,0.0,,,,,,,
1458,07/31/21 10:00:00 PM,0.0,,9.373,8.481,,,,
1459,07/31/21 10:30:00 PM,0.0,,,,,,,
1460,07/31/21 11:00:00 PM,0.0,,9.077,8.879,,,,
1461,07/31/21 11:30:00 PM,0.0,,,,,,,
1462,08/01/21 12:00:00 AM,0.0,11.890,9.176,8.182,,,,
1463,08/01/21 12:30:00 AM,0.0,,,,,,,
1464,08/01/21 01:00:00 AM,0.0,,7.481,6.775,,,,
1465,08/01/21 01:30:00 AM,0.0,,,,,,,
1466,08/01/21 02:00:00 AM,0.0,,8.481,7.782,,,,
1467,08/01/21 02:30:00 AM,0.0,,,,,,,
1468,08/01/21 03:00:00 AM,0.0,,8.978,8.779,,,,
1469,08/01/21 03:30:00 AM,0.0,,,,,,,
1470,08/01/21 04:00:00 AM,0.0,,8.779,8.779,,,,
1471,08/01/21 04:30:00 AM,0.0,,,,,,,
1472,08/01/21 05:00:00 AM,0.0,,8.779,8.779,,,,
1473,08/01/21 05:30:00 AM,0.0,,,,,,,
1474,08/01/21 06:00:00 AM,0.0,,8.879,8.879,,,,
1475,08/01/21 06:30:00 AM,64.6,,,,,,,
1476,08/01/21 07:00:00 AM,322.9,,10.259,9.472,,,,
1477,08/01/21 07:30:00 AM,570.5,,,,,,,
1478,08/01/21 08:00:00 AM,581.3,,12.013,10.944,,,,
1479,08/01/21 08:30:00 AM,882.6,,,,,,,
1480,08/01/21 09:00:00 AM,1550.0,,14.325,12.883,,,,
1481,08/01/21 09:30:00 AM,1980.6,,,,,,,
1482,08/01/21 10:00:00 AM,2927.8,,15.187,14.421,,,,
1483,08/01/21 10:30:00 AM,1808.3,,,,,,,
1484,08/01/21 11:00:00 AM,3100.0,,16.237,15.282,,,,
1485,08/01/21 11:30:00 AM,3616.7,,,,,,,
1486,08/01/21 12:00:00 PM,3788.9,,23.869,16.999,,,,
1487,08/01/21 12:30:00 PM,5511.1,,,,,,,
1488,08/01/21 01:00:00 PM,14466.8,,27.567,22.525,,,,
1489,08/01/21 01:30:00 PM,2152.8,,,,,,,
1490,08/01/21 02:00:00 PM,1377.8,,16.046,13.942,,,,
1491,08/01/21 02:30:00 PM,1151.7,,,,,,,
1492,08/01/21 03:00:00 PM,193.8,,12.787,11.041,,,,
1493,08/01/21 03:30:00 PM,279.9,,,,,,,
1494,08/01/21 04:00:00 PM,301.4,,11.431,11.236,,,,
1495,08/01/21 04:30:00 PM,441.3,,,,,,,
1496,08/01/21 05:00:00 PM,1097.9,,12.883,11.916,,,,
1497,08/01/21 05:30:00 PM,1227.1,,,,,,,
1498,08/01/21 06:00:00 PM,990.3,,12.787,12.207,,,,
1499,08/01/21 06:30:00 PM,419.8,,,,,,,
1500,08/01/21 07:00:00 PM,387.5,,11.625,11.139,,,,
1501,08/01/21 07:30:00 PM,215.3,,,,,,,
1502,08/01/21 08:00:00 PM,21.5,,10.748,10.161,,,,
1503,08/01/21 08:30:00 PM,0.0,,,,,,,
1504,08/01/21 09:00:00 PM,0.0,,10.161,9.866,,,,
1505,08/01/21 09:30:00 PM,0.0,,,,,,,
1506,08/01/21 10:00:00 PM,0.0,,10.063,9.866,,,,
1507,08/01/21 10:30:00 PM,0.0,,,,,,,
1508,08/01/21 11:00:00 PM,0.0,,10.161,10.161,,,,
1509,08/01/21 11:30:00 PM,0.0,,,,,,,
1510,08/02/21 12:00:00 AM,0.0,13.038,10.161,9.176,,,,
1511,08/02/21 12:30:00 AM,0.0,,,,,,,
1512,08/02/21 01:00:00 AM,0.0,,8.282,7.983,,,,
1513,08/02/21 01:30:00 AM,0.0,,,,,,,
1514,08/02/21 02:00:00 AM,0.0,,9.077,8.879,,,,
1515,08/02/21 02:30:00 AM,0.0,,,,,,,
1516,08/02/21 03:00:00 AM,0.0,,9.472,9.373,,,,
1517,08/02/21 03:30:00 AM,0.0,,,,,,,
1518,08/02/21 04:00:00 AM,0.0,,9.571,9.571,,,,
1519,08/02/21 04:30:00 AM,0.0,,,,,,,
1520,08/02/21 05:00:00 AM,0.0,,9.669,9.571,,,,
1521,08/02/21 05:30:00 AM,0.0,,,,,,,
1522,08/02/21 06:00:00 AM,0.0,,9.472,9.472,,,,
1523,08/02/21 06:30:00 AM,183.0,,,,,,,
1524,08/02/21 07:00:00 AM,129.2,,10.063,9.866,,,,
1525,08/02/21 07:30:00 AM,355.2,,,,,,,
1526,08/02/21 08:00:00 AM,861.1,,11.819,10.748,,,,
1527,08/02/21 08:30:00 AM,1044.1,,,,,,,
1528,08/02/21 09:00:00 AM,1324.0,,12.401,12.013,,,,
1529,08/02/21 09:30:00 AM,1291.7,,,,,,,
1530,08/02/21 10:00:00 AM,2238.9,,15.951,13.461,,,,
1531,08/02/21 10:30:00 AM,3272.2,,,,,,,
1532,08/02/21 11:00:00 AM,3961.1,,16.903,15.855,,,,
1533,08/02/21 11:30:00 AM,2497.2,,,,,,,
1534,08/02/21 12:00:00 PM,3616.7,,19.377,16.808,,,,
1535,08/02/21 12:30:00 PM,3444.5,,,,,,,
1536,08/02/21 01:00:00 PM,4650.0,,21.187,16.713,,,,
1537,08/02/21 01:30:00 PM,12400.1,,,,,,,
1538,08/02/21 02:00:00 PM,2669.5,,18.616,18.236,,,,
1539,08/02/21 02:30:00 PM,4133.4,,,,,,,
1540,08/02/21 03:00:00 PM,3616.7,,22.525,19.472,,,,
1541,08/02/21 03:30:00 PM,3616.7,,,,,,,
1542,08/02/21 04:00:00 PM,3100.0,,18.806,17.475,,,,
1543,08/02/21 04:30:00 PM,2583.4,,,,,,,
1544,08/02/21 05:00:00 PM,2927.8,,19.662,18.426,,,,
1545,08/02/21 05:30:00 PM,2238.9,,,,,,,
1546,08/02/21 06:00:00 PM,2325.0,,18.236,16.808,,,,
1547,08/02/21 06:30:00 PM,1463.9,,,,,,,
1548,08/02/21 07:00:00 PM,441.3,,15.187,14.421,,,,
1549,08/02/21 07:30:00 PM,527.4,,,,,,,
1550,08/02/21 08:00:00 PM,75.3,,12.497,10.748,,,,
1551,08/02/21 08:30:00 PM,0.0,,,,,,,
1552,08/02/21 09:00:00 PM,0.0,,10.553,9.669,,,,
1553,08/02/21 09:30:00 PM,0.0,,,,,,,
1554,08/02/21 10:00:00 PM,0.0,,9.176,8.581,,,,
1555,08/02/21 10:30:00 PM,0.0,,,,,,,
1556,08/02/21 11:00:00 PM,0.0,,7.481,6.370,,,,
1557,08/02/21 11:30:00 PM,0.0,,,,,,,
1558,08/03/21 12:00:00 AM,0.0,14.303,5.757,5.552,,,,
1559,08/03/21 12:30:00 AM,0.0,,,,,,,
1560,08/03/21 01:00:00 AM,0.0,,5.860,5.860,,,,
1561,08/03/21 01:30:00 AM,0.0,,,,,,,
1562,08/03/21 02:00:00 AM,0.0,,6.573,6.268,,,,
1563,08/03/21 02:30:00 AM,0.0,,,,,,,
1564,08/03/21 03:00:00 AM,0.0,,7.381,6.978,,,,
1565,08/03/21 03:30:00 AM,0.0,,,,,,,
1566,08/03/21 04:00:00 AM,0.0,,7.682,7.381,,,,
1567,08/03/21 04:30:00 AM,0.0,,,,,,,
1568,08/03/21 05:00:00 AM,0.0,,7.582,7.481,,,,
1569,08/03/21 05:30:00 AM,0.0,,,,,,,
1570,08/03/21 06:00:00 AM,0.0,,7.882,7.882,,,,
1571,08/03/21 06:30:00 AM,118.4,,,,,,,
1572,08/03/21 07:00:00 AM,301.4,,9.768,8.779,,,,
1573,08/03/21 07:30:00 AM,710.4,,,,,,,
1574,08/03/21 08:00:00 AM,731.9,,12.013,10.455,,,,
1575,08/03/21 08:30:00 AM,1550.0,,,,,,,
1576,08/03/21 09:00:00 AM,2583.4,,14.900,13.846,,,,
1577,08/03/21 09:30:00 AM,2238.9,,,,,,,
1578,08/03/21 10:00:00 AM,5511.1,,16.427,15.664,,,,
1579,08/03/21 10:30:00 AM,22044.6,,,,,,,
1580,08/03/21 11:00:00 AM,0.0,,18.426,18.140,,,,
1581,08/03/21 11:30:00 AM,0.0,,,,,,,
1582,08/03/21 12:00:00 PM,0.0,,19.567,19.282,,,,
1583,08/03/21 12:30:00 PM,0.0,,,,,,,
1584,08/03/21 01:00:00 PM,75.3,,19.377,19.092,,,,
1585,08/03/21 01:30:00 PM,75.3,,,,,,,
1586,08/03/21 02:00:00 PM,10.8,,18.901,18.711,,,,
1587,08/03/21 02:30:00 PM,0.0,,,,,,,
1588,08/03/21 03:00:00 PM,21.5,,18.711,18.711,,,,
1589,08/03/21 03:30:00 PM,43.1,,,,,,,
1590,08/03/21 04:00:00 PM,139.9,,18.711,18.331,,,,
1591,08/03/21 04:30:00 PM,86.1,,,,,,,
1592,08/03/21 05:00:00 PM,10.8,,18.521,18.140,,,,
1593,08/03/21 05:30:00 PM,53.8,,,,,,,
1594,08/03/21 06:00:00 PM,10.8,,18.806,18.711,,,,
1595,08/03/21 06:30:00 PM,53.8,,,,,,,
1596,08/03/21 07:00:00 PM,64.6,,18.901,18.901,,,,
1597,08/03/21 07:30:00 PM,21.5,,,,,,,
1598,08/03/21 08:00:00 PM,0.0,,18.901,18.901,,,,
1599,08/03/21 08:30:00 PM,0.0,,,,,,,
1600,08/03/21 09:00:00 PM,0.0,,18.901,18.901,,,,
1601,08/03/21 09:30:00 PM,0.0,,,,,,,
1602,08/03/21 10:00:00 PM,0.0,,18.806,18.806,,,,
1603,08/03/21 10:30:00 PM,0.0,,,,,,,
1604,08/03/21 11:00:00 PM,0.0,,18.711,18.711,,,,
1605,08/03/21 11:30:00 PM,0.0,,,,,,,
1606,08/04/21 12:00:00 AM,0.0,18.378,18.616,18.616,,,,
1607,08/04/21 12:30:00 AM,0.0,,,,,,,
1608,08/04/21 01:00:00 AM,0.0,,18.521,18.426,,,,
1609,08/04/21 01:30:00 AM,0.0,,,,,,,
1610,08/04/21 02:00:00 AM,0.0,,18.331,18.236,,,,
1611,08/04/21 02:30:00 AM,0.0,,,,,,,
1612,08/04/21 03:00:00 AM,0.0,,18.236,18.236,,,,
1613,08/04/21 03:30:00 AM,0.0,,,,,,,
1614,08/04/21 04:00:00 AM,0.0,,18.140,18.140,,,,
1615,08/04/21 04:30:00 AM,0.0,,,,,,,
1616,08/04/21 05:00:00 AM,0.0,,18.236,18.140,,,,
1617,08/04/21 05:30:00 AM,0.0,,,,,,,
1618,08/04/21 06:00:00 AM,0.0,,18.140,18.045,,,,
1619,08/04/21 06:30:00 AM,0.0,,,,,,,
1620,08/04/21 07:00:00 AM,0.0,,18.236,18.045,,,,
1621,08/04/21 07:30:00 AM,0.0,,,,,,,
1622,08/04/21 08:00:00 AM,0.0,,18.045,17.950,,,,
1623,08/04/21 08:30:00 AM,64.6,,,,,,,
1624,08/04/21 09:00:00 AM,75.3,,18.045,18.045,,,,
1625,08/04/21 09:30:00 AM,96.9,,,,,,,
1626,08/04/21 10:00:00 AM,129.2,,18.426,18.331,,,,
1627,08/04/21 10:30:00 AM,150.7,,,,,,,
1628,08/04/21 11:00:00 AM,150.7,,18.616,18.521,,,,
1629,08/04/21 11:30:00 AM,215.3,,,,,,,
1630,08/04/21 12:00:00 PM,215.3,,18.901,18.711,,,,
1631,08/04/21 12:30:00 PM,742.7,,,,,,,
1632,08/04/21 01:00:00 PM,527.4,,19.662,18.996,,,,
1633,08/04/21 01:30:00 PM,129.2,,,,,,,
1634,08/04/21 01:33:57 PM,,,,,Logged,Logged,,
1635,08/04/21 01:34:29 PM,,,,,,,Logged,Logged
