"Plot Title: Hobo 3 - S/N10369065"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10369065, SEN S/N: 10369065)","Avg: Daily Temperature, °C (LGR S/N: 10369065)","Max: Hourly Temperature, °C (LGR S/N: 10369065)","Min: Hourly Temperature, °C (LGR S/N: 10369065)","Coupler Attached (LGR S/N: 10369065)","Host Connected (LGR S/N: 10369065)","Stopped (LGR S/N: 10369065)","End Of File (LGR S/N: 10369065)"
1,07/01/21 12:00:00 AM,,17.333,,,,,,
2,07/01/21 02:00:00 PM,20666.8,,32.600,32.600,,,,
3,07/01/21 02:30:00 PM,4477.8,,,,,,,
4,07/01/21 03:00:00 PM,14466.8,,30.154,28.258,,,,
5,07/01/21 03:30:00 PM,11711.2,,,,,,,
6,07/01/21 04:00:00 PM,5338.9,,27.468,21.473,,,,
7,07/01/21 04:30:00 PM,9300.1,,,,,,,
8,07/01/21 05:00:00 PM,8611.2,,21.282,18.996,,,,
9,07/01/21 05:30:00 PM,1636.1,,,,,,,
10,07/01/21 06:00:00 PM,1722.2,,20.043,19.853,,,,
11,07/01/21 06:30:00 PM,818.1,,,,,,,
12,07/01/21 07:00:00 PM,333.7,,16.523,16.141,,,,
13,07/01/21 07:30:00 PM,538.2,,,,,,,
14,07/01/21 08:00:00 PM,301.4,,12.207,9.965,,,,
15,07/01/21 08:30:00 PM,64.6,,,,,,,
16,07/01/21 09:00:00 PM,0.0,,8.182,7.682,,,,
17,07/01/21 09:30:00 PM,0.0,,,,,,,
18,07/01/21 10:00:00 PM,0.0,,6.775,5.962,,,,
19,07/01/21 10:30:00 PM,0.0,,,,,,,
20,07/01/21 11:00:00 PM,0.0,,5.347,5.141,,,,
21,07/01/21 11:30:00 PM,0.0,,,,,,,
22,07/02/21 12:00:00 AM,0.0,14.656,5.141,5.037,,,,
23,07/02/21 12:30:00 AM,0.0,,,,,,,
24,07/02/21 01:00:00 AM,0.0,,4.311,3.788,,,,
25,07/02/21 01:30:00 AM,0.0,,,,,,,
26,07/02/21 02:00:00 AM,0.0,,3.893,3.578,,,,
27,07/02/21 02:30:00 AM,0.0,,,,,,,
28,07/02/21 03:00:00 AM,0.0,,3.261,2.837,,,,
29,07/02/21 03:30:00 AM,0.0,,,,,,,
30,07/02/21 04:00:00 AM,0.0,,2.837,2.624,,,,
31,07/02/21 04:30:00 AM,0.0,,,,,,,
32,07/02/21 05:00:00 AM,0.0,,2.837,2.517,,,,
33,07/02/21 05:30:00 AM,0.0,,,,,,,
34,07/02/21 06:00:00 AM,43.1,,2.943,2.624,,,,
35,07/02/21 06:30:00 AM,75.3,,,,,,,
36,07/02/21 07:00:00 AM,107.6,,4.311,3.049,,,,
37,07/02/21 07:30:00 AM,269.1,,,,,,,
38,07/02/21 08:00:00 AM,3100.0,,15.760,10.161,,,,
39,07/02/21 08:30:00 AM,4650.0,,,,,,,
40,07/02/21 09:00:00 AM,4822.3,,20.996,17.189,,,,
41,07/02/21 09:30:00 AM,2238.9,,,,,,,
42,07/02/21 10:00:00 AM,8611.2,,27.862,25.805,,,,
43,07/02/21 10:30:00 AM,9644.5,,,,,,,
44,07/02/21 11:00:00 AM,2325.0,,22.046,18.901,,,,
45,07/02/21 11:30:00 AM,2238.9,,,,,,,
46,07/02/21 12:00:00 PM,3788.9,,30.457,21.664,,,,
47,07/02/21 12:30:00 PM,7577.8,,,,,,,
48,07/02/21 01:00:00 PM,2755.6,,28.655,19.377,,,,
49,07/02/21 01:30:00 PM,22044.6,,,,,,,
50,07/02/21 02:00:00 PM,20666.8,,35.542,34.268,,,,
51,07/02/21 02:30:00 PM,15155.7,,,,,,,
52,07/02/21 03:00:00 PM,15844.5,,33.743,30.356,,,,
53,07/02/21 03:30:00 PM,12400.1,,,,,,,
54,07/02/21 04:00:00 PM,2755.6,,28.258,25.319,,,,
55,07/02/21 04:30:00 PM,9644.5,,,,,,,
56,07/02/21 05:00:00 PM,8266.7,,24.738,23.388,,,,
57,07/02/21 05:30:00 PM,1550.0,,,,,,,
58,07/02/21 06:00:00 PM,624.3,,20.996,19.853,,,,
59,07/02/21 06:30:00 PM,1334.7,,,,,,,
60,07/02/21 07:00:00 PM,635.1,,18.521,17.379,,,,
61,07/02/21 07:30:00 PM,925.7,,,,,,,
62,07/02/21 08:00:00 PM,495.1,,16.141,13.558,,,,
63,07/02/21 08:30:00 PM,236.8,,,,,,,
64,07/02/21 09:00:00 PM,0.0,,11.819,9.373,,,,
65,07/02/21 09:30:00 PM,0.0,,,,,,,
66,07/02/21 10:00:00 PM,0.0,,7.882,6.775,,,,
67,07/02/21 10:30:00 PM,0.0,,,,,,,
68,07/02/21 11:00:00 PM,0.0,,5.860,5.244,,,,
69,07/02/21 11:30:00 PM,0.0,,,,,,,
70,07/03/21 12:00:00 AM,0.0,14.918,5.037,4.623,,,,
71,07/03/21 12:30:00 AM,0.0,,,,,,,
72,07/03/21 01:00:00 AM,0.0,,4.311,3.893,,,,
73,07/03/21 01:30:00 AM,0.0,,,,,,,
74,07/03/21 02:00:00 AM,0.0,,3.472,3.261,,,,
75,07/03/21 02:30:00 AM,0.0,,,,,,,
76,07/03/21 03:00:00 AM,0.0,,3.155,3.049,,,,
77,07/03/21 03:30:00 AM,0.0,,,,,,,
78,07/03/21 04:00:00 AM,0.0,,2.837,2.624,,,,
79,07/03/21 04:30:00 AM,0.0,,,,,,,
80,07/03/21 05:00:00 AM,0.0,,2.517,2.303,,,,
81,07/03/21 05:30:00 AM,0.0,,,,,,,
82,07/03/21 06:00:00 AM,43.1,,2.837,2.303,,,,
83,07/03/21 06:30:00 AM,86.1,,,,,,,
84,07/03/21 07:00:00 AM,366.0,,5.244,3.578,,,,
85,07/03/21 07:30:00 AM,290.6,,,,,,,
86,07/03/21 08:00:00 AM,3444.5,,15.760,10.357,,,,
87,07/03/21 08:30:00 AM,5166.7,,,,,,,
88,07/03/21 09:00:00 AM,4477.8,,23.004,18.616,,,,
89,07/03/21 09:30:00 AM,6200.0,,,,,,,
90,07/03/21 10:00:00 AM,7233.4,,27.665,25.805,,,,
91,07/03/21 10:30:00 AM,8266.7,,,,,,,
92,07/03/21 11:00:00 AM,8611.2,,28.655,27.272,,,,
93,07/03/21 11:30:00 AM,10333.4,,,,,,,
94,07/03/21 12:00:00 PM,12400.1,,32.291,30.760,,,,
95,07/03/21 12:30:00 PM,2927.8,,,,,,,
96,07/03/21 01:00:00 PM,3961.1,,30.760,30.558,,,,
97,07/03/21 01:30:00 PM,22044.6,,,,,,,
98,07/03/21 02:00:00 PM,2927.8,,23.677,22.238,,,,
99,07/03/21 02:30:00 PM,3272.2,,,,,,,
100,07/03/21 03:00:00 PM,14466.8,,34.691,31.166,,,,
101,07/03/21 03:30:00 PM,11711.2,,,,,,,
102,07/03/21 04:00:00 PM,9300.1,,31.778,25.805,,,,
103,07/03/21 04:30:00 PM,8266.7,,,,,,,
104,07/03/21 05:00:00 PM,1463.9,,25.513,24.255,,,,
105,07/03/21 05:30:00 PM,5511.1,,,,,,,
106,07/03/21 06:00:00 PM,4650.0,,23.581,23.388,,,,
107,07/03/21 06:30:00 PM,4305.6,,,,,,,
108,07/03/21 07:00:00 PM,3272.2,,23.004,15.378,,,,
109,07/03/21 07:30:00 PM,161.5,,,,,,,
110,07/03/21 08:00:00 PM,107.6,,11.139,9.176,,,,
111,07/03/21 08:30:00 PM,43.1,,,,,,,
112,07/03/21 09:00:00 PM,0.0,,7.381,6.370,,,,
113,07/03/21 09:30:00 PM,0.0,,,,,,,
114,07/03/21 10:00:00 PM,0.0,,5.860,5.347,,,,
115,07/03/21 10:30:00 PM,0.0,,,,,,,
116,07/03/21 11:00:00 PM,0.0,,5.037,4.727,,,,
117,07/03/21 11:30:00 PM,0.0,,,,,,,
118,07/04/21 12:00:00 AM,0.0,16.918,4.415,4.311,,,,
119,07/04/21 12:30:00 AM,0.0,,,,,,,
120,07/04/21 01:00:00 AM,0.0,,4.102,3.788,,,,
121,07/04/21 01:30:00 AM,0.0,,,,,,,
122,07/04/21 02:00:00 AM,0.0,,3.683,3.367,,,,
123,07/04/21 02:30:00 AM,0.0,,,,,,,
124,07/04/21 03:00:00 AM,0.0,,3.261,3.155,,,,
125,07/04/21 03:30:00 AM,0.0,,,,,,,
126,07/04/21 04:00:00 AM,0.0,,3.049,2.943,,,,
127,07/04/21 04:30:00 AM,0.0,,,,,,,
128,07/04/21 05:00:00 AM,0.0,,2.837,2.624,,,,
129,07/04/21 05:30:00 AM,0.0,,,,,,,
130,07/04/21 06:00:00 AM,43.1,,2.943,2.943,,,,
131,07/04/21 06:30:00 AM,86.1,,,,,,,
132,07/04/21 07:00:00 AM,129.2,,4.831,3.367,,,,
133,07/04/21 07:30:00 AM,290.6,,,,,,,
134,07/04/21 08:00:00 AM,3616.7,,18.331,10.553,,,,
135,07/04/21 08:30:00 AM,4822.3,,,,,,,
136,07/04/21 09:00:00 AM,4477.8,,23.100,20.901,,,,
137,07/04/21 09:30:00 AM,5166.7,,,,,,,
138,07/04/21 10:00:00 AM,7577.8,,30.760,24.158,,,,
139,07/04/21 10:30:00 AM,8611.2,,,,,,,
140,07/04/21 11:00:00 AM,8611.2,,29.652,29.452,,,,
141,07/04/21 11:30:00 AM,10333.4,,,,,,,
142,07/04/21 12:00:00 PM,11711.2,,33.535,29.452,,,,
143,07/04/21 12:30:00 PM,2755.6,,,,,,,
144,07/04/21 01:00:00 PM,22044.6,,37.274,33.848,,,,
145,07/04/21 01:30:00 PM,22044.6,,,,,,,
146,07/04/21 02:00:00 PM,20666.8,,41.108,37.714,,,,
147,07/04/21 02:30:00 PM,17222.3,,,,,,,
148,07/04/21 03:00:00 PM,15155.7,,36.728,36.511,,,,
149,07/04/21 03:30:00 PM,11711.2,,,,,,,
150,07/04/21 04:00:00 PM,10333.4,,31.472,30.154,,,,
151,07/04/21 04:30:00 PM,8611.2,,,,,,,
152,07/04/21 05:00:00 PM,7577.8,,32.086,30.659,,,,
153,07/04/21 05:30:00 PM,7233.4,,,,,,,
154,07/04/21 06:00:00 PM,5511.1,,27.370,22.621,,,,
155,07/04/21 06:30:00 PM,968.8,,,,,,,
156,07/04/21 07:00:00 PM,3100.0,,24.158,17.855,,,,
157,07/04/21 07:30:00 PM,193.8,,,,,,,
158,07/04/21 08:00:00 PM,193.8,,13.558,11.431,,,,
159,07/04/21 08:30:00 PM,43.1,,,,,,,
160,07/04/21 09:00:00 PM,0.0,,9.373,7.782,,,,
161,07/04/21 09:30:00 PM,0.0,,,,,,,
162,07/04/21 10:00:00 PM,0.0,,6.978,6.370,,,,
163,07/04/21 10:30:00 PM,0.0,,,,,,,
164,07/04/21 11:00:00 PM,0.0,,5.962,5.552,,,,
165,07/04/21 11:30:00 PM,0.0,,,,,,,
166,07/05/21 12:00:00 AM,0.0,12.404,5.141,4.831,,,,
167,07/05/21 12:30:00 AM,0.0,,,,,,,
168,07/05/21 01:00:00 AM,0.0,,4.623,4.311,,,,
169,07/05/21 01:30:00 AM,0.0,,,,,,,
170,07/05/21 02:00:00 AM,0.0,,4.207,3.788,,,,
171,07/05/21 02:30:00 AM,0.0,,,,,,,
172,07/05/21 03:00:00 AM,0.0,,3.893,3.578,,,,
173,07/05/21 03:30:00 AM,0.0,,,,,,,
174,07/05/21 04:00:00 AM,0.0,,3.472,3.367,,,,
175,07/05/21 04:30:00 AM,0.0,,,,,,,
176,07/05/21 05:00:00 AM,0.0,,3.261,3.155,,,,
177,07/05/21 05:30:00 AM,0.0,,,,,,,
178,07/05/21 06:00:00 AM,43.1,,3.472,3.155,,,,
179,07/05/21 06:30:00 AM,96.9,,,,,,,
180,07/05/21 07:00:00 AM,139.9,,5.757,4.207,,,,
181,07/05/21 07:30:00 AM,312.2,,,,,,,
182,07/05/21 08:00:00 AM,3788.9,,19.472,11.139,,,,
183,07/05/21 08:30:00 AM,4994.5,,,,,,,
184,07/05/21 09:00:00 AM,2669.5,,21.664,20.805,,,,
185,07/05/21 09:30:00 AM,3444.5,,,,,,,
186,07/05/21 10:00:00 AM,3100.0,,28.357,22.142,,,,
187,07/05/21 10:30:00 AM,8266.7,,,,,,,
188,07/05/21 11:00:00 AM,9300.1,,32.086,31.676,,,,
189,07/05/21 11:30:00 AM,2411.1,,,,,,,
190,07/05/21 12:00:00 PM,1033.3,,27.075,20.329,,,,
191,07/05/21 12:30:00 PM,11022.3,,,,,,,
192,07/05/21 01:00:00 PM,21355.7,,26.097,21.760,,,,
193,07/05/21 01:30:00 PM,1194.8,,,,,,,
194,07/05/21 02:00:00 PM,1894.5,,14.421,10.944,,,,
195,07/05/21 02:30:00 PM,1550.0,,,,,,,
196,07/05/21 03:00:00 PM,2238.9,,14.709,12.883,,,,
197,07/05/21 03:30:00 PM,2669.5,,,,,,,
198,07/05/21 04:00:00 PM,1550.0,,20.901,16.046,,,,
199,07/05/21 04:30:00 PM,958.0,,,,,,,
200,07/05/21 05:00:00 PM,1377.8,,17.284,15.091,,,,
201,07/05/21 05:30:00 PM,1173.3,,,,,,,
202,07/05/21 06:00:00 PM,775.0,,14.996,13.076,,,,
203,07/05/21 06:30:00 PM,409.0,,,,,,,
204,07/05/21 07:00:00 PM,21.5,,11.722,10.553,,,,
205,07/05/21 07:30:00 PM,10.8,,,,,,,
206,07/05/21 08:00:00 PM,0.0,,10.455,10.161,,,,
207,07/05/21 08:30:00 PM,0.0,,,,,,,
208,07/05/21 09:00:00 PM,0.0,,9.571,9.373,,,,
209,07/05/21 09:30:00 PM,0.0,,,,,,,
210,07/05/21 10:00:00 PM,0.0,,9.373,9.373,,,,
211,07/05/21 10:30:00 PM,0.0,,,,,,,
212,07/05/21 11:00:00 PM,0.0,,8.879,8.779,,,,
213,07/05/21 11:30:00 PM,0.0,,,,,,,
214,07/06/21 12:00:00 AM,0.0,15.208,7.983,7.280,,,,
215,07/06/21 12:30:00 AM,0.0,,,,,,,
216,07/06/21 01:00:00 AM,0.0,,7.782,7.481,,,,
217,07/06/21 01:30:00 AM,0.0,,,,,,,
218,07/06/21 02:00:00 AM,0.0,,5.450,4.623,,,,
219,07/06/21 02:30:00 AM,0.0,,,,,,,
220,07/06/21 03:00:00 AM,0.0,,4.102,3.578,,,,
221,07/06/21 03:30:00 AM,0.0,,,,,,,
222,07/06/21 04:00:00 AM,0.0,,3.367,3.261,,,,
223,07/06/21 04:30:00 AM,0.0,,,,,,,
224,07/06/21 05:00:00 AM,0.0,,3.049,2.943,,,,
225,07/06/21 05:30:00 AM,0.0,,,,,,,
226,07/06/21 06:00:00 AM,21.5,,3.998,3.261,,,,
227,07/06/21 06:30:00 AM,139.9,,,,,,,
228,07/06/21 07:00:00 AM,107.6,,5.037,4.207,,,,
229,07/06/21 07:30:00 AM,236.8,,,,,,,
230,07/06/21 08:00:00 AM,2927.8,,15.187,10.944,,,,
231,07/06/21 08:30:00 AM,3961.1,,,,,,,
232,07/06/21 09:00:00 AM,3961.1,,16.808,15.951,,,,
233,07/06/21 09:30:00 AM,3616.7,,,,,,,
234,07/06/21 10:00:00 AM,5166.7,,19.377,18.521,,,,
235,07/06/21 10:30:00 AM,3616.7,,,,,,,
236,07/06/21 11:00:00 AM,1980.6,,23.388,23.388,,,,
237,07/06/21 11:30:00 AM,1980.6,,,,,,,
238,07/06/21 12:00:00 PM,3616.7,,28.754,25.416,,,,
239,07/06/21 12:30:00 PM,10677.8,,,,,,,
240,07/06/21 01:00:00 PM,11022.3,,32.086,29.252,,,,
241,07/06/21 01:30:00 PM,20666.8,,,,,,,
242,07/06/21 02:00:00 PM,20666.8,,36.079,33.639,,,,
243,07/06/21 02:30:00 PM,16533.4,,,,,,,
244,07/06/21 03:00:00 PM,1894.5,,29.552,26.683,,,,
245,07/06/21 03:30:00 PM,2238.9,,,,,,,
246,07/06/21 04:00:00 PM,9644.5,,29.652,28.853,,,,
247,07/06/21 04:30:00 PM,6544.5,,,,,,,
248,07/06/21 05:00:00 PM,1894.5,,27.567,26.683,,,,
249,07/06/21 05:30:00 PM,6544.5,,,,,,,
250,07/06/21 06:00:00 PM,5511.1,,25.319,21.664,,,,
251,07/06/21 06:30:00 PM,710.4,,,,,,,
252,07/06/21 07:00:00 PM,3272.2,,21.378,16.046,,,,
253,07/06/21 07:30:00 PM,376.7,,,,,,,
254,07/06/21 08:00:00 PM,150.7,,13.173,11.528,,,,
255,07/06/21 08:30:00 PM,53.8,,,,,,,
256,07/06/21 09:00:00 PM,0.0,,9.866,9.571,,,,
257,07/06/21 09:30:00 PM,0.0,,,,,,,
258,07/06/21 10:00:00 PM,0.0,,8.282,7.381,,,,
259,07/06/21 10:30:00 PM,0.0,,,,,,,
260,07/06/21 11:00:00 PM,0.0,,5.655,4.934,,,,
261,07/06/21 11:30:00 PM,0.0,,,,,,,
262,07/07/21 12:00:00 AM,0.0,16.020,4.727,4.727,,,,
263,07/07/21 12:30:00 AM,0.0,,,,,,,
264,07/07/21 01:00:00 AM,0.0,,4.102,3.683,,,,
265,07/07/21 01:30:00 AM,0.0,,,,,,,
266,07/07/21 02:00:00 AM,0.0,,3.472,3.261,,,,
267,07/07/21 02:30:00 AM,0.0,,,,,,,
268,07/07/21 03:00:00 AM,0.0,,3.049,2.837,,,,
269,07/07/21 03:30:00 AM,0.0,,,,,,,
270,07/07/21 04:00:00 AM,0.0,,2.837,2.517,,,,
271,07/07/21 04:30:00 AM,0.0,,,,,,,
272,07/07/21 05:00:00 AM,0.0,,2.410,2.303,,,,
273,07/07/21 05:30:00 AM,0.0,,,,,,,
274,07/07/21 06:00:00 AM,32.3,,2.303,2.195,,,,
275,07/07/21 06:30:00 AM,64.6,,,,,,,
276,07/07/21 07:00:00 AM,96.9,,4.102,2.943,,,,
277,07/07/21 07:30:00 AM,258.3,,,,,,,
278,07/07/21 08:00:00 AM,4133.4,,17.760,10.651,,,,
279,07/07/21 08:30:00 AM,4822.3,,,,,,,
280,07/07/21 09:00:00 AM,4477.8,,20.710,19.282,,,,
281,07/07/21 09:30:00 AM,4477.8,,,,,,,
282,07/07/21 10:00:00 AM,6200.0,,28.258,23.966,,,,
283,07/07/21 10:30:00 AM,8266.7,,,,,,,
284,07/07/21 11:00:00 AM,8611.2,,30.862,29.252,,,,
285,07/07/21 11:30:00 AM,9644.5,,,,,,,
286,07/07/21 12:00:00 PM,11022.3,,33.014,32.497,,,,
287,07/07/21 12:30:00 PM,11022.3,,,,,,,
288,07/07/21 01:00:00 PM,20666.8,,38.379,35.756,,,,
289,07/07/21 01:30:00 PM,22044.6,,,,,,,
290,07/07/21 02:00:00 PM,21355.7,,39.050,38.602,,,,
291,07/07/21 02:30:00 PM,17911.2,,,,,,,
292,07/07/21 03:00:00 PM,14466.8,,38.379,35.328,,,,
293,07/07/21 03:30:00 PM,12400.1,,,,,,,
294,07/07/21 04:00:00 PM,10677.8,,31.983,30.558,,,,
295,07/07/21 04:30:00 PM,8611.2,,,,,,,
296,07/07/21 05:00:00 PM,7577.8,,30.760,22.717,,,,
297,07/07/21 05:30:00 PM,430.6,,,,,,,
298,07/07/21 06:00:00 PM,839.6,,25.222,15.951,,,,
299,07/07/21 06:30:00 PM,4305.6,,,,,,,
300,07/07/21 07:00:00 PM,3272.2,,21.187,13.942,,,,
301,07/07/21 07:30:00 PM,139.9,,,,,,,
302,07/07/21 08:00:00 PM,96.9,,10.651,8.581,,,,
303,07/07/21 08:30:00 PM,32.3,,,,,,,
304,07/07/21 09:00:00 PM,0.0,,7.179,6.370,,,,
305,07/07/21 09:30:00 PM,0.0,,,,,,,
306,07/07/21 10:00:00 PM,0.0,,5.655,5.244,,,,
307,07/07/21 10:30:00 PM,0.0,,,,,,,
308,07/07/21 11:00:00 PM,0.0,,5.037,4.727,,,,
309,07/07/21 11:30:00 PM,0.0,,,,,,,
310,07/08/21 12:00:00 AM,0.0,15.618,4.519,4.102,,,,
311,07/08/21 12:30:00 AM,0.0,,,,,,,
312,07/08/21 01:00:00 AM,0.0,,3.683,3.472,,,,
313,07/08/21 01:30:00 AM,0.0,,,,,,,
314,07/08/21 02:00:00 AM,0.0,,3.261,3.049,,,,
315,07/08/21 02:30:00 AM,0.0,,,,,,,
316,07/08/21 03:00:00 AM,0.0,,3.049,2.943,,,,
317,07/08/21 03:30:00 AM,0.0,,,,,,,
318,07/08/21 04:00:00 AM,0.0,,2.837,2.517,,,,
319,07/08/21 04:30:00 AM,0.0,,,,,,,
320,07/08/21 05:00:00 AM,0.0,,2.730,2.624,,,,
321,07/08/21 05:30:00 AM,0.0,,,,,,,
322,07/08/21 06:00:00 AM,96.9,,5.037,3.893,,,,
323,07/08/21 06:30:00 AM,247.6,,,,,,,
324,07/08/21 07:00:00 AM,258.3,,5.860,5.552,,,,
325,07/08/21 07:30:00 AM,312.2,,,,,,,
326,07/08/21 08:00:00 AM,3444.5,,18.331,10.944,,,,
327,07/08/21 08:30:00 AM,4994.5,,,,,,,
328,07/08/21 09:00:00 AM,4477.8,,21.569,21.187,,,,
329,07/08/21 09:30:00 AM,4305.6,,,,,,,
330,07/08/21 10:00:00 AM,5511.1,,27.075,23.773,,,,
331,07/08/21 10:30:00 AM,7233.4,,,,,,,
332,07/08/21 11:00:00 AM,7577.8,,30.154,28.357,,,,
333,07/08/21 11:30:00 AM,8266.7,,,,,,,
334,07/08/21 12:00:00 PM,9644.5,,29.252,27.567,,,,
335,07/08/21 12:30:00 PM,3272.2,,,,,,,
336,07/08/21 01:00:00 PM,1894.5,,26.879,25.902,,,,
337,07/08/21 01:30:00 PM,3788.9,,,,,,,
338,07/08/21 02:00:00 PM,3272.2,,34.903,29.053,,,,
339,07/08/21 02:30:00 PM,17222.3,,,,,,,
340,07/08/21 03:00:00 PM,3272.2,,32.704,30.054,,,,
341,07/08/21 03:30:00 PM,6544.5,,,,,,,
342,07/08/21 04:00:00 PM,1722.2,,26.585,22.908,,,,
343,07/08/21 04:30:00 PM,3100.0,,,,,,,
344,07/08/21 05:00:00 PM,9644.5,,32.086,28.060,,,,
345,07/08/21 05:30:00 PM,5511.1,,,,,,,
346,07/08/21 06:00:00 PM,5511.1,,30.054,20.615,,,,
347,07/08/21 06:30:00 PM,1033.3,,,,,,,
348,07/08/21 07:00:00 PM,1227.1,,21.760,17.855,,,,
349,07/08/21 07:30:00 PM,742.7,,,,,,,
350,07/08/21 08:00:00 PM,139.9,,13.269,11.041,,,,
351,07/08/21 08:30:00 PM,215.3,,,,,,,
352,07/08/21 09:00:00 PM,0.0,,10.553,10.161,,,,
353,07/08/21 09:30:00 PM,0.0,,,,,,,
354,07/08/21 10:00:00 PM,0.0,,8.282,7.179,,,,
355,07/08/21 10:30:00 PM,0.0,,,,,,,
356,07/08/21 11:00:00 PM,0.0,,6.471,5.962,,,,
357,07/08/21 11:30:00 PM,0.0,,,,,,,
358,07/09/21 12:00:00 AM,0.0,17.028,5.552,5.244,,,,
359,07/09/21 12:30:00 AM,0.0,,,,,,,
360,07/09/21 01:00:00 AM,0.0,,5.244,4.934,,,,
361,07/09/21 01:30:00 AM,0.0,,,,,,,
362,07/09/21 02:00:00 AM,0.0,,6.370,6.370,,,,
363,07/09/21 02:30:00 AM,0.0,,,,,,,
364,07/09/21 03:00:00 AM,0.0,,10.259,6.471,,,,
365,07/09/21 03:30:00 AM,0.0,,,,,,,
366,07/09/21 04:00:00 AM,0.0,,6.471,4.727,,,,
367,07/09/21 04:30:00 AM,0.0,,,,,,,
368,07/09/21 05:00:00 AM,0.0,,4.311,3.998,,,,
369,07/09/21 05:30:00 AM,0.0,,,,,,,
370,07/09/21 06:00:00 AM,64.6,,4.415,4.102,,,,
371,07/09/21 06:30:00 AM,193.8,,,,,,,
372,07/09/21 07:00:00 AM,333.7,,7.682,6.573,,,,
373,07/09/21 07:30:00 AM,1054.9,,,,,,,
374,07/09/21 08:00:00 AM,4133.4,,21.282,11.722,,,,
375,07/09/21 08:30:00 AM,4822.3,,,,,,,
376,07/09/21 09:00:00 AM,4650.0,,23.581,23.004,,,,
377,07/09/21 09:30:00 AM,4477.8,,,,,,,
378,07/09/21 10:00:00 AM,5511.1,,29.652,25.416,,,,
379,07/09/21 10:30:00 AM,7577.8,,,,,,,
380,07/09/21 11:00:00 AM,9300.1,,33.848,29.552,,,,
381,07/09/21 11:30:00 AM,1722.2,,,,,,,
382,07/09/21 12:00:00 PM,12400.1,,31.880,25.805,,,,
383,07/09/21 12:30:00 PM,13089.0,,,,,,,
384,07/09/21 01:00:00 PM,1808.3,,36.079,30.760,,,,
385,07/09/21 01:30:00 PM,22044.6,,,,,,,
386,07/09/21 02:00:00 PM,21355.7,,36.946,26.781,,,,
387,07/09/21 02:30:00 PM,2669.5,,,,,,,
388,07/09/21 03:00:00 PM,1808.3,,22.525,22.333,,,,
389,07/09/21 03:30:00 PM,5511.1,,,,,,,
390,07/09/21 04:00:00 PM,3272.2,,30.558,26.683,,,,
391,07/09/21 04:30:00 PM,3444.5,,,,,,,
392,07/09/21 05:00:00 PM,3100.0,,25.902,25.125,,,,
393,07/09/21 05:30:00 PM,4305.6,,,,,,,
394,07/09/21 06:00:00 PM,3444.5,,29.152,28.456,,,,
395,07/09/21 06:30:00 PM,4477.8,,,,,,,
396,07/09/21 07:00:00 PM,2927.8,,24.641,17.379,,,,
397,07/09/21 07:30:00 PM,678.1,,,,,,,
398,07/09/21 08:00:00 PM,355.2,,14.996,13.654,,,,
399,07/09/21 08:30:00 PM,139.9,,,,,,,
400,07/09/21 09:00:00 PM,0.0,,10.944,8.879,,,,
401,07/09/21 09:30:00 PM,0.0,,,,,,,
402,07/09/21 10:00:00 PM,0.0,,8.779,8.182,,,,
403,07/09/21 10:30:00 PM,0.0,,,,,,,
404,07/09/21 11:00:00 PM,0.0,,11.528,8.581,,,,
405,07/09/21 11:30:00 PM,0.0,,,,,,,
406,07/10/21 12:00:00 AM,0.0,17.913,14.134,13.365,,,,
407,07/10/21 12:30:00 AM,0.0,,,,,,,
408,07/10/21 01:00:00 AM,0.0,,11.334,9.571,,,,
409,07/10/21 01:30:00 AM,0.0,,,,,,,
410,07/10/21 02:00:00 AM,0.0,,8.282,5.962,,,,
411,07/10/21 02:30:00 AM,0.0,,,,,,,
412,07/10/21 03:00:00 AM,0.0,,5.552,4.519,,,,
413,07/10/21 03:30:00 AM,0.0,,,,,,,
414,07/10/21 04:00:00 AM,0.0,,10.455,5.347,,,,
415,07/10/21 04:30:00 AM,0.0,,,,,,,
416,07/10/21 05:00:00 AM,0.0,,9.768,7.381,,,,
417,07/10/21 05:30:00 AM,0.0,,,,,,,
418,07/10/21 06:00:00 AM,32.3,,5.244,1.980,,,,
419,07/10/21 06:30:00 AM,86.1,,,,,,,
420,07/10/21 07:00:00 AM,129.2,,1.872,1.548,,,,
421,07/10/21 07:30:00 AM,344.4,,,,,,,
422,07/10/21 08:00:00 AM,3961.1,,19.567,9.176,,,,
423,07/10/21 08:30:00 AM,5166.7,,,,,,,
424,07/10/21 09:00:00 AM,5511.1,,22.142,21.473,,,,
425,07/10/21 09:30:00 AM,5166.7,,,,,,,
426,07/10/21 10:00:00 AM,5166.7,,25.805,22.621,,,,
427,07/10/21 10:30:00 AM,7577.8,,,,,,,
428,07/10/21 11:00:00 AM,8611.2,,29.352,28.258,,,,
429,07/10/21 11:30:00 AM,9644.5,,,,,,,
430,07/10/21 12:00:00 PM,11022.3,,31.880,31.574,,,,
431,07/10/21 12:30:00 PM,10677.8,,,,,,,
432,07/10/21 01:00:00 PM,18600.1,,36.079,34.374,,,,
433,07/10/21 01:30:00 PM,22044.6,,,,,,,
434,07/10/21 02:00:00 PM,21355.7,,36.620,35.864,,,,
435,07/10/21 02:30:00 PM,16533.4,,,,,,,
436,07/10/21 03:00:00 PM,13089.0,,35.864,34.058,,,,
