"Plot Title: KCA2020-05"
"#","Date Time, GMT-06:00","Max: Daily Temperature, °C (LGR S/N: 10733251)","Min: Daily Temperature, °C (LGR S/N: 10733251)","Avg: Hourly Temperature, °C (LGR S/N: 10733251)","Coupler Attached (LGR S/N: 10733251)","Host Connected (LGR S/N: 10733251)","Stopped (LGR S/N: 10733251)","End Of File (LGR S/N: 10733251)"
1,07/01/21 12:00:00 AM,37.714,5.347,,,,,
2,07/01/21 02:00:00 PM,,,36.896,,,,
3,07/01/21 03:00:00 PM,,,34.058,,,,
4,07/01/21 04:00:00 PM,,,28.379,,,,
5,07/01/21 05:00:00 PM,,,22.335,,,,
6,07/01/21 06:00:00 PM,,,21.139,,,,
7,07/01/21 07:00:00 PM,,,15.377,,,,
8,07/01/21 08:00:00 PM,,,11.426,,,,
9,07/01/21 09:00:00 PM,,,8.281,,,,
10,07/01/21 10:00:00 PM,,,6.622,,,,
11,07/01/21 11:00:00 PM,,,5.449,,,,
12,07/02/21 12:00:00 AM,36.946,2.837,5.347,,,,
13,07/02/21 01:00:00 AM,,,4.414,,,,
14,07/02/21 02:00:00 AM,,,3.946,,,,
15,07/02/21 03:00:00 AM,,,3.261,,,,
16,07/02/21 04:00:00 AM,,,2.890,,,,
17,07/02/21 05:00:00 AM,,,2.943,,,,
18,07/02/21 06:00:00 AM,,,3.261,,,,
19,07/02/21 07:00:00 AM,,,7.791,,,,
20,07/02/21 08:00:00 AM,,,18.045,,,,
21,07/02/21 09:00:00 AM,,,23.633,,,,
22,07/02/21 10:00:00 AM,,,30.164,,,,
23,07/02/21 11:00:00 AM,,,23.162,,,,
24,07/02/21 12:00:00 PM,,,30.553,,,,
25,07/02/21 01:00:00 PM,,,25.656,,,,
26,07/02/21 02:00:00 PM,,,36.025,,,,
27,07/02/21 03:00:00 PM,,,34.670,,,,
28,07/02/21 04:00:00 PM,,,29.409,,,,
29,07/02/21 05:00:00 PM,,,27.130,,,,
30,07/02/21 06:00:00 PM,,,21.807,,,,
31,07/02/21 07:00:00 PM,,,17.665,,,,
32,07/02/21 08:00:00 PM,,,14.611,,,,
33,07/02/21 09:00:00 PM,,,10.695,,,,
34,07/02/21 10:00:00 PM,,,7.531,,,,
35,07/02/21 11:00:00 PM,,,5.910,,,,
36,07/03/21 12:00:00 AM,39.729,2.624,5.037,,,,
37,07/03/21 01:00:00 AM,,,4.258,,,,
38,07/03/21 02:00:00 AM,,,3.683,,,,
39,07/03/21 03:00:00 AM,,,3.367,,,,
40,07/03/21 04:00:00 AM,,,2.996,,,,
41,07/03/21 05:00:00 AM,,,2.730,,,,
42,07/03/21 06:00:00 AM,,,3.049,,,,
43,07/03/21 07:00:00 AM,,,8.300,,,,
