"Plot Title: Hobo 3 - S/N10369065"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10369065, SEN S/N: 10369065)","Avg: Daily Temperature, °C (LGR S/N: 10369065)","Max: Hourly Temperature, °C (LGR S/N: 10369065)","Min: Hourly Temperature, °C (LGR S/N: 10369065)"
1239,08/04/19 10:30:00 AM,21355.7,,,
1240,08/04/19 11:00:00 AM,24800.2,,38.268,34.163
1241,08/04/19 11:30:00 AM,27555.7,,,
1242,08/04/19 12:00:00 PM,35822.5,,50.734,43.601
1243,08/04/19 12:30:00 PM,8266.7,,,
1244,08/04/19 01:00:00 PM,15844.5,,40.185,35.435
1245,08/04/19 01:30:00 PM,22044.6,,,
1246,08/04/19 02:00:00 PM,44089.2,,49.090,30.255
1247,08/04/19 02:30:00 PM,7577.8,,,
1248,08/04/19 03:00:00 PM,6544.5,,23.484,18.521
1249,08/04/19 03:30:00 PM,4477.8,,,
1250,08/04/19 04:00:00 PM,5166.7,,17.189,16.808
1251,08/04/19 04:30:00 PM,2238.9,,,
1252,08/04/19 05:00:00 PM,904.2,,15.091,13.173
1253,08/04/19 05:30:00 PM,936.5,,,
1254,08/04/19 06:00:00 PM,366.0,,13.461,12.690
1255,08/04/19 06:30:00 PM,279.9,,,
1256,08/04/19 07:00:00 PM,818.1,,12.207,11.722
1257,08/04/19 07:30:00 PM,279.9,,,
1258,08/04/19 08:00:00 PM,75.3,,11.625,11.236
1259,08/04/19 08:30:00 PM,0.0,,,
1260,08/04/19 09:00:00 PM,0.0,,10.553,10.357
1261,08/04/19 09:30:00 PM,0.0,,,
1262,08/04/19 10:00:00 PM,0.0,,10.357,10.161
1263,08/04/19 10:30:00 PM,0.0,,,
1264,08/04/19 11:00:00 PM,0.0,,9.866,9.571
1265,08/04/19 11:30:00 PM,0.0,,,
1266,08/05/19 12:00:00 AM,0.0,22.708,8.680,7.782
1267,08/05/19 12:30:00 AM,0.0,,,
1268,08/05/19 01:00:00 AM,0.0,,7.481,7.381
1269,08/05/19 01:30:00 AM,0.0,,,
1270,08/05/19 02:00:00 AM,0.0,,7.179,5.860
1271,08/05/19 02:30:00 AM,0.0,,,
1272,08/05/19 03:00:00 AM,0.0,,5.244,4.831
1273,08/05/19 03:30:00 AM,0.0,,,
1274,08/05/19 04:00:00 AM,0.0,,6.877,6.471
1275,08/05/19 04:30:00 AM,0.0,,,
1276,08/05/19 05:00:00 AM,0.0,,5.244,4.623
1277,08/05/19 05:30:00 AM,0.0,,,
1278,08/05/19 06:00:00 AM,10.8,,4.102,3.788
1279,08/05/19 06:30:00 AM,183.0,,,
1280,08/05/19 07:00:00 AM,322.9,,7.079,4.727
1281,08/05/19 07:30:00 AM,6544.5,,,
1282,08/05/19 08:00:00 AM,9644.5,,14.804,11.139
1283,08/05/19 08:30:00 AM,12400.1,,,
1284,08/05/19 09:00:00 AM,14466.8,,19.948,17.570
1285,08/05/19 09:30:00 AM,16533.4,,,
1286,08/05/19 10:00:00 AM,18600.1,,30.760,26.390
1287,08/05/19 10:30:00 AM,20666.8,,,
1288,08/05/19 11:00:00 AM,22044.6,,38.602,35.009
1289,08/05/19 11:30:00 AM,23422.4,,,
1290,08/05/19 12:00:00 PM,27555.7,,44.580,42.164
1291,08/05/19 12:30:00 PM,37200.2,,,
1292,08/05/19 01:00:00 PM,38578.0,,44.952,43.238
1293,08/05/19 01:30:00 PM,38578.0,,,
1294,08/05/19 02:00:00 PM,38578.0,,46.083,34.268
1295,08/05/19 02:30:00 PM,26178.0,,,
1296,08/05/19 03:00:00 PM,366.0,,32.394,29.552
1297,08/05/19 03:30:00 PM,161.5,,,
1298,08/05/19 04:00:00 PM,161.5,,37.494,35.971
1299,08/05/19 04:30:00 PM,150.7,,,
1300,08/05/19 05:00:00 PM,64.6,,37.055,33.014
1301,08/05/19 05:30:00 PM,0.0,,,
1302,08/05/19 06:00:00 PM,0.0,,32.086,31.370
1303,08/05/19 06:30:00 PM,0.0,,,
1304,08/05/19 07:00:00 PM,0.0,,30.457,29.552
1305,08/05/19 07:30:00 PM,0.0,,,
1306,08/05/19 08:00:00 PM,0.0,,28.754,28.060
1307,08/05/19 08:30:00 PM,0.0,,,
1308,08/05/19 09:00:00 PM,0.0,,27.468,26.977
1309,08/05/19 09:30:00 PM,0.0,,,
1310,08/05/19 10:00:00 PM,0.0,,26.488,26.000
1311,08/05/19 10:30:00 PM,0.0,,,
1312,08/05/19 11:00:00 PM,0.0,,25.513,24.931
1313,08/05/19 11:30:00 PM,0.0,,,
1314,08/06/19 12:00:00 AM,0.0,27.232,24.448,23.966
1315,08/06/19 12:30:00 AM,0.0,,,
1316,08/06/19 01:00:00 AM,0.0,,23.484,23.004
1317,08/06/19 01:30:00 AM,0.0,,,
1318,08/06/19 02:00:00 AM,0.0,,22.525,22.046
1319,08/06/19 02:30:00 AM,0.0,,,
1320,08/06/19 03:00:00 AM,0.0,,21.664,21.187
1321,08/06/19 03:30:00 AM,0.0,,,
1322,08/06/19 04:00:00 AM,0.0,,20.805,20.424
1323,08/06/19 04:30:00 AM,0.0,,,
1324,08/06/19 05:00:00 AM,0.0,,19.948,19.662
1325,08/06/19 05:30:00 AM,0.0,,,
1326,08/06/19 06:00:00 AM,0.0,,19.282,18.901
1327,08/06/19 06:30:00 AM,0.0,,,
1328,08/06/19 07:00:00 AM,0.0,,18.616,18.236
1329,08/06/19 07:30:00 AM,0.0,,,
1330,08/06/19 08:00:00 AM,0.0,,17.950,17.760
1331,08/06/19 08:30:00 AM,0.0,,,
1332,08/06/19 09:00:00 AM,96.9,,22.812,18.996
1333,08/06/19 09:30:00 AM,236.8,,,
1334,08/06/19 10:00:00 AM,204.5,,27.173,25.513
1335,08/06/19 10:30:00 AM,32.3,,,
1336,08/06/19 11:00:00 AM,75.3,,29.752,27.961
1337,08/06/19 11:30:00 AM,462.9,,,
1338,08/06/19 12:00:00 PM,258.3,,32.600,30.054
1339,08/06/19 12:30:00 PM,1377.8,,,
1340,08/06/19 01:00:00 PM,312.2,,34.268,32.086
1341,08/06/19 01:30:00 PM,75.3,,,
1342,08/06/19 02:00:00 PM,236.8,,35.649,35.222
1343,08/06/19 02:30:00 PM,139.9,,,
1344,08/06/19 03:00:00 PM,75.3,,38.826,37.274
1345,08/06/19 03:30:00 PM,64.6,,,
1346,08/06/19 04:00:00 PM,75.3,,40.761,39.615
1347,08/06/19 04:30:00 PM,107.6,,,
1348,08/06/19 05:00:00 PM,0.0,,35.115,35.009
1349,08/06/19 05:30:00 PM,0.0,,,
1350,08/06/19 06:00:00 PM,0.0,,34.796,33.848
1351,08/06/19 06:30:00 PM,0.0,,,
1352,08/06/19 07:00:00 PM,21.5,,32.807,31.268
1353,08/06/19 07:30:00 PM,10.8,,,
1354,08/06/19 08:00:00 PM,0.0,,29.752,28.655
1355,08/06/19 08:30:00 PM,0.0,,,
1356,08/06/19 09:00:00 PM,0.0,,27.764,27.468
1357,08/06/19 09:30:00 PM,0.0,,,
1358,08/06/19 10:00:00 PM,0.0,,27.370,27.173
1359,08/06/19 10:30:00 PM,0.0,,,
1360,08/06/19 11:00:00 PM,0.0,,26.977,26.683
1361,08/06/19 11:30:00 PM,0.0,,,
1362,08/07/19 12:00:00 AM,0.0,24.630,26.390,25.902
1363,08/07/19 12:30:00 AM,0.0,,,
1364,08/07/19 01:00:00 AM,0.0,,25.513,25.028
1365,08/07/19 01:30:00 AM,0.0,,,
1366,08/07/19 02:00:00 AM,0.0,,24.545,24.062
1367,08/07/19 02:30:00 AM,0.0,,,
1368,08/07/19 03:00:00 AM,0.0,,23.677,23.196
1369,08/07/19 03:30:00 AM,0.0,,,
1370,08/07/19 04:00:00 AM,0.0,,22.717,22.333
1371,08/07/19 04:30:00 AM,0.0,,,
1372,08/07/19 05:00:00 AM,0.0,,21.855,21.473
1373,08/07/19 05:30:00 AM,0.0,,,
1374,08/07/19 06:00:00 AM,0.0,,20.996,20.519
1375,08/07/19 06:30:00 AM,0.0,,,
1376,08/07/19 07:00:00 AM,0.0,,20.138,19.758
1377,08/07/19 07:30:00 AM,0.0,,,
1378,08/07/19 08:00:00 AM,0.0,,19.758,19.472
1379,08/07/19 08:30:00 AM,118.4,,,
1380,08/07/19 09:00:00 AM,139.9,,23.292,21.760
1381,08/07/19 09:30:00 AM,258.3,,,
1382,08/07/19 10:00:00 AM,279.9,,27.075,25.610
1383,08/07/19 10:30:00 AM,279.9,,,
1384,08/07/19 11:00:00 AM,333.7,,29.552,28.357
1385,08/07/19 11:30:00 AM,322.9,,,
1386,08/07/19 12:00:00 PM,419.8,,34.374,31.370
1387,08/07/19 12:30:00 PM,775.0,,,
1388,08/07/19 01:00:00 PM,731.9,,39.276,38.490
1389,08/07/19 01:30:00 PM,236.8,,,
1390,08/07/19 02:00:00 PM,183.0,,38.714,37.824
1391,08/07/19 02:30:00 PM,215.3,,,
1392,08/07/19 03:00:00 PM,193.8,,36.837,34.796
1393,08/07/19 03:30:00 PM,344.4,,,
1394,08/07/19 04:00:00 PM,0.0,,24.351,21.855
1395,08/07/19 04:30:00 PM,0.0,,,
1396,08/07/19 05:00:00 PM,0.0,,20.901,20.710
1397,08/07/19 05:30:00 PM,0.0,,,
1398,08/07/19 06:00:00 PM,0.0,,20.519,20.329
1399,08/07/19 06:30:00 PM,0.0,,,
1400,08/07/19 07:00:00 PM,0.0,,20.138,20.043
1401,08/07/19 07:30:00 PM,0.0,,,
1402,08/07/19 08:00:00 PM,0.0,,19.948,19.853
1403,08/07/19 08:30:00 PM,0.0,,,
1404,08/07/19 09:00:00 PM,0.0,,19.758,19.758
1405,08/07/19 09:30:00 PM,0.0,,,
1406,08/07/19 10:00:00 PM,0.0,,19.948,19.758
1407,08/07/19 10:30:00 PM,0.0,,,
1408,08/07/19 11:00:00 PM,0.0,,19.948,19.758
1409,08/07/19 11:30:00 PM,0.0,,,
1410,08/08/19 12:00:00 AM,0.0,20.121,19.662,19.472
1411,08/08/19 12:30:00 AM,0.0,,,
1412,08/08/19 01:00:00 AM,0.0,,19.377,19.282
1413,08/08/19 01:30:00 AM,0.0,,,
1414,08/08/19 02:00:00 AM,0.0,,19.187,19.092
1415,08/08/19 02:30:00 AM,0.0,,,
1416,08/08/19 03:00:00 AM,0.0,,18.996,18.901
1417,08/08/19 03:30:00 AM,0.0,,,
1418,08/08/19 04:00:00 AM,0.0,,18.806,18.711
1419,08/08/19 04:30:00 AM,0.0,,,
1420,08/08/19 05:00:00 AM,0.0,,18.616,18.616
1421,08/08/19 05:30:00 AM,0.0,,,
1422,08/08/19 06:00:00 AM,0.0,,18.521,18.521
1423,08/08/19 06:30:00 AM,0.0,,,
1424,08/08/19 07:00:00 AM,0.0,,18.426,18.426
1425,08/08/19 07:30:00 AM,0.0,,,
1426,08/08/19 08:00:00 AM,0.0,,18.331,18.331
1427,08/08/19 08:30:00 AM,0.0,,,
1428,08/08/19 09:00:00 AM,0.0,,18.426,18.426
1429,08/08/19 09:30:00 AM,0.0,,,
1430,08/08/19 10:00:00 AM,0.0,,18.521,18.426
1431,08/08/19 10:30:00 AM,0.0,,,
1432,08/08/19 11:00:00 AM,0.0,,18.616,18.521
1433,08/08/19 11:30:00 AM,0.0,,,
1434,08/08/19 12:00:00 PM,0.0,,19.853,18.711
1435,08/08/19 12:30:00 PM,0.0,,,
1436,08/08/19 01:00:00 PM,0.0,,20.138,20.138
1437,08/08/19 01:30:00 PM,0.0,,,
1438,08/08/19 02:00:00 PM,0.0,,20.043,20.043
1439,08/08/19 02:30:00 PM,0.0,,,
1440,08/08/19 03:00:00 PM,0.0,,20.043,19.948
1441,08/08/19 03:30:00 PM,0.0,,,
1442,08/08/19 04:00:00 PM,0.0,,20.424,20.234
1443,08/08/19 04:30:00 PM,0.0,,,
1444,08/08/19 05:00:00 PM,0.0,,21.091,20.710
1445,08/08/19 05:30:00 PM,0.0,,,
1446,08/08/19 06:00:00 PM,0.0,,21.855,21.473
1447,08/08/19 06:30:00 PM,0.0,,,
1448,08/08/19 07:00:00 PM,0.0,,22.525,22.238
1449,08/08/19 07:30:00 PM,0.0,,,
1450,08/08/19 08:00:00 PM,0.0,,23.004,22.812
1451,08/08/19 08:30:00 PM,0.0,,,
1452,08/08/19 09:00:00 PM,0.0,,23.292,23.196
1453,08/08/19 09:30:00 PM,0.0,,,
1454,08/08/19 10:00:00 PM,0.0,,23.484,23.388
1455,08/08/19 10:30:00 PM,0.0,,,
1456,08/08/19 11:00:00 PM,0.0,,23.484,23.484
1457,08/08/19 11:30:00 PM,0.0,,,
1458,08/09/19 12:00:00 AM,0.0,23.661,23.388,23.292
1459,08/09/19 12:30:00 AM,0.0,,,
1460,08/09/19 01:00:00 AM,0.0,,23.196,23.004
1461,08/09/19 01:30:00 AM,0.0,,,
1462,08/09/19 02:00:00 AM,0.0,,22.908,22.812
1463,08/09/19 02:30:00 AM,0.0,,,
1464,08/09/19 03:00:00 AM,0.0,,22.717,22.621
1465,08/09/19 03:30:00 AM,0.0,,,
1466,08/09/19 04:00:00 AM,0.0,,22.429,22.333
1467,08/09/19 04:30:00 AM,0.0,,,
1468,08/09/19 05:00:00 AM,0.0,,22.238,22.142
1469,08/09/19 05:30:00 AM,0.0,,,
1470,08/09/19 06:00:00 AM,0.0,,22.046,21.951
1471,08/09/19 06:30:00 AM,0.0,,,
1472,08/09/19 07:00:00 AM,0.0,,21.855,21.664
1473,08/09/19 07:30:00 AM,0.0,,,
1474,08/09/19 08:00:00 AM,0.0,,21.569,21.378
1475,08/09/19 08:30:00 AM,0.0,,,
1476,08/09/19 09:00:00 AM,0.0,,21.282,21.187
1477,08/09/19 09:30:00 AM,0.0,,,
1478,08/09/19 10:00:00 AM,0.0,,20.996,20.901
1479,08/09/19 10:30:00 AM,0.0,,,
1480,08/09/19 11:00:00 AM,0.0,,20.901,20.805
1481,08/09/19 11:30:00 AM,0.0,,,
1482,08/09/19 12:00:00 PM,0.0,,21.282,20.996
1483,08/09/19 12:30:00 PM,0.0,,,
1484,08/09/19 01:00:00 PM,0.0,,21.951,21.569
1485,08/09/19 01:30:00 PM,0.0,,,
1486,08/09/19 02:00:00 PM,0.0,,22.812,22.429
1487,08/09/19 02:30:00 PM,0.0,,,
1488,08/09/19 03:00:00 PM,0.0,,23.773,23.292
1489,08/09/19 03:30:00 PM,0.0,,,
1490,08/09/19 04:00:00 PM,0.0,,24.738,24.255
1491,08/09/19 04:30:00 PM,0.0,,,
1492,08/09/19 05:00:00 PM,0.0,,25.416,25.125
1493,08/09/19 05:30:00 PM,0.0,,,
1494,08/09/19 06:00:00 PM,0.0,,26.097,25.708
1495,08/09/19 06:30:00 PM,0.0,,,
1496,08/09/19 07:00:00 PM,0.0,,26.879,26.488
1497,08/09/19 07:30:00 PM,0.0,,,
1498,08/09/19 08:00:00 PM,0.0,,27.567,27.272
1499,08/09/19 08:30:00 PM,0.0,,,
1500,08/09/19 09:00:00 PM,0.0,,27.961,27.764
1501,08/09/19 09:30:00 PM,0.0,,,
1502,08/09/19 10:00:00 PM,0.0,,28.159,28.060
1503,08/09/19 10:30:00 PM,0.0,,,
1504,08/09/19 11:00:00 PM,0.0,,28.258,28.258
1505,08/09/19 11:30:00 PM,0.0,,,
1506,08/10/19 12:00:00 AM,0.0,27.866,28.357,28.357
1507,08/10/19 12:30:00 AM,0.0,,,
1508,08/10/19 01:00:00 AM,0.0,,28.357,28.357
1509,08/10/19 01:30:00 AM,0.0,,,
1510,08/10/19 02:00:00 AM,0.0,,28.258,28.159
1511,08/10/19 02:30:00 AM,0.0,,,
1512,08/10/19 03:00:00 AM,0.0,,28.060,27.961
1513,08/10/19 03:30:00 AM,0.0,,,
1514,08/10/19 04:00:00 AM,0.0,,27.862,27.665
1515,08/10/19 04:30:00 AM,0.0,,,
1516,08/10/19 05:00:00 AM,0.0,,27.567,27.370
1517,08/10/19 05:30:00 AM,0.0,,,
1518,08/10/19 06:00:00 AM,0.0,,27.173,26.977
1519,08/10/19 06:30:00 AM,0.0,,,
1520,08/10/19 07:00:00 AM,0.0,,26.781,26.585
1521,08/10/19 07:30:00 AM,0.0,,,
1522,08/10/19 08:00:00 AM,0.0,,26.390,26.195
1523,08/10/19 08:30:00 AM,0.0,,,
1524,08/10/19 09:00:00 AM,0.0,,26.097,25.902
1525,08/10/19 09:30:00 AM,0.0,,,
1526,08/10/19 10:00:00 AM,0.0,,25.805,25.805
1527,08/10/19 10:30:00 AM,0.0,,,
1528,08/10/19 11:00:00 AM,0.0,,25.805,25.708
1529,08/10/19 11:30:00 AM,0.0,,,
1530,08/10/19 12:00:00 PM,0.0,,26.195,25.902
1531,08/10/19 12:30:00 PM,0.0,,,
1532,08/10/19 01:00:00 PM,0.0,,26.781,26.488
1533,08/10/19 01:30:00 PM,0.0,,,
1534,08/10/19 02:00:00 PM,0.0,,27.370,27.075
1535,08/10/19 02:30:00 PM,0.0,,,
1536,08/10/19 03:00:00 PM,0.0,,27.862,27.665
1537,08/10/19 03:30:00 PM,0.0,,,
1538,08/10/19 04:00:00 PM,0.0,,28.159,27.961
1539,08/10/19 04:30:00 PM,0.0,,,
1540,08/10/19 05:00:00 PM,0.0,,28.555,28.357
1541,08/10/19 05:30:00 PM,0.0,,,
1542,08/10/19 06:00:00 PM,0.0,,29.152,28.853
1543,08/10/19 06:30:00 PM,0.0,,,
1544,08/10/19 07:00:00 PM,0.0,,29.552,29.352
1545,08/10/19 07:30:00 PM,0.0,,,
1546,08/10/19 08:00:00 PM,0.0,,29.953,29.752
1547,08/10/19 08:30:00 PM,0.0,,,
1548,08/10/19 09:00:00 PM,0.0,,30.154,30.054
1549,08/10/19 09:30:00 PM,0.0,,,
1550,08/10/19 10:00:00 PM,0.0,,30.255,30.154
1551,08/10/19 10:30:00 PM,0.0,,,
1552,08/10/19 11:00:00 PM,0.0,,30.255,30.154
1553,08/10/19 11:30:00 PM,0.0,,,
1554,08/11/19 12:00:00 AM,0.0,25.070,29.953,29.853
1555,08/11/19 12:30:00 AM,0.0,,,
1556,08/11/19 01:00:00 AM,0.0,,29.552,29.352
1557,08/11/19 01:30:00 AM,0.0,,,
1558,08/11/19 02:00:00 AM,0.0,,29.053,28.655
1559,08/11/19 02:30:00 AM,0.0,,,
1560,08/11/19 03:00:00 AM,0.0,,28.357,28.060
1561,08/11/19 03:30:00 AM,0.0,,,
1562,08/11/19 04:00:00 AM,0.0,,27.665,27.370
1563,08/11/19 04:30:00 AM,0.0,,,
1564,08/11/19 05:00:00 AM,0.0,,26.977,26.683
1565,08/11/19 05:30:00 AM,0.0,,,
1566,08/11/19 06:00:00 AM,0.0,,26.292,26.000
1567,08/11/19 06:30:00 AM,0.0,,,
1568,08/11/19 07:00:00 AM,0.0,,25.708,25.319
1569,08/11/19 07:30:00 AM,0.0,,,
1570,08/11/19 08:00:00 AM,0.0,,25.028,24.738
1571,08/11/19 08:30:00 AM,0.0,,,
1572,08/11/19 09:00:00 AM,0.0,,24.545,24.255
1573,08/11/19 09:30:00 AM,0.0,,,
1574,08/11/19 10:00:00 AM,0.0,,24.158,24.062
1575,08/11/19 10:30:00 AM,0.0,,,
1576,08/11/19 11:00:00 AM,0.0,,24.255,24.062
1577,08/11/19 11:30:00 AM,0.0,,,
1578,08/11/19 12:00:00 PM,0.0,,24.738,24.448
1579,08/11/19 12:30:00 PM,0.0,,,
1580,08/11/19 01:00:00 PM,0.0,,25.125,24.931
1581,08/11/19 01:30:00 PM,0.0,,,
1582,08/11/19 02:00:00 PM,0.0,,25.319,25.222
1583,08/11/19 02:30:00 PM,0.0,,,
1584,08/11/19 03:00:00 PM,0.0,,25.416,25.416
1585,08/11/19 03:30:00 PM,0.0,,,
1586,08/11/19 04:00:00 PM,0.0,,25.319,25.222
1587,08/11/19 04:30:00 PM,0.0,,,
1588,08/11/19 05:00:00 PM,0.0,,25.028,24.641
1589,08/11/19 05:30:00 PM,0.0,,,
1590,08/11/19 06:00:00 PM,0.0,,24.158,23.677
1591,08/11/19 06:30:00 PM,0.0,,,
1592,08/11/19 07:00:00 PM,0.0,,23.292,22.812
1593,08/11/19 07:30:00 PM,0.0,,,
1594,08/11/19 08:00:00 PM,0.0,,22.429,22.046
1595,08/11/19 08:30:00 PM,0.0,,,
1596,08/11/19 09:00:00 PM,0.0,,21.664,21.282
1597,08/11/19 09:30:00 PM,0.0,,,
1598,08/11/19 10:00:00 PM,0.0,,20.901,20.424
1599,08/11/19 10:30:00 PM,0.0,,,
1600,08/11/19 11:00:00 PM,0.0,,20.138,19.758
1601,08/11/19 11:30:00 PM,0.0,,,
1602,08/12/19 12:00:00 AM,0.0,18.909,19.377,18.996
1603,08/12/19 12:30:00 AM,0.0,,,
1604,08/12/19 01:00:00 AM,0.0,,18.711,18.426
1605,08/12/19 01:30:00 AM,0.0,,,
1606,08/12/19 02:00:00 AM,0.0,,18.140,17.855
1607,08/12/19 02:30:00 AM,0.0,,,
1608,08/12/19 03:00:00 AM,0.0,,17.570,17.379
1609,08/12/19 03:30:00 AM,0.0,,,
1610,08/12/19 04:00:00 AM,0.0,,17.094,16.808
1611,08/12/19 04:30:00 AM,0.0,,,
1612,08/12/19 05:00:00 AM,0.0,,16.523,16.237
1613,08/12/19 05:30:00 AM,0.0,,,
1614,08/12/19 06:00:00 AM,0.0,,15.951,15.664
1615,08/12/19 06:30:00 AM,0.0,,,
1616,08/12/19 07:00:00 AM,0.0,,15.378,15.091
1617,08/12/19 07:30:00 AM,0.0,,,
1618,08/12/19 08:00:00 AM,0.0,,14.709,14.421
1619,08/12/19 08:30:00 AM,0.0,,,
1620,08/12/19 09:00:00 AM,0.0,,14.230,14.230
1621,08/12/19 09:30:00 AM,0.0,,,
1622,08/12/19 10:00:00 AM,0.0,,14.325,14.230
1623,08/12/19 10:30:00 AM,0.0,,,
1624,08/12/19 11:00:00 AM,0.0,,14.804,14.517
1625,08/12/19 11:30:00 AM,0.0,,,
1626,08/12/19 12:00:00 PM,0.0,,15.951,15.282
1627,08/12/19 12:30:00 PM,0.0,,,
1628,08/12/19 01:00:00 PM,0.0,,17.379,16.618
1629,08/12/19 01:30:00 PM,0.0,,,
1630,08/12/19 02:00:00 PM,0.0,,18.996,18.236
1631,08/12/19 02:30:00 PM,0.0,,,
1632,08/12/19 03:00:00 PM,0.0,,20.519,19.853
1633,08/12/19 03:30:00 PM,0.0,,,
1634,08/12/19 04:00:00 PM,0.0,,21.855,21.282
1635,08/12/19 04:30:00 PM,0.0,,,
1636,08/12/19 05:00:00 PM,0.0,,22.812,22.429
1637,08/12/19 05:30:00 PM,0.0,,,
1638,08/12/19 06:00:00 PM,0.0,,23.484,23.196
1639,08/12/19 06:30:00 PM,0.0,,,
1640,08/12/19 07:00:00 PM,0.0,,23.966,23.773
1641,08/12/19 07:30:00 PM,0.0,,,
1642,08/12/19 08:00:00 PM,0.0,,24.158,24.062
1643,08/12/19 08:30:00 PM,0.0,,,
1644,08/12/19 09:00:00 PM,0.0,,24.158,24.158
1645,08/12/19 09:30:00 PM,0.0,,,
1646,08/12/19 10:00:00 PM,0.0,,24.062,23.869
1647,08/12/19 10:30:00 PM,0.0,,,
1648,08/12/19 11:00:00 PM,0.0,,23.581,23.292
1649,08/12/19 11:30:00 PM,0.0,,,
1650,08/13/19 12:00:00 AM,0.0,20.424,23.004,22.525
1651,08/13/19 12:30:00 AM,0.0,,,
1652,08/13/19 01:00:00 AM,0.0,,22.142,21.664
1653,08/13/19 01:30:00 AM,0.0,,,
1654,08/13/19 02:00:00 AM,0.0,,21.187,20.710
1655,08/13/19 02:30:00 AM,0.0,,,
1656,08/13/19 03:00:00 AM,0.0,,20.234,19.662
1657,08/13/19 03:30:00 AM,0.0,,,
1658,08/13/19 04:00:00 AM,0.0,,19.187,18.616
1659,08/13/19 04:30:00 AM,0.0,,,
1660,08/13/19 05:00:00 AM,0.0,,18.045,17.570
1661,08/13/19 05:30:00 AM,0.0,,,
1662,08/13/19 06:00:00 AM,0.0,,16.999,16.523
1663,08/13/19 06:30:00 AM,0.0,,,
1664,08/13/19 07:00:00 AM,0.0,,15.951,15.473
1665,08/13/19 07:30:00 AM,0.0,,,
1666,08/13/19 08:00:00 AM,0.0,,14.996,14.517
1667,08/13/19 08:30:00 AM,0.0,,,
1668,08/13/19 09:00:00 AM,0.0,,14.230,14.038
1669,08/13/19 09:30:00 AM,0.0,,,
1670,08/13/19 10:00:00 AM,0.0,,14.325,14.134
1671,08/13/19 10:30:00 AM,0.0,,,
1672,08/13/19 11:00:00 AM,0.0,,15.378,14.804
1673,08/13/19 11:30:00 AM,0.0,,,
1674,08/13/19 12:00:00 PM,0.0,,16.808,16.046
1675,08/13/19 12:30:00 PM,0.0,,,
1676,08/13/19 01:00:00 PM,0.0,,18.616,17.665
1677,08/13/19 01:30:00 PM,0.0,,,
1678,08/13/19 02:00:00 PM,0.0,,20.329,19.472
1679,08/13/19 02:30:00 PM,0.0,,,
1680,08/13/19 03:00:00 PM,0.0,,21.760,21.091
1681,08/13/19 03:30:00 PM,0.0,,,
1682,08/13/19 04:00:00 PM,0.0,,23.004,22.429
1683,08/13/19 04:30:00 PM,0.0,,,
1684,08/13/19 05:00:00 PM,0.0,,23.966,23.484
1685,08/13/19 05:30:00 PM,0.0,,,
1686,08/13/19 06:00:00 PM,0.0,,24.835,24.448
1687,08/13/19 06:30:00 PM,0.0,,,
1688,08/13/19 07:00:00 PM,0.0,,25.416,25.222
1689,08/13/19 07:30:00 PM,0.0,,,
1690,08/13/19 08:00:00 PM,0.0,,25.902,25.610
1691,08/13/19 08:30:00 PM,0.0,,,
1692,08/13/19 09:00:00 PM,0.0,,26.195,26.000
1693,08/13/19 09:30:00 PM,0.0,,,
1694,08/13/19 10:00:00 PM,0.0,,26.488,26.390
1695,08/13/19 10:30:00 PM,0.0,,,
1696,08/13/19 11:00:00 PM,0.0,,26.683,26.585
1697,08/13/19 11:30:00 PM,0.0,,,
1698,08/14/19 12:00:00 AM,0.0,26.076,26.781,26.781
1699,08/14/19 12:30:00 AM,0.0,,,
1700,08/14/19 01:00:00 AM,0.0,,26.781,26.781
1701,08/14/19 01:30:00 AM,0.0,,,
1702,08/14/19 02:00:00 AM,0.0,,26.683,26.585
1703,08/14/19 02:30:00 AM,0.0,,,
1704,08/14/19 03:00:00 AM,0.0,,26.390,26.195
1705,08/14/19 03:30:00 AM,0.0,,,
1706,08/14/19 04:00:00 AM,0.0,,26.000,25.708
1707,08/14/19 04:30:00 AM,0.0,,,
1708,08/14/19 05:00:00 AM,0.0,,25.513,25.222
1709,08/14/19 05:30:00 AM,0.0,,,
1710,08/14/19 06:00:00 AM,0.0,,24.931,24.545
1711,08/14/19 06:30:00 AM,0.0,,,
1712,08/14/19 07:00:00 AM,0.0,,24.255,23.966
1713,08/14/19 07:30:00 AM,0.0,,,
1714,08/14/19 08:00:00 AM,0.0,,23.677,23.484
1715,08/14/19 08:30:00 AM,0.0,,,
1716,08/14/19 09:00:00 AM,0.0,,23.388,23.388
1717,08/14/19 09:30:00 AM,0.0,,,
1718,08/14/19 10:00:00 AM,0.0,,23.581,23.484
1719,08/14/19 10:30:00 AM,0.0,,,
1720,08/14/19 11:00:00 AM,0.0,,24.158,23.773
1721,08/14/19 11:30:00 AM,0.0,,,
1722,08/14/19 12:00:00 PM,0.0,,24.641,24.448
1723,08/14/19 12:30:00 PM,0.0,,,
1724,08/14/19 01:00:00 PM,0.0,,25.125,24.931
1725,08/14/19 01:30:00 PM,0.0,,,
1726,08/14/19 02:00:00 PM,0.0,,25.708,25.416
1727,08/14/19 02:30:00 PM,0.0,,,
1728,08/14/19 03:00:00 PM,0.0,,26.292,26.000
1729,08/14/19 03:30:00 PM,0.0,,,
1730,08/14/19 04:00:00 PM,0.0,,26.585,26.488
