"Plot Title: HoboDC102-SN2006529"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 2006529, SEN S/N: 2006529)","Max: Daily Temperature, °C (LGR S/N: 2006529)","Coupler Attached (LGR S/N: 2006529)","Host Connected (LGR S/N: 2006529)","Stopped (LGR S/N: 2006529)","End Of File (LGR S/N: 2006529)"
1,07/12/19 12:00:00 AM,,31.370,,,,
2,07/12/19 06:00:00 PM,31.268,,,,,
3,07/12/19 06:05:00 PM,31.268,,,,,
4,07/12/19 06:10:00 PM,31.370,,,,,
5,07/12/19 06:15:00 PM,31.064,,,,,
6,07/12/19 06:20:00 PM,30.659,,,,,
7,07/12/19 06:25:00 PM,30.255,,,,,
8,07/12/19 06:30:00 PM,29.652,,,,,
9,07/12/19 06:35:00 PM,28.953,,,,,
10,07/12/19 06:40:00 PM,28.258,,,,,
11,07/12/19 06:45:00 PM,27.567,,,,,
12,07/12/19 06:50:00 PM,26.879,,,,,
13,07/12/19 06:55:00 PM,26.195,,,,,
14,07/12/19 07:00:00 PM,25.513,,,,,
15,07/12/19 07:05:00 PM,24.835,,,,,
16,07/12/19 07:10:00 PM,24.062,,,,,
17,07/12/19 07:15:00 PM,23.388,,,,,
18,07/12/19 07:20:00 PM,22.717,,,,,
19,07/12/19 07:25:00 PM,22.046,,,,,
20,07/12/19 07:30:00 PM,21.378,,,,,
21,07/12/19 07:35:00 PM,20.710,,,,,
22,07/12/19 07:40:00 PM,19.948,,,,,
23,07/12/19 07:45:00 PM,19.282,,,,,
24,07/12/19 07:50:00 PM,18.521,,,,,
25,07/12/19 07:55:00 PM,17.950,,,,,
26,07/12/19 08:00:00 PM,17.284,,,,,
27,07/12/19 08:05:00 PM,16.713,,,,,
28,07/12/19 08:10:00 PM,16.141,,,,,
29,07/12/19 08:15:00 PM,15.091,,,,,
30,07/12/19 08:20:00 PM,14.421,,,,,
31,07/12/19 08:25:00 PM,13.942,,,,,
32,07/12/19 08:30:00 PM,13.558,,,,,
33,07/12/19 08:35:00 PM,13.173,,,,,
34,07/12/19 08:40:00 PM,12.787,,,,,
35,07/12/19 08:45:00 PM,12.497,,,,,
36,07/12/19 08:50:00 PM,12.110,,,,,
37,07/12/19 08:55:00 PM,11.722,,,,,
38,07/12/19 09:00:00 PM,11.431,,,,,
39,07/12/19 09:05:00 PM,11.041,,,,,
40,07/12/19 09:10:00 PM,10.651,,,,,
41,07/12/19 09:15:00 PM,10.161,,,,,
42,07/12/19 09:20:00 PM,9.768,,,,,
43,07/12/19 09:25:00 PM,9.373,,,,,
44,07/12/19 09:30:00 PM,8.978,,,,,
45,07/12/19 09:35:00 PM,8.581,,,,,
46,07/12/19 09:40:00 PM,8.182,,,,,
47,07/12/19 09:45:00 PM,7.682,,,,,
48,07/12/19 09:50:00 PM,7.280,,,,,
49,07/12/19 09:55:00 PM,6.978,,,,,
50,07/12/19 10:00:00 PM,6.471,,,,,
51,07/12/19 10:05:00 PM,6.064,,,,,
52,07/12/19 10:10:00 PM,5.757,,,,,
53,07/12/19 10:15:00 PM,5.347,,,,,
54,07/12/19 10:20:00 PM,5.244,,,,,
55,07/12/19 10:25:00 PM,5.347,,,,,
56,07/12/19 10:30:00 PM,5.347,,,,,
57,07/12/19 10:35:00 PM,5.347,,,,,
58,07/12/19 10:40:00 PM,5.347,,,,,
59,07/12/19 10:45:00 PM,5.347,,,,,
60,07/12/19 10:50:00 PM,5.244,,,,,
61,07/12/19 10:55:00 PM,5.244,,,,,
62,07/12/19 11:00:00 PM,5.450,,,,,
63,07/12/19 11:05:00 PM,5.757,,,,,
64,07/12/19 11:10:00 PM,5.757,,,,,
65,07/12/19 11:15:00 PM,5.552,,,,,
66,07/12/19 11:20:00 PM,5.552,,,,,
67,07/12/19 11:25:00 PM,5.347,,,,,
68,07/12/19 11:30:00 PM,5.347,,,,,
69,07/12/19 11:35:00 PM,5.347,,,,,
70,07/12/19 11:40:00 PM,5.347,,,,,
71,07/12/19 11:45:00 PM,5.347,,,,,
72,07/12/19 11:50:00 PM,5.347,,,,,
73,07/12/19 11:55:00 PM,5.347,,,,,
74,07/13/19 12:00:00 AM,5.450,31.880,,,,
75,07/13/19 12:05:00 AM,5.552,,,,,
76,07/13/19 12:10:00 AM,5.655,,,,,
77,07/13/19 12:15:00 AM,5.757,,,,,
78,07/13/19 12:20:00 AM,5.860,,,,,
79,07/13/19 12:25:00 AM,5.860,,,,,
80,07/13/19 12:30:00 AM,5.962,,,,,
81,07/13/19 12:35:00 AM,5.962,,,,,
82,07/13/19 12:40:00 AM,6.064,,,,,
83,07/13/19 12:45:00 AM,6.064,,,,,
84,07/13/19 12:50:00 AM,6.166,,,,,
85,07/13/19 12:55:00 AM,6.166,,,,,
86,07/13/19 01:00:00 AM,6.268,,,,,
87,07/13/19 01:05:00 AM,6.268,,,,,
88,07/13/19 01:10:00 AM,6.370,,,,,
89,07/13/19 01:15:00 AM,6.370,,,,,
90,07/13/19 01:20:00 AM,6.370,,,,,
91,07/13/19 01:25:00 AM,6.471,,,,,
92,07/13/19 01:30:00 AM,6.573,,,,,
93,07/13/19 01:35:00 AM,6.573,,,,,
94,07/13/19 01:40:00 AM,6.573,,,,,
95,07/13/19 01:45:00 AM,6.674,,,,,
96,07/13/19 01:50:00 AM,6.674,,,,,
97,07/13/19 01:55:00 AM,6.775,,,,,
98,07/13/19 02:00:00 AM,6.877,,,,,
99,07/13/19 02:05:00 AM,6.877,,,,,
100,07/13/19 02:10:00 AM,6.978,,,,,
101,07/13/19 02:15:00 AM,7.079,,,,,
102,07/13/19 02:20:00 AM,7.079,,,,,
103,07/13/19 02:25:00 AM,7.179,,,,,
104,07/13/19 02:30:00 AM,7.280,,,,,
105,07/13/19 02:35:00 AM,7.280,,,,,
106,07/13/19 02:40:00 AM,7.280,,,,,
107,07/13/19 02:45:00 AM,7.381,,,,,
108,07/13/19 02:50:00 AM,7.381,,,,,
109,07/13/19 02:55:00 AM,7.481,,,,,
110,07/13/19 03:00:00 AM,7.481,,,,,
111,07/13/19 03:05:00 AM,7.481,,,,,
112,07/13/19 03:10:00 AM,7.481,,,,,
113,07/13/19 03:15:00 AM,7.582,,,,,
114,07/13/19 03:20:00 AM,7.582,,,,,
115,07/13/19 03:25:00 AM,7.682,,,,,
116,07/13/19 03:30:00 AM,7.682,,,,,
117,07/13/19 03:35:00 AM,7.682,,,,,
118,07/13/19 03:40:00 AM,7.682,,,,,
119,07/13/19 03:45:00 AM,7.682,,,,,
120,07/13/19 03:50:00 AM,7.682,,,,,
121,07/13/19 03:55:00 AM,7.682,,,,,
122,07/13/19 04:00:00 AM,7.782,,,,,
123,07/13/19 04:05:00 AM,7.782,,,,,
124,07/13/19 04:10:00 AM,7.782,,,,,
125,07/13/19 04:15:00 AM,7.882,,,,,
126,07/13/19 04:20:00 AM,7.882,,,,,
127,07/13/19 04:25:00 AM,7.882,,,,,
128,07/13/19 04:30:00 AM,7.882,,,,,
129,07/13/19 04:35:00 AM,7.882,,,,,
130,07/13/19 04:40:00 AM,7.882,,,,,
131,07/13/19 04:45:00 AM,7.882,,,,,
132,07/13/19 04:50:00 AM,7.882,,,,,
133,07/13/19 04:55:00 AM,7.882,,,,,
134,07/13/19 05:00:00 AM,7.882,,,,,
135,07/13/19 05:05:00 AM,7.983,,,,,
136,07/13/19 05:10:00 AM,7.983,,,,,
137,07/13/19 05:15:00 AM,7.983,,,,,
138,07/13/19 05:20:00 AM,7.983,,,,,
139,07/13/19 05:25:00 AM,7.983,,,,,
140,07/13/19 05:30:00 AM,8.082,,,,,
141,07/13/19 05:35:00 AM,8.082,,,,,
142,07/13/19 05:40:00 AM,8.082,,,,,
143,07/13/19 05:45:00 AM,8.082,,,,,
144,07/13/19 05:50:00 AM,8.082,,,,,
145,07/13/19 05:55:00 AM,7.983,,,,,
146,07/13/19 06:00:00 AM,8.082,,,,,
147,07/13/19 06:05:00 AM,8.082,,,,,
148,07/13/19 06:10:00 AM,8.382,,,,,
149,07/13/19 06:15:00 AM,9.176,,,,,
150,07/13/19 06:20:00 AM,9.768,,,,,
151,07/13/19 06:25:00 AM,10.357,,,,,
152,07/13/19 06:30:00 AM,10.846,,,,,
153,07/13/19 06:35:00 AM,11.334,,,,,
154,07/13/19 06:40:00 AM,11.722,,,,,
155,07/13/19 06:45:00 AM,12.110,,,,,
156,07/13/19 06:50:00 AM,12.497,,,,,
157,07/13/19 06:55:00 AM,12.980,,,,,
158,07/13/19 07:00:00 AM,13.461,,,,,
159,07/13/19 07:05:00 AM,13.846,,,,,
160,07/13/19 07:10:00 AM,14.134,,,,,
161,07/13/19 07:15:00 AM,14.613,,,,,
162,07/13/19 07:20:00 AM,15.091,,,,,
163,07/13/19 07:25:00 AM,15.664,,,,,
164,07/13/19 07:30:00 AM,16.141,,,,,
165,07/13/19 07:35:00 AM,16.618,,,,,
166,07/13/19 07:40:00 AM,17.094,,,,,
167,07/13/19 07:45:00 AM,17.665,,,,,
168,07/13/19 07:50:00 AM,18.045,,,,,
169,07/13/19 07:55:00 AM,18.426,,,,,
170,07/13/19 08:00:00 AM,18.806,,,,,
171,07/13/19 08:05:00 AM,19.282,,,,,
172,07/13/19 08:10:00 AM,19.758,,,,,
173,07/13/19 08:15:00 AM,20.234,,,,,
174,07/13/19 08:20:00 AM,20.710,,,,,
175,07/13/19 08:25:00 AM,21.282,,,,,
176,07/13/19 08:30:00 AM,21.855,,,,,
177,07/13/19 08:35:00 AM,22.333,,,,,
178,07/13/19 08:40:00 AM,22.717,,,,,
179,07/13/19 08:45:00 AM,23.196,,,,,
180,07/13/19 08:50:00 AM,23.677,,,,,
181,07/13/19 08:55:00 AM,24.158,,,,,
182,07/13/19 09:00:00 AM,24.545,,,,,
183,07/13/19 09:05:00 AM,25.222,,,,,
184,07/13/19 09:10:00 AM,25.902,,,,,
185,07/13/19 09:15:00 AM,26.390,,,,,
186,07/13/19 09:20:00 AM,26.879,,,,,
187,07/13/19 09:25:00 AM,27.370,,,,,
188,07/13/19 09:30:00 AM,27.862,,,,,
189,07/13/19 09:35:00 AM,28.357,,,,,
190,07/13/19 09:40:00 AM,28.754,,,,,
191,07/13/19 09:45:00 AM,29.152,,,,,
192,07/13/19 09:50:00 AM,29.652,,,,,
193,07/13/19 09:55:00 AM,30.154,,,,,
194,07/13/19 10:00:00 AM,30.558,,,,,
195,07/13/19 10:05:00 AM,30.963,,,,,
196,07/13/19 10:10:00 AM,31.574,,,,,
197,07/13/19 10:15:00 AM,31.778,,,,,
198,07/13/19 10:20:00 AM,31.778,,,,,
199,07/13/19 10:25:00 AM,31.574,,,,,
200,07/13/19 10:30:00 AM,31.574,,,,,
201,07/13/19 10:35:00 AM,31.574,,,,,
202,07/13/19 10:40:00 AM,31.574,,,,,
203,07/13/19 10:45:00 AM,31.574,,,,,
204,07/13/19 10:50:00 AM,31.472,,,,,
205,07/13/19 10:55:00 AM,31.574,,,,,
206,07/13/19 11:00:00 AM,31.574,,,,,
207,07/13/19 11:05:00 AM,31.574,,,,,
208,07/13/19 11:10:00 AM,31.676,,,,,
209,07/13/19 11:15:00 AM,31.676,,,,,
210,07/13/19 11:20:00 AM,31.676,,,,,
211,07/13/19 11:25:00 AM,31.778,,,,,
212,07/13/19 11:30:00 AM,31.778,,,,,
213,07/13/19 11:35:00 AM,31.778,,,,,
214,07/13/19 11:40:00 AM,31.778,,,,,
215,07/13/19 11:45:00 AM,31.778,,,,,
216,07/13/19 11:50:00 AM,31.676,,,,,
217,07/13/19 11:55:00 AM,31.676,,,,,
218,07/13/19 12:00:00 PM,31.574,,,,,
219,07/13/19 12:05:00 PM,31.574,,,,,
220,07/13/19 12:10:00 PM,31.472,,,,,
221,07/13/19 12:15:00 PM,31.472,,,,,
222,07/13/19 12:20:00 PM,31.472,,,,,
223,07/13/19 12:25:00 PM,31.472,,,,,
224,07/13/19 12:30:00 PM,31.472,,,,,
225,07/13/19 12:35:00 PM,31.574,,,,,
226,07/13/19 12:40:00 PM,31.574,,,,,
227,07/13/19 12:45:00 PM,31.574,,,,,
228,07/13/19 12:50:00 PM,31.676,,,,,
229,07/13/19 12:55:00 PM,31.574,,,,,
230,07/13/19 01:00:00 PM,31.472,,,,,
231,07/13/19 01:05:00 PM,31.472,,,,,
232,07/13/19 01:10:00 PM,31.166,,,,,
233,07/13/19 01:15:00 PM,31.064,,,,,
234,07/13/19 01:20:00 PM,31.064,,,,,
235,07/13/19 01:25:00 PM,31.166,,,,,
236,07/13/19 01:30:00 PM,31.268,,,,,
237,07/13/19 01:35:00 PM,31.268,,,,,
238,07/13/19 01:40:00 PM,31.268,,,,,
239,07/13/19 01:45:00 PM,31.268,,,,,
240,07/13/19 01:50:00 PM,31.268,,,,,
241,07/13/19 01:55:00 PM,31.268,,,,,
242,07/13/19 02:00:00 PM,31.268,,,,,
243,07/13/19 02:05:00 PM,31.268,,,,,
244,07/13/19 02:10:00 PM,31.268,,,,,
245,07/13/19 02:15:00 PM,31.268,,,,,
246,07/13/19 02:20:00 PM,31.166,,,,,
247,07/13/19 02:25:00 PM,31.268,,,,,
248,07/13/19 02:30:00 PM,31.268,,,,,
249,07/13/19 02:35:00 PM,31.268,,,,,
250,07/13/19 02:40:00 PM,31.268,,,,,
251,07/13/19 02:45:00 PM,31.268,,,,,
252,07/13/19 02:50:00 PM,31.268,,,,,
253,07/13/19 02:55:00 PM,31.064,,,,,
254,07/13/19 03:00:00 PM,31.166,,,,,
255,07/13/19 03:05:00 PM,31.166,,,,,
256,07/13/19 03:10:00 PM,31.064,,,,,
257,07/13/19 03:15:00 PM,31.064,,,,,
258,07/13/19 03:20:00 PM,31.064,,,,,
259,07/13/19 03:25:00 PM,31.064,,,,,
260,07/13/19 03:30:00 PM,31.268,,,,,
261,07/13/19 03:35:00 PM,31.370,,,,,
262,07/13/19 03:40:00 PM,31.370,,,,,
263,07/13/19 03:45:00 PM,31.370,,,,,
264,07/13/19 03:50:00 PM,31.370,,,,,
265,07/13/19 03:55:00 PM,31.370,,,,,
266,07/13/19 04:00:00 PM,31.370,,,,,
267,07/13/19 04:05:00 PM,31.370,,,,,
268,07/13/19 04:10:00 PM,31.370,,,,,
269,07/13/19 04:15:00 PM,31.472,,,,,
270,07/13/19 04:20:00 PM,31.472,,,,,
271,07/13/19 04:25:00 PM,31.676,,,,,
272,07/13/19 04:30:00 PM,31.676,,,,,
273,07/13/19 04:35:00 PM,31.676,,,,,
274,07/13/19 04:40:00 PM,31.676,,,,,
275,07/13/19 04:45:00 PM,31.676,,,,,
276,07/13/19 04:50:00 PM,31.778,,,,,
277,07/13/19 04:55:00 PM,31.880,,,,,
278,07/13/19 05:00:00 PM,31.880,,,,,
279,07/13/19 05:05:00 PM,31.778,,,,,
280,07/13/19 05:10:00 PM,31.880,,,,,
281,07/13/19 05:15:00 PM,31.880,,,,,
282,07/13/19 05:20:00 PM,31.880,,,,,
283,07/13/19 05:25:00 PM,31.880,,,,,
284,07/13/19 05:30:00 PM,31.880,,,,,
285,07/13/19 05:35:00 PM,31.880,,,,,
286,07/13/19 05:40:00 PM,31.778,,,,,
287,07/13/19 05:45:00 PM,31.778,,,,,
288,07/13/19 05:50:00 PM,31.676,,,,,
289,07/13/19 05:55:00 PM,31.574,,,,,
290,07/13/19 06:00:00 PM,31.676,,,,,
291,07/13/19 06:05:00 PM,31.676,,,,,
292,07/13/19 06:10:00 PM,31.574,,,,,
293,07/13/19 06:15:00 PM,31.472,,,,,
294,07/13/19 06:20:00 PM,31.064,,,,,
295,07/13/19 06:25:00 PM,30.659,,,,,
296,07/13/19 06:30:00 PM,30.054,,,,,
297,07/13/19 06:35:00 PM,29.452,,,,,
298,07/13/19 06:40:00 PM,28.853,,,,,
299,07/13/19 06:45:00 PM,28.159,,,,,
300,07/13/19 06:50:00 PM,27.468,,,,,
301,07/13/19 06:55:00 PM,26.781,,,,,
302,07/13/19 07:00:00 PM,26.097,,,,,
303,07/13/19 07:05:00 PM,25.416,,,,,
304,07/13/19 07:10:00 PM,24.641,,,,,
305,07/13/19 07:15:00 PM,23.966,,,,,
306,07/13/19 07:20:00 PM,23.196,,,,,
307,07/13/19 07:25:00 PM,22.525,,,,,
308,07/13/19 07:30:00 PM,21.855,,,,,
309,07/13/19 07:35:00 PM,21.091,,,,,
310,07/13/19 07:40:00 PM,20.329,,,,,
311,07/13/19 07:45:00 PM,19.567,,,,,
312,07/13/19 07:50:00 PM,18.806,,,,,
313,07/13/19 07:55:00 PM,18.045,,,,,
314,07/13/19 08:00:00 PM,17.379,,,,,
315,07/13/19 08:05:00 PM,16.808,,,,,
316,07/13/19 08:10:00 PM,16.141,,,,,
317,07/13/19 08:15:00 PM,15.091,,,,,
318,07/13/19 08:20:00 PM,14.421,,,,,
319,07/13/19 08:25:00 PM,14.038,,,,,
320,07/13/19 08:30:00 PM,13.654,,,,,
321,07/13/19 08:35:00 PM,13.173,,,,,
322,07/13/19 08:40:00 PM,12.787,,,,,
323,07/13/19 08:45:00 PM,12.497,,,,,
324,07/13/19 08:50:00 PM,12.110,,,,,
325,07/13/19 08:55:00 PM,11.722,,,,,
326,07/13/19 09:00:00 PM,11.334,,,,,
327,07/13/19 09:05:00 PM,10.944,,,,,
328,07/13/19 09:10:00 PM,10.553,,,,,
329,07/13/19 09:15:00 PM,10.063,,,,,
330,07/13/19 09:20:00 PM,9.669,,,,,
331,07/13/19 09:25:00 PM,9.275,,,,,
332,07/13/19 09:30:00 PM,8.879,,,,,
333,07/13/19 09:35:00 PM,8.481,,,,,
334,07/13/19 09:40:00 PM,8.082,,,,,
335,07/13/19 09:45:00 PM,7.682,,,,,
336,07/13/19 09:50:00 PM,7.179,,,,,
337,07/13/19 09:55:00 PM,6.877,,,,,
338,07/13/19 10:00:00 PM,6.471,,,,,
339,07/13/19 10:05:00 PM,6.064,,,,,
340,07/13/19 10:10:00 PM,5.655,,,,,
341,07/13/19 10:15:00 PM,5.347,,,,,
342,07/13/19 10:20:00 PM,5.244,,,,,
343,07/13/19 10:25:00 PM,5.244,,,,,
344,07/13/19 10:30:00 PM,5.244,,,,,
345,07/13/19 10:35:00 PM,5.244,,,,,
346,07/13/19 10:40:00 PM,5.244,,,,,
347,07/13/19 10:45:00 PM,5.244,,,,,
348,07/13/19 10:50:00 PM,5.244,,,,,
349,07/13/19 10:55:00 PM,5.244,,,,,
350,07/13/19 11:00:00 PM,5.450,,,,,
351,07/13/19 11:05:00 PM,5.655,,,,,
352,07/13/19 11:10:00 PM,5.655,,,,,
353,07/13/19 11:15:00 PM,5.552,,,,,
354,07/13/19 11:20:00 PM,5.450,,,,,
355,07/13/19 11:25:00 PM,5.347,,,,,
356,07/13/19 11:30:00 PM,5.347,,,,,
357,07/13/19 11:35:00 PM,5.244,,,,,
358,07/13/19 11:40:00 PM,5.347,,,,,
359,07/13/19 11:45:00 PM,5.347,,,,,
360,07/13/19 11:50:00 PM,5.347,,,,,
361,07/13/19 11:55:00 PM,5.450,,,,,
362,07/14/19 12:00:00 AM,5.552,32.188,,,,
363,07/14/19 12:05:00 AM,5.655,,,,,
364,07/14/19 12:10:00 AM,5.655,,,,,
365,07/14/19 12:15:00 AM,5.757,,,,,
366,07/14/19 12:20:00 AM,5.757,,,,,
367,07/14/19 12:25:00 AM,5.860,,,,,
368,07/14/19 12:30:00 AM,5.962,,,,,
369,07/14/19 12:35:00 AM,5.962,,,,,
370,07/14/19 12:40:00 AM,6.064,,,,,
371,07/14/19 12:45:00 AM,6.166,,,,,
372,07/14/19 12:50:00 AM,6.268,,,,,
373,07/14/19 12:55:00 AM,6.268,,,,,
374,07/14/19 01:00:00 AM,6.370,,,,,
375,07/14/19 01:05:00 AM,6.370,,,,,
376,07/14/19 01:10:00 AM,6.471,,,,,
377,07/14/19 01:15:00 AM,6.471,,,,,
378,07/14/19 01:20:00 AM,6.471,,,,,
379,07/14/19 01:25:00 AM,6.573,,,,,
380,07/14/19 01:30:00 AM,6.573,,,,,
381,07/14/19 01:35:00 AM,6.573,,,,,
382,07/14/19 01:40:00 AM,6.674,,,,,
383,07/14/19 01:45:00 AM,6.775,,,,,
384,07/14/19 01:50:00 AM,6.775,,,,,
385,07/14/19 01:55:00 AM,6.775,,,,,
386,07/14/19 02:00:00 AM,6.775,,,,,
387,07/14/19 02:05:00 AM,6.775,,,,,
388,07/14/19 02:10:00 AM,6.877,,,,,
389,07/14/19 02:15:00 AM,6.978,,,,,
390,07/14/19 02:20:00 AM,6.978,,,,,
391,07/14/19 02:25:00 AM,7.079,,,,,
392,07/14/19 02:30:00 AM,7.079,,,,,
393,07/14/19 02:35:00 AM,7.079,,,,,
394,07/14/19 02:40:00 AM,7.079,,,,,
395,07/14/19 02:45:00 AM,7.179,,,,,
396,07/14/19 02:50:00 AM,7.179,,,,,
397,07/14/19 02:55:00 AM,7.280,,,,,
398,07/14/19 03:00:00 AM,7.381,,,,,
399,07/14/19 03:05:00 AM,7.481,,,,,
400,07/14/19 03:10:00 AM,7.381,,,,,
401,07/14/19 03:15:00 AM,7.381,,,,,
402,07/14/19 03:20:00 AM,7.381,,,,,
403,07/14/19 03:25:00 AM,7.381,,,,,
404,07/14/19 03:30:00 AM,7.481,,,,,
405,07/14/19 03:35:00 AM,7.481,,,,,
406,07/14/19 03:40:00 AM,7.481,,,,,
407,07/14/19 03:45:00 AM,7.582,,,,,
408,07/14/19 03:50:00 AM,7.582,,,,,
409,07/14/19 03:55:00 AM,7.582,,,,,
410,07/14/19 04:00:00 AM,7.682,,,,,
411,07/14/19 04:05:00 AM,7.582,,,,,
412,07/14/19 04:10:00 AM,7.582,,,,,
413,07/14/19 04:15:00 AM,7.582,,,,,
414,07/14/19 04:20:00 AM,7.682,,,,,
415,07/14/19 04:25:00 AM,7.682,,,,,
416,07/14/19 04:30:00 AM,7.682,,,,,
417,07/14/19 04:35:00 AM,7.782,,,,,
418,07/14/19 04:40:00 AM,7.782,,,,,
419,07/14/19 04:45:00 AM,7.782,,,,,
420,07/14/19 04:50:00 AM,7.782,,,,,
421,07/14/19 04:55:00 AM,7.882,,,,,
422,07/14/19 05:00:00 AM,7.882,,,,,
423,07/14/19 05:05:00 AM,7.782,,,,,
424,07/14/19 05:10:00 AM,7.882,,,,,
425,07/14/19 05:15:00 AM,7.882,,,,,
426,07/14/19 05:20:00 AM,7.983,,,,,
427,07/14/19 05:25:00 AM,7.983,,,,,
428,07/14/19 05:30:00 AM,7.983,,,,,
429,07/14/19 05:35:00 AM,7.882,,,,,
430,07/14/19 05:40:00 AM,7.983,,,,,
431,07/14/19 05:45:00 AM,7.983,,,,,
432,07/14/19 05:50:00 AM,7.983,,,,,
433,07/14/19 05:55:00 AM,7.882,,,,,
434,07/14/19 06:00:00 AM,7.882,,,,,
435,07/14/19 06:05:00 AM,7.983,,,,,
436,07/14/19 06:10:00 AM,8.182,,,,,
437,07/14/19 06:15:00 AM,9.077,,,,,
438,07/14/19 06:20:00 AM,9.768,,,,,
439,07/14/19 06:25:00 AM,10.259,,,,,
440,07/14/19 06:30:00 AM,10.748,,,,,
441,07/14/19 06:35:00 AM,11.236,,,,,
442,07/14/19 06:40:00 AM,11.722,,,,,
443,07/14/19 06:45:00 AM,12.207,,,,,
444,07/14/19 06:50:00 AM,12.594,,,,,
445,07/14/19 06:55:00 AM,12.980,,,,,
446,07/14/19 07:00:00 AM,13.558,,,,,
447,07/14/19 07:05:00 AM,13.942,,,,,
448,07/14/19 07:10:00 AM,14.421,,,,,
449,07/14/19 07:15:00 AM,14.709,,,,,
450,07/14/19 07:20:00 AM,15.187,,,,,
451,07/14/19 07:25:00 AM,15.569,,,,,
452,07/14/19 07:30:00 AM,15.951,,,,,
453,07/14/19 07:35:00 AM,16.332,,,,,
454,07/14/19 07:40:00 AM,16.808,,,,,
455,07/14/19 07:45:00 AM,17.189,,,,,
456,07/14/19 07:50:00 AM,17.665,,,,,
457,07/14/19 07:55:00 AM,18.140,,,,,
458,07/14/19 08:00:00 AM,18.616,,,,,
459,07/14/19 08:05:00 AM,19.092,,,,,
460,07/14/19 08:10:00 AM,19.567,,,,,
461,07/14/19 08:15:00 AM,20.043,,,,,
462,07/14/19 08:20:00 AM,20.519,,,,,
463,07/14/19 08:25:00 AM,21.091,,,,,
464,07/14/19 08:30:00 AM,21.569,,,,,
465,07/14/19 08:35:00 AM,22.046,,,,,
466,07/14/19 08:40:00 AM,22.525,,,,,
467,07/14/19 08:45:00 AM,22.908,,,,,
468,07/14/19 08:50:00 AM,23.388,,,,,
469,07/14/19 08:55:00 AM,23.869,,,,,
470,07/14/19 09:00:00 AM,24.351,,,,,
471,07/14/19 09:05:00 AM,24.835,,,,,
472,07/14/19 09:10:00 AM,25.319,,,,,
473,07/14/19 09:15:00 AM,25.902,,,,,
474,07/14/19 09:20:00 AM,26.390,,,,,
475,07/14/19 09:25:00 AM,26.781,,,,,
476,07/14/19 09:30:00 AM,27.272,,,,,
477,07/14/19 09:35:00 AM,27.665,,,,,
478,07/14/19 09:40:00 AM,28.060,,,,,
479,07/14/19 09:45:00 AM,28.655,,,,,
480,07/14/19 09:50:00 AM,29.152,,,,,
481,07/14/19 09:55:00 AM,29.652,,,,,
482,07/14/19 10:00:00 AM,30.054,,,,,
483,07/14/19 10:05:00 AM,30.558,,,,,
484,07/14/19 10:10:00 AM,30.963,,,,,
485,07/14/19 10:15:00 AM,31.370,,,,,
486,07/14/19 10:20:00 AM,31.472,,,,,
487,07/14/19 10:25:00 AM,31.472,,,,,
488,07/14/19 10:30:00 AM,31.472,,,,,
489,07/14/19 10:35:00 AM,31.472,,,,,
490,07/14/19 10:40:00 AM,31.370,,,,,
491,07/14/19 10:45:00 AM,31.370,,,,,
492,07/14/19 10:50:00 AM,31.370,,,,,
493,07/14/19 10:55:00 AM,31.370,,,,,
494,07/14/19 11:00:00 AM,31.370,,,,,
495,07/14/19 11:05:00 AM,31.370,,,,,
496,07/14/19 11:10:00 AM,31.472,,,,,
497,07/14/19 11:15:00 AM,31.574,,,,,
498,07/14/19 11:20:00 AM,31.574,,,,,
499,07/14/19 11:25:00 AM,31.574,,,,,
500,07/14/19 11:30:00 AM,31.574,,,,,
501,07/14/19 11:35:00 AM,31.574,,,,,
502,07/14/19 11:40:00 AM,31.574,,,,,
503,07/14/19 11:45:00 AM,31.676,,,,,
504,07/14/19 11:50:00 AM,31.676,,,,,
505,07/14/19 11:55:00 AM,31.676,,,,,
506,07/14/19 12:00:00 PM,31.676,,,,,
507,07/14/19 12:05:00 PM,31.676,,,,,
508,07/14/19 12:10:00 PM,31.676,,,,,
509,07/14/19 12:15:00 PM,31.676,,,,,
510,07/14/19 12:20:00 PM,31.676,,,,,
511,07/14/19 12:25:00 PM,31.778,,,,,
512,07/14/19 12:30:00 PM,31.880,,,,,
513,07/14/19 12:35:00 PM,31.880,,,,,
514,07/14/19 12:40:00 PM,31.880,,,,,
515,07/14/19 12:45:00 PM,31.880,,,,,
516,07/14/19 12:50:00 PM,31.983,,,,,
517,07/14/19 12:55:00 PM,31.880,,,,,
518,07/14/19 01:00:00 PM,31.880,,,,,
519,07/14/19 01:05:00 PM,31.778,,,,,
520,07/14/19 01:10:00 PM,31.778,,,,,
521,07/14/19 01:15:00 PM,31.676,,,,,
522,07/14/19 01:20:00 PM,31.676,,,,,
523,07/14/19 01:25:00 PM,31.676,,,,,
524,07/14/19 01:30:00 PM,31.574,,,,,
525,07/14/19 01:35:00 PM,31.574,,,,,
526,07/14/19 01:40:00 PM,31.574,,,,,
527,07/14/19 01:45:00 PM,31.472,,,,,
528,07/14/19 01:50:00 PM,31.472,,,,,
529,07/14/19 01:55:00 PM,31.472,,,,,
530,07/14/19 02:00:00 PM,31.472,,,,,
531,07/14/19 02:05:00 PM,31.472,,,,,
