"Plot Title: 1027086"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 1027086, SEN S/N: 1027086)","Avg: Hourly Temperature, °C (LGR S/N: 1027086)","Max: Daily Temperature, °C (LGR S/N: 1027086)","Min: Daily Temperature, °C (LGR S/N: 1027086)","Coupler Attached (LGR S/N: 1027086)","Coupler Detached (LGR S/N: 1027086)","Host Connected (LGR S/N: 1027086)","Stopped (LGR S/N: 1027086)","End Of File (LGR S/N: 1027086)"
61,07/10/18 08:30:00 PM,21.5,,,,,,,,
62,07/10/18 09:00:00 PM,0.0,10.894,,,,,,,
63,07/10/18 09:30:00 PM,0.0,,,,,,,,
64,07/10/18 10:00:00 PM,0.0,9.669,,,,,,,
65,07/10/18 10:30:00 PM,0.0,,,,,,,,
66,07/10/18 11:00:00 PM,0.0,7.882,,,,,,,
67,07/10/18 11:30:00 PM,0.0,,,,,,,,
68,07/11/18 12:00:00 AM,0.0,7.179,48.955,2.088,,,,,
69,07/11/18 12:30:00 AM,0.0,,,,,,,,
70,07/11/18 01:00:00 AM,0.0,5.501,,,,,,,
71,07/11/18 01:30:00 AM,0.0,,,,,,,,
72,07/11/18 02:00:00 AM,0.0,4.882,,,,,,,
73,07/11/18 02:30:00 AM,0.0,,,,,,,,
74,07/11/18 03:00:00 AM,0.0,4.882,,,,,,,
75,07/11/18 03:30:00 AM,0.0,,,,,,,,
76,07/11/18 04:00:00 AM,0.0,4.154,,,,,,,
77,07/11/18 04:30:00 AM,0.0,,,,,,,,
78,07/11/18 05:00:00 AM,0.0,2.462,,,,,,,
79,07/11/18 05:30:00 AM,0.0,,,,,,,,
80,07/11/18 06:00:00 AM,96.9,2.463,,,,,,,
81,07/11/18 06:30:00 AM,269.1,,,,,,,,
82,07/11/18 07:00:00 AM,462.9,3.734,,,,,,,
83,07/11/18 07:30:00 AM,602.8,,,,,,,,
84,07/11/18 08:00:00 AM,1097.9,10.271,,,,,,,
85,07/11/18 08:30:00 AM,7577.8,,,,,,,,
86,07/11/18 09:00:00 AM,9644.5,21.048,,,,,,,
87,07/11/18 09:30:00 AM,13089.0,,,,,,,,
88,07/11/18 10:00:00 AM,17911.2,31.653,,,,,,,
89,07/11/18 10:30:00 AM,33066.9,,,,,,,,
90,07/11/18 11:00:00 AM,37200.2,44.231,,,,,,,
91,07/11/18 11:30:00 AM,44089.2,,,,,,,,
92,07/11/18 12:00:00 PM,44089.2,45.081,,,,,,,
93,07/11/18 12:30:00 PM,46844.8,,,,,,,,
94,07/11/18 01:00:00 PM,5511.1,40.111,,,,,,,
95,07/11/18 01:30:00 PM,35822.5,,,,,,,,
96,07/11/18 02:00:00 PM,6544.5,26.387,,,,,,,
97,07/11/18 02:30:00 PM,1291.7,,,,,,,,
98,07/11/18 03:00:00 PM,1001.0,18.996,,,,,,,
99,07/11/18 03:30:00 PM,5511.1,,,,,,,,
100,07/11/18 04:00:00 PM,10677.8,24.410,,,,,,,
101,07/11/18 04:30:00 PM,3616.7,,,,,,,,
102,07/11/18 05:00:00 PM,16533.4,28.316,,,,,,,
103,07/11/18 05:30:00 PM,12400.1,,,,,,,,
104,07/11/18 06:00:00 PM,10677.8,23.098,,,,,,,
105,07/11/18 06:30:00 PM,871.9,,,,,,,,
106,07/11/18 07:00:00 PM,785.8,15.473,,,,,,,
107,07/11/18 07:30:00 PM,807.3,,,,,,,,
108,07/11/18 08:00:00 PM,538.2,14.038,,,,,,,
109,07/11/18 08:30:00 PM,10.8,,,,,,,,
110,07/11/18 09:00:00 PM,0.0,12.349,,,,,,,
111,07/11/18 09:30:00 PM,0.0,,,,,,,,
112,07/11/18 10:00:00 PM,0.0,10.992,,,,,,,
113,07/11/18 10:30:00 PM,0.0,,,,,,,,
114,07/11/18 11:00:00 PM,0.0,10.111,,,,,,,
115,07/11/18 11:30:00 PM,0.0,,,,,,,,
116,07/12/18 12:00:00 AM,0.0,9.127,34.163,4.934,,,,,
117,07/12/18 12:30:00 AM,0.0,,,,,,,,
118,07/12/18 01:00:00 AM,0.0,7.730,,,,,,,
119,07/12/18 01:30:00 AM,0.0,,,,,,,,
120,07/12/18 02:00:00 AM,0.0,7.681,,,,,,,
121,07/12/18 02:30:00 AM,0.0,,,,,,,,
122,07/12/18 03:00:00 AM,0.0,7.330,,,,,,,
123,07/12/18 03:30:00 AM,0.0,,,,,,,,
124,07/12/18 04:00:00 AM,0.0,6.724,,,,,,,
125,07/12/18 04:30:00 AM,0.0,,,,,,,,
126,07/12/18 05:00:00 AM,0.0,6.470,,,,,,,
127,07/12/18 05:30:00 AM,0.0,,,,,,,,
128,07/12/18 06:00:00 AM,139.9,4.934,,,,,,,
129,07/12/18 06:30:00 AM,710.4,,,,,,,,
130,07/12/18 07:00:00 AM,1377.8,7.977,,,,,,,
131,07/12/18 07:30:00 AM,2497.2,,,,,,,,
132,07/12/18 08:00:00 AM,1722.2,12.130,,,,,,,
133,07/12/18 08:30:00 AM,10333.4,,,,,,,,
134,07/12/18 09:00:00 AM,6544.5,18.759,,,,,,,
135,07/12/18 09:30:00 AM,10677.8,,,,,,,,
136,07/12/18 10:00:00 AM,14466.8,25.923,,,,,,,
137,07/12/18 10:30:00 AM,21355.7,,,,,,,,
138,07/12/18 11:00:00 AM,14466.8,30.221,,,,,,,
139,07/12/18 11:30:00 AM,12400.1,,,,,,,,
140,07/12/18 12:00:00 PM,16533.4,27.695,,,,,,,
141,07/12/18 12:30:00 PM,6544.5,,,,,,,,
142,07/12/18 01:00:00 PM,41333.6,29.016,,,,,,,
143,07/12/18 01:30:00 PM,3961.1,,,,,,,,
144,07/12/18 02:00:00 PM,10677.8,24.206,,,,,,,
145,07/12/18 02:30:00 PM,6544.5,,,,,,,,
146,07/12/18 03:00:00 PM,3444.5,17.177,,,,,,,
147,07/12/18 03:30:00 PM,1550.0,,,,,,,,
148,07/12/18 04:00:00 PM,5511.1,17.091,,,,,,,
149,07/12/18 04:30:00 PM,10677.8,,,,,,,,
150,07/12/18 05:00:00 PM,8266.7,24.256,,,,,,,
151,07/12/18 05:30:00 PM,11022.3,,,,,,,,
152,07/12/18 06:00:00 PM,4650.0,23.008,,,,,,,
153,07/12/18 06:30:00 PM,4305.6,,,,,,,,
154,07/12/18 07:00:00 PM,570.5,14.945,,,,,,,
155,07/12/18 07:30:00 PM,398.3,,,,,,,,
156,07/12/18 08:00:00 PM,118.4,12.544,,,,,,,
157,07/12/18 08:30:00 PM,0.0,,,,,,,,
158,07/12/18 09:00:00 PM,0.0,11.382,,,,,,,
159,07/12/18 09:30:00 PM,0.0,,,,,,,,
160,07/12/18 10:00:00 PM,0.0,10.454,,,,,,,
161,07/12/18 10:30:00 PM,0.0,,,,,,,,
162,07/12/18 11:00:00 PM,0.0,9.274,,,,,,,
163,07/12/18 11:30:00 PM,0.0,,,,,,,,
164,07/13/18 12:00:00 AM,0.0,7.932,49.905,3.472,,,,,
165,07/13/18 12:30:00 AM,0.0,,,,,,,,
166,07/13/18 01:00:00 AM,0.0,6.877,,,,,,,
167,07/13/18 01:30:00 AM,0.0,,,,,,,,
168,07/13/18 02:00:00 AM,0.0,5.706,,,,,,,
169,07/13/18 02:30:00 AM,0.0,,,,,,,,
170,07/13/18 03:00:00 AM,0.0,6.318,,,,,,,
171,07/13/18 03:30:00 AM,0.0,,,,,,,,
172,07/13/18 04:00:00 AM,0.0,4.933,,,,,,,
173,07/13/18 04:30:00 AM,0.0,,,,,,,,
174,07/13/18 05:00:00 AM,0.0,4.311,,,,,,,
175,07/13/18 05:30:00 AM,0.0,,,,,,,,
176,07/13/18 06:00:00 AM,107.6,3.472,,,,,,,
177,07/13/18 06:30:00 AM,247.6,,,,,,,,
178,07/13/18 07:00:00 AM,430.6,4.311,,,,,,,
179,07/13/18 07:30:00 AM,613.5,,,,,,,,
180,07/13/18 08:00:00 AM,1087.2,9.832,,,,,,,
181,07/13/18 08:30:00 AM,9644.5,,,,,,,,
182,07/13/18 09:00:00 AM,12400.1,22.247,,,,,,,
183,07/13/18 09:30:00 AM,16533.4,,,,,,,,
184,07/13/18 10:00:00 AM,11711.2,30.566,,,,,,,
185,07/13/18 10:30:00 AM,10333.4,,,,,,,,
186,07/13/18 11:00:00 AM,37200.2,33.369,,,,,,,
187,07/13/18 11:30:00 AM,6200.0,,,,,,,,
188,07/13/18 12:00:00 PM,9300.1,37.032,,,,,,,
189,07/13/18 12:30:00 PM,30311.3,,,,,,,,
190,07/13/18 01:00:00 PM,38578.0,34.879,,,,,,,
191,07/13/18 01:30:00 PM,7577.8,,,,,,,,
192,07/13/18 02:00:00 PM,19289.0,29.703,,,,,,,
193,07/13/18 02:30:00 PM,7233.4,,,,,,,,
194,07/13/18 03:00:00 PM,7233.4,28.129,,,,,,,
195,07/13/18 03:30:00 PM,9300.1,,,,,,,,
196,07/13/18 04:00:00 PM,14466.8,28.407,,,,,,,
197,07/13/18 04:30:00 PM,8266.7,,,,,,,,
198,07/13/18 05:00:00 PM,4477.8,22.482,,,,,,,
199,07/13/18 05:30:00 PM,4477.8,,,,,,,,
200,07/13/18 06:00:00 PM,4133.4,20.951,,,,,,,
201,07/13/18 06:30:00 PM,1980.6,,,,,,,,
202,07/13/18 07:00:00 PM,1377.8,17.379,,,,,,,
203,07/13/18 07:30:00 PM,1463.9,,,,,,,,
204,07/13/18 08:00:00 PM,764.2,14.563,,,,,,,
205,07/13/18 08:30:00 PM,64.6,,,,,,,,
206,07/13/18 09:00:00 PM,0.0,12.159,,,,,,,
207,07/13/18 09:30:00 PM,0.0,,,,,,,,
208,07/13/18 10:00:00 PM,0.0,10.992,,,,,,,
209,07/13/18 10:30:00 PM,0.0,,,,,,,,
210,07/13/18 11:00:00 PM,0.0,9.225,,,,,,,
211,07/13/18 11:30:00 PM,0.0,,,,,,,,
212,07/14/18 12:00:00 AM,0.0,9.867,55.891,4.311,,,,,
213,07/14/18 12:30:00 AM,0.0,,,,,,,,
214,07/14/18 01:00:00 AM,0.0,7.581,,,,,,,
215,07/14/18 01:30:00 AM,0.0,,,,,,,,
216,07/14/18 02:00:00 AM,0.0,6.064,,,,,,,
217,07/14/18 02:30:00 AM,0.0,,,,,,,,
218,07/14/18 03:00:00 AM,0.0,6.926,,,,,,,
219,07/14/18 03:30:00 AM,0.0,,,,,,,,
220,07/14/18 04:00:00 AM,0.0,5.449,,,,,,,
221,07/14/18 04:30:00 AM,0.0,,,,,,,,
222,07/14/18 05:00:00 AM,0.0,4.778,,,,,,,
223,07/14/18 05:30:00 AM,0.0,,,,,,,,
224,07/14/18 06:00:00 AM,86.1,4.311,,,,,,,
225,07/14/18 06:30:00 AM,398.3,,,,,,,,
226,07/14/18 07:00:00 AM,710.4,5.398,,,,,,,
227,07/14/18 07:30:00 AM,688.9,,,,,,,,
228,07/14/18 08:00:00 AM,1097.9,11.610,,,,,,,
229,07/14/18 08:30:00 AM,9644.5,,,,,,,,
230,07/14/18 09:00:00 AM,12400.1,25.385,,,,,,,
231,07/14/18 09:30:00 AM,17222.3,,,,,,,,
232,07/14/18 10:00:00 AM,20666.8,35.568,,,,,,,
233,07/14/18 10:30:00 AM,35822.5,,,,,,,,
234,07/14/18 11:00:00 AM,7577.8,33.175,,,,,,,
235,07/14/18 11:30:00 AM,5166.7,,,,,,,,
236,07/14/18 12:00:00 PM,46844.8,47.416,,,,,,,
237,07/14/18 12:30:00 PM,41333.6,,,,,,,,
238,07/14/18 01:00:00 PM,35822.5,52.151,,,,,,,
239,07/14/18 01:30:00 PM,30311.3,,,,,,,,
240,07/14/18 02:00:00 PM,28933.5,54.065,,,,,,,
241,07/14/18 02:30:00 PM,28933.5,,,,,,,,
242,07/14/18 03:00:00 PM,26178.0,42.771,,,,,,,
243,07/14/18 03:30:00 PM,5511.1,,,,,,,,
244,07/14/18 04:00:00 PM,26178.0,40.507,,,,,,,
245,07/14/18 04:30:00 PM,6200.0,,,,,,,,
246,07/14/18 05:00:00 PM,3444.5,26.199,,,,,,,
247,07/14/18 05:30:00 PM,4133.4,,,,,,,,
248,07/14/18 06:00:00 PM,2152.8,22.860,,,,,,,
249,07/14/18 06:30:00 PM,4133.4,,,,,,,,
250,07/14/18 07:00:00 PM,1377.8,20.044,,,,,,,
251,07/14/18 07:30:00 PM,387.5,,,,,,,,
252,07/14/18 08:00:00 PM,667.4,17.855,,,,,,,
253,07/14/18 08:30:00 PM,86.1,,,,,,,,
254,07/14/18 09:00:00 PM,0.0,14.852,,,,,,,
255,07/14/18 09:30:00 PM,0.0,,,,,,,,
256,07/14/18 10:00:00 PM,0.0,13.173,,,,,,,
257,07/14/18 10:30:00 PM,0.0,,,,,,,,
258,07/14/18 11:00:00 PM,0.0,13.317,,,,,,,
259,07/14/18 11:30:00 PM,0.0,,,,,,,,
260,07/15/18 12:00:00 AM,0.0,13.076,49.768,6.775,,,,,
261,07/15/18 12:30:00 AM,0.0,,,,,,,,
262,07/15/18 01:00:00 AM,0.0,11.138,,,,,,,
263,07/15/18 01:30:00 AM,0.0,,,,,,,,
264,07/15/18 02:00:00 AM,0.0,10.992,,,,,,,
265,07/15/18 02:30:00 AM,0.0,,,,,,,,
266,07/15/18 03:00:00 AM,0.0,10.699,,,,,,,
267,07/15/18 03:30:00 AM,0.0,,,,,,,,
268,07/15/18 04:00:00 AM,0.0,10.455,,,,,,,
269,07/15/18 04:30:00 AM,0.0,,,,,,,,
270,07/15/18 05:00:00 AM,0.0,9.866,,,,,,,
271,07/15/18 05:30:00 AM,0.0,,,,,,,,
272,07/15/18 06:00:00 AM,64.6,10.062,,,,,,,
273,07/15/18 06:30:00 AM,366.0,,,,,,,,
274,07/15/18 07:00:00 AM,731.9,11.284,,,,,,,
275,07/15/18 07:30:00 AM,1334.7,,,,,,,,
276,07/15/18 08:00:00 AM,1377.8,12.835,,,,,,,
277,07/15/18 08:30:00 AM,1463.9,,,,,,,,
278,07/15/18 09:00:00 AM,3788.9,16.901,,,,,,,
279,07/15/18 09:30:00 AM,4650.0,,,,,,,,
280,07/15/18 10:00:00 AM,3961.1,17.665,,,,,,,
281,07/15/18 10:30:00 AM,1636.1,,,,,,,,
282,07/15/18 11:00:00 AM,4822.3,18.950,,,,,,,
283,07/15/18 11:30:00 AM,10333.4,,,,,,,,
284,07/15/18 12:00:00 PM,10333.4,24.607,,,,,,,
285,07/15/18 12:30:00 PM,7577.8,,,,,,,,
286,07/15/18 01:00:00 PM,20666.8,35.361,,,,,,,
287,07/15/18 01:30:00 PM,13777.9,,,,,,,,
288,07/15/18 02:00:00 PM,37200.2,42.053,,,,,,,
289,07/15/18 02:30:00 PM,12400.1,,,,,,,,
290,07/15/18 03:00:00 PM,13089.0,43.521,,,,,,,
291,07/15/18 03:30:00 PM,15844.5,,,,,,,,
292,07/15/18 04:00:00 PM,8611.2,24.145,,,,,,,
293,07/15/18 04:30:00 PM,1270.1,,,,,,,,
294,07/15/18 05:00:00 PM,1463.9,15.519,,,,,,,
295,07/15/18 05:30:00 PM,1636.1,,,,,,,,
296,07/15/18 06:00:00 PM,2927.8,13.652,,,,,,,
297,07/15/18 06:30:00 PM,581.3,,,,,,,,
298,07/15/18 07:00:00 PM,1054.9,13.220,,,,,,,
299,07/15/18 07:30:00 PM,2152.8,,,,,,,,
300,07/15/18 08:00:00 PM,1216.3,12.833,,,,,,,
301,07/15/18 08:30:00 PM,64.6,,,,,,,,
302,07/15/18 09:00:00 PM,0.0,10.207,,,,,,,
303,07/15/18 09:30:00 PM,0.0,,,,,,,,
304,07/15/18 10:00:00 PM,0.0,8.381,,,,,,,
305,07/15/18 10:30:00 PM,0.0,,,,,,,,
306,07/15/18 11:00:00 PM,0.0,7.329,,,,,,,
307,07/15/18 11:30:00 PM,0.0,,,,,,,,
308,07/16/18 12:00:00 AM,0.0,6.623,51.154,2.943,,,,,
309,07/16/18 12:30:00 AM,0.0,,,,,,,,
310,07/16/18 01:00:00 AM,0.0,7.380,,,,,,,
311,07/16/18 01:30:00 AM,0.0,,,,,,,,
312,07/16/18 02:00:00 AM,0.0,6.672,,,,,,,
313,07/16/18 02:30:00 AM,0.0,,,,,,,,
314,07/16/18 03:00:00 AM,0.0,5.654,,,,,,,
315,07/16/18 03:30:00 AM,0.0,,,,,,,,
316,07/16/18 04:00:00 AM,0.0,3.892,,,,,,,
317,07/16/18 04:30:00 AM,0.0,,,,,,,,
318,07/16/18 05:00:00 AM,0.0,3.946,,,,,,,
319,07/16/18 05:30:00 AM,0.0,,,,,,,,
320,07/16/18 06:00:00 AM,86.1,3.313,,,,,,,
321,07/16/18 06:30:00 AM,226.0,,,,,,,,
322,07/16/18 07:00:00 AM,419.8,4.830,,,,,,,
323,07/16/18 07:30:00 AM,645.8,,,,,,,,
324,07/16/18 08:00:00 AM,1463.9,10.229,,,,,,,
325,07/16/18 08:30:00 AM,8266.7,,,,,,,,
326,07/16/18 09:00:00 AM,10677.8,21.192,,,,,,,
327,07/16/18 09:30:00 AM,15155.7,,,,,,,,
328,07/16/18 10:00:00 AM,18600.1,30.973,,,,,,,
329,07/16/18 10:30:00 AM,34444.7,,,,,,,,
330,07/16/18 11:00:00 AM,37200.2,43.197,,,,,,,
331,07/16/18 11:30:00 AM,44089.2,,,,,,,,
332,07/16/18 12:00:00 PM,46844.8,49.588,,,,,,,
333,07/16/18 12:30:00 PM,12400.1,,,,,,,,
334,07/16/18 01:00:00 PM,7577.8,32.207,,,,,,,
335,07/16/18 01:30:00 PM,10333.4,,,,,,,,
336,07/16/18 02:00:00 PM,12400.1,35.728,,,,,,,
337,07/16/18 02:30:00 PM,10677.8,,,,,,,,
338,07/16/18 03:00:00 PM,8611.2,32.813,,,,,,,
339,07/16/18 03:30:00 PM,7577.8,,,,,,,,
340,07/16/18 04:00:00 PM,11022.3,37.853,,,,,,,
341,07/16/18 04:30:00 PM,7577.8,,,,,,,,
342,07/16/18 05:00:00 PM,4305.6,25.422,,,,,,,
343,07/16/18 05:30:00 PM,2927.8,,,,,,,,
344,07/16/18 06:00:00 PM,1065.6,19.664,,,,,,,
345,07/16/18 06:30:00 PM,710.4,,,,,,,,
346,07/16/18 07:00:00 PM,279.9,12.787,,,,,,,
347,07/16/18 07:30:00 PM,376.7,,,,,,,,
348,07/16/18 08:00:00 PM,624.3,11.964,,,,,,,
349,07/16/18 08:30:00 PM,64.6,,,,,,,,
350,07/16/18 09:00:00 PM,0.0,9.323,,,,,,,
351,07/16/18 09:30:00 PM,0.0,,,,,,,,
352,07/16/18 10:00:00 PM,0.0,8.131,,,,,,,
353,07/16/18 10:30:00 PM,0.0,,,,,,,,
354,07/16/18 11:00:00 PM,0.0,7.931,,,,,,,
355,07/16/18 11:30:00 PM,0.0,,,,,,,,
356,07/17/18 12:00:00 AM,0.0,8.978,50.318,4.311,,,,,
357,07/17/18 12:30:00 AM,0.0,,,,,,,,
358,07/17/18 01:00:00 AM,0.0,8.032,,,,,,,
359,07/17/18 01:30:00 AM,0.0,,,,,,,,
360,07/17/18 02:00:00 AM,0.0,7.782,,,,,,,
361,07/17/18 02:30:00 AM,0.0,,,,,,,,
362,07/17/18 03:00:00 AM,0.0,6.875,,,,,,,
363,07/17/18 03:30:00 AM,0.0,,,,,,,,
364,07/17/18 04:00:00 AM,0.0,6.674,,,,,,,
365,07/17/18 04:30:00 AM,0.0,,,,,,,,
366,07/17/18 05:00:00 AM,0.0,5.757,,,,,,,
367,07/17/18 05:30:00 AM,0.0,,,,,,,,
368,07/17/18 06:00:00 AM,53.8,5.808,,,,,,,
369,07/17/18 06:30:00 AM,882.6,,,,,,,,
370,07/17/18 07:00:00 AM,1550.0,7.531,,,,,,,
371,07/17/18 07:30:00 AM,1324.0,,,,,,,,
372,07/17/18 08:00:00 AM,1980.6,12.595,,,,,,,
373,07/17/18 08:30:00 AM,10333.4,,,,,,,,
374,07/17/18 09:00:00 AM,12400.1,23.246,,,,,,,
375,07/17/18 09:30:00 AM,9300.1,,,,,,,,
376,07/17/18 10:00:00 AM,20666.8,31.185,,,,,,,
377,07/17/18 10:30:00 AM,33066.9,,,,,,,,
378,07/17/18 11:00:00 AM,38578.0,45.174,,,,,,,
379,07/17/18 11:30:00 AM,44089.2,,,,,,,,
380,07/17/18 12:00:00 PM,46844.8,45.194,,,,,,,
381,07/17/18 12:30:00 PM,12400.1,,,,,,,,
382,07/17/18 01:00:00 PM,34444.7,36.639,,,,,,,
383,07/17/18 01:30:00 PM,11711.2,,,,,,,,
384,07/17/18 02:00:00 PM,5511.1,34.355,,,,,,,
385,07/17/18 02:30:00 PM,26178.0,,,,,,,,
386,07/17/18 03:00:00 PM,22044.6,45.834,,,,,,,
387,07/17/18 03:30:00 PM,22044.6,,,,,,,,
388,07/17/18 04:00:00 PM,8611.2,33.797,,,,,,,
389,07/17/18 04:30:00 PM,18600.1,,,,,,,,
390,07/17/18 05:00:00 PM,3272.2,26.168,,,,,,,
391,07/17/18 05:30:00 PM,2927.8,,,,,,,,
392,07/17/18 06:00:00 PM,624.3,17.094,,,,,,,
393,07/17/18 06:30:00 PM,2152.8,,,,,,,,
394,07/17/18 07:00:00 PM,1722.2,17.665,,,,,,,
395,07/17/18 07:30:00 PM,1130.2,,,,,,,,
396,07/17/18 08:00:00 PM,247.6,11.572,,,,,,,
397,07/17/18 08:30:00 PM,75.3,,,,,,,,
398,07/17/18 09:00:00 PM,0.0,9.521,,,,,,,
399,07/17/18 09:30:00 PM,0.0,,,,,,,,
400,07/17/18 10:00:00 PM,0.0,6.165,,,,,,,
401,07/17/18 10:30:00 PM,0.0,,,,,,,,
402,07/17/18 11:00:00 PM,0.0,4.829,,,,,,,
403,07/17/18 11:30:00 PM,0.0,,,,,,,,
404,07/18/18 12:00:00 AM,0.0,4.207,47.892,2.624,,,,,
405,07/18/18 12:30:00 AM,0.0,,,,,,,,
406,07/18/18 01:00:00 AM,0.0,3.577,,,,,,,
407,07/18/18 01:30:00 AM,0.0,,,,,,,,
408,07/18/18 02:00:00 AM,0.0,3.628,,,,,,,
409,07/18/18 02:30:00 AM,0.0,,,,,,,,
410,07/18/18 03:00:00 AM,0.0,2.837,,,,,,,
411,07/18/18 03:30:00 AM,0.0,,,,,,,,
412,07/18/18 04:00:00 AM,0.0,2.943,,,,,,,
413,07/18/18 04:30:00 AM,0.0,,,,,,,,
414,07/18/18 05:00:00 AM,0.0,2.837,,,,,,,
415,07/18/18 05:30:00 AM,0.0,,,,,,,,
416,07/18/18 06:00:00 AM,75.3,3.102,,,,,,,
417,07/18/18 06:30:00 AM,688.9,,,,,,,,
418,07/18/18 07:00:00 AM,839.6,4.152,,,,,,,
419,07/18/18 07:30:00 AM,1011.8,,,,,,,,
420,07/18/18 08:00:00 AM,2669.5,10.306,,,,,,,
421,07/18/18 08:30:00 AM,9300.1,,,,,,,,
422,07/18/18 09:00:00 AM,10677.8,24.462,,,,,,,
423,07/18/18 09:30:00 AM,16533.4,,,,,,,,
424,07/18/18 10:00:00 AM,22044.6,32.675,,,,,,,
425,07/18/18 10:30:00 AM,34444.7,,,,,,,,
426,07/18/18 11:00:00 AM,38578.0,41.426,,,,,,,
427,07/18/18 11:30:00 AM,16533.4,,,,,,,,
428,07/18/18 12:00:00 PM,44089.2,47.178,,,,,,,
429,07/18/18 12:30:00 PM,42711.4,,,,,,,,
430,07/18/18 01:00:00 PM,34444.7,46.098,,,,,,,
431,07/18/18 01:30:00 PM,7233.4,,,,,,,,
432,07/18/18 02:00:00 PM,7577.8,36.439,,,,,,,
433,07/18/18 02:30:00 PM,7577.8,,,,,,,,
434,07/18/18 03:00:00 PM,5166.7,32.212,,,,,,,
