"Plot Title: 2006528"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 2006528, SEN S/N: 2006528)","Avg: Hourly Temperature, °C (LGR S/N: 2006528)","Max: Daily Temperature, °C (LGR S/N: 2006528)","Min: Daily Temperature, °C (LGR S/N: 2006528)","Coupler Attached (LGR S/N: 2006528)","Host Connected (LGR S/N: 2006528)","Stopped (LGR S/N: 2006528)","End Of File (LGR S/N: 2006528)"
1,07/09/18 12:00:00 AM,,,30.963,23.966,,,,
2,07/09/18 03:00:00 PM,0.0,28.704,,,,,,
3,07/09/18 03:30:00 PM,0.0,,,,,,,
4,07/09/18 04:00:00 PM,0.0,29.903,,,,,,
5,07/09/18 04:30:00 PM,0.0,,,,,,,
6,07/09/18 05:00:00 PM,0.0,30.861,,,,,,
7,07/09/18 05:30:00 PM,0.0,,,,,,,
8,07/09/18 06:00:00 PM,0.0,30.912,,,,,,
9,07/09/18 06:30:00 PM,0.0,,,,,,,
10,07/09/18 07:00:00 PM,0.0,30.508,,,,,,
11,07/09/18 07:30:00 PM,0.0,,,,,,,
12,07/09/18 08:00:00 PM,215.3,25.816,,,,,,
13,07/09/18 08:30:00 PM,10.8,,,,,,,
14,07/09/18 09:00:00 PM,64.6,25.515,,,,,,
15,07/09/18 09:30:00 PM,32.3,,,,,,,
16,07/09/18 10:00:00 PM,32.3,25.805,,,,,,
17,07/09/18 10:30:00 PM,32.3,,,,,,,
18,07/09/18 11:00:00 PM,0.0,25.270,,,,,,
19,07/09/18 11:30:00 PM,0.0,,,,,,,
20,07/10/18 12:00:00 AM,0.0,24.786,36.946,7.882,,,,
21,07/10/18 12:30:00 AM,0.0,,,,,,,
22,07/10/18 01:00:00 AM,0.0,24.351,,,,,,
23,07/10/18 01:30:00 AM,0.0,,,,,,,
24,07/10/18 02:00:00 AM,0.0,23.869,,,,,,
25,07/10/18 02:30:00 AM,0.0,,,,,,,
26,07/10/18 03:00:00 AM,0.0,23.340,,,,,,
27,07/10/18 03:30:00 AM,0.0,,,,,,,
